test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.11.3,fibonacci.py 100000,0.269274,5037,1686825913.921644,-,-,541,14.52,3760,1878,1.80,614,0,0,29,92,84,249,2,366,4,98,0.00,0.44,0.97,1.20,5.98,0.09,38.67,0.21,36.92,17.84,2.83,7.00,57.80,75,75,91.36,300,300,112.80,98.33,6.80,6.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.42,3.62,0.02,0.30,0.00,0.00
2,Python 3.11.3,fibonacci.py 100000,0.272590,1419,1686825914.230444,-,-,509,13.86,3673,1896,1.85,498,0,0,12,23,47,178,0,279,2,107,0.00,0.30,0.17,1.06,4.31,0.00,32.34,0.00,47.91,14.66,4.11,4.44,62.93,72,74,95.75,300,300,105.27,99.19,3.82,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.15,3.35,0.01,0.29,0.00,0.00
3,Python 3.11.3,fibonacci.py 100000,0.260475,1327,1686825914.523176,-,-,511,13.41,3816,1896,1.91,545,0,0,15,38,88,178,0,284,1,67,0.00,0.36,0.34,1.18,4.06,0.00,41.90,0.00,38.63,16.01,3.70,4.31,62.57,73,75,94.83,300,300,106.88,99.01,4.71,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.23,3.47,0.01,0.27,0.00,0.00
4,Python 3.11.3,fibonacci.py 100000,0.333936,4132,1686825914.901956,-,-,1120,34.01,3302,1890,1.20,4896,0,11,1740,839,161,197,0,245,0,125,0.01,3.63,3.28,1.14,2.46,0.00,21.59,0.00,33.47,18.30,1.21,2.01,44.47,73,73,95.53,300,300,190.80,98.42,3.42,3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.70,5.65,0.01,0.47,0.00,0.00
5,Python 3.11.3,fibonacci.py 100000,0.265362,1406,1686825915.206935,-,-,504,13.46,3745,1896,1.90,541,0,0,18,39,65,192,0,297,0,64,0.00,0.15,0.38,1.03,4.57,0.00,39.21,0.00,41.11,15.59,2.94,5.87,62.14,75,75,94.96,300,300,107.48,98.99,4.58,4.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,3.41,0.01,0.28,0.00,0.00
6,Python 3.11.3,fibonacci.py 100000,0.271126,1423,1686825915.525854,-,-,487,13.36,3641,1896,1.92,458,0,1,6,29,65,206,0,216,2,104,0.00,0.19,0.21,0.78,5.93,0.00,26.07,0.99,52.43,15.53,2.64,7.89,60.58,74,74,97.00,300,300,106.94,99.25,2.79,2.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.12,3.29,0.01,0.28,0.00,0.00
7,Python 3.11.3,fibonacci.py 100000,0.287052,1436,1686825915.857068,-,-,803,22.94,3502,1896,1.34,1191,0,14,2594,1816,245,200,0,430,3,159,0.01,6.02,5.24,1.19,5.01,0.00,36.11,0.63,22.59,26.37,0.88,5.85,43.96,72,72,94.76,300,300,154.57,98.08,5.07,5.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.39,4.46,0.02,0.37,0.00,0.00
8,Python 3.11.3,fibonacci.py 100000,0.298190,1375,1686825916.194599,-,-,532,18.43,2887,1896,1.69,825,0,1,146,144,143,388,0,507,5,160,0.00,0.66,1.19,1.77,8.80,0.00,42.96,0.56,25.39,18.53,2.76,8.95,51.34,73,73,96.92,300,300,130.00,98.33,2.67,2.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.45,3.53,0.01,0.32,0.00,0.00
9,Python 3.11.3,fibonacci.py 100000,0.273091,1659,1686825916.503409,-,-,519,14.15,3670,1896,1.82,559,0,0,21,39,67,244,0,267,1,102,0.00,0.17,0.27,0.94,7.31,0.00,25.80,1.11,50.16,15.94,3.63,7.86,58.43,72,73,94.84,300,300,111.62,99.16,4.57,4.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.23,3.44,0.01,0.29,0.00,0.00
10,Python 3.11.3,fibonacci.py 100000,0.279663,1352,1686825916.821785,-,-,758,21.51,3522,1896,1.40,967,0,11,3414,1400,98,148,0,174,0,125,0.01,8.32,4.10,0.35,2.51,0.00,20.92,0.00,42.27,25.02,0.45,1.50,51.51,72,74,97.26,300,300,145.64,99.03,2.47,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.01,4.19,0.01,0.34,0.00,0.00
