test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 2.7.18,fibonacci.py 100000,0.084595,1453,1686825894.219530,-,-,1124,41.59,2700,1897,0.69,776,0,7,2349,1669,258,140,0,56,0,0,0.04,18.89,15.70,4.57,8.59,0.00,11.32,0.00,0.00,42.52,2.86,7.10,5.92,55,56,89.84,300,300,243.26,92.26,9.82,9.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.88,0.01,0.13,0.00,0.00
2,Python 2.7.18,fibonacci.py 100000,0.063833,1472,1686825894.335149,-,-,822,30.39,2700,1899,0.87,489,0,11,354,921,621,335,2,11,0,0,0.05,8.64,22.42,18.21,16.69,0.04,4.18,0.00,0.00,51.30,7.58,8.52,2.21,56,57,95.56,300,300,203.57,99.67,3.37,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.59,0.00,0.07,0.00,0.00
3,Python 2.7.18,fibonacci.py 100000,0.079703,1572,1686825894.460769,-,-,1600,59.07,2700,1902,0.73,1125,0,20,1537,1292,434,200,0,0,0,0,0.04,8.77,17.01,9.78,5.96,0.00,0.00,0.00,0.00,35.12,4.56,1.25,0.00,57,59,95.35,300,300,317.86,100.33,4.80,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,1.09,0.00,0.13,0.00,0.00
4,Python 2.7.18,fibonacci.py 100000,0.085029,1585,1686825894.588576,-,-,1780,65.98,2700,1895,0.70,1258,0,15,2100,1053,273,173,0,4,0,0,0.04,10.61,11.54,6.27,5.92,0.00,0.10,0.00,0.00,29.14,3.39,1.48,0.00,60,61,90.56,300,300,330.93,99.68,9.44,9.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,1.22,0.01,0.15,0.00,0.00
5,Python 2.7.18,fibonacci.py 100000,0.074345,1421,1686825894.710782,-,-,1401,51.85,2700,1897,0.70,814,0,0,2268,1615,187,92,0,12,0,0,0.00,16.88,17.82,3.11,7.45,0.00,3.55,0.00,0.00,41.40,0.62,3.95,2.17,57,58,87.43,300,300,296.92,99.75,11.40,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.93,0.01,0.12,0.00,0.00
6,Python 2.7.18,fibonacci.py 100000,0.075527,1449,1686825894.831616,-,-,1330,49.22,2700,1898,0.66,819,0,4,2225,1518,280,133,0,13,0,0,0.01,18.95,17.64,6.70,7.98,0.00,0.20,0.00,0.00,42.57,3.28,4.87,0.06,58,59,86.06,300,300,278.67,99.68,13.05,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.90,0.01,0.13,0.00,0.00
7,Python 2.7.18,fibonacci.py 100000,0.073048,1450,1686825894.952113,-,-,1332,48.87,2700,1914,0.67,749,0,2,1964,1564,288,113,0,21,0,0,0.01,18.91,16.99,5.33,9.04,0.00,1.97,0.00,0.00,43.97,2.87,3.86,0.43,57,57,93.09,300,300,283.57,100.38,8.20,8.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.88,0.01,0.12,0.00,0.00
8,Python 2.7.18,fibonacci.py 100000,0.073220,1510,1686825895.069890,-,-,1296,48.02,2700,1896,0.70,741,0,7,2344,1505,230,129,0,11,0,0,0.02,23.68,17.35,4.25,5.45,0.00,1.91,0.00,0.00,46.93,1.02,3.15,0.87,57,57,92.87,300,300,273.70,99.69,6.09,6.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.87,0.00,0.11,0.00,0.00
9,Python 2.7.18,fibonacci.py 100000,0.072510,1489,1686825895.189215,-,-,1282,47.48,2700,1896,0.69,744,0,3,2093,1522,268,134,0,10,0,0,0.01,19.62,19.06,4.88,8.19,0.00,1.40,0.00,0.00,45.43,0.83,5.57,0.69,58,58,93.78,300,300,274.00,99.67,5.34,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.86,0.00,0.11,0.00,0.00
10,Python 2.7.18,fibonacci.py 100000,0.072102,1466,1686825895.305334,-,-,1280,47.39,2700,1896,0.68,708,0,5,2414,1505,173,107,0,18,0,0,0.02,24.16,18.45,3.24,5.62,0.00,1.81,0.00,0.00,48.73,0.28,2.02,1.57,58,59,87.38,300,300,271.52,99.67,11.93,11.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.84,0.01,0.11,0.00,0.00
