test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.9.16,fibonacci.py 100000,0.312860,1686,1686825907.093750,-,-,557,19.66,2835,1894,1.66,916,0,4,394,488,327,584,0,418,0,79,0.00,1.93,3.03,2.90,9.25,0.00,35.95,0.00,27.17,22.80,3.58,7.54,46.43,68,71,93.97,300,300,135.75,97.16,5.51,5.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.73,3.73,0.02,0.34,0.00,0.00
2,Python 3.9.16,fibonacci.py 100000,0.280799,2810,1686825907.416226,-,-,534,14.35,3727,1894,1.78,630,0,57,137,26,64,208,0,285,0,124,0.01,2.62,0.18,1.03,4.89,0.00,37.47,0.00,39.25,17.80,3.58,5.72,58.55,69,72,93.31,300,300,107.17,98.56,5.68,5.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,3.57,0.02,0.30,0.00,0.00
3,Python 3.9.16,fibonacci.py 100000,0.321433,2739,1686825907.772831,-,-,799,28.55,2804,1893,1.34,1520,0,18,1628,1885,910,802,0,413,2,130,0.01,4.03,7.67,5.64,8.87,0.00,16.19,1.81,27.08,28.91,4.16,4.07,34.31,69,72,97.07,300,300,173.94,98.59,2.32,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.47,4.49,0.01,0.38,0.00,0.00
4,Python 3.9.16,fibonacci.py 100000,0.275685,1406,1686825908.090636,-,-,515,13.96,3691,1896,1.88,502,0,0,10,37,80,199,0,247,0,70,0.00,0.35,0.31,1.31,4.78,0.00,26.24,0.00,52.96,16.34,2.62,5.01,62.07,71,72,94.67,300,300,111.31,99.23,4.84,4.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.37,3.51,0.01,0.29,0.00,0.00
5,Python 3.9.16,fibonacci.py 100000,0.272248,1353,1686825908.402579,-,-,512,13.68,3741,1896,1.90,510,0,1,41,47,64,223,0,240,0,73,0.00,0.43,0.32,0.84,5.60,0.00,30.37,0.00,48.69,15.89,2.03,7.80,60.60,72,73,97.34,300,300,108.51,99.23,2.43,2.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.30,3.50,0.01,0.28,0.00,0.00
6,Python 3.9.16,fibonacci.py 100000,0.293747,1263,1686825908.737127,-,-,776,22.24,3489,1896,1.39,1118,0,7,3288,1589,166,75,0,297,2,128,0.00,7.69,4.90,1.08,1.96,0.00,34.57,0.17,27.42,25.13,0.52,1.35,50.77,72,73,95.66,300,300,146.28,99.11,4.19,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.29,4.40,0.01,0.36,0.00,0.00
7,Python 3.9.16,fibonacci.py 100000,0.306254,1370,1686825909.084689,-,-,575,20.54,2799,1896,1.64,825,0,3,462,359,387,653,0,184,0,84,0.00,1.99,2.08,3.99,10.86,0.00,17.92,0.00,42.60,19.74,6.23,7.41,46.09,70,71,95.67,300,300,138.58,99.24,4.00,3.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,3.70,0.01,0.32,0.00,0.00
8,Python 3.9.16,fibonacci.py 100000,0.277040,1397,1686825909.397294,-,-,516,13.79,3734,1898,1.85,579,0,0,29,43,73,206,0,255,0,53,0.00,0.27,0.36,1.02,4.54,0.00,33.38,0.00,46.66,15.72,2.50,4.76,63.22,70,70,97.10,300,300,109.65,99.31,2.73,2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,3.53,0.01,0.28,0.00,0.00
9,Python 3.9.16,fibonacci.py 100000,0.282051,1362,1686825909.719591,-,-,608,16.88,3601,1896,1.63,821,0,5,489,1038,571,439,0,343,0,92,0.00,2.65,5.07,3.90,7.82,0.00,33.73,0.00,29.79,24.23,2.68,5.48,50.73,71,73,95.37,300,300,126.17,98.68,4.32,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.75,3.93,0.01,0.32,0.00,0.00
10,Python 3.9.16,fibonacci.py 100000,0.273284,1791,1686825910.041559,-,-,666,17.95,3714,1894,1.60,677,0,5,781,1254,433,212,0,177,0,45,0.00,2.05,5.92,2.91,2.78,0.00,26.60,0.00,41.67,22.80,1.29,0.95,57.01,74,74,96.97,300,300,131.96,99.31,2.88,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.97,4.18,0.01,0.31,0.00,0.00
