python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,fibonacci.py 100000,0.0814461,1690.5,1686825893.962282,0.00,0.00,1335.40,48.85,2769.60,1898.80,0.69,748.50,0.00,6.60,1625.60,1410.70,372.20,236.20,0.00,11.10,0.00,0.00,0.02,16.43,18.37,8.06,8.06,0.00,0.91,0.00,0.00,45.09,2.98,2.67,0.41,58.30,58.60,91.33,398.30,308.30,281.23,99.07,8.03,8.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.93,0.01,0.12,0.00,0.00
Python 2.7.18,fibonacci.py 100000,0.0753912,1486.7,1686825895.305334,0.00,0.00,1324.70,48.99,2700.00,1899.00,0.71,822.30,0.00,7.40,1964.80,1416.40,301.20,155.60,0.20,15.60,0.00,0.00,0.02,16.91,17.40,6.63,8.09,0.00,2.64,0.00,0.00,42.71,2.73,4.18,1.39,57.30,58.10,91.19,300.00,300.00,277.40,99.08,8.34,8.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,0.91,0.01,0.12,0.00,0.00
Python 3.0.1,fibonacci.py 100000,0.0682406,1468,1686825896.522632,0.00,0.00,877.30,30.35,2957.90,1896.70,0.84,557.10,0.00,36.10,721.90,660.80,303.00,292.60,0.40,62.30,0.00,1.40,0.10,8.23,11.49,9.75,21.99,0.00,18.32,0.00,0.23,37.45,8.03,16.44,7.73,61.20,61.90,90.63,300.00,300.00,191.79,98.67,8.72,8.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.72,0.01,0.09,0.00,0.00
Python 3.4.10,fibonacci.py 100000,0.06155,1262.6,1686825897.570613,0.00,0.00,779.60,23.61,3319.90,1896.10,0.96,580.60,0.00,3.00,303.90,191.90,122.10,217.10,0.00,96.30,0.00,1.70,0.01,5.80,4.28,5.79,21.81,0.00,38.45,0.00,0.40,29.82,9.96,20.42,16.19,64.50,64.90,85.12,300.00,300.00,157.14,98.40,14.07,13.97,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.78,0.01,0.07,0.00,0.00
Python 3.5.10,fibonacci.py 100000,0.0594644,1265.1,1686825898.619651,0.00,0.00,629.70,19.20,3258.80,1897.00,0.95,357.70,0.00,1.20,396.10,202.80,114.50,222.30,0.00,104.60,0.00,1.90,0.01,7.73,4.90,5.81,22.55,0.00,39.51,0.00,0.52,31.62,11.87,22.08,15.23,62.90,63.90,87.24,300.00,300.00,139.07,98.22,12.07,11.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.62,0.01,0.06,0.00,0.00
Python 3.6.15,fibonacci.py 100000,0.0643531,1301.6,1686825899.802733,0.00,0.00,665.70,20.96,3078.60,1921.60,0.97,393.30,0.00,4.20,390.80,255.50,116.00,240.50,0.00,111.40,0.00,2.30,0.01,5.17,5.67,5.42,22.55,0.00,40.51,0.00,0.84,29.99,9.19,21.71,18.14,63.60,64.40,84.58,300.00,300.00,150.22,97.94,15.97,15.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.65,0.01,0.07,0.00,0.00
Python 3.7.16,fibonacci.py 100000,0.29983,2317.5,1686825903.255956,0.00,0.00,643.40,20.36,3303.10,1891.90,1.56,1007.80,0.00,44.90,937.20,655.70,366.70,481.10,0.30,346.30,1.30,101.50,0.01,3.12,3.17,2.93,8.10,0.00,31.95,0.21,29.85,22.35,2.94,7.15,47.21,68.00,68.50,95.12,300.00,300.00,138.39,98.47,4.28,4.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.95,4.00,0.01,0.34,0.00,0.00
Python 3.8.16,fibonacci.py 100000,0.288741,2290.1,1686825906.660485,0.00,0.00,590.90,16.75,3544.10,1893.10,1.70,743.70,0.00,5.60,1077.70,574.30,145.20,210.70,0.30,277.20,1.10,86.50,0.01,2.72,2.16,1.32,4.44,0.02,31.14,0.32,40.96,19.66,2.01,4.63,56.96,69.70,70.30,95.85,300.00,300.00,123.07,98.83,3.70,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.64,3.79,0.01,0.32,0.00,0.00
Python 3.9.16,fibonacci.py 100000,0.28954,1717.7,1686825910.041559,0.00,0.00,605.80,18.16,3413.50,1895.30,1.67,809.80,0.00,10.00,725.90,676.60,307.50,360.10,0.00,285.90,0.40,87.80,0.00,2.40,2.98,2.46,6.13,0.00,29.24,0.20,38.33,20.94,2.92,5.01,52.98,70.60,72.10,95.71,300.00,300.00,128.93,98.84,3.89,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.72,3.85,0.01,0.32,0.00,0.00
Python 3.10.11,fibonacci.py 100000,0.295285,2702.1,1686825913.514077,0.00,0.00,596.40,17.25,3542.70,1891.40,1.67,771.90,0.00,7.50,841.70,506.00,182.80,281.30,0.70,293.40,1.70,100.30,0.01,2.17,2.18,1.55,5.56,0.05,30.53,0.27,40.15,19.24,2.58,5.30,55.62,72.30,73.90,95.66,300.00,300.00,123.90,98.57,3.59,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.86,3.98,0.01,0.32,0.00,0.00
