test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44,minutes,seconds_hundredths
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,0,1695286833,2899777,node,0.17,1045561344,188383232,19144704,106.2,1.1,6.0,6.0,0:00,0,25296896,206770176,0,43008,0.0,188383232,328,2,278,48,0,9.9,5.3,0.0,84.7,0.0,0.0,0.0,0.0,15794.9 MiB,4166.9 MiB,2343.2 MiB,9284.7 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12783.9 MiB,,0,00.17
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,1,1695286834,2899777,node,1.45,1627521024,770256896,19537920,100.0,4.7,6.0,5.0,0:01,0,25296896,792662016,0,380928,0.0,770256896,328,2,278,48,0,10.9,3.1,0.0,86.0,0.0,0.0,0.0,0.0,15794.9 MiB,3590.4 MiB,2919.4 MiB,9285.1 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12207.3 MiB,,0,01.45
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,2,1695286835,2899777,node,2.73,1243742208,386273280,19537920,126.7,2.3,6.0,5.0,0:02,0,25296896,404951040,0,721920,0.0,386273280,328,2,278,48,0,10.8,5.4,0.0,83.8,0.0,0.0,0.0,0.0,15794.9 MiB,3972.8 MiB,2544.9 MiB,9277.2 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12589.7 MiB,,0,02.73
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,3,1695286836,2899777,node,4.0,1657929728,800579584,19537920,100.0,4.8,6.0,5.0,0:04,0,25296896,823070720,0,1153433,0.0,800579584,329,2,279,48,0,9.1,4.5,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,3557.9 MiB,2951.9 MiB,9285.1 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12174.8 MiB,,0,04.00
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,4,1695286838,2899777,node,5.31,1381105664,523960320,19537920,100.0,3.2,6.0,5.0,0:05,0,25296896,542314496,0,1468006,0.0,523960320,329,2,279,48,0,9.8,5.3,0.0,84.8,0.0,0.0,0.0,0.0,15794.9 MiB,3830.1 MiB,2679.7 MiB,9285.1 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12447.0 MiB,,0,05.31
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,5,1695286839,2899777,node,6.58,1692532736,834912256,19537920,100.0,5.0,6.0,5.0,0:06,0,25296896,857673728,0,1887436,0.0,834912256,329,2,279,48,0,11.4,2.3,0.0,85.6,0.8,0.0,0.0,0.0,15794.9 MiB,3543.9 MiB,2973.8 MiB,9277.2 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12160.8 MiB,,0,06.58
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,6,1695286840,2899777,node,7.86,1537343488,679542784,19537920,100.0,4.1,6.0,5.0,0:07,0,25296896,698552320,0,2202009,0.0,679542784,329,2,279,48,0,7.6,6.1,0.0,85.6,0.0,0.0,0.8,0.0,15794.9 MiB,3685.4 MiB,2824.4 MiB,9285.1 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12302.4 MiB,,0,07.86
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,7,1695286841,2899777,node,9.16,1181876224,324354048,19537920,133.3,2.0,6.0,6.0,0:09,0,25296896,343085056,0,2621440,0.0,324354048,329,2,279,48,0,12.9,4.5,0.0,82.6,0.0,0.0,0.0,0.0,15794.9 MiB,4027.1 MiB,2482.6 MiB,9285.1 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12644.1 MiB,,0,09.16
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,8,1695286842,2899777,node,10.43,1632763904,775946240,19537920,100.0,4.7,6.0,6.0,0:10,0,25296896,797904896,0,2936012,0.0,775946240,329,2,279,48,0,10.7,3.1,0.0,85.5,0.0,0.0,0.8,0.0,15794.9 MiB,3588.4 MiB,2921.3 MiB,9285.1 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12205.4 MiB,,0,10.43
1,2019-04-03,binaryTrees_original_v7,6.17.1,binaryTrees_7_original.js 21,9,1695286844,2899777,node,11.74,1296171008,438640640,19537920,131.2,2.6,6.0,6.0,0:11,0,25296896,457379840,0,3355443,0.0,438640640,329,2,279,48,0,12.3,4.6,0.0,83.1,0.0,0.0,0.0,0.0,15794.9 MiB,3923.9 MiB,2593.9 MiB,9277.1 MiB,4096.0 MiB,3447.7 MiB,648.2 MiB,12540.8 MiB,,0,11.74
