test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
2,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.98,0.73,0.35,0.13,0.02,0.5,3.88,1.35,0.11,15.73,1.93,4.316160334,82564017677,3.513,113852862380,1.37,23495.81,5.444,82814670932,3.524,4229,43005315134,545480048,23504.01,5.446,191.0,22643686197,45385466,0.20%,653,20261270165,1495333,1495333,0,1981472086,1156471465,58.364,32247137708,1033508596,3.20%,66497952,21658106,32.57%,150577900,32300953321,7879068,0.02%,1225534,6264852,511.19%,0,16,330256070708,42933289192.04,115589624747.79999,6605121414.16,165128035354.0
3,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.98,0.7,0.36,0.14,0.02,0.49,4.0,1.39,0.11,14.39,1.83,4.557620041,79224173322,3.324,109866226246,1.38,23830.98,5.229,79093647851,3.318,4274,43471030607,548936391,23839.48,5.231,191.0,21950982382,42778133,0.19%,304,19860121766,1502081,1502081,0,1981243003,1159360782,58.517,32484928920,1050247693,3.23%,67935648,20944593,30.83%,163689889,32143927531,7395484,0.02%,1203882,5562125,462.02%,0,8,316896693288,44365537060.32001,114082809583.68,6337933865.76,155279379711.12
4,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.98,0.7,0.37,0.14,0.02,0.48,3.9,1.38,0.13,14.22,1.76,4.63130336,80168293291,3.231,112285389466,1.41,24810.21,5.357,80387967255,3.24,4588,45616203911,573947814,24819.11,5.359,151.0,22598306777,46805898,0.21%,711,19856602202,1503055,1503055,0,1982735820,1125352134,56.758,32130426356,1044651573,3.25%,69800929,21389549,30.64%,158308155,32011206665,8396698,0.03%,1202341,6178172,513.85%,0,88,320673173164,44894244242.96001,118649074070.68,6413463463.28,153923123118.72
5,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.99,0.69,0.37,0.14,0.01,0.48,4.03,1.43,0.11,14.25,1.71,4.730868082,78109683147,3.119,110807570355,1.42,25038.36,5.293,77824696440,3.108,4845,45701736860,577631253,25047.88,5.295,158.0,21856386562,49593123,0.23%,929,19513267366,1500835,1500835,0,2016668227,1118464850,55.461,31824169850,1035909837,3.26%,68112924,20135815,29.56%,150930719,31337981668,8589007,0.03%,1226529,6197257,505.27%,0,0,312438732588,43741422562.32001,115602331057.56,3124387325.88,149970591642.24
6,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.99,0.67,0.38,0.14,0.01,0.48,3.96,1.43,0.12,12.67,1.59,5.290612725,78722852039,2.907,114043312941,1.45,27072.73,5.117,78813348449,2.911,4940,49403547639,624592816,27084.2,5.119,248.0,22484407487,54073271,0.24%,686,19839786451,1495258,1495258,0,2013052266,1120425768,55.658,31885092063,1049498265,3.29%,68090916,20816291,30.57%,156598033,32515305089,7959599,0.02%,1381475,6142072,444.60%,0,4,314891408156,44084797141.840004,119658735099.28,3148914081.56,151147875914.88
7,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.99,0.65,0.39,0.14,0.01,0.45,4.12,1.51,0.13,9.44,1.07,7.039340835,73698210982,1.964,112169912856,1.51,37524.62,5.331,74158364058,1.976,7308,69324770184,876801311,37542.48,5.333,430.0,22089057060,52914666,0.24%,3424,19822302113,1500871,1500871,0,2238252354,1129255274,50.453,32410205209,1054373317,3.25%,75634217,21837003,28.87%,196613211,33083443259,8932248,0.03%,2189223,7264038,331.81%,0,15,294792843928,41270998149.920006,114969209131.92,2947928439.28,132656779767.6
8,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.99,0.66,0.39,0.14,0.01,0.46,4.03,1.51,0.12,9.24,1.02,7.287671854,75233127679,1.898,114286001062,1.53,39629.24,5.438,75247157494,1.898,7018,73889573581,929822870,39645.88,5.44,462.0,22812271630,40766911,0.18%,1116,19665614614,1499813,1499813,0,2214772858,1105193101,49.901,31554496305,1051227264,3.33%,80661757,20171431,25.01%,253393769,31863326575,9070975,0.03%,4979830,7911114,158.86%,0,0,300932510716,42130551500.240005,117363679179.24,3009325107.16,138428954929.36002
9,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.99,0.66,0.39,0.14,0.01,0.45,4.03,1.51,0.12,9.15,1.02,7.242558945,74932206086,1.895,114075929439,1.52,39537.49,5.459,75089394116,1.899,7579,73443264075,925441248,39553.84,5.461,492.0,22399157001,49508380,0.22%,2768,19547125343,1497077,1497077,0,2195138651,1092257525,49.758,31556686637,1043773934,3.31%,74098044,19956452,26.93%,229104021,32013891020,9411271,0.03%,3206862,7083580,220.89%,0,13,299728824344,41962035408.16,116894241494.16,2997288243.44,134877970954.8
10,2022-04-05,binaryTrees_original_v1,12.22.12,binaryTrees_1_original.js 21,0.99,0.65,0.39,0.14,0.01,0.46,4.16,1.55,0.12,9.42,1.03,7.289120428,75558663517,1.9,116193169918,1.53,39755.66,5.454,75441295842,1.897,7768,73774418153,930615993,39772.85,5.456,517.0,22691391160,45238759,0.20%,1938,19904098562,1516167,1516167,0,2268471558,1149035978,50.652,32134087678,1064701845,3.31%,82832163,21973820,26.53%,267710649,32097186304,9548502,0.03%,3605557,7332058,203.35%,0,83,302234654068,42312851569.520004,117871515086.52,3022346540.68,139027940871.28
1,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.99,0.73,0.35,0.14,0.02,0.49,4.02,1.37,0.11,15.66,2.0,4.258920727,82587734827,3.641,112113225588,1.35,22676.45,5.324,82744513771,3.648,3108,41250491898,523551395,22685.04,5.326,318.0,22428317607,42373358,0.19%,226,20293146066,1491363,1491363,0,1998764874,1176514643,58.862,32309352075,1018462757,3.15%,74049977,23751863,32.08%,164165794,32037499175,8261776,0.03%,1301186,6350268,488.04%,0,13,330350939308,46249131503.12,115622828757.79999,6607018786.16,161871960260.91998
2,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.99,0.74,0.35,0.13,0.02,0.5,3.99,1.35,0.1,14.96,1.94,4.471998005,84578338504,3.512,114279415751,1.34,24075.1,5.384,84950310456,3.528,3694,43786055432,550520956,24083.48,5.385,228.0,22779599920,43539139,0.19%,600,20539016042,1492398,1492398,0,2061446080,1216777585,59.025,33426598245,1078905431,3.23%,78684388,26243128,33.35%,169700704,32823469132,8377673,0.03%,1344654,6664791,495.65%,0,0,338313354016,43980736022.08,118409673905.59999,6766267080.32,169156677008.0
3,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.98,0.71,0.36,0.14,0.02,0.48,3.98,1.38,0.12,13.79,1.83,4.619092615,80097174793,3.334,109522518105,1.37,24020.68,5.2,79625001346,3.314,3638,43628264893,548040052,24029.81,5.202,168.0,21907367386,46206162,0.21%,469,19722507133,1498389,1498389,0,2019613365,1162669301,57.569,32641771798,1053302890,3.23%,71021438,23094827,32.52%,167233777,32430832431,8458287,0.03%,1438290,6000221,417.18%,0,16,320388699172,44854417884.08,115339931701.92,6407773983.440001,153786575602.56
4,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.98,0.72,0.36,0.13,0.01,0.49,3.95,1.38,0.13,13.94,1.75,4.852650568,81760881301,3.185,114907964365,1.41,25662.42,5.288,81770579261,3.186,4155,46528563689,591051472,25672.42,5.29,173.0,23044714097,54319564,0.24%,942,20218916960,1486442,1486442,0,2115476767,1158041425,54.741,32779983751,1056427757,3.22%,76563019,24851356,32.46%,152854702,32693888411,8775691,0.03%,1655073,5958144,359.99%,0,5,327043525204,42515658276.520004,117735669073.44,3270435252.04,160251327349.96
5,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.98,0.7,0.36,0.14,0.01,0.48,3.97,1.43,0.11,13.88,1.7,4.809194403,79801627525,3.122,114121519657,1.43,25552.58,5.313,80058693676,3.133,4559,47096241628,592599937,25562.31,5.315,144.0,22598216276,52532474,0.23%,1141,20062155131,1495088,1495088,0,2121266693,1139884062,53.736,32537064993,1053059628,3.24%,74934411,22478548,30.00%,177009954,32558220312,8662696,0.03%,1605203,6513585,405.78%,0,22,319206510100,44688911414.00001,114914343636.0,3192065101.0,153219124848.0
6,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.99,0.69,0.37,0.15,0.02,0.45,3.95,1.46,0.11,12.1,1.42,5.598999813,77730217848,2.597,114425060598,1.46,29925.08,5.345,78075824858,2.609,5381,54985524978,694488132,29936.97,5.347,286.0,22571981705,36827941,0.16%,38,20453860101,1495652,1495652,0,2073077162,1133171981,54.661,32448738747,1055900058,3.25%,74711070,22075126,29.55%,163307577,33006350773,8677010,0.03%,1867035,6946859,372.08%,0,4,310920871392,46638130708.799995,115040722415.04,6218417427.84,139914392126.4
7,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.99,0.67,0.38,0.14,0.01,0.46,4.04,1.51,0.12,9.58,1.1,7.124115561,78378836420,2.045,114761412446,1.48,38310.62,5.378,78257479360,2.042,4959,70748094051,896836815,38326.48,5.38,436.0,22997410381,63276154,0.28%,1767,20175009936,1487605,1487605,0,2148034746,1161313436,54.064,33254396914,1070042329,3.22%,73720204,20949637,28.42%,161235544,32832140171,8616185,0.03%,1374001,6677084,485.96%,0,0,313515345680,43892148395.200005,119135831358.4,3135153456.8,144217059012.80002
8,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.99,0.67,0.39,0.15,0.01,0.45,4.04,1.52,0.11,9.12,1.02,7.548423425,77176599611,1.891,116980898718,1.51,40811.83,5.407,77487726711,1.898,6145,75811405291,954203485,40829.17,5.409,467.0,22968878365,53487362,0.23%,2968,20027009938,1501543,1501543,0,2248020391,1149976396,51.155,32946887713,1078856997,3.27%,82055489,23739241,28.93%,216383536,32921394015,8728104,0.03%,2734330,6930683,253.47%,0,14,308706398444,46305959766.6,120395495393.16,3087063984.44,138917879299.80002
9,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.98,0.67,0.39,0.15,0.02,0.44,4.09,1.5,0.15,9.11,1.04,8.196731818,81983431911,1.918,123248428055,1.5,42718.74,5.212,82003997868,1.919,10039,78950258185,998948917,42756.12,5.216,507.0,24457386386,62358694,0.25%,2444,21302395560,2062798,2062798,0,2454430295,1136111946,46.288,34531654558,1148521967,3.33%,98201997,24544265,24.99%,305399438,34610589481,10601544,0.03%,3477007,9906101,284.90%,0,1,327933727644,49190059146.6,127894153781.16,6558674552.88,144290840163.36002
10,2020-04-29,binaryTrees_original_v1,13.14.0,binaryTrees_1_original.js 21,0.99,0.68,0.38,0.14,0.01,0.47,4.02,1.5,0.12,9.1,1.02,7.308918651,75724238080,1.891,112981953636,1.49,40029.38,5.477,75826192330,1.894,6935,74364206315,940038902,40047.49,5.479,521.0,23103431209,37607545,0.16%,431,20053819837,1495167,1495167,0,2217432961,1135168552,51.193,32652585271,1086242595,3.33%,83798231,24159290,28.83%,267073708,32313179915,9665790,0.03%,4654069,8500433,182.65%,0,20,302896952320,42405573324.8,115100841881.6,3028969523.2000003,142361567590.4
1,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.98,0.67,0.37,0.16,0.01,0.45,4.28,1.53,0.07,12.48,2.01,9.165229183,142025069274,3.718,217340345373,1.53,38194.78,4.167,142294623335,3.725,4692,70640501998,895450868,38211.08,4.169,253.0,43280745079,54387214,0.13%,407,36413165945,1474249,1474248,1,3456937356,1762202797,50.976,58588642478,1860125132,3.17%,170767821,61867106,36.23%,369008193,58677995306,15823675,0.03%,6304004,8780210,139.28%,1,1,568100277096,90896044335.36,210197102525.52,5681002770.96,255645124693.2
2,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.98,0.65,0.38,0.16,0.01,0.44,4.23,1.55,0.07,10.5,1.62,11.437506004,138264518581,3.002,212476074017,1.54,46047.02,4.026,138323716662,3.003,5582,85326780120,1079039862,46071.29,4.028,313.0,43179808099,55185347,0.13%,87,36929318300,1471083,1471083,0,3550665278,1834805427,51.675,60161542246,1848707806,3.07%,162974885,60264765,36.98%,266537667,59446318735,15633181,0.03%,6015766,8025828,133.41%,0,17,553058074324,88489291891.84,210162068243.12,5530580743.24,243345552702.56
3,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.99,0.61,0.41,0.17,0.01,0.4,4.26,1.65,0.09,8.23,1.07,14.544790523,130066953178,1.998,216081442543,1.66,65085.37,4.475,129535282970,1.99,7137,120682891737,1527614151,65116.87,4.477,534.0,43492423319,52531255,0.12%,379,37109711821,1475346,1475346,0,3615724872,1813936156,50.168,59930316125,1873473629,3.13%,170599801,65408348,38.34%,369413965,59657124224,16203818,0.03%,12338432,9500451,77.00%,0,174,520267812712,88445528161.04001,213309803211.91998,5202678127.12,208107125084.80002
4,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.99,0.61,0.41,0.17,0.01,0.41,4.29,1.66,0.07,8.27,1.08,14.531752402,130438523357,2.012,214183036542,1.64,64825.04,4.461,130365586804,2.011,7539,120662855872,1528780180,64859.05,4.463,538.0,43109405315,61175367,0.14%,628,36787396261,1466597,1466597,0,3727908919,1858247504,49.847,60064142663,1893738917,3.15%,173246750,63992303,36.94%,271617410,60277971219,15656738,0.03%,3295780,8040795,243.97%,0,0,521754093428,88698195882.76001,213919178305.47998,5217540934.28,213919178305.47998
5,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.98,0.62,0.4,0.17,0.01,0.41,4.23,1.63,0.08,8.32,1.08,14.451290382,132201801557,2.02,215754056441,1.63,65440.28,4.528,132348065976,2.022,6941,122266164812,1549327922,65472.21,4.531,553.0,43856807437,55275923,0.13%,677,37223595121,1478654,1478654,0,3632150201,1800160970,49.562,60286180090,1893100670,3.14%,174954798,61738262,35.29%,362692928,59584816597,16557279,0.03%,14275700,9675850,67.78%,0,0,528807206228,89897225058.76001,211522882491.2,5288072062.28,216810954553.47998
6,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.99,0.61,0.41,0.17,0.01,0.42,4.2,1.63,0.07,8.23,1.09,14.517299767,131503222295,2.02,214518394415,1.63,65099.69,4.484,131502859166,2.02,7362,120932562280,1532903571,65131.0,4.486,563.0,43340632327,61141303,0.14%,680,37179563078,1465416,1465416,0,3664177618,1791731675,48.899,60282065555,1899418645,3.15%,168168127,62192821,36.98%,269074928,60260968558,15766305,0.03%,3305488,8060112,243.84%,0,21,526012889180,89422191160.6,215665284563.8,5260128891.8,220925413455.6
7,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.98,0.61,0.41,0.17,0.02,0.4,4.42,1.62,0.13,7.51,1.11,13.359965273,108173763954,2.063,176441739939,1.63,52421.79,3.924,107698875888,2.054,10507,97040956197,1225580963,52460.95,3.927,540.0,34905513892,71142864,0.20%,892,30049583970,2053180,2053180,0,3032016922,1516059194,50.002,50043523473,1556451619,3.11%,138032232,46223752,33.49%,296601977,49325821228,13978884,0.03%,2925510,9800903,335.02%,0,20,432695055816,73558159488.72,177404972884.56,8653901116.32,173078022326.40002
8,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.99,0.61,0.41,0.17,0.01,0.4,4.31,1.67,0.07,8.26,1.08,14.48957069,129938809157,2.012,213609875516,1.64,64571.17,4.456,129370016423,2.003,6887,119793500751,1515569604,64603.15,4.459,536.0,43308449145,55537084,0.13%,576,37062674982,1480275,1480275,0,3609453699,1772005650,49.093,59964376190,1873819252,3.12%,168409220,60590249,35.98%,383812768,59511603421,16289972,0.03%,13985702,8977320,64.19%,0,177,519755236628,88358390226.76001,213099647017.47998,5197552366.28,207902094651.2
9,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.99,0.61,0.41,0.17,0.01,0.41,4.26,1.64,0.08,8.37,1.08,14.220486007,132012956554,2.001,215766570549,1.63,65942.8,4.637,132193924691,2.004,6757,122438658177,1548841878,65974.8,4.639,562.0,43419916355,58056194,0.13%,574,36974242501,1471255,1471255,0,3713495953,1782126549,47.991,59823975901,1884008588,3.15%,164990361,59702548,36.19%,325577504,59946024272,16016373,0.03%,10248555,9074621,88.55%,0,3,528051826216,89768810456.72,216501248748.56,5280518262.16,216501248748.56
10,2023-02-16,binaryTrees_original_v1,14.21.3,binaryTrees_1_original.js 21,0.99,0.61,0.41,0.17,0.01,0.41,4.31,1.63,0.09,7.27,1.1,12.767643573,103020576561,2.057,166720940747,1.62,50067.4,3.921,103178973259,2.06,7331,93342984106,1179964179,50089.24,3.923,550.0,33408119830,59600241,0.18%,786,28510963693,1474624,1474624,0,2813718992,1448909789,51.494,46283801710,1437212143,3.11%,115687751,42520400,36.75%,206975075,47012137350,11806166,0.03%,2005017,6987009,348.48%,0,37,412082306244,70053992061.48001,168953745560.03998,4120823062.44,168953745560.03998
1,2021-04-06,binaryTrees_original_v1,15.14.0,binaryTrees_1_original.js 21,0.98,0.69,0.37,0.12,0.01,0.51,4.13,1.47,0.08,17.54,1.98,7.065937713,143167802264,3.67,209575572557,1.46,39004.88,5.52,143334457895,3.674,7055,72258973281,912967852,39024.82,5.523,246.0,42560272065,51501107,0.12%,219,36653949683,1531863,1531863,0,3730362449,1820847044,48.812,56991869050,1935517387,3.40%,182333397,67124446,36.81%,269251521,57157479322,17587706,0.03%,12237705,9615323,78.57%,0,7,572671209056,68720545086.72,211888347350.72,5726712090.56,292062316618.56
2,2021-04-06,binaryTrees_original_v1,15.14.0,binaryTrees_1_original.js 21,0.98,0.67,0.37,0.12,0.01,0.5,4.05,1.46,0.08,15.34,1.8,7.855827303,141606579859,3.332,206891049514,1.46,42487.44,5.408,141524321941,3.33,5787,78828880762,998961703,42507.78,5.411,249.0,42442760953,52702422,0.12%,200,36624793202,1472623,1472623,0,3764839767,1844930612,49.004,57673381659,1930249002,3.35%,175782741,65990100,37.54%,245325259,58378642785,17648938,0.03%,3137509,7321091,233.34%,0,0,566426319436,67971158332.32,209577738191.32,5664263194.36,283213159718.0
3,2021-04-06,binaryTrees_original_v1,15.14.0,binaryTrees_1_original.js 21,0.98,0.63,0.4,0.13,0.01,0.47,4.14,1.59,0.09,10.08,1.0,12.330096642,131521283759,1.853,210476248366,1.6,70948.03,5.754,131546560985,1.854,6332,132053074173,1671714184,70993.09,5.758,503.0,42295136235,51676769,0.12%,516,36396126508,1475263,1475263,0,3903324427,1810836229,46.392,57483449322,1940526093,3.38%,188488277,62709627,33.27%,412242985,57999379215,18583682,0.03%,12907275,10310430,79.88%,0,4,526085135036,68391067554.68,210434054014.40002,5260851350.36,247260013466.91998
