test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44,minutes,seconds_hundredths
1,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,0,1701445317,249365,java,0.19,6996668416,27947008,18386944,106.2,0.2,20,4,0:00,0,0,462368768,0,3085312,0,27947008,289,1,285,3,0,16.3,1.5,0.0,82.2,0.0,0.0,0.0,0.0,15794.9 MiB,5132.2 MiB,1199.5 MiB,9463.2 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14006.8 MiB,,0,00.19
1,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,1,1701445318,249365,java,1.36,6996668416,27947008,18386944,100.0,0.2,20,4,0:01,0,0,462368768,0,3085312,0,27947008,289,1,285,3,0,13.2,0.0,0.0,86.8,0.0,0.0,0.0,0.0,15794.9 MiB,5132.0 MiB,1206.4 MiB,9456.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14006.6 MiB,,0,01.36
1,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,2,1701445319,249365,java,2.53,6996668416,27947008,18386944,100.0,0.2,20,4,0:02,0,0,462368768,0,3085312,0,27947008,289,1,285,3,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15794.9 MiB,5132.2 MiB,1206.2 MiB,9456.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14006.9 MiB,,0,02.53
1,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,3,1701445320,249365,java,3.69,6996668416,27947008,18386944,100.0,0.2,20,4,0:03,0,0,462368768,0,3085312,0,27947008,289,1,285,3,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,5132.4 MiB,1205.9 MiB,9456.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14007.1 MiB,,0,03.69
2,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,0,1701445321,249409,java,0.18,6996668416,27869184,18292736,106.2,0.2,20,5,0:00,0,0,462368768,0,3078144,0,27869184,289,1,285,3,0,15.8,1.5,0.0,82.7,0.0,0.0,0.0,0.0,15794.9 MiB,5134.4 MiB,1197.0 MiB,9463.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14009.1 MiB,,0,00.18
2,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,1,1701445322,249409,java,1.35,6996668416,27869184,18292736,106.7,0.2,20,5,0:01,0,0,462368768,0,3078144,0,27869184,289,1,285,3,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15794.9 MiB,5133.4 MiB,1197.9 MiB,9463.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14008.1 MiB,,0,01.35
2,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,2,1701445324,249409,java,2.52,6996668416,27869184,18292736,100.0,0.2,20,5,0:02,0,0,462368768,0,3078144,0,27869184,289,1,285,3,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15794.9 MiB,5138.8 MiB,1199.5 MiB,9456.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14013.6 MiB,,0,02.52
2,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,3,1701445325,249409,java,3.68,6996668416,27869184,18292736,93.8,0.2,20,5,0:03,0,0,462368768,0,3078144,0,27869184,289,1,285,3,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15794.9 MiB,5139.6 MiB,1198.8 MiB,9456.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14014.3 MiB,,0,03.68
3,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,0,1701445326,249453,java,0.18,6996668416,27770880,18194432,106.2,0.2,20,5,0:00,0,0,462376960,0,3073024,0,27770880,289,1,285,3,0,15.8,2.3,0.0,82.0,0.0,0.0,0.0,0.0,15794.9 MiB,5142.1 MiB,1189.3 MiB,9463.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14016.8 MiB,,0,00.18
3,2023-07-18,nbody_50000000_v4_original,1.8.0_382,nbody.java 50000000,1,1701445327,249453,java,1.35,6996668416,27770880,18194432,106.7,0.2,20,5,0:01,0,0,462376960,0,3073024,0,27770880,289,1,285,3,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,5141.6 MiB,1189.8 MiB,9463.5 MiB,4096.0 MiB,3291.9 MiB,804.1 MiB,14016.3 MiB,,0,01.35
