test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-13 13.1.0,nbody_2_original.c 50000000,1.00,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.00,0.00,2.16,21620342212 ns,88120304605,4.076 GHz,207261297408,2.35,21616.90 msec,1.000,88138490843,4.077 GHz,4,40863566902,517241522,21617.01 msec,1.000,4 C,12158535129,692845,0.01%,0,46423770931,141,141,0,2454352,201208,8.198,88847696244,1187217,0.00%,148082,10110,6.83%,2751135,88786576754,807,0.00%,28407,94945,334.23%,0,0
2,g++-13 13.1.0,nbody_2_original.c 50000000,1.00,0.43,0.62,0.01,0.02,0.35,6.25,2.35,0.00,0.00,2.16,21629343312 ns,88147946726,4.076 GHz,207153657745,2.35,21627.41 msec,1.000,88150046305,4.076 GHz,2,40873455557,517400833,21627.43 msec,1.000,7 C,12151823436,511162,0.00%,0,46414996846,145,145,0,911902,112068,12.289,88886954211,841944,0.00%,67505,7862,11.65%,1793725,88861348481,287,0.00%,14885,23804,159.92%,0,0
3,g++-13 13.1.0,nbody_2_original.c 50000000,1.00,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.00,0.00,2.16,21669440617 ns,88428521358,4.081 GHz,207264554677,2.34,21667.73 msec,1.000,88416257421,4.081 GHz,2,40986580430,518833658,21667.74 msec,1.000,4 C,12144406831,652110,0.01%,0,46463216166,140,140,0,1684307,75020,4.454,88734178700,1029415,0.00%,128345,17249,13.44%,2470564,88798987517,482,0.00%,13279,29850,224.79%,0,0
4,g++-13 13.1.0,nbody_2_original.c 50000000,1.00,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.00,0.00,2.16,21643084686 ns,88113312786,4.072 GHz,207295678342,2.35,21640.84 msec,1.000,88125918212,4.072 GHz,3,40848659772,517045625,21640.88 msec,1.000,3 C,12152819785,564569,0.00%,0,46413257304,146,146,0,839946,102632,12.219,88824647296,828258,0.00%,46705,6118,13.10%,1888851,88831615130,240,0.00%,29899,22140,74.05%,0,0
5,g++-13 13.1.0,nbody_2_original.c 50000000,0.99,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.00,0.00,2.15,21884689604 ns,88174861736,4.029 GHz,207172561782,2.35,21882.66 msec,1.000,88181213523,4.030 GHz,3,40967245470,518629893,21882.68 msec,1.000,3 C,12157954815,659147,0.01%,0,46382948323,139,139,0,1304164,119760,9.183,88839246697,984712,0.00%,85671,7328,8.55%,2359038,88843595578,77,0.00%,93483,27207,29.10%,0,0
6,g++-13 13.1.0,nbody_2_original.c 50000000,0.99,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.00,0.00,2.05,22849519440 ns,88134339314,3.858 GHz,207155482560,2.35,22847.47 msec,1.000,88164393404,3.859 GHz,5,42944856775,543692931,22847.51 msec,1.000,17 C,12160956110,657500,0.01%,0,46434582926,142,142,0,1140504,58961,5.170,88798281405,1029333,0.00%,88299,2941,3.33%,2246270,88811656777,520,0.00%,78241,24013,30.69%,0,0
7,g++-13 13.1.0,nbody_2_original.c 50000000,1.00,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.00,0.00,1.94,24017914948 ns,88134616289,3.670 GHz,207304511920,2.35,24015.73 msec,1.000,88135001685,3.670 GHz,9,45455349897,575369278,24015.76 msec,1.000,17 C,12158130081,629388,0.01%,0,46399996212,144,144,0,1436441,266545,18.556,88751335905,967434,0.00%,132362,7987,6.03%,2273234,88783469656,894,0.00%,10865,23698,218.11%,0,0
8,g++-13 13.1.0,nbody_2_original.c 50000000,1.00,0.43,0.62,0.01,0.02,0.35,6.26,2.34,0.00,0.00,1.84,25381857987 ns,88410938198,3.484 GHz,207018762123,2.34,25379.50 msec,1.000,88415706756,3.484 GHz,6,48063818489,608439309,25379.52 msec,1.000,19 C,12144376652,625828,0.01%,0,46423357965,144,144,0,2073918,292678,14.112,88922929847,1291669,0.00%,139690,5707,4.09%,2893039,88942860837,1026,0.00%,8250,31361,380.13%,0,0
9,g++-13 13.1.0,nbody_2_original.c 50000000,1.00,0.43,0.62,0.01,0.02,0.35,6.27,2.35,0.00,0.00,1.84,25264998640 ns,88120370909,3.488 GHz,207171339073,2.35,25263.00 msec,1.000,88117618161,3.488 GHz,3,47845317971,605670211,25263.02 msec,1.000,19 C,12154938794,592287,0.00%,0,46411937358,139,139,0,898021,40412,4.500,88833814203,1082892,0.00%,67512,13255,19.63%,2188873,88828808125,373,0.00%,2294,26648,1161.64%,0,0
10,g++-13 13.1.0,nbody_2_original.c 50000000,1.00,0.43,0.62,0.01,0.02,0.35,6.26,2.34,0.00,0.00,1.85,25253451805 ns,88383224322,3.500 GHz,207297605936,2.34,25251.59 msec,1.000,88386658460,3.500 GHz,5,47823172145,605389071,25251.61 msec,1.000,19 C,12159456442,613564,0.01%,0,46330064867,139,139,0,1939546,288092,14.854,88903288356,1248031,0.00%,109169,7370,6.75%,2702929,88873898707,54,0.00%,9135,35710,390.91%,0,0
