test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.44,0.63,0.12,0.04,0.21,6.38,2.25,0.00,0.00,2.16,87197162393 ns,355564872830,4.078 GHz,799282689611,2.25,87191.31 msec,1.000,355527456220,4.078 GHz,2,164830760726,2086582913,87191.37 msec,1.000,2 C,102046281225,252008415,0.25%,0,185376472607,140,140,0,4755528,347138,7.300,279840878586,4157030,0.00%,321304,13543,4.22%,11123042,279871280254,12777215,0.00%,6323169,128890,2.04%,0,0
2,g++-10 10.5.0,nbody_2.c 50000000,0.99,0.44,0.63,0.11,0.04,0.21,6.38,2.26,0.00,0.00,2.05,92007136405 ns,354465401305,3.853 GHz,799802545607,2.26,91996.37 msec,1.000,354409695634,3.852 GHz,67,173212738134,2192915872,91996.52 msec,1.000,2 C,102059039977,252772900,0.25%,0,185292277415,136,136,0,9621628,599561,6.231,279957250679,4876315,0.00%,657636,27054,4.11%,14551681,279871048376,12737263,0.00%,6880915,185114,2.69%,0,0
3,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.45,0.62,0.13,0.05,0.20,6.29,2.20,0.00,0.00,1.92,100080762569 ns,363378727904,3.631 GHz,800253804316,2.20,100073.82 msec,1.000,363352986503,3.631 GHz,3,189369753879,2397167532,100073.90 msec,1.000,17 C,102110106679,517022286,0.51%,0,185205340408,138,138,0,5665813,402830,7.110,279709353924,4373328,0.00%,379832,20385,5.37%,12930192,279864414068,13356674,0.00%,5466118,211355,3.87%,0,0
4,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.44,0.63,0.11,0.04,0.21,6.38,2.26,0.00,0.00,1.85,101080262784 ns,354100294105,3.503 GHz,799750109985,2.26,101071.47 msec,1.000,354097913947,3.503 GHz,1,191415098362,2423120993,101071.58 msec,1.000,20 C,102064803568,252344714,0.25%,0,185307631907,137,137,0,6025790,306076,5.079,279884420569,3977967,0.00%,388847,11386,2.93%,12913640,279820074339,12699131,0.00%,6312194,127605,2.02%,0,0
5,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.45,0.62,0.11,0.04,0.22,6.34,2.23,0.00,0.00,1.93,98083947320 ns,358741179212,3.658 GHz,799581817877,2.23,98075.88 msec,1.000,358711491524,3.657 GHz,11,185690903779,2350682539,98075.97 msec,1.000,7 C,102047595957,252614759,0.25%,0,185288524820,140,140,0,4196343,401734,9.573,279810892498,4174514,0.00%,218927,15499,7.08%,11800750,279869193964,10847610,0.00%,6203020,108902,1.76%,0,0
6,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.44,0.63,0.11,0.04,0.21,6.38,2.25,0.00,0.00,1.87,100141372852 ns,354708527659,3.542 GHz,799618560180,2.25,100130.60 msec,1.000,354665163368,3.542 GHz,10,189549249559,2399499762,100130.72 msec,1.000,15 C,102038795799,251992723,0.25%,0,185238660562,137,137,0,7480112,674597,9.019,279779965465,4662150,0.00%,459392,25345,5.52%,13713186,279810239677,202529,0.00%,6427556,175734,2.73%,0,0
7,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.45,0.63,0.11,0.04,0.22,6.36,2.24,0.00,0.00,1.88,100390723666 ns,356579843346,3.552 GHz,799691244824,2.24,100383.59 msec,1.000,356582601776,3.552 GHz,4,190096305549,2406390258,100383.69 msec,1.000,17 C,102004170685,252580264,0.25%,0,185284739090,137,137,0,6776775,505958,7.466,279721311284,4422325,0.00%,440955,17736,4.02%,14674203,279886397486,12346791,0.00%,4661241,151499,3.25%,0,0
8,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.44,0.63,0.11,0.04,0.21,6.38,2.26,0.00,0.00,1.93,96950586134 ns,354173220659,3.653 GHz,799840689317,2.26,96942.88 msec,1.000,354143876574,3.653 GHz,3,183553415443,2323557723,96942.98 msec,1.000,15 C,102060391452,252309424,0.25%,0,185257828804,137,137,0,4802008,312391,6.505,279759717724,4181696,0.00%,308825,15783,5.11%,12706353,279803997069,191540,0.00%,6342562,164790,2.60%,0,0
9,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.44,0.63,0.11,0.04,0.22,6.36,2.25,0.00,0.00,1.79,104737275201 ns,355697345324,3.396 GHz,799935128612,2.25,104729.21 msec,1.000,355651426691,3.396 GHz,15,198276366486,2510009860,104729.30 msec,1.000,19 C,102053554063,252391715,0.25%,0,185252662620,139,139,0,11207632,3134228,27.965,279584328645,5431109,0.00%,800119,288888,36.11%,20745995,279754216840,12776337,0.00%,6382157,153580,2.41%,0,0
10,g++-10 10.5.0,nbody_2.c 50000000,1.00,0.44,0.63,0.11,0.04,0.21,6.38,2.26,0.00,0.00,1.90,98573382540 ns,354293101065,3.595 GHz,799834011480,2.26,98564.89 msec,1.000,354272643149,3.594 GHz,3,186630247054,2362566255,98565.02 msec,1.000,19 C,102076057530,252448868,0.25%,0,185243554928,138,138,0,5151888,317237,6.158,279787426577,4186561,0.00%,295958,12182,4.12%,12409443,279787674300,12034599,0.00%,4997975,132886,2.66%,0,0
