test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.5.10,fibonacci.py 100000,0.065376,1240,1686825897.746181,-,-,509,14.98,3400,1896,1.02,379,0,3,97,71,84,316,0,132,0,0,0.01,1.96,1.72,4.84,32.69,0.00,43.94,0.00,0.00,25.16,15.90,32.57,11.39,62,62,87.19,300,300,118.64,91.56,12.48,12.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.65,0.01,0.07,0.00,0.00
2,Python 3.5.10,fibonacci.py 100000,0.054844,1278,1686825897.834842,-,-,513,15.11,3400,1895,1.09,276,0,0,21,47,68,178,0,133,0,9,0.00,1.95,1.91,4.34,24.49,0.00,51.04,0.00,1.21,25.15,14.78,27.05,17.92,65,65,85.70,300,300,119.79,98.61,13.21,13.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.54,0.01,0.05,0.00,0.00
3,Python 3.5.10,fibonacci.py 100000,0.056539,1240,1686825897.927750,-,-,512,15.50,3298,1897,1.00,322,0,0,21,43,86,239,0,119,0,0,0.00,2.49,2.25,6.25,30.59,0.00,43.04,0.00,0.00,27.25,14.11,27.02,16.12,61,63,90.20,300,300,122.89,98.81,10.87,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.53,0.01,0.05,0.00,0.00
4,Python 3.5.10,fibonacci.py 100000,0.056272,1269,1686825898.020859,-,-,497,15.06,3300,1895,1.01,295,0,0,15,36,77,233,0,131,0,0,0.00,1.59,1.95,5.16,26.14,0.00,50.17,0.00,0.00,26.00,10.38,27.98,20.59,64,64,83.52,300,300,120.54,98.81,15.74,15.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.52,0.01,0.05,0.00,0.00
5,Python 3.5.10,fibonacci.py 100000,0.059394,1318,1686825898.113314,-,-,950,28.56,3324,1897,0.73,506,0,5,1824,773,180,227,0,19,0,0,0.02,23.48,16.44,10.71,12.81,0.00,8.48,0.00,0.00,51.69,5.24,7.55,6.94,66,66,87.55,300,300,184.03,99.30,11.74,11.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.83,0.01,0.08,0.00,0.00
6,Python 3.5.10,fibonacci.py 100000,0.054228,1208,1686825898.229924,-,-,510,14.94,3408,1898,1.02,282,0,1,22,69,73,189,0,138,0,8,0.01,2.86,1.91,4.42,22.56,0.00,50.67,0.00,2.83,27.63,18.33,24.23,14.88,63,66,84.83,300,300,119.37,98.40,14.03,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.55,0.01,0.05,0.00,0.00
7,Python 3.5.10,fibonacci.py 100000,0.062360,1097,1686825898.324719,-,-,1271,36.72,3458,1897,0.72,549,0,2,1554,695,288,141,0,16,0,0,0.01,32.71,12.31,4.92,6.32,0.00,7.44,0.00,0.00,53.01,1.23,2.51,6.53,67,69,93.01,300,300,219.75,99.55,6.28,6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,1.14,0.00,0.09,0.00,0.00
8,Python 3.5.10,fibonacci.py 100000,0.063739,1325,1686825898.429601,-,-,642,21.40,3000,1897,0.87,369,0,0,375,222,148,237,0,103,0,0,0.00,8.08,4.14,7.39,21.22,0.00,38.00,0.00,0.00,30.34,12.17,18.01,18.08,61,62,83.15,300,300,148.57,99.07,14.66,14.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.56,0.01,0.07,0.00,0.00
9,Python 3.5.10,fibonacci.py 100000,0.060313,1353,1686825898.523821,-,-,429,14.27,3000,1901,1.07,293,0,1,11,32,73,203,0,126,0,2,0.00,0.82,1.14,4.44,20.54,0.00,58.00,0.00,1.13,21.87,12.98,23.22,27.66,60,61,89.53,300,300,115.95,99.18,10.48,10.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.42,0.01,0.05,0.00,0.00
10,Python 3.5.10,fibonacci.py 100000,0.061579,1323,1686825898.619651,-,-,464,15.47,3000,1897,1.01,306,0,0,21,40,68,260,0,129,0,0,0.00,1.40,5.26,5.64,28.13,0.00,44.28,0.00,0.00,28.12,13.61,30.66,12.15,60,61,87.69,300,300,121.13,98.91,11.18,11.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.45,0.01,0.05,0.00,0.00
