test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.6.15,fibonacci.py 100000,0.061755,1101,1686825898.784837,-,-,581,15.29,3800,1897,0.97,394,0,12,135,170,101,282,0,136,0,15,0.05,2.29,4.42,6.43,29.50,0.00,40.29,0.00,1.98,30.34,9.91,29.52,14.94,67,67,80.97,300,300,119.65,89.74,18.61,18.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.83,0.01,0.07,0.00,0.00
2,Python 3.6.15,fibonacci.py 100000,0.072193,1603,1686825898.923116,-,-,364,14.58,2488,1902,1.08,321,0,0,11,55,66,215,0,179,0,0,0.00,1.02,1.78,3.19,18.61,0.00,61.19,0.00,0.00,22.41,8.05,24.09,30.88,57,58,90.04,300,300,116.90,99.38,9.21,9.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.33,0.01,0.06,0.00,0.00
3,Python 3.6.15,fibonacci.py 100000,0.051759,1145,1686825899.010736,-,-,615,15.87,3874,1897,0.95,323,0,0,25,51,90,205,0,92,0,2,0.00,1.76,2.06,6.93,24.54,0.00,45.79,0.00,1.92,27.20,16.02,18.56,22.33,67,67,83.08,300,300,122.91,93.43,15.97,14.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.72,0.01,0.05,0.00,0.00
4,Python 3.6.15,fibonacci.py 100000,0.063520,1113,1686825899.137691,-,-,921,29.28,3126,1908,0.71,474,0,5,1413,732,223,270,0,33,0,0,0.01,19.19,19.09,7.34,15.81,0.00,10.04,0.00,0.00,49.70,3.56,11.73,5.73,69,69,78.72,300,300,187.77,99.43,20.51,20.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.80,0.01,0.09,0.00,0.00
5,Python 3.6.15,fibonacci.py 100000,0.074059,1423,1686825899.273953,-,-,548,19.92,2505,2084,0.95,424,0,1,198,193,127,346,0,167,0,0,0.00,3.91,4.78,5.85,27.51,0.00,46.20,0.00,0.00,30.56,11.08,23.17,15.28,59,59,91.82,300,300,162.02,100.76,17.16,17.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.49,0.01,0.09,0.00,0.00
6,Python 3.6.15,fibonacci.py 100000,0.065552,1069,1686825899.373336,-,-,1749,49.95,3490,1902,0.74,770,0,17,2049,1144,279,169,0,5,0,0,0.06,17.76,16.51,6.24,9.79,0.00,0.33,0.00,0.00,42.17,2.73,5.14,0.00,72,74,85.43,300,300,275.48,99.79,14.87,14.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,1.52,0.01,0.11,0.00,0.00
7,Python 3.6.15,fibonacci.py 100000,0.063355,1379,1686825899.495594,-,-,467,15.77,2900,1935,1.01,323,0,0,12,39,71,214,0,132,0,0,0.00,1.25,1.30,5.14,25.05,0.00,53.34,0.00,0.00,23.18,11.63,27.67,21.75,59,62,75.76,300,300,130.29,99.56,25.08,24.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.45,0.02,0.07,0.00,0.00
8,Python 3.6.15,fibonacci.py 100000,0.069330,1539,1686825899.610515,-,-,371,14.29,2596,1897,1.08,297,0,0,15,28,57,232,0,136,0,4,0.00,1.70,0.96,2.94,22.95,0.00,53.70,0.00,3.60,22.42,9.37,24.61,29.30,59,60,89.43,300,300,114.86,99.14,10.56,10.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.35,0.01,0.06,0.00,0.00
9,Python 3.6.15,fibonacci.py 100000,0.060562,1410,1686825899.706507,-,-,509,16.97,3000,1896,1.18,303,0,0,23,49,71,224,0,105,0,2,0.00,1.49,2.52,6.69,25.46,0.00,46.09,0.00,0.86,26.05,12.02,24.79,20.17,64,65,87.51,300,300,135.21,99.11,11.75,11.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.49,0.01,0.05,0.00,0.00
10,Python 3.6.15,fibonacci.py 100000,0.061446,1234,1686825899.802733,-,-,532,17.67,3007,1898,1.01,304,0,7,27,94,75,248,0,129,0,0,0.03,1.33,3.30,3.46,26.31,0.00,48.14,0.00,0.00,25.91,7.53,27.85,21.05,63,63,83.00,300,300,137.11,99.06,16.03,15.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.50,0.01,0.06,0.00,0.00
