test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-6 6.5.0,nbody_2.c 50000000,0.99,0.43,0.65,0.11,0.04,0.19,6.62,2.33,0.00,0.00,2.11,75701670134 ns,300134685195,3.965 GHz,700160710826,2.33,75691.39 msec,1.000,300086362465,3.965 GHz,40,142156490236,1799591814,75691.51 msec,1.000,2 C,90365694857,252411158,0.28%,0,167131960483,136,136,0,7360323,547055,7.432,256879833937,4366905,0.00%,496237,24424,4.92%,10893603,256821203878,5711918,0.00%,7942049,141413,1.78%,0,0
2,g++-6 6.5.0,nbody_2.c 50000000,1.00,0.43,0.65,0.11,0.04,0.19,6.62,2.33,0.00,0.00,2.15,74079544521 ns,300960852523,4.063 GHz,700769933524,2.33,74074.32 msec,1.000,300996676570,4.063 GHz,11,139857504105,1770500372,74074.36 msec,1.000,2 C,90430014007,252311180,0.28%,0,167161318341,136,136,0,4871819,317349,6.514,256879629434,3337024,0.00%,372950,17628,4.73%,8515900,256535283936,5699444,0.00%,7457691,79207,1.06%,0,0
3,g++-6 6.5.0,nbody_2.c 50000000,0.99,0.43,0.65,0.11,0.04,0.20,6.61,2.33,0.00,0.00,2.00,80180010701 ns,301102337939,3.756 GHz,700194385033,2.33,80170.59 msec,1.000,301061486308,3.755 GHz,56,150765377649,1908476019,80170.69 msec,1.000,13 C,90396667247,252386120,0.28%,0,167146404813,137,137,0,8560040,666570,7.787,256844785930,4660239,0.00%,567571,24978,4.40%,11321917,256777737759,5566282,0.00%,8788696,139585,1.59%,0,0
4,g++-6 6.5.0,nbody_2.c 50000000,1.00,0.44,0.64,0.11,0.04,0.21,6.57,2.29,0.01,0.00,1.85,87206837140 ns,305872148978,3.508 GHz,700084796023,2.29,87200.39 msec,1.000,305856702107,3.508 GHz,4,165142439734,2090534193,87200.48 msec,1.000,19 C,90354741809,252359763,0.28%,0,167146338823,137,137,0,5711249,335605,5.876,256958059859,4049714,0.00%,381437,12203,3.20%,11831964,256723768157,5348301,0.00%,6871097,95901,1.40%,0,0
5,g++-6 6.5.0,nbody_2.c 50000000,1.00,0.43,0.65,0.12,0.04,0.20,6.58,2.32,0.00,0.00,1.86,85653487303 ns,302070336379,3.527 GHz,700267011971,2.32,85647.39 msec,1.000,302099177614,3.527 GHz,14,162202453617,2053312292,85647.46 msec,1.000,19 C,90401309109,252751501,0.28%,0,167167747150,136,136,0,4529176,335578,7.409,256940268687,3731630,0.00%,346283,27612,7.97%,9423759,256833251735,5396540,0.00%,7817925,88601,1.13%,0,0
6,g++-6 6.5.0,nbody_2.c 50000000,1.00,0.43,0.65,0.11,0.04,0.19,6.62,2.34,0.00,0.00,1.98,79812036826 ns,299727676740,3.756 GHz,700092684212,2.34,79806.05 msec,1.000,299760275928,3.756 GHz,7,150981457679,1911201496,79806.15 msec,1.000,18 C,90370666965,252428836,0.28%,0,167104159965,139,139,0,3155839,431376,13.669,256853491721,3084342,0.00%,226052,15251,6.75%,8214900,256814813310,5721407,0.00%,7237314,70533,0.97%,0,0
7,g++-6 6.5.0,nbody_2.c 50000000,1.00,0.43,0.65,0.11,0.04,0.19,6.62,2.33,0.00,0.00,1.85,85627043139 ns,299967390491,3.503 GHz,700183237863,2.33,85620.38 msec,1.000,299982995013,3.504 GHz,4,162152034746,2052676585,85620.47 msec,1.000,19 C,90380977476,251825742,0.28%,0,167112393729,137,137,0,3146788,322238,10.240,256813276057,3586453,0.00%,217983,20390,9.35%,9417818,256782933666,5705145,0.00%,7170314,80941,1.13%,0,0
8,g++-6 6.5.0,nbody_2.c 50000000,1.00,0.43,0.65,0.12,0.04,0.19,6.54,2.31,0.00,0.00,1.92,83362322260 ns,303222279696,3.638 GHz,699972205721,2.31,83355.52 msec,1.000,303238495746,3.638 GHz,11,157832804713,1997981041,83355.60 msec,1.000,18 C,90368505474,250354809,0.28%,0,167091222807,137,137,0,3542397,332531,9.387,256842235567,3602955,0.00%,222763,13319,5.98%,8617763,256839534252,5699949,0.00%,7196211,83904,1.17%,0,0
9,g++-6 6.5.0,nbody_2.c 50000000,1.00,0.43,0.65,0.11,0.04,0.19,6.61,2.33,0.00,0.00,1.88,84337068741 ns,300008932732,3.558 GHz,700103647480,2.33,84329.94 msec,1.000,300015354695,3.558 GHz,2,159681603709,2021419384,84330.05 msec,1.000,20 C,90364168867,252384803,0.28%,0,167175066109,140,140,0,3891707,333121,8.560,256914969467,3549042,0.00%,296658,20339,6.86%,10098180,256771830300,5700668,0.00%,7176936,83864,1.17%,0,0
10,g++-6 6.5.0,nbody_2.c 50000000,1.00,0.43,0.65,0.11,0.04,0.19,6.62,2.33,0.00,0.00,1.89,83811939776 ns,300265835808,3.583 GHz,700172422234,2.33,83805.69 msec,1.000,300244789614,3.583 GHz,5,158700529638,2008995904,83805.78 msec,1.000,17 C,90369559246,252050689,0.28%,0,167037247790,140,140,0,4611229,412370,8.943,256811797519,3406681,0.00%,294293,19116,6.50%,9327945,256843416347,5700157,0.00%,7218639,93301,1.29%,0,0
