test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.44,0.63,0.13,0.04,0.19,6.47,2.26,0.00,0.00,2.16,76847062044 ns,313476883083,4.080 GHz,707984935684,2.26,76841.73 msec,1.000,313458936352,4.079 GHz,6,145297874054,1839334041,76841.79 msec,1.000,3 C,87219690474,250260893,0.29%,0,169684150431,139,139,0,4640418,367059,7.910,259599095494,3460205,0.00%,357635,29396,8.22%,8903455,259524042612,49155,0.00%,3761302,86341,2.30%,0,0
2,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.44,0.63,0.13,0.04,0.19,6.46,2.26,0.00,0.00,2.11,78749043307 ns,313372416244,3.980 GHz,708293257473,2.26,78742.88 msec,1.000,313355721499,3.979 GHz,26,148622680634,1881313738,78742.96 msec,1.000,15 C,87190707154,250260929,0.29%,0,169663395637,137,137,0,5212285,378765,7.267,259535650176,3641710,0.00%,362393,17919,4.94%,9543317,259478701200,45792,0.00%,3956519,102747,2.60%,0,0
3,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.44,0.63,0.13,0.04,0.19,6.46,2.26,0.00,0.00,1.85,89373171648 ns,313306473557,3.506 GHz,708246592893,2.26,89364.55 msec,1.000,313282493758,3.506 GHz,8,169244555733,2142454540,89364.66 msec,1.000,15 C,87221704330,250424323,0.29%,0,169830129798,139,139,0,6895620,659944,9.570,259493540921,4706217,0.00%,476747,26788,5.62%,12440603,259473164313,49938,0.00%,3626993,132855,3.66%,0,0
4,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.44,0.63,0.13,0.04,0.19,6.46,2.26,0.00,0.00,1.85,89308041990 ns,313338328290,3.509 GHz,708267924825,2.26,89301.19 msec,1.000,313320509260,3.509 GHz,9,169121446360,2140899885,89301.29 msec,1.000,19 C,87261404528,250570218,0.29%,0,169775069794,137,137,0,6580748,364657,5.541,259465594507,4024470,0.00%,388556,17481,4.50%,12854594,259503749960,46188,0.00%,3655334,98936,2.71%,0,0
5,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.44,0.64,0.13,0.04,0.19,6.47,2.27,0.00,0.00,1.86,88757293103 ns,312521114241,3.522 GHz,708177136679,2.27,88745.19 msec,1.000,312504397414,3.521 GHz,2,168072781373,2127619882,88745.32 msec,1.000,14 C,87211786586,250381979,0.29%,0,169809384097,139,139,0,7925039,640825,8.086,259490827565,4903894,0.00%,497126,39866,8.02%,12898349,259436617217,2195,0.00%,3610621,174286,4.83%,0,0
6,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.45,0.62,0.14,0.04,0.20,6.38,2.21,0.00,0.00,1.80,94009507147 ns,319923065085,3.404 GHz,707646570712,2.21,93993.63 msec,1.000,319961587368,3.404 GHz,13,177941809667,2252564532,93993.79 msec,1.000,16 C,87228207913,250926239,0.29%,0,169906117992,139,139,0,13732761,3954072,28.793,259630469243,6114390,0.00%,987338,342178,34.66%,20459392,259550207691,57987,0.00%,3750337,468106,12.48%,0,0
7,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.45,0.63,0.14,0.04,0.19,6.41,2.24,0.00,0.00,1.90,88045093465 ns,316376693308,3.594 GHz,708330336090,2.24,88038.07 msec,1.000,316383963799,3.594 GHz,1,166713764211,2110399725,88038.17 msec,1.000,10 C,87233717646,250281680,0.29%,0,169820796902,139,139,0,4968352,327431,6.590,259507395294,3654492,0.00%,319874,17244,5.39%,9409117,259437445096,39914,0.00%,3407737,94369,2.77%,0,0
8,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.44,0.63,0.13,0.04,0.19,6.45,2.26,0.00,0.00,1.92,86493362804 ns,313869952124,3.629 GHz,708189331946,2.26,86487.03 msec,1.000,313863052291,3.629 GHz,11,163749833088,2072884669,86487.11 msec,1.000,19 C,87207869506,250421334,0.29%,0,169813990251,136,136,0,4960029,307323,6.196,259490581646,3507418,0.00%,324130,14518,4.48%,10813423,259400578847,46961,0.00%,3663857,88463,2.41%,0,0
9,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.44,0.64,0.13,0.04,0.19,6.47,2.27,0.00,0.00,1.87,88482477293 ns,312643528309,3.534 GHz,708161934894,2.26,88475.65 msec,1.000,312640923815,3.534 GHz,5,167560132062,2121105122,88475.75 msec,1.000,20 C,87213731087,250324746,0.29%,0,169795039395,140,140,0,3723406,295795,7.944,259513617548,3436039,0.00%,199914,16086,8.05%,9464355,259433885211,43496,0.00%,3618826,94050,2.60%,0,0
10,g++-4.9 4.9.3,nbody_2.c 50000000,1.00,0.44,0.63,0.13,0.04,0.19,6.45,2.26,0.00,0.00,1.88,87900011261 ns,313699577692,3.569 GHz,708110287565,2.26,87892.94 msec,1.000,313684372309,3.569 GHz,4,166428216603,2106878490,87893.03 msec,1.000,8 C,87205192822,250261565,0.29%,0,169785312553,137,137,0,4666946,363747,7.794,259484736820,3736206,0.00%,284959,16651,5.84%,9781893,259544076499,50204,0.00%,3508083,92402,2.63%,0,0
