version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1.8.0_382,binarytrees.java 21,0.99,0.75,0.35,0.09,0.01,0.57,4.79,1.20,0.03,6.06,2.02,4812227425.90,46326124377.50,3.63,55944635833.20,1.20,12746.38,2.65,46465886613.30,3.65,256.10,23012578553.80,289148855.40,12747.16,2.65,468.10,9212812540.10,28150530.90,0.30,0.00,11785497743.00,191049.40,191038.40,9.00,833966268.30,514853504.40,61.74,13832830295.70,424806781.50,3.07,19977384.80,11495977.00,57.54,10004461.80,14307136977.20,5968778.90,0.04,48392.80,165264.70,361.38,0.00,66.80
9.0.4,binarytrees.java 21,0.99,0.39,0.66,0.11,0.02,0.25,6.38,2.34,0.08,5.61,2.04,4421397503.50,20743786360.40,3.44,48710348422.70,2.38,6036.87,1.37,21055866028.00,3.49,192.30,10356930614.40,131379181.10,6037.64,1.37,896.00,8027804196.80,17407180.30,0.22,0.00,11220016701.40,432732.50,432721.60,9.20,808341847.50,498914765.20,61.75,13884309032.30,435970140.00,3.14,19479845.30,7333988.20,37.80,17570235.10,13854665254.60,10210717.60,0.07,184603.10,211760.20,209.57,0.00,0.40
10.0.2,binarytrees.java 21,0.99,0.39,0.66,0.11,0.02,0.25,6.37,2.31,0.08,5.64,2.04,4502096703.70,21266343448.10,3.51,50159067015.40,2.42,6060.72,1.35,21626674374.00,3.57,184.10,10658294375.10,133620114.50,6061.47,1.35,879.90,8057842396.20,15568580.40,0.19,0.80,11516644626.20,433010.10,433001.10,8.00,829703339.50,511150866.70,61.63,15239328204.50,428221451.40,2.81,18558409.10,7511351.80,40.33,15673751.50,14917943814.50,9242951.10,0.06,360083.40,313570.10,209.04,0.00,0.60
11.0.20.1,binarytrees.java 21,0.99,0.41,0.62,0.09,0.03,0.31,6.62,2.22,0.10,6.52,2.07,3640559883.10,16833104701.50,3.53,38881036853.10,2.31,4767.19,1.31,16873901628.00,3.54,177.50,8123438388.20,100295556.90,4767.71,1.31,667.20,5819497633.70,11952006.50,0.20,0.40,9063342529.90,455002.70,454993.20,8.40,768083558.20,468679886.80,61.05,10609007759.30,408438603.20,3.85,20529629.90,7314205.50,35.57,25530614.00,10825524790.60,9413537.00,0.09,309662.60,352176.10,154.48,0.00,0.00
12.0.2,binarytrees.java 21,0.99,0.39,0.65,0.09,0.03,0.28,6.39,2.22,0.10,6.50,2.08,3595674005.20,16801249658.10,3.59,38102301220.80,2.31,4680.65,1.30,17018866080.10,3.64,156.30,8161137294.40,101295643.50,4681.24,1.30,618.90,5743820136.30,10098359.70,0.17,0.00,9006376884.40,435029.10,435019.10,8.80,756832922.70,475497458.00,62.84,10612899129.50,410561210.40,3.87,19815786.00,7751153.40,39.09,19045806.70,10823655529.00,8658880.60,0.08,203253.50,607131.90,712.46,0.00,0.60
13.0.2,binarytrees.java 21,0.99,0.39,0.66,0.12,0.03,0.27,6.43,2.25,0.11,6.49,2.08,3629839570.70,16368847897.60,3.56,37872945823.90,2.35,4592.39,1.27,16427395242.20,3.58,179.70,7814932562.70,96461043.20,4593.06,1.27,639.70,5614940927.60,6854137.90,0.12,0.00,8797542054.10,433374.90,433365.50,8.40,735021884.40,463592019.60,63.08,10460758409.70,410600174.20,3.92,20601695.80,7862769.00,38.23,17702813.50,11008328028.90,8578748.80,0.08,127114.50,666955.70,758.52,0.00,0.40
14.0.2,binarytrees.java 21,0.99,0.39,0.65,0.11,0.03,0.27,6.41,2.25,0.11,6.47,2.08,3644777519.80,16642206517.40,3.59,38974995643.80,2.39,4641.43,1.27,16658069725.80,3.59,236.40,7923496912.00,96017394.20,4642.25,1.27,670.10,5631063838.10,6703315.80,0.12,0.00,8716327892.40,434187.50,434178.10,8.40,753246360.90,461017865.60,61.21,10396992433.50,405892338.80,3.90,19747816.10,7486825.40,37.86,13979512.70,10992048512.10,8832361.90,0.08,95466.80,1002003.60,1540.26,0.00,1.00
15.0.2,binarytrees.java 21,0.99,0.40,0.64,0.08,0.03,0.29,6.27,2.24,0.10,6.62,2.08,3497866606.90,15682589508.30,3.51,36769946193.60,2.36,4462.12,1.28,15723489563.10,3.52,242.30,7458953446.40,92278364.30,4462.84,1.28,671.20,5608692790.20,7427685.20,0.13,0.00,8238575087.50,431817.50,431806.70,9.00,746948696.00,460234583.40,61.63,9278632128.30,407027780.20,4.38,17408221.30,6729814.90,38.66,10898633.70,9531396785.70,8574152.90,0.09,60135.30,1015157.40,2496.20,0.00,0.00
16.0.2,binarytrees.java 21,0.99,0.41,0.62,0.14,0.03,0.28,6.09,2.21,0.11,6.44,2.08,3607524007.40,15778377214.30,3.45,35778562797.60,2.25,4568.47,1.27,15799203182.80,3.46,212.00,7542333368.00,95076907.90,4569.17,1.27,688.50,6306860369.90,7657972.20,0.12,0.00,8088012969.20,435658.80,435649.60,8.20,757864434.30,453101765.90,59.81,8599132610.20,408421783.80,4.75,14954884.00,5743941.00,38.56,8819106.20,8935267961.50,8905150.60,0.10,62214.70,912159.00,1856.83,0.00,0.80
17.0.8.1,binarytrees.java 21,0.99,0.41,0.63,0.13,0.03,0.27,6.06,2.19,0.10,6.52,2.08,3570344217.30,16197821275.50,3.55,36501019931.60,2.28,4562.60,1.28,16312719534.90,3.58,213.70,7790827578.80,94260469.20,4563.36,1.28,711.20,6257565679.50,8301303.50,0.13,0.00,8240578015.40,432249.80,432240.00,8.80,756742149.40,451165142.90,59.63,8568721487.00,400281888.10,4.67,15913763.30,6008453.70,37.49,7986905.10,8912817906.20,8554837.70,0.09,67087.40,1002389.80,1676.86,0.00,0.40
