test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v0.8.28,binaryTrees_7_original.js 21,24499933,0.92,0.74,0.37,0.37,0.13,0.14,5.85,1.31,0.53,,,24499933 ns,95109744,3.890 GHz,<not,(0.00%),24.44 msec,0.998,<not,(0.00%) ,0,<not,<not,24.46 msec,0.998,86 C,<not,<not,(0.00%),<not,<not,1702,1702,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v0.8.28,binaryTrees_7_original.js 21,24757854,0.90,0.76,0.36,0.36,0.13,0.14,5.81,1.30,0.48,,,24757854 ns,95995218,3.880 GHz,<not,(0.00%),24.74 msec,0.999,<not,(0.00%) ,2,<not,<not,24.75 msec,1.000,82 C,<not,<not,(0.00%),<not,<not,1700,1700,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v0.8.28,binaryTrees_7_original.js 21,26978696,0.97,0.73,0.37,0.36,0.14,0.17,5.75,1.23,1.00,,,26978696 ns,96749348,3.938 GHz,<not,(0.00%),24.56 msec,0.910,<not,(0.00%) ,0,<not,<not,24.58 msec,0.911,81 C,<not,<not,(0.00%),<not,<not,1701,1701,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v0.8.28,binaryTrees_7_original.js 21,24542084,0.89,0.74,0.36,0.36,0.14,0.14,6.11,1.33,0.26,,,24542084 ns,91695281,3.754 GHz,<not,(0.00%),24.42 msec,0.995,<not,(0.00%) ,1,<not,<not,24.43 msec,0.995,79 C,<not,<not,(0.00%),<not,<not,1701,1701,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v0.8.28,binaryTrees_7_original.js 21,24609507,0.97,0.75,0.37,0.36,0.13,0.14,5.81,1.31,0.47,,,24609507 ns,96261366,3.922 GHz,<not,(0.00%),24.54 msec,0.997,<not,(0.00%) ,0,<not,<not,24.55 msec,0.998,79 C,<not,<not,(0.00%),<not,<not,1700,1700,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v0.8.28,binaryTrees_7_original.js 21,25242416,0.89,0.74,0.37,0.35,0.14,0.13,5.72,1.31,0.15,,,25242416 ns,94724639,3.761 GHz,<not,(0.00%),25.18 msec,0.997,<not,(0.00%) ,0,<not,<not,25.19 msec,0.998,79 C,<not,<not,(0.00%),<not,<not,1700,1700,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v0.8.28,binaryTrees_7_original.js 21,24818920,0.93,0.75,0.37,0.36,0.13,0.16,5.59,1.28,0.44,,,24818920 ns,99050067,3.996 GHz,<not,(0.00%),24.78 msec,0.998,<not,(0.00%) ,1,<not,<not,24.80 msec,0.999,64 C,<not,<not,(0.00%),<not,<not,1700,1700,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v0.8.28,binaryTrees_7_original.js 21,24766699,0.93,0.74,0.36,0.35,0.14,0.15,6.16,1.40,0.28,,,24766699 ns,92911719,3.755 GHz,<not,(0.00%),24.74 msec,0.999,<not,(0.00%) ,0,<not,<not,24.75 msec,0.999,82 C,<not,<not,(0.00%),<not,<not,1700,1700,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v0.8.28,binaryTrees_7_original.js 21,26654330,0.95,0.73,0.36,0.36,0.13,0.28,4.73,1.09,0.28,,,26654330 ns,98666465,3.706 GHz,<not,(0.00%),26.61 msec,0.998,<not,(0.00%) ,5,<not,<not,26.63 msec,0.999,78 C,<not,<not,(0.00%),<not,<not,1700,1700,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v0.8.28,binaryTrees_7_original.js 21,25324989,0.95,0.74,0.37,0.35,0.14,0.13,5.60,1.28,0.15,,,25324989 ns,92848098,3.676 GHz,<not,(0.00%),25.25 msec,0.997,<not,(0.00%) ,0,<not,<not,25.27 msec,0.998,79 C,<not,<not,(0.00%),<not,<not,1700,1700,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
