test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 2.5.6,fibonacci.py 20578,0.094831,1282,1686763074.896056,-,-,1271,38.40,3298,1903,0.82,859,0,3,2171,1525,202,111,0,70,0,0,0.01,11.16,13.73,4.80,6.25,0.00,26.25,0.00,0.00,35.72,1.48,4.32,20.08,59,61,95.96,400,300,228.06,95.64,3.82,3.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,1.51,0.00,0.13,0.00,0.00
2,Python 2.5.6,fibonacci.py 20578,0.083737,1221,1686763075.025418,-,-,695,23.07,3008,1898,1.04,493,0,3,344,966,566,337,0,70,0,0,0.01,7.69,16.06,12.87,13.51,0.00,27.18,0.00,0.00,42.87,5.74,8.12,20.20,61,61,90.76,400,300,162.56,99.56,8.87,8.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.81,0.01,0.08,0.00,0.00
3,Python 2.5.6,fibonacci.py 20578,0.088597,1263,1686763075.161947,-,-,1542,46.56,3300,1903,0.84,962,0,17,2565,1999,245,106,0,44,0,0,0.02,15.58,18.72,4.59,6.71,0.00,8.55,0.00,0.00,43.73,0.56,2.93,6.22,62,62,95.94,400,300,273.15,99.89,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.03,1.69,0.00,0.13,0.00,0.00
4,Python 2.5.6,fibonacci.py 20578,0.090499,1420,1686763075.298143,-,-,1111,37.04,3000,1895,0.91,783,0,13,1779,1376,338,129,0,93,0,0,0.03,12.66,13.25,7.35,9.15,0.00,20.92,0.00,0.00,38.07,3.74,8.08,13.06,59,60,96.13,400,300,228.50,99.60,4.19,4.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,1.15,0.00,0.12,0.00,0.00
5,Python 2.5.6,fibonacci.py 20578,0.152904,1466,1686763075.615387,-,-,782,42.70,1732,2004,0.84,1211,0,7,2394,2350,445,185,0,131,0,5,0.01,11.28,13.98,4.54,6.68,0.00,24.34,0.00,0.38,32.51,1.80,5.40,17.59,53,53,105.95,400,300,259.57,104.49,3.78,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.74,0.00,0.18,0.00,0.00
6,Python 2.5.6,fibonacci.py 20578,0.084482,1210,1686763075.737942,-,-,1476,43.11,3423,1897,0.82,914,0,15,3438,1298,85,92,0,73,0,0,0.04,21.68,11.08,1.30,9.54,0.00,13.83,0.00,0.00,40.15,0.98,6.44,9.32,63,63,92.33,400,300,248.06,99.68,7.99,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,1.62,0.01,0.13,0.00,0.00
7,Python 2.5.6,fibonacci.py 20578,0.091066,1364,1686763075.866747,-,-,1257,40.16,3125,1898,0.85,736,0,2,2738,1488,119,66,0,98,0,0,0.00,16.44,11.31,3.80,8.10,0.00,20.72,0.00,0.00,36.51,2.37,6.63,14.33,61,61,92.24,400,300,241.35,99.69,7.59,7.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,1.33,0.01,0.13,0.00,0.00
8,Python 2.5.6,fibonacci.py 20578,0.091122,1346,1686763076.002425,-,-,1216,39.23,3097,1897,0.83,793,0,14,3269,1495,111,41,0,88,0,0,0.03,19.81,10.28,1.63,4.67,0.00,24.94,0.00,0.00,37.41,1.36,3.13,18.87,62,62,92.18,400,300,233.67,99.66,7.54,7.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.59,1.26,0.01,0.13,0.00,0.00
9,Python 2.5.6,fibonacci.py 20578,0.091558,1248,1686763076.138140,-,-,1147,36.97,3100,1897,0.82,728,0,14,2613,1442,193,79,0,87,0,0,0.04,21.76,11.52,3.25,3.55,0.00,23.46,0.00,0.00,40.94,1.52,2.51,18.05,58,60,92.84,400,300,221.44,99.65,6.74,6.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,1.23,0.01,0.13,0.00,0.00
10,Python 2.5.6,fibonacci.py 20578,0.090494,1301,1686763076.271061,-,-,1206,38.89,3100,1897,0.81,837,0,2,2362,1403,211,79,0,72,0,0,0.01,16.39,12.04,4.54,4.86,0.00,23.75,0.00,0.00,35.72,2.47,3.10,19.83,60,60,88.40,400,300,233.37,99.68,11.04,11.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.59,1.25,0.01,0.13,0.00,0.00
