test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.12.0b1,fibonacci.py 20578,0.081393,1146,1686763090.784698,-,-,456,14.42,3158,1898,1.18,383,0,0,133,125,87,210,0,180,0,6,0.00,4.14,2.63,4.28,17.26,0.00,55.62,0.00,1.82,24.80,8.41,19.52,32.85,71,73,90.92,300,300,110.33,93.27,8.90,8.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.66,0.01,0.06,0.00,0.00
2,Python 3.12.0b1,fibonacci.py 20578,0.063354,1142,1686763090.884571,-,-,495,13.45,3656,1909,1.26,275,0,0,8,32,69,200,0,111,0,13,0.00,1.89,1.44,3.90,19.14,0.00,51.53,0.00,9.25,23.46,14.78,15.47,32.84,75,75,91.55,300,300,109.69,98.53,10.03,9.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.73,0.01,0.05,0.00,0.00
3,Python 3.12.0b1,fibonacci.py 20578,0.066752,1118,1686763090.983485,-,-,492,14.24,3453,1898,1.23,330,0,0,16,48,74,195,0,137,0,1,0.00,1.11,1.50,3.77,20.46,0.00,58.46,0.00,0.59,22.27,13.48,18.46,31.56,73,73,86.89,300,300,113.42,98.61,12.08,11.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.67,0.01,0.05,0.00,0.00
4,Python 3.12.0b1,fibonacci.py 20578,0.066584,1165,1686763091.084136,-,-,481,14.06,3416,1897,1.24,315,0,2,15,45,77,189,0,135,0,0,0.01,2.03,1.37,3.89,20.18,0.00,58.55,0.00,0.00,22.84,10.67,20.75,31.67,69,71,88.61,300,300,112.02,98.54,11.08,10.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.64,0.01,0.05,0.00,0.00
5,Python 3.12.0b1,fibonacci.py 20578,0.066372,1154,1686763091.184920,-,-,518,14.55,3557,1898,1.19,287,0,0,19,43,70,183,0,141,0,8,0.00,0.83,2.34,4.03,17.29,0.00,56.03,0.00,5.02,19.83,14.95,17.50,33.16,76,76,88.89,300,300,110.09,98.07,9.77,9.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.71,0.01,0.05,0.00,0.00
6,Python 3.12.0b1,fibonacci.py 20578,0.065919,1101,1686763091.283593,-,-,491,13.94,3516,1898,1.23,284,0,0,9,32,70,200,0,133,0,6,0.00,0.84,0.89,3.88,19.80,0.00,53.16,0.00,7.63,20.82,10.37,25.93,28.95,73,73,89.50,300,300,110.89,98.45,10.83,10.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.68,0.01,0.05,0.00,0.00
7,Python 3.12.0b1,fibonacci.py 20578,0.064247,1181,1686763091.380997,-,-,557,15.37,3620,1898,1.17,305,0,0,18,71,92,239,0,132,0,13,0.00,1.05,4.09,5.61,20.50,0.00,50.06,0.00,3.31,27.24,12.50,18.28,26.61,76,76,88.72,300,300,120.53,97.95,11.32,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.78,0.01,0.05,0.00,0.00
8,Python 3.12.0b1,fibonacci.py 20578,0.066288,1103,1686763091.481218,-,-,490,13.97,3504,1899,1.22,315,0,0,10,31,59,210,0,154,0,1,0.00,0.53,0.70,3.48,22.29,0.00,59.09,0.00,0.13,19.81,8.77,23.95,33.50,69,72,84.48,300,300,111.27,98.21,14.75,14.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.68,0.01,0.05,0.00,0.00
9,Python 3.12.0b1,fibonacci.py 20578,0.065631,1097,1686763091.580831,-,-,495,14.01,3529,1899,1.24,288,0,1,15,31,56,208,0,142,0,9,0.00,1.35,0.89,4.33,23.34,0.00,50.17,0.00,6.08,21.58,10.44,26.82,27.14,73,74,89.90,300,300,111.51,98.39,8.72,8.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.69,0.01,0.05,0.00,0.00
10,Python 3.12.0b1,fibonacci.py 20578,0.076696,2107,1686763091.694433,-,-,1051,31.74,3323,1889,0.85,748,0,31,966,1047,533,274,0,46,0,0,0.07,10.16,18.50,10.92,12.38,0.00,16.23,0.00,0.00,45.25,3.90,6.63,12.48,76,75,89.97,300,250,189.62,98.85,9.14,9.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,1.11,0.01,0.09,0.00,0.00
