python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,fibonacci.py 20578,0.095929,1312.1,1686763076.271061,0.00,0.00,1170.30,38.61,3018.30,1908.90,0.86,831.60,0.00,9.00,2367.30,1534.20,251.50,122.50,0.00,82.60,0.00,0.50,0.02,15.44,13.20,4.87,7.30,0.00,21.39,0.00,0.04,38.36,2.20,5.07,15.76,59.80,60.30,94.27,400.00,300.00,232.97,99.75,6.59,6.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,1.26,0.01,0.13,0.00,0.00
Python 2.7.18,fibonacci.py 20578,0.0844698,1372.4,1686763077.697497,0.00,0.00,1234.10,41.10,3000.00,1897.60,0.80,825.90,0.00,39.00,2262.00,1374.10,271.10,172.30,0.90,45.60,0.00,0.00,0.08,17.38,14.40,5.29,8.23,0.01,14.13,0.00,0.00,41.44,2.34,4.97,10.14,61.50,61.90,90.74,400.00,300.00,239.71,98.95,8.66,8.64,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,1.15,0.01,0.12,0.00,0.00
Python 3.0.1,fibonacci.py 20578,0.0825326,1120.7,1686763079.028150,0.00,0.00,660.00,19.50,3431.60,1911.20,1.18,455.10,0.00,4.30,647.90,331.20,98.50,184.90,0.00,140.80,0.10,7.20,0.01,4.82,4.09,3.13,15.19,0.00,50.25,0.05,3.69,26.25,6.58,16.57,31.11,67.20,68.00,88.92,340.00,295.00,140.78,98.97,11.93,11.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.96,0.01,0.08,0.00,0.00
Python 3.4.10,fibonacci.py 20578,0.0897924,1156.4,1686763080.431349,0.00,0.00,695.90,21.50,3180.60,1899.50,1.12,770.50,0.00,2.00,412.10,193.50,76.20,190.70,0.20,164.20,0.00,16.20,0.01,3.81,2.93,3.24,16.62,0.00,48.44,0.00,3.67,24.71,7.95,16.72,29.12,68.90,69.90,88.20,300.00,300.00,145.43,98.08,11.30,11.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.91,0.01,0.07,0.00,0.00
Python 3.5.10,fibonacci.py 20578,0.0724767,1090.5,1686763081.606266,0.00,0.00,616.60,17.79,3487.70,1900.60,1.17,381.50,0.00,1.30,417.70,207.80,90.20,202.50,0.00,133.70,0.00,3.60,0.00,3.71,3.11,4.43,18.08,0.00,50.65,0.00,2.38,25.52,10.60,17.91,28.17,70.20,71.50,89.36,300.00,295.00,130.35,97.84,10.27,10.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.85,0.01,0.06,0.00,0.00
Python 3.6.15,fibonacci.py 20578,0.109307,1295.6,1686763083.718817,0.00,0.00,573.70,21.44,2794.30,1906.20,1.10,523.60,0.00,14.70,738.60,371.00,133.90,215.10,0.00,201.80,0.40,10.90,0.03,5.56,4.37,3.79,14.52,0.00,48.55,0.01,2.20,27.02,6.93,15.44,29.17,68.40,69.50,92.66,300.00,300.00,148.73,97.95,7.60,7.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.82,0.01,0.08,0.00,0.00
Python 3.7.16,fibonacci.py 20578,0.0853269,1145.5,1686763085.366071,0.00,0.00,605.40,20.73,2944.20,1906.40,1.17,931.00,0.00,5.40,661.90,201.70,88.10,237.50,0.10,172.00,0.00,7.60,0.02,6.68,2.82,3.78,18.90,0.01,45.20,0.00,2.42,30.40,8.24,17.54,23.09,68.10,68.90,89.71,300.00,300.00,150.99,98.88,10.60,10.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.76,0.01,0.07,0.00,0.00
Python 3.8.16,fibonacci.py 20578,0.0759642,1198.9,1686763086.615607,0.00,0.00,656.40,20.03,3318.10,1898.30,1.10,587.80,0.00,4.40,858.40,337.50,106.50,203.20,0.00,120.20,0.00,5.40,0.01,7.92,4.41,4.00,17.82,0.00,43.28,0.00,2.62,31.62,8.58,16.66,23.10,70.30,71.50,91.96,300.00,300.00,141.73,97.59,7.74,7.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.85,0.01,0.06,0.00,0.00
Python 3.9.16,fibonacci.py 20578,0.0793273,1125.2,1686763087.889089,0.00,0.00,548.00,16.84,3232.50,1915.20,1.19,391.30,0.00,3.60,376.60,172.50,74.90,189.30,0.00,160.30,0.00,10.00,0.01,3.48,2.66,3.45,16.51,0.00,54.22,0.00,3.79,24.40,9.90,18.19,30.67,70.80,71.80,91.84,300.00,290.00,127.62,98.22,8.91,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.74,0.01,0.06,0.00,0.00
Python 3.10.11,fibonacci.py 20578,0.0908337,2278.9,1686763089.348630,0.00,0.00,553.30,18.02,3060.00,1893.30,1.14,456.50,0.00,4.30,230.80,230.80,134.70,202.20,0.00,161.50,0.10,19.50,0.01,3.62,4.45,4.69,15.42,0.00,48.88,0.00,4.89,26.61,9.42,14.10,31.85,69.90,71.20,90.38,300.00,300.00,132.34,98.11,8.00,7.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.74,0.01,0.06,0.00,0.00
Python 3.11.3,fibonacci.py 20578,0.0760536,1292.4,1686763090.555394,0.00,0.00,873.80,25.26,3509.60,1895.30,1.06,1336.80,0.00,6.00,487.10,195.20,95.00,225.40,0.20,129.20,0.00,2.40,0.02,5.22,2.83,3.76,19.68,0.00,42.42,0.00,0.76,27.90,8.35,18.84,19.66,74.60,75.40,81.29,300.00,290.00,158.83,97.88,17.46,17.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,1.09,0.01,0.08,0.00,0.00
Python 3.12.0b1,fibonacci.py 20578,0.0683236,1231.4,1686763091.694433,0.00,0.00,552.60,15.97,3473.20,1898.30,1.18,353.00,0.00,3.40,120.90,150.50,118.70,210.80,0.00,131.10,0.00,5.70,0.01,2.39,3.44,4.81,19.26,0.00,50.89,0.00,3.38,24.79,10.83,19.33,29.08,73.10,73.80,88.94,300.00,295.00,119.94,97.89,10.66,10.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.74,0.01,0.05,0.00,0.00
Python 3.13.0a0,fibonacci.py 20578,0.0727189,1151.5,1686763093.042784,0.00,0.00,601.90,18.84,3228.60,1907.00,1.14,483.10,0.00,9.80,257.60,287.80,185.80,249.10,0.60,123.70,0.00,2.60,0.02,3.85,5.60,6.60,18.65,0.04,45.84,0.00,1.04,29.80,9.94,16.79,24.63,72.90,73.30,90.93,300.00,300.00,137.61,98.27,9.17,8.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.76,0.01,0.06,0.00,0.00
