test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.10.11,fibonacci.py 20578,0.068187,1070,1686763088.061860,-,-,506,14.22,3552,1899,1.22,301,0,0,13,30,81,230,0,141,0,12,0.00,1.45,1.07,4.74,19.60,0.00,56.55,0.00,2.44,22.41,16.09,16.37,30.92,73,73,93.86,300,300,110.97,97.89,6.28,6.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.73,0.00,0.04,0.00,0.00
2,Python 3.10.11,fibonacci.py 20578,0.065226,1116,1686763088.161819,-,-,500,13.39,3736,1897,1.25,300,0,1,10,41,52,188,0,148,0,4,0.01,1.70,1.64,2.80,18.35,0.00,58.80,0.00,3.30,23.53,10.43,22.34,30.31,75,76,87.39,300,300,107.82,97.54,11.10,10.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.78,0.01,0.04,0.00,0.00
3,Python 3.10.11,fibonacci.py 20578,0.103206,11788,1686763088.311694,-,-,531,19.57,2820,1823,1.14,360,0,0,29,39,70,273,0,198,0,4,0.00,3.42,1.18,2.47,19.69,0.00,48.10,0.00,2.44,28.71,7.74,17.40,26.57,62,62,79.45,300,300,140.84,92.76,5.03,4.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.74,0.00,0.08,0.00,0.00
4,Python 3.10.11,fibonacci.py 20578,0.094213,1094,1686763088.454493,-,-,331,13.59,2426,1905,1.30,345,0,0,6,28,56,183,0,190,0,21,0.00,0.40,0.68,2.98,13.78,0.00,60.42,0.00,8.62,18.23,9.27,16.66,42.25,65,66,96.59,300,300,109.81,99.45,3.73,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.40,0.00,0.05,0.00,0.00
5,Python 3.10.11,fibonacci.py 20578,0.074850,2247,1686763088.564376,-,-,473,14.67,3240,1887,1.19,337,0,1,16,38,65,180,0,163,0,12,0.00,1.55,0.94,3.83,15.03,0.00,58.54,0.00,5.10,23.03,10.49,18.99,32.82,64,69,88.18,300,300,116.79,97.82,9.99,9.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.63,0.01,0.05,0.00,0.00
6,Python 3.10.11,fibonacci.py 20578,0.071681,1125,1686763088.678954,-,-,895,25.91,3449,1898,0.90,522,0,7,943,1135,412,159,0,71,0,0,0.04,12.60,18.50,8.03,9.48,0.00,25.81,0.00,0.00,44.81,2.63,6.69,19.95,74,76,94.86,300,300,172.37,99.08,5.64,5.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,1.09,0.00,0.08,0.00,0.00
7,Python 3.10.11,fibonacci.py 20578,0.077860,1051,1686763088.791470,-,-,902,27.74,3246,1899,0.96,708,0,33,687,478,309,237,0,66,0,1,0.06,3.80,8.90,10.26,13.85,0.00,35.41,0.00,0.32,29.91,12.55,5.77,24.03,71,74,88.62,300,300,174.20,99.06,11.60,11.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.27,1.00,0.01,0.07,0.00,0.00
8,Python 3.10.11,fibonacci.py 20578,0.067348,1037,1686763088.897058,-,-,713,19.68,3592,1912,1.10,421,0,0,261,454,203,218,0,82,0,6,0.00,4.32,10.40,7.53,19.75,0.00,35.99,0.00,3.10,33.32,11.25,13.16,22.60,75,75,89.09,300,300,146.62,98.88,11.46,11.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,0.97,0.01,0.06,0.00,0.00
9,Python 3.10.11,fibonacci.py 20578,0.215661,1085,1686763089.243486,-,-,179,17.06,1040,1916,1.11,517,0,0,9,21,20,153,0,404,1,135,0.00,0.72,0.11,0.17,6.44,0.00,53.03,0.00,23.54,18.69,0.21,9.89,54.16,67,68,100.16,300,300,131.40,100.26,1.32,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.36,0.00,0.09,0.00,0.00
10,Python 3.10.11,fibonacci.py 20578,0.070105,1176,1686763089.348630,-,-,503,14.37,3499,1897,1.18,754,0,1,334,44,79,201,0,152,0,0,0.00,6.28,1.07,4.05,18.18,0.00,56.10,0.00,0.00,23.46,13.58,13.75,34.84,73,73,85.59,300,300,112.62,98.34,13.80,13.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.71,0.01,0.05,0.00,0.00
