test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,1.0,0.3,0.82,0.11,0.0,0.08,7.45,3.37,0.0,0.0,2.16,9.187908148,37368113324,4.068,125997601211,3.37,9186.94,1.0,37371515765,4.068,0,17329492164,219401029,9186.95,1.0,11.0,17652584001,524089,0.00%,0,17878249248,138,138,0,547978,45642,8.329,34299644466,372380,0.00%,26538,1691,6.37%,1004438,34206193645,54,0.00%,20012,5439,27.18%,0,0
2,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,1.0,0.3,0.82,0.11,0.0,0.08,7.45,3.37,0.0,0.0,2.16,9.178150378,37400112962,4.075,126135808455,3.37,9177.11,1.0,37402706789,4.076,1,17338828963,219476979,9177.12,1.0,6.0,17631813753,485889,0.00%,0,17881217730,137,137,0,432096,46438,10.747,34258339439,333548,0.00%,22463,1759,7.83%,955017,34240652377,201,0.00%,14595,5371,36.80%,0,0
3,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,0.99,0.3,0.82,0.11,0.0,0.08,7.44,3.37,0.0,0.0,2.06,9.721139023,37457282252,3.854,125784896035,3.36,9719.5,1.0,37421323234,3.85,7,18160786656,230027621,9719.54,1.0,2.0,17621180390,198294,0.00%,0,17861683853,137,137,0,1344880,102837,7.647,34234662303,573142,0.00%,84751,3902,4.60%,1513874,34241288596,381,0.00%,102559,15235,14.85%,0,0
4,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,0.99,0.3,0.81,0.11,0.0,0.08,7.43,3.36,0.0,0.0,2.04,9.820698738,37491212162,3.818,125963138237,3.36,9819.01,1.0,37471702168,3.816,6,18371005236,232629322,9819.05,1.0,3.0,17650117573,320506,0.00%,0,17868994504,137,137,0,1419046,86059,6.065,34202944854,588576,0.00%,99063,6145,6.20%,1526890,34189111819,528,0.00%,125407,15165,12.09%,0,0
5,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,0.99,0.3,0.82,0.11,0.0,0.08,7.44,3.37,0.0,0.0,2.16,9.219843346,37428153184,4.06,125976706406,3.37,9218.64,1.0,37405065238,4.058,7,17348587018,219602312,9218.63,1.0,2.0,17646174301,213827,0.00%,0,17873852206,138,138,0,547133,45363,8.291,34222472046,397472,0.00%,43123,4570,10.60%,1129391,34166630799,194,0.00%,59356,9608,16.19%,0,0
6,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,0.99,0.3,0.81,0.11,0.0,0.08,7.44,3.36,0.01,0.0,2.16,9.250985031,37572112322,4.062,125733028946,3.34,9249.92,1.0,37573925289,4.062,6,17428332556,220657250,9249.93,1.0,2.0,17645262586,149830,0.00%,0,17912576662,139,139,0,1080289,190525,17.636,34351281503,497924,0.00%,69615,3805,5.47%,1329696,34240342581,218,0.00%,46612,15899,34.11%,0,0
7,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,0.99,0.3,0.81,0.11,0.0,0.08,7.43,3.36,0.0,0.0,1.99,9.986812234,37454825750,3.751,126018873762,3.36,9985.24,1.0,37438294469,3.749,10,18774875523,237712716,9985.25,1.0,2.0,17655950704,175654,0.00%,0,17851589500,137,137,0,1322312,76128,5.757,34214220776,586092,0.00%,88425,4954,5.60%,1599917,34236277846,1669,0.00%,95323,18404,19.31%,0,0
8,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,0.99,0.3,0.81,0.11,0.0,0.08,7.43,3.35,0.0,0.0,2.14,9.399973314,37678861656,4.009,126144719500,3.35,9398.69,1.0,37624988753,4.003,8,17548780894,222061196,9398.7,1.0,2.0,17616037779,185446,0.00%,0,17827266777,138,138,0,776842,72100,9.281,34163736963,479016,0.00%,43255,14792,34.20%,1281774,34256396548,2764,0.00%,120525,11225,9.31%,0,0
9,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,0.99,0.3,0.81,0.11,0.0,0.08,7.45,3.37,0.0,0.0,2.14,9.312881104,37573549887,4.035,125822243045,3.35,9311.88,1.0,37555844427,4.033,5,17535739176,222016529,9311.9,1.0,3.0,17618684749,92981,0.00%,0,17869036316,136,136,0,941553,77489,8.23,34145019586,500556,0.00%,76717,3500,4.56%,1287992,34256251646,279,0.00%,60453,11004,18.20%,0,0
10,2013-04-12,nbody_50000000_compatible_O3flag,g++-4.6,nbody_2.c 50000000,0.98,0.3,0.82,0.11,0.0,0.08,7.44,3.36,0.0,0.0,2.12,9.463691502,37471273471,3.96,126102041900,3.37,9462.7,1.0,37470559180,3.96,3,17654493483,223522310,9462.71,1.0,2.0,17659749212,286257,0.00%,0,17883163480,137,137,0,788923,48173,6.106,34250732717,470126,0.00%,56695,4529,7.99%,1277402,34185266255,381,0.00%,124819,11914,9.55%,0,0
1,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,1.0,0.31,0.78,0.13,0.0,0.09,7.21,3.22,0.01,0.0,2.16,9.375272471,38238308466,4.079,123632971255,3.23,9374.19,1.0,38233618259,4.079,1,17724294953,224378080,9374.2,1.0,12.0,18342648562,57649,0.00%,0,17760404940,138,138,0,803499,191132,23.787,33139932909,407559,0.00%,48409,2249,4.65%,1048340,33082122117,210,0.00%,23605,8515,36.07%,0,0
2,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,1.0,0.31,0.79,0.12,0.0,0.09,7.2,3.24,0.0,0.0,2.16,9.347805191,38110899607,4.077,123418394285,3.24,9346.78,1.0,38109404044,4.077,1,17671962158,223727390,9346.78,1.0,6.0,18373018386,360978,0.00%,0,17605403858,139,139,0,727668,83032,11.411,33035219854,487928,0.00%,64778,3770,5.82%,1270865,33198368137,412,0.00%,17799,9168,51.51%,0,0
3,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,1.0,0.31,0.79,0.12,0.0,0.09,7.2,3.26,0.0,0.0,2.16,9.311222163,37963945046,4.078,123655382856,3.26,9310.24,1.0,37965080894,4.078,1,17602888144,222861308,9310.24,1.0,4.0,18371430566,172344,0.00%,0,17652596220,136,136,0,559411,57439,10.268,33122779437,404397,0.00%,39401,3592,9.12%,1002169,33096156458,93,0.00%,22601,5221,23.10%,0,0
4,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.0,0.09,7.21,3.25,0.0,0.0,2.15,9.380373302,37942442445,4.045,123419538929,3.25,9379.22,1.0,37967094482,4.048,2,17624824567,223117116,9379.23,1.0,2.0,18358499400,412969,0.00%,0,17655933342,137,137,0,824144,201476,24.447,33109685567,500390,0.00%,43961,3189,7.25%,1064290,33125523005,672,0.00%,61727,9106,14.75%,0,0
5,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,0.99,0.31,0.77,0.13,0.0,0.1,7.09,3.18,0.01,0.01,2.01,10.197579024,38503347639,3.776,122738629902,3.19,10196.15,1.0,38530943831,3.779,10,19138282210,242232866,10196.16,1.0,3.0,18443947235,256519,0.00%,0,17813493921,139,139,0,2920422,1798150,61.572,33455707812,812420,0.00%,286270,200844,70.16%,1758202,33173086819,7220,0.00%,95561,11184,11.70%,0,0
6,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.0,0.1,7.09,3.2,0.0,0.0,2.01,10.260754271,38801892551,3.782,123869532906,3.19,10259.22,1.0,38805873647,3.783,12,19294961425,244332050,10259.24,1.0,2.0,18490865932,172824,0.00%,0,17671341768,137,137,0,2219135,643306,28.989,33025286405,872772,0.00%,186304,73987,39.71%,1738812,33053252766,10557,0.00%,130559,12066,9.24%,0,0
7,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,0.99,0.31,0.78,0.12,0.0,0.09,7.22,3.23,0.0,0.0,2.09,9.770513459,38298104666,3.92,123575760091,3.23,9769.31,1.0,38305121711,3.921,11,18346223045,232243423,9769.32,1.0,2.0,18362425143,71654,0.00%,0,17660123896,137,137,0,597886,55674,9.312,33100164340,451132,0.00%,73545,15930,21.66%,1182586,33102702187,618,0.00%,73751,8994,12.20%,0,0
8,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.0,0.09,7.2,3.25,0.0,0.0,2.1,9.685845606,37959330841,3.92,123567400594,3.25,9684.63,1.0,37988706665,3.923,12,18101759230,229072295,9684.65,1.0,2.0,18358272251,101309,0.00%,0,17676925257,137,137,0,750780,53346,7.105,33145971254,458224,0.00%,44297,3531,7.97%,1112654,33097057739,465,0.00%,110139,10080,9.15%,0,0
9,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,0.98,0.31,0.79,0.12,0.0,0.09,7.2,3.25,0.0,0.0,2.1,9.723727687,38010653755,3.91,123579819879,3.25,9722.34,1.0,37982935816,3.907,12,18122034010,229521230,9722.37,1.0,2.0,18346633777,114058,0.00%,0,17655238684,138,138,0,613488,71266,11.617,33136241877,481360,0.00%,42369,4807,11.35%,1133030,33127670927,303,0.00%,120453,14850,12.33%,0,0
10,2014-06-12,nbody_50000000_compatible_O3flag,g++-4.7,nbody_2.c 50000000,1.0,0.31,0.79,0.13,0.0,0.09,7.21,3.23,0.01,0.0,2.11,9.572667409,38152302862,3.986,123720886363,3.25,9571.46,1.0,38141466944,3.985,6,18085010166,228920131,9571.47,1.0,2.0,18334040863,224518,0.00%,0,17624621536,137,137,0,911897,78769,8.638,32953149371,484528,0.00%,58620,3076,5.25%,1177754,33236111627,598,0.00%,40060,8694,21.70%,0,0
1,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.0,0.08,7.22,3.2,0.0,0.0,2.14,8.670412339,34846341741,4.02,111493209442,3.2,8668.81,1.0,34876654472,4.023,3,16324533892,206567078,8668.83,1.0,2.0,16809217128,104868,0.00%,0,15870149636,137,137,0,928258,97633,10.518,33161593377,491131,0.00%,68549,5922,8.64%,1139687,33196636953,2804,0.00%,54758,16349,29.86%,0,0
2,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,1.0,0.31,0.79,0.12,0.0,0.09,7.22,3.2,0.0,0.0,2.16,8.603772801,35076533673,4.077,111079186764,3.17,8602.89,1.0,35082258114,4.078,2,16261930590,205892455,8602.89,1.0,3.0,16775484493,128729,0.00%,0,15761990173,137,137,0,742242,57183,7.704,33210564239,388985,0.00%,55736,3242,5.82%,949338,33217609097,623,0.00%,19778,7442,37.63%,0,0
3,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.0,0.08,7.23,3.19,0.0,0.0,2.13,8.731249456,35020579667,4.011,111588799539,3.19,8730.18,1.0,35035905803,4.013,5,16464967726,208373607,8730.19,1.0,2.0,16863741555,121634,0.00%,0,15914517132,136,136,0,755290,63824,8.45,33126150224,437540,0.00%,66518,4303,6.47%,1049646,33274962745,366,0.00%,45852,10671,23.27%,0,0
4,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.0,0.08,7.23,3.21,0.0,0.0,2.09,8.908987761,34890131893,3.917,111884866598,3.21,8907.9,1.0,34903830939,3.918,3,16714166783,211557499,8907.91,1.0,2.0,16800026290,95659,0.00%,0,15861378993,139,139,0,679468,45052,6.63,33172333275,424989,0.00%,47892,2559,5.34%,1090431,33156624601,3059,0.00%,81850,8045,9.83%,0,0
5,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.98,0.31,0.79,0.12,0.0,0.08,7.21,3.2,0.0,0.0,2.07,9.066672819,34972717026,3.858,111832994793,3.2,9065.54,1.0,34960032864,3.856,6,16867458660,213490149,9065.61,1.0,1.0,16796898525,85149,0.00%,0,15847472693,138,138,0,738217,59507,8.061,33155988544,454720,0.00%,53924,2592,4.81%,1026336,33154243669,302,0.00%,143513,10641,7.41%,0,0
6,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.98,0.31,0.79,0.12,0.0,0.08,7.23,3.2,0.0,0.0,2.07,9.055275996,34891146864,3.854,111802025340,3.2,9054.17,1.0,34908635679,3.856,6,16887393258,213800613,9054.18,1.0,2.0,16828553689,120458,0.00%,0,15849918556,136,136,0,712204,40218,5.647,33166599428,453853,0.00%,50135,3000,5.98%,1070996,33124916264,263,0.00%,143501,13752,9.58%,0,0
7,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.0,0.09,7.22,3.2,0.0,0.0,2.05,9.08458058,34947118564,3.847,111881337344,3.2,9083.49,1.0,34937165984,3.846,6,17012533117,215290349,9083.55,1.0,2.0,16805504405,85144,0.00%,0,15863734228,137,137,0,578068,54605,9.446,33204861965,428040,0.00%,36880,3422,9.28%,1017029,33155929754,178,0.00%,116375,11285,9.70%,0,0
8,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.0,0.09,7.19,3.18,0.0,0.0,2.05,9.14372304,35144559619,3.844,111699270525,3.18,9142.47,1.0,35165865374,3.846,5,17112035767,216580625,9142.48,1.0,2.0,16790944855,76660,0.00%,0,15850783904,139,139,0,664796,70814,10.652,33178042686,518583,0.00%,59482,13913,23.39%,1046650,33147935167,172,0.00%,91041,6959,7.64%,0,0
9,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.99,0.31,0.79,0.12,0.0,0.08,7.24,3.2,0.0,0.0,1.9,9.726377585,34916900283,3.59,111805430188,3.2,9724.89,1.0,34909659284,3.59,9,18333935617,232112741,9724.9,1.0,2.0,16806461404,110732,0.00%,0,15845585396,136,136,0,1265098,106245,8.398,33175769701,588254,0.00%,92134,8159,8.86%,1368643,33148801639,498,0.00%,92893,17503,18.84%,0,0
10,2015-06-23,nbody_50000000_compatible_O3flag,g++-4.8,nbody_2.c 50000000,0.98,0.31,0.79,0.12,0.0,0.08,7.24,3.21,0.0,0.0,2.07,9.046244571,34875126436,3.856,111867849034,3.21,9045.04,1.0,34905204111,3.859,6,16889954244,213867845,9045.05,1.0,2.0,16818770188,108226,0.00%,0,15856087452,141,141,0,596204,62113,10.418,33140054040,444190,0.00%,45160,4321,9.57%,1087006,33150076348,333,0.00%,132581,12470,9.41%,0,0
1,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,0.99,0.32,0.77,0.12,0.0,0.11,7.11,3.16,0.0,0.0,2.15,8.155551666,32921050603,4.037,104079296761,3.16,8154.04,1.0,32922587938,4.038,3,15344466233,194285650,8154.05,1.0,3.0,16411962285,1163487,0.01%,0,15668596460,137,137,0,1048453,76185,7.266,30988017197,465339,0.00%,84358,15366,18.22%,1198801,31037068668,619,0.00%,57016,15934,27.95%,0,0
2,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,1.0,0.32,0.77,0.12,0.0,0.11,7.1,3.15,0.0,0.0,2.16,8.097861155,32992380965,4.075,104095168290,3.16,8096.94,1.0,32982234726,4.073,3,15294242459,193616449,8096.95,1.0,3.0,16407988017,79297,0.00%,0,15653324620,137,137,0,375261,70892,18.891,31010385244,318715,0.00%,23451,2616,11.16%,790558,31015338328,295,0.00%,27944,6119,21.90%,0,0
3,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.0,0.11,7.1,3.16,0.0,0.0,2.13,8.228194531,32928832731,4.002,103997043959,3.16,8227.11,1.0,32901747746,3.999,7,15455338094,195625777,8227.12,1.0,2.0,16386862711,163285,0.00%,0,15664238924,137,137,0,618501,39612,6.405,31019025082,371752,0.00%,41543,2056,4.95%,867213,31016337750,335,0.00%,51712,10222,19.77%,0,0
4,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,1.0,0.32,0.77,0.12,0.0,0.11,7.11,3.16,0.0,0.0,1.95,8.968423517,32922080482,3.671,104040971428,3.16,8966.97,1.0,32928469586,3.672,8,16928178946,214293440,8966.99,1.0,2.0,16411000065,130059,0.00%,0,15663193614,137,137,0,1073055,89244,8.317,31008619783,507799,0.00%,77659,3479,4.48%,1222497,31013015723,389,0.00%,57458,13973,24.32%,0,0
5,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,0.98,0.32,0.77,0.13,0.0,0.11,7.1,3.15,0.0,0.0,2.09,8.44211925,32950497467,3.904,104042175325,3.16,8440.92,1.0,32954871802,3.904,10,15735607413,199262160,8440.93,1.0,2.0,16409795673,100166,0.00%,0,15650822909,136,136,0,598057,48345,8.084,31058309667,427753,0.00%,43256,3227,7.46%,923466,30987626611,54,0.00%,143466,22019,15.35%,0,0
6,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.0,0.11,7.1,3.15,0.0,0.0,1.93,9.055786111,32960753032,3.64,104056097411,3.16,9054.28,1.0,32959612118,3.64,11,17056747205,215905466,9054.3,1.0,2.0,16391587172,115046,0.00%,0,15667223122,141,141,0,1104328,75408,6.828,31020175795,559813,0.00%,80464,6667,8.29%,1278956,31023810021,1542,0.00%,93221,17056,18.30%,0,0
7,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,0.98,0.32,0.77,0.13,0.0,0.11,7.11,3.16,0.0,0.0,2.09,8.446676275,32939539305,3.9,103956599126,3.15,8445.55,1.0,32968495034,3.904,4,15748588250,199389952,8445.56,1.0,3.0,16415373718,102877,0.00%,0,15651596247,137,137,0,507522,29080,5.73,30993843114,414304,0.00%,35182,2033,5.78%,906558,31042313481,0,0.00%,132247,10301,7.79%,0,0
8,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.0,0.11,7.1,3.16,0.0,0.0,2.07,8.483273339,32947962348,3.884,104084798248,3.16,8482.27,1.0,32944019056,3.884,4,15922736918,201585604,8482.28,1.0,2.0,16414360663,111369,0.00%,0,15675779503,139,139,0,568086,48050,8.458,31016566825,406736,0.00%,36987,1933,5.23%,899312,31036949930,475,0.00%,79938,7079,8.86%,0,0
9,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,0.99,0.32,0.76,0.12,0.0,0.12,7.09,3.12,0.0,0.0,2.06,8.644749869,33319158193,3.855,104037074366,3.12,8643.59,1.0,33302374130,3.853,2,16153961427,204487046,8643.62,1.0,2.0,16397046168,112443,0.00%,0,15651961456,138,138,0,535144,57423,10.73,31004892412,481195,0.00%,58958,14116,23.94%,923085,31049487652,46,0.00%,110926,8432,7.60%,0,0
10,2015-06-26,nbody_50000000_compatible_O3flag,g++-4.9,nbody_2.c 50000000,0.99,0.32,0.77,0.13,0.0,0.11,7.1,3.16,0.0,0.0,1.91,9.172694223,32970674666,3.595,104009913676,3.15,9171.13,1.0,32965353431,3.594,12,17276705931,218688253,9171.15,1.0,2.0,16388551075,154599,0.00%,0,15656573936,136,136,0,1481649,119301,8.052,31009093446,561945,0.00%,79599,4640,5.83%,1358261,31023049244,914,0.00%,93843,16763,17.86%,0,0
1,2017-10-10,nbody_50000000_compatible_O3flag,g++-5,nbody_2.c 50000000,1.0,0.31,0.78,0.12,0.0,0.1,7.18,3.2,0.0,0.0,2.16,8.210894016,33436803797,4.073,107055029665,3.2,8210.11,1.0,33439473275,4.073,1,15506554805,196283721,8210.12,1.0,8.0,16350585382,95834,0.00%,0,15660249594,141,141,0,419938,58562,13.945,31843285401,336441,0.00%,25960,2635,10.15%,759777,31874773982,614,0.00%,18808,49659,264.03%,0,0
2,2017-10-10,nbody_50000000_compatible_O3flag,g++-5,nbody_2.c 50000000,1.0,0.31,0.78,0.12,0.0,0.1,7.19,3.2,0.0,0.0,2.16,8.213135689,33448045484,4.073,106962502810,3.2,8212.27,1.0,33437900931,4.072,2,15519268905,196465728,8212.28,1.0,3.0,16353112231,53747,0.00%,0,15667707658,137,137,0,308155,47969,15.567,31866526358,298815,0.00%,23362,2162,9.25%,685737,31853896067,194,0.00%,22172,16985,76.61%,0,0
3,2017-10-10,nbody_50000000_compatible_O3flag,g++-5,nbody_2.c 50000000,0.99,0.31,0.78,0.12,0.0,0.1,7.16,3.19,0.0,0.0,2.13,8.446601666,33616715649,3.98,107063374093,3.19,8445.47,1.0,33577278192,3.976,9,15771037582,199750572,8445.5,1.0,2.0,16342480608,98072,0.00%,0,15641981687,139,139,0,589760,47416,8.04,31844689895,419236,0.00%,44770,2755,6.15%,850356,31878767365,77,0.00%,97511,24918,25.55%,0,0
