test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga
1,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.18,0.01,0.29,5.67,1.72,0.02,1.16,2.15,27.615599573,112182841736,4.063,192243670092,1.71,27613.36,1.0,112238754013,4.065,7,52169518424,660415270,27613.35,1.0,16.0,37207815581,31690590,0.09%,0,55110648674,621743,621743,0,779172718,224620010,28.828,75722441578,505508088,0.67%,14019203,4238456,30.23%,12254236,75980056224,1841086,0.00%,153716,1119760,728.46%,0,0,16.252,2.9253599999999995,8.28852,0.16252,4.71308
2,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.18,0.01,0.29,5.68,1.72,0.02,1.17,2.15,27.588579378,112169587148,4.066,192154147709,1.71,27586.71,1.0,112211064743,4.068,15,52096358725,659486213,27586.74,1.0,13.0,37161991550,32090203,0.09%,0,55146405527,621746,621746,0,755410984,243988860,32.299,75862093845,509562245,0.67%,12816142,4451128,34.73%,12816790,76090275235,1822461,0.00%,168143,1228921,730.88%,0,0,16.264,2.92752,8.29464,0.16264,4.716559999999999
3,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.18,0.01,0.29,5.69,1.71,0.03,1.16,2.16,27.57717556,112369916952,4.075,192495947048,1.71,27575.57,1.0,112409272114,4.076,11,52117633212,659687112,27575.58,1.0,9.0,37277276730,31496403,0.08%,0,55141767857,621743,621743,0,777564321,246011945,31.639,75951639681,502259463,0.66%,11955363,4409433,36.88%,12398681,75953555954,1855070,0.00%,140209,1124477,802.00%,0,0,16.3,2.934,8.313,0.163,4.727
4,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.19,0.01,0.29,5.68,1.71,0.03,1.18,2.15,27.612032069,112387624197,4.071,192536886295,1.71,27607.35,1.0,112423707864,4.072,7,52175435451,660545409,27607.42,1.0,9.0,37259940785,31870572,0.09%,0,55121257232,621745,621745,0,762181170,232141260,30.457,75664964438,510087985,0.67%,13684643,4177439,30.53%,12948739,75825407954,1765490,0.00%,147899,1129891,763.96%,0,0,16.284,3.09396,8.30484,0.16283999999999998,4.722359999999999
5,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.18,0.01,0.29,5.69,1.72,0.03,1.19,2.16,27.533692202,112218513407,4.076,192746592907,1.72,27531.36,1.0,112262195976,4.078,9,52054604476,658904104,27531.4,1.0,9.0,37340794763,32225777,0.09%,0,55181780146,621745,621745,0,784507851,247091525,31.496,75808742983,508286252,0.67%,11731627,3679664,31.37%,13125153,75754280034,1655096,0.00%,135437,1133739,837.10%,0,0,16.304,2.9347199999999996,8.31504,0.16304,4.728159999999999
6,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.19,0.01,0.29,5.68,1.71,0.03,1.2,2.15,27.642287481,112500866239,4.07,192442137244,1.71,27639.15,1.0,112575402156,4.073,8,52265457472,661610661,27639.17,1.0,8.0,37265997016,32032225,0.09%,0,55189790549,621743,621743,0,758012805,244039621,32.195,75984910919,513328614,0.68%,13412637,4215261,31.43%,12448855,75884639088,1574221,0.00%,156515,1118706,714.76%,0,0,16.28,3.0932000000000004,8.302800000000001,0.16280000000000003,4.7212
7,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.18,0.01,0.29,5.68,1.72,0.03,1.18,2.16,27.548422189,112263965698,4.075,192802863870,1.72,27546.51,1.0,112258072782,4.075,9,52041327166,658750610,27546.5,1.0,8.0,37352991295,31110302,0.08%,0,55142377215,621742,621742,0,789574938,251007428,31.79,75878719503,502341082,0.66%,11173589,3791124,33.93%,12296646,75777217136,1719759,0.00%,142594,1138532,798.44%,0,0,16.3,2.934,8.313,0.163,4.727
8,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.18,0.01,0.29,5.67,1.72,0.02,1.17,2.15,27.560921529,112123577352,4.069,192342904301,1.72,27558.74,1.0,112187756139,4.071,14,52097744004,659495382,27558.75,1.0,7.0,37248879455,31319660,0.08%,0,55125365773,621746,621746,0,777886965,246363186,31.671,75900160394,515021682,0.68%,13016299,4467718,34.32%,11917084,76000100764,1689940,0.00%,157789,1376387,872.30%,0,0,16.276,2.92968,8.30076,0.16276,4.72004
9,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,1.0,0.58,0.51,0.18,0.01,0.29,5.68,1.72,0.03,1.18,2.15,27.565221192,112168844223,4.07,192343242669,1.71,27563.19,1.0,112230453750,4.072,9,52103124668,659481379,27563.2,1.0,7.0,37256424778,31452008,0.08%,0,55175229238,621743,621743,0,771491946,253437142,32.85,76063428643,514977052,0.68%,13353082,4171983,31.24%,12018657,75847629767,1741242,0.00%,146405,1211837,827.73%,0,0,16.28,2.9304,8.302800000000001,0.16280000000000003,4.7212
10,2013-04-12,binaryTrees_v6_21_original,g++-4.6,binaryTrees_6.c 21,0.99,0.58,0.51,0.18,0.01,0.29,5.69,1.72,0.03,1.19,2.15,27.754221409,112184678817,4.043,192493309845,1.72,27751.12,1.0,112236437917,4.044,36,52188035769,660450211,27751.15,1.0,7.0,37255739394,31764299,0.09%,0,55211482337,621742,621742,0,757852584,243193423,32.09,75859890447,505672572,0.67%,12414871,4038676,32.53%,12975169,75706291769,1754609,0.00%,260975,1248012,478.21%,0,0,16.172,2.91096,8.247720000000001,0.16172,4.68988
1,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.64,1.66,0.02,1.15,2.15,27.815179551,112977118299,4.062,187947530499,1.66,27810.32,1.0,113027673321,4.064,8,52557112501,665287928,27810.3,1.0,16.0,36030323231,31017142,0.09%,0,53149631924,621741,621741,0,757929169,233286023,30.779,74149615566,510121230,0.69%,14046901,4246713,30.23%,13982777,74130069250,1917741,0.00%,66562,1246036,1871.99%,0,0,16.248,2.4372000000000003,8.124,0.16248,5.52432
2,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.63,1.67,0.02,1.14,2.15,27.691780734,112685665879,4.07,187975417904,1.67,27689.82,1.0,112728596849,4.071,8,52330807204,662440004,27689.84,1.0,13.0,36062362157,31212315,0.09%,0,53300246498,621743,621743,0,766093062,235752029,30.773,74076819706,515191535,0.70%,13892026,4549445,32.75%,13296726,74188145678,2012545,0.00%,47985,1224515,2551.87%,0,0,16.28,2.442,8.14,0.16280000000000003,5.535200000000001
3,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.63,1.67,0.02,1.17,2.15,27.692530217,112693986415,4.07,188054182783,1.67,27690.01,1.0,112745624511,4.072,10,52336353146,662437092,27690.0,1.0,10.0,36129070861,30947870,0.09%,0,53303266131,621743,621743,0,765188549,239897550,31.351,74150301847,517558009,0.70%,14536739,4388171,30.19%,13937430,74076703934,1842531,0.00%,56370,1206066,2139.55%,0,0,16.28,2.442,8.14,0.16280000000000003,5.535200000000001
4,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.63,1.66,0.04,1.18,2.15,27.797464492,113274703976,4.075,188594958685,1.67,27794.78,1.0,113323989301,4.077,9,52564069380,665388355,27794.85,1.0,11.0,36223942240,31155764,0.09%,0,53418685668,621747,621747,0,781563295,253185864,32.395,74046259106,510403684,0.69%,12752815,3713463,29.12%,14943563,73950013268,2102079,0.00%,49954,1183698,2369.58%,0,0,16.3,2.445,8.15,0.163,5.542000000000001
5,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.64,1.67,0.03,1.18,2.16,27.684636464,112790510760,4.074,188428096275,1.67,27682.39,1.0,112811008270,4.075,10,52310429729,662272623,27682.41,1.0,10.0,36152188976,30711026,0.08%,0,53296517617,621743,621743,0,790368065,258019357,32.645,74084992492,513451921,0.69%,12382073,3789071,30.60%,13934238,74024864762,1970208,0.00%,52752,1187051,2250.25%,0,0,16.296,2.4444,8.148,0.16296,5.54064
6,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.63,1.66,0.02,1.17,2.15,27.802027778,113135630279,4.07,188325849978,1.66,27799.06,1.0,113188686322,4.072,7,52558286188,665337473,27799.05,1.0,9.0,36119260763,30865013,0.09%,0,53305907854,621744,621744,0,744877540,228887798,30.728,74040204087,503735891,0.68%,13216996,4232458,32.02%,14567104,74047054481,2009822,0.00%,57470,1181643,2056.10%,0,0,16.28,2.442,8.14,0.16280000000000003,5.535200000000001
7,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.65,1.67,0.03,1.19,2.16,27.670304778,112733899750,4.074,188557339694,1.67,27668.42,1.0,112749052323,4.075,9,52263728024,661660570,27668.42,1.0,9.0,36167215458,30905286,0.09%,0,53229539547,621743,621743,0,806088394,253904859,31.498,74039000856,499311699,0.67%,12097604,3659576,30.25%,13808054,74017124322,1939842,0.00%,53061,1252564,2360.61%,0,0,16.296,2.4444,8.148,0.16296,5.54064
8,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.64,1.67,0.03,1.19,2.16,27.669367705,112744395698,4.075,188334195604,1.67,27667.27,1.0,112794529299,4.077,9,52310292889,662259579,27667.33,1.0,10.0,36166231745,30525220,0.08%,0,53268247997,621744,621744,0,773976215,243092133,31.408,74070880804,510509927,0.69%,13883342,4164710,30.00%,13739440,73971942434,1995929,0.00%,55160,1272355,2306.66%,0,0,16.3,2.445,8.15,0.163,5.542000000000001
9,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.64,1.67,0.03,1.17,2.16,27.72502865,112862221772,4.071,188357109875,1.67,27722.64,1.0,112884348466,4.072,12,52346717704,662582703,27722.68,1.0,8.0,36152967830,31298762,0.09%,0,53296401135,621745,621745,0,759664473,246675594,32.472,73935662120,504805153,0.68%,12206712,3740330,30.64%,15218158,74086329506,2099696,0.00%,86030,1174334,1365.03%,0,0,16.284,2.4425999999999997,8.142,0.16283999999999998,5.53656
10,2014-06-12,binaryTrees_v6_21_original,g++-4.7,binaryTrees_6.c 21,1.0,0.6,0.5,0.15,0.01,0.34,5.64,1.67,0.03,1.18,2.16,27.676703961,112802620150,4.076,188509971296,1.67,27674.65,1.0,112824155204,4.077,7,52305639328,662138142,27674.67,1.0,9.0,36188015235,30612582,0.08%,0,53307432898,621742,621742,0,819749548,255868040,31.213,74126063813,505526434,0.68%,12852050,3522536,27.41%,14741179,73951468958,2053372,0.00%,50240,1189924,2368.48%,0,0,16.304,2.4455999999999998,8.152,0.16304,5.54336
1,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.17,0.01,0.32,5.51,1.63,0.02,1.15,2.15,27.932900772,113480365909,4.063,185247157692,1.63,27930.71,1.0,113552749954,4.066,10,52761417243,667802596,27930.73,1.0,15.0,35427803058,31421719,0.09%,0,53217779260,621742,621742,0,772433627,243227164,31.488,74037036799,511014164,0.69%,13121900,4342725,33.10%,11428136,74114563409,1964564,0.00%,80568,1229052,1525.48%,0,0,16.252,2.76284,7.96348,0.16252,5.20064
2,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.18,0.01,0.32,5.52,1.64,0.02,1.16,2.15,27.902073833,113431334439,4.066,185292994943,1.63,27899.73,1.0,113468222186,4.067,5,52698541090,667227265,27899.73,1.0,13.0,35486057856,31742442,0.09%,0,53250174424,621745,621745,0,760079214,230416190,30.315,73965558637,505683227,0.68%,13050336,4275753,32.76%,11907106,73970566095,1879135,0.00%,69429,1083081,1559.98%,0,0,16.264,2.92752,7.969359999999999,0.16264,5.20448
3,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.17,0.01,0.32,5.52,1.63,0.03,1.18,2.15,27.897957202,113535174878,4.07,185465811935,1.63,27895.57,1.0,113591945964,4.072,4,52714620486,667331055,27895.59,1.0,11.0,35550664202,31527030,0.09%,0,53271053892,621743,621743,0,786872373,238161291,30.267,74073510997,511289717,0.69%,12714053,4301486,33.83%,12071392,73917280484,1803231,0.00%,65726,1079892,1643.02%,0,0,16.28,2.7676000000000003,7.977200000000001,0.16280000000000003,5.209600000000001
4,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.18,0.01,0.32,5.53,1.64,0.03,1.17,2.15,27.870913966,113565995424,4.075,185614986638,1.64,27868.85,1.0,113595526222,4.076,17,52683561614,666871691,27868.88,1.0,9.0,35528653649,31902205,0.09%,0,53265184784,621742,621742,0,785945982,239621891,30.488,73916073196,499986669,0.68%,12433237,3926178,31.58%,12894257,73886326407,1890908,0.00%,57288,1072642,1872.37%,0,0,16.3,2.934,7.987,0.163,5.216
5,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.17,0.01,0.33,5.52,1.64,0.02,1.17,2.15,27.913181157,113477894978,4.066,185218713663,1.63,27910.67,1.0,113486036911,4.066,11,52705721945,667185343,27910.7,1.0,9.0,35501939896,31287395,0.09%,0,53263947579,621744,621744,0,760015978,236498429,31.118,74070100320,508246179,0.69%,12440057,3989894,32.07%,11946506,73987219655,1956697,0.00%,78054,1120473,1435.51%,0,0,16.264,2.7648800000000002,7.969359999999999,0.16264,5.36712
6,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.18,0.01,0.32,5.52,1.63,0.02,1.17,2.15,27.908858043,113560905644,4.069,185367614434,1.63,27906.47,1.0,113622031290,4.072,10,52758052925,667822483,27906.47,1.0,9.0,35522352514,31374304,0.09%,0,53280699874,621742,621742,0,782522891,240840571,30.777,74050053890,506190127,0.68%,13163306,4107047,31.20%,11906601,74069834795,1919843,0.00%,62677,1111983,1774.15%,0,0,16.276,2.92968,7.975239999999999,0.16276,5.20832
7,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.17,0.01,0.32,5.52,1.63,0.03,1.18,2.15,27.892655888,113513497563,4.07,185643652006,1.64,27890.67,1.0,113569788451,4.072,10,52695062870,667064327,27890.69,1.0,9.0,35537149691,31984924,0.09%,0,53276637111,621746,621746,0,783011284,247170993,31.567,73979895056,511343029,0.69%,12293942,4145911,33.72%,12257037,73904461370,1788376,0.00%,69262,1163085,1679.25%,0,0,16.28,2.7676000000000003,7.977200000000001,0.16280000000000003,5.209600000000001
8,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.17,0.01,0.32,5.51,1.63,0.03,1.16,2.15,27.942019165,113749422128,4.071,185166293072,1.63,27939.7,1.0,113839674624,4.074,9,52805790374,668477981,27939.73,1.0,9.0,35541769129,31800850,0.09%,0,53255652421,621742,621742,0,804954320,256915642,31.917,74166790346,514831897,0.69%,12557921,4267347,33.98%,11321367,74008899757,1860912,0.00%,66765,1128291,1689.94%,0,0,16.284,2.76828,7.979159999999999,0.16283999999999998,5.2108799999999995
9,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.62,0.49,0.17,0.01,0.33,5.5,1.62,0.02,1.15,2.15,28.049977563,114135599805,4.069,185062141391,1.62,28047.43,1.0,114196864602,4.072,3,53025506956,671321296,28047.45,1.0,8.0,35509930582,31739496,0.09%,0,53227164547,621745,621745,0,783065958,249208486,31.825,74103316883,514322406,0.69%,12537439,4421450,35.27%,12079845,74023625250,1898915,0.00%,55677,1170089,2101.57%,0,0,16.276,2.7669200000000003,7.975239999999999,0.16276,5.37108
10,2015-06-23,binaryTrees_v6_21_original,g++-4.8,binaryTrees_6.c 21,1.0,0.61,0.49,0.17,0.01,0.32,5.52,1.64,0.02,1.18,2.15,27.890121277,113510095942,4.07,185363905356,1.63,27887.78,1.0,113555337678,4.072,12,52698039792,667104771,27887.85,1.0,8.0,35536463302,31826891,0.09%,0,53278778846,621742,621742,0,776477797,241665195,31.123,74022912586,509621746,0.69%,12456310,4179383,33.55%,12032799,73972484795,1797822,0.00%,66262,1067756,1611.42%,0,0,16.28,2.7676000000000003,7.977200000000001,0.16280000000000003,5.209600000000001
1,2015-06-26,binaryTrees_v6_21_original,g++-4.9,binaryTrees_6.c 21,1.0,0.58,0.51,0.19,0.01,0.29,5.66,1.71,0.03,1.2,2.15,27.277136395,111013143294,4.07,190564445318,1.72,27274.21,1.0,111019295608,4.07,7,51502882116,652015283,27274.21,1.0,15.0,36200814129,31317801,0.09%,0,53917641562,621743,621743,0,792006261,248346809,31.357,76057504591,511150747,0.67%,15788982,3897127,24.68%,15697263,75797269213,1868875,0.00%,88262,1086072,1230.51%,0,0,16.28,3.0932000000000004,8.302800000000001,0.16280000000000003,4.7212
2,2015-06-26,binaryTrees_v6_21_original,g++-4.9,binaryTrees_6.c 21,1.0,0.58,0.51,0.19,0.01,0.28,5.65,1.72,0.02,1.19,2.15,27.277422064,110926342636,4.067,190198013247,1.71,27275.01,1.0,110922616124,4.067,8,51504723089,652000043,27275.0,1.0,10.0,36125665648,31290620,0.09%,0,53845489140,621744,621744,0,748722617,247072255,32.999,76012024447,504646280,0.66%,15983122,4716802,29.51%,14270407,75982073221,1914667,0.00%,85455,1074048,1256.86%,0,0,16.268,3.09092,8.29668,0.16268000000000002,4.555040000000001
3,2015-06-26,binaryTrees_v6_21_original,g++-4.9,binaryTrees_6.c 21,1.0,0.58,0.51,0.19,0.01,0.28,5.66,1.72,0.02,1.17,2.15,27.290420469,110945723505,4.066,190070382000,1.71,27288.0,1.0,110964308252,4.066,4,51547937811,652586290,27288.01,1.0,9.0,36155114517,31497769,0.09%,0,53856958561,621745,621745,0,766295170,237025368,30.931,76027656420,508608094,0.67%,17328480,4251837,24.54%,14204329,76046941366,1881193,0.00%,99398,1075263,1081.78%,0,0,16.264,3.09016,8.29464,0.16264,4.553920000000001
4,2015-06-26,binaryTrees_v6_21_original,g++-4.9,binaryTrees_6.c 21,1.0,0.58,0.51,0.19,0.01,0.28,5.65,1.72,0.02,1.17,2.15,27.289369996,110931529214,4.065,189944261900,1.71,27287.18,1.0,110942783621,4.066,9,51537318952,652440320,27287.24,1.0,10.0,36118233548,31619569,0.09%,0,53850034234,621745,621745,0,788644897,249070670,31.582,76019350873,514678810,0.68%,16997854,4384938,25.80%,14338502,76087712681,1887918,0.00%,82990,1085801,1308.35%,0,0,16.26,3.0894000000000004,8.2926,0.16260000000000002,4.552800000000001
5,2015-06-26,binaryTrees_v6_21_original,g++-4.9,binaryTrees_6.c 21,1.0,0.58,0.51,0.19,0.01,0.28,5.66,1.72,0.03,1.23,2.15,27.2618357,110958860500,4.07,190568753377,1.72,27259.54,1.0,111009140290,4.072,14,51509684025,652040487,27259.55,1.0,9.0,36166134365,31668628,0.09%,0,53930113632,621742,621742,0,781999191,240561252,30.762,75839687003,513095432,0.68%,15494389,3974396,25.65%,15703716,75800073374,1835516,0.00%,79972,1141331,1427.16%,0,0,16.28,3.0932000000000004,8.302800000000001,0.16280000000000003,4.558400000000001
