test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.58,0.52,0.18,0.01,0.29,5.72,1.74,0.03,1.22,2.15,27369137415 ns,111270210221,4.066 GHz,193436148433,1.74,27366.94 msec,1.000,111323305788,4.068 GHz,7,51687710981,654335224,27366.98 msec,1.000,13 C,38469298374,32042569,0.08%,0,53849606822,621742,621742,0,750346388,234939823,31.311,75952302676,506260003,0.67%,12785368,3783490,29.59%,13154764,75860614232,1818004,0.00%,154678,1262597,816.27%,0,0
2,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.58,0.52,0.18,0.01,0.29,5.72,1.74,0.03,1.21,2.15,27359561439 ns,111243894785,4.066 GHz,193300113047,1.74,27357.18 msec,1.000,111294955440,4.068 GHz,16,51664471800,654030800,27357.20 msec,1.000,10 C,38449629857,30920697,0.08%,0,53897227031,621743,621743,0,747524132,237321272,31.748,75846293909,511022276,0.67%,13243927,4053250,30.60%,12413193,75868502760,1800465,0.00%,163198,1156426,708.60%,0,0
3,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.58,0.52,0.18,0.01,0.29,5.72,1.73,0.03,1.18,2.16,27397589437 ns,111654225194,4.076 GHz,193900770290,1.74,27394.05 msec,1.000,111647113195,4.076 GHz,6,51754082690,655142465,27394.05 msec,1.000,11 C,38532341862,31141328,0.08%,0,53864014391,621746,621746,0,740185400,241172407,32.583,75912412099,505764605,0.67%,11953596,4077666,34.11%,12845226,75691961100,1748812,0.00%,163045,1165626,714.91%,0,0
4,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.57,0.52,0.18,0.01,0.29,5.71,1.74,0.02,1.19,2.15,27350601378 ns,111198009120,4.066 GHz,193210976078,1.74,27348.47 msec,1.000,111258495343,4.068 GHz,13,51650209841,653847869,27348.47 msec,1.000,10 C,38416537212,31499613,0.08%,0,53870321175,621742,621742,0,731795159,239151479,32.680,75962743829,509008912,0.67%,12391223,4010990,32.37%,12644088,75955491421,1917451,0.00%,159810,1187669,743.18%,0,0
5,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.57,0.52,0.18,0.01,0.29,5.71,1.74,0.03,1.20,2.15,27346953798 ns,111191751947,4.066 GHz,193146939059,1.74,27344.76 msec,1.000,111254626494,4.069 GHz,14,51655495446,653883369,27344.75 msec,1.000,9 C,38377639020,31445755,0.08%,0,53858396399,621746,621746,0,737130087,241596032,32.775,75873557351,509395229,0.67%,12645065,4257196,33.67%,12918600,75960879868,1909367,0.00%,157724,1285463,815.01%,0,0
6,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.58,0.52,0.18,0.01,0.29,5.72,1.74,0.02,1.19,2.15,27351315374 ns,111226746111,4.067 GHz,193079982441,1.74,27349.10 msec,1.000,111265650693,4.068 GHz,13,51671476458,654141740,27349.08 msec,1.000,9 C,38389441151,30995047,0.08%,0,53875942478,621746,621746,0,776917469,235586403,30.323,75921574923,508886670,0.67%,13103014,4059013,30.98%,12974174,75994252485,1896476,0.00%,150357,1293539,860.31%,0,0
7,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.58,0.52,0.18,0.01,0.29,5.71,1.74,0.02,1.18,2.15,27370053471 ns,111314561820,4.067 GHz,193328053937,1.74,27367.77 msec,1.000,111346947226,4.069 GHz,6,51717598987,654685291,27367.77 msec,1.000,9 C,38422836500,30913421,0.08%,0,53911148706,621746,621746,0,768386703,224035283,29.157,75887043832,506030880,0.67%,12691137,4075213,32.11%,12702327,75918148654,1811931,0.00%,147110,1243475,845.27%,0,0
8,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.58,0.52,0.18,0.01,0.29,5.72,1.74,0.02,1.20,2.15,27395582170 ns,111484978917,4.070 GHz,193725265398,1.74,27391.37 msec,1.000,111541825103,4.072 GHz,8,51787050440,655453796,27391.40 msec,1.000,10 C,38520117808,31165754,0.08%,0,53937355862,621744,621744,0,749004726,238664370,31.864,75985477643,515037978,0.68%,13447379,4257423,31.66%,13070104,75799058664,1779012,0.00%,160573,1181388,735.73%,0,0
9,g++-5 5.5.0,binaryTrees_6.c 21,0.99,0.58,0.52,0.18,0.01,0.29,5.71,1.73,0.03,1.18,2.15,27528049132 ns,111482440017,4.050 GHz,193498096982,1.74,27525.36 msec,1.000,111502893603,4.051 GHz,27,51722878201,654824524,27525.38 msec,1.000,8 C,38465200936,30950157,0.08%,0,53879106448,621742,621742,0,775264974,249122769,32.134,75880845719,505610142,0.67%,12390709,4125590,33.30%,12688309,75895307139,1792564,0.00%,271803,1168847,430.03%,0,0
10,g++-5 5.5.0,binaryTrees_6.c 21,0.99,0.58,0.52,0.18,0.01,0.29,5.72,1.74,0.02,1.18,2.15,27530171017 ns,111284047214,4.043 GHz,193085926204,1.74,27527.20 msec,1.000,111339783063,4.045 GHz,25,51790545948,655685983,27527.24 msec,1.000,8 C,38488861503,30832179,0.08%,0,53855020369,621743,621743,0,751920070,243410247,32.372,76124559369,515650523,0.68%,14114590,4103545,29.07%,12520261,75949374743,1798380,0.00%,272355,1298135,476.63%,0,0
