version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
g++-4.4,nbody_2_test.c 50000000,77.251070,1153,1688055881.116358,-,-,515,12.88,4000,1896,2.31,161512,0,370,19456,4514,1915,8481,38,36533,11203,78528,0.00,0.35,0.20,0.05,0.91,0.01,11.12,7.31,67.00,14.69,0.05,1.35,71.04,98,98,99.04,400,300,102.55,98.64,0.81,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1348.20,1152.04,0.92,47.45,0.00,0.00
g++-4.6,nbody_2_test.c 50000000,81.975165,1184,1688055963.457322,-,-,483,12.93,3732,1896,2.32,127073,0,345,23843,4509,1147,7614,41,28450,7926,60225,0.00,0.36,0.22,0.04,0.75,0.01,8.72,5.16,71.71,14.41,0.04,1.09,71.52,81,82,99.62,400,300,102.91,99.12,0.11,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1225.59,1016.73,0.27,49.75,0.00,0.00
g++-4.7,nbody_2_test.c 50000000,91.385175,1195,1688056055.265185,-,-,452,13.29,3401,1896,2.25,75349,0,261,23680,7235,2078,7831,44,23819,212,29455,0.00,0.43,0.35,0.06,0.60,0.01,7.34,0.14,77.77,14.24,0.06,0.78,71.63,80,81,98.08,400,300,104.70,99.79,1.47,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1090.83,855.47,2.08,57.60,0.00,0.00
g++-4.8,nbody_2_test.c 50000000,92.117514,1225,1688056147.854152,-,-,488,14.91,3274,1896,2.03,110135,0,697,34041,14698,4849,18995,60,44324,429,37094,0.00,0.66,0.53,0.12,1.42,0.01,11.29,0.21,70.83,15.33,0.12,1.76,67.87,80,81,95.45,1050,300,112.75,99.79,4.07,4.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1099.25,856.18,5.57,63.40,0.00,0.00
g++-4.9,nbody_2_test.c 50000000,93.664570,1237,1688056242.012350,-,-,472,14.31,3299,1896,2.09,99811,0,577,28251,10937,3673,13017,69,36799,418,37507,0.00,0.66,0.52,0.08,0.93,0.01,10.84,0.25,72.39,15.28,0.08,1.22,69.11,78,80,96.42,400,300,109.98,99.79,3.04,3.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1117.88,872.25,5.37,62.43,0.00,0.00
g++-5,nbody_2_test.c 50000000,89.426745,1222,1688056331.903821,-,-,453,13.37,3390,1896,2.23,79431,0,471,23022,7467,2366,8913,40,25761,347,33444,0.00,0.53,0.43,0.05,0.66,0.01,8.65,0.28,76.01,14.82,0.06,0.91,70.85,81,81,97.01,400,300,105.60,99.79,2.48,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1067.11,834.66,4.27,57.70,0.00,0.00
g++-6,nbody_2_test.c 50000000,89.566460,1188,1688056422.122547,-,-,452,13.32,3392,1896,2.21,78195,0,586,22347,7662,2543,10838,34,30196,334,32157,0.00,0.52,0.45,0.05,0.85,0.01,9.46,0.26,75.06,14.79,0.06,1.23,70.60,81,81,96.27,400,300,105.40,99.79,3.21,3.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1069.12,835.73,5.24,58.48,0.00,0.00
g++-7,nbody_2_test.c 50000000,90.254953,1159,1688056512.940614,-,-,453,13.37,3389,1896,2.19,78285,0,392,24660,8659,3036,10015,43,28884,290,31850,0.00,0.55,0.39,0.07,0.73,0.01,9.30,0.23,75.34,14.70,0.08,1.01,70.83,80,83,97.04,733,300,105.51,99.79,2.47,2.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1077.83,842.88,4.56,58.25,0.00,0.00
g++-8,nbody_2_test.c 50000000,95.781408,1204,1688056609.423233,-,-,527,17.39,3031,1896,2.01,126053,0,3942,71893,29695,8513,19027,153,40512,422,38250,0.01,1.08,0.73,0.20,1.17,0.02,11.95,0.27,67.17,17.79,0.15,1.23,63.45,82,82,96.06,400,300,131.11,99.79,3.43,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1143.01,881.97,5.73,68.72,0.00,0.00
g++-9,nbody_2_test.c 50000000,,
g++-10,nbody_2_test.c 50000000,87.163139,1081,1688056874.333612,-,-,527,12.89,4085,1896,2.18,110336,0,524,20405,4386,1526,5224,29,22567,3841,52166,0.00,0.23,0.09,0.04,0.50,0.00,6.95,2.20,76.99,13.83,0.04,0.76,72.47,98,98,99.62,400,300,102.58,99.27,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1567.09,1346.67,0.10,52.86,0.00,0.00
g++-11,nbody_2_test.c 50000000,104.217028,1235,1688056979.222818,-,-,451,13.10,3444,1896,2.16,75730,0,484,22966,4176,1423,6317,35,19697,208,27694,0.00,0.26,0.08,0.04,0.45,0.01,5.55,0.10,80.39,13.67,0.05,0.63,72.55,77,77,98.61,300,300,104.01,99.76,0.97,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1263.57,998.24,1.24,64.27,0.00,0.00
g++-12,nbody_2_test.c 50000000,109.969764,1213,1688057090.340734,-,-,462,13.65,3384,1896,2.02,90151,0,1338,21293,5281,2414,10590,59,33312,396,34012,0.00,0.24,0.10,0.05,0.73,0.00,8.31,0.20,76.69,14.19,0.06,0.98,71.12,82,83,96.97,400,300,107.91,99.79,2.49,2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1311.55,1028.76,2.93,69.64,0.00,0.00
g++-13,nbody_2_test.c 50000000,96.262593,1210,1688057187.351124,-,-,473,14.28,3313,1896,2.15,114076,0,728,26960,11884,5545,23349,73,57582,488,41964,0.00,0.52,0.37,0.14,1.79,0.01,14.05,0.25,68.58,15.34,0.15,2.33,67.89,81,81,93.53,300,300,111.06,99.79,5.87,5.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1149.17,892.67,6.46,66.50,0.00,0.00
