test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
2,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.89,0.29,0.08,0.01,0.6,3.93,1.11,0.08,14.83,2.0,1.927831077,37961969449,3.538,43369530080,1.15,10728.6,5.565,38209950622,3.561,158,18960710962,231290729,10729.33,5.565,841.0,6080134603,10532351,0.17%,0,8715770147,562942,562808,8,732654867,560291444,76.474,10901633101,433090105,3.97%,28123731,13203919,46.95%,22515141,11227056903,10360795,0.09%,622874,904160,145.16%,0,0
3,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.89,0.29,0.07,0.01,0.62,4.07,1.15,0.08,14.42,2.0,1.904063241,36617711172,3.461,43445252166,1.21,10578.35,5.556,37066605998,3.504,188,18399568332,234420530,10579.12,5.556,749.0,6549630531,11197581,0.17%,0,9843885548,601447,601322,8,832106789,598453355,71.92,11578438878,457242035,3.95%,30798257,14537540,47.20%,21199217,11279006179,9708814,0.09%,603221,779734,129.26%,0,0
4,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.88,0.3,0.05,0.01,0.64,4.06,1.12,0.05,13.65,2.0,1.88057237,35483847792,3.406,40865463762,1.14,10418.81,5.54,35954255278,3.451,152,17917441701,225540773,10419.58,5.541,620.0,6174246323,10373833,0.17%,0,9352562646,546054,545915,8,797503151,572510148,71.788,11492012688,458482561,3.99%,30966374,15886900,51.30%,32381833,11726085597,11645780,0.10%,233084,698734,299.78%,0,0
5,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.87,0.3,0.07,0.02,0.61,3.99,1.14,0.07,14.07,1.99,1.897239329,35523796646,3.393,40446702976,1.12,10468.76,5.518,35990815324,3.438,172,18022756325,227211688,10469.59,5.518,524.0,6081650040,9704006,0.16%,0,9057666239,564756,564600,8,752171308,576249011,76.611,11346623208,445468950,3.93%,27976342,13759548,49.18%,24435257,11123207203,10056958,0.09%,823487,1104993,134.18%,0,0
6,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.85,0.3,0.07,0.02,0.6,3.9,1.19,0.11,13.98,1.88,1.958724183,34986157390,3.207,41491696412,1.2,10908.83,5.569,34678593053,3.179,196,18481794948,233001389,10909.61,5.57,552.0,6277508156,11185956,0.18%,0,9281961261,666809,666690,8,773383240,593127625,76.693,11413271038,467186637,4.09%,29359482,14573552,49.64%,29895627,11683176114,11667967,0.10%,271969,331318,121.82%,0,0
7,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.87,0.3,0.07,0.02,0.59,3.82,1.17,0.11,13.74,1.87,1.990558395,34696403206,3.136,41510750925,1.18,11063.06,5.558,35216259397,3.183,173,18851940453,238230783,11063.75,5.558,442.0,6196452719,11661151,0.19%,0,8808184862,607854,607732,8,750469814,571629547,76.17,11039357490,444873768,4.03%,26191607,12886120,49.20%,23573351,11280633402,10934998,0.10%,328090,312472,95.24%,0,0
8,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.83,0.31,0.07,0.01,0.59,3.95,1.2,0.13,14.6,1.86,1.947718481,33888053338,3.161,41240152903,1.21,10721.87,5.505,34046860609,3.175,194,18426167578,234467941,10722.63,5.505,487.0,6174719211,8983489,0.15%,0,9263924500,555908,555783,12,769298304,596063288,77.481,11581734152,456248285,3.94%,28227726,15357859,54.41%,27478871,11461555133,9776251,0.09%,855566,466289,54.50%,0,1
9,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.84,0.31,0.08,0.02,0.55,3.82,1.21,0.12,14.85,1.78,1.986190915,35591224713,3.196,45194941501,1.31,11136.62,5.607,35883004935,3.222,277,20104633485,247870710,11137.39,5.607,427.0,6546493860,11781709,0.18%,0,9350688397,577602,577450,8,764765914,575891475,75.303,11123106007,427329497,3.84%,24753946,12669399,51.18%,21734156,10602119263,9315195,0.09%,256355,510318,199.07%,0,0
10,2020-01-14,binaryTrees_21_with_Multithreading,13.0.2,binarytrees.java 21,0.99,0.82,0.32,0.08,0.02,0.56,3.9,1.24,0.13,15.1,1.78,1.978089612,34995004897,3.164,43214625200,1.26,11058.96,5.591,34731352753,3.14,187,19524190417,243657547,11059.72,5.591,460.0,6402002883,11335295,0.18%,0,9079276363,602638,602516,8,728164586,547651343,75.21,11282309162,436452821,3.87%,25790046,14364383,55.70%,20399259,11101723330,9538977,0.09%,443981,404631,91.14%,0,4
1,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.87,0.3,0.06,0.01,0.62,3.89,1.12,0.08,14.82,2.01,1.885250719,36504797300,3.488,43341371914,1.19,10465.57,5.551,36921804475,3.528,167,18141496323,228686879,10466.27,5.552,1062.0,6265592865,10196486,0.16%,0,9230377719,559263,559204,8,736696093,545616006,74.063,10797481474,432283261,4.00%,28993053,13706999,47.28%,24778816,11063270163,9573136,0.09%,732712,829279,113.18%,0,2
2,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.87,0.29,0.06,0.01,0.62,3.96,1.12,0.07,14.04,2.0,1.884619357,35199006907,3.342,39927910925,1.12,10533.14,5.589,35856146438,3.404,146,18050225215,227826164,10533.9,5.589,951.0,6015826279,11709160,0.19%,0,8870714789,560939,560879,8,772174025,578079264,74.864,11345246044,459239438,4.05%,31813769,16597879,52.17%,39885849,11180472481,11139399,0.10%,382248,418217,109.41%,0,0
3,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.88,0.29,0.06,0.01,0.63,4.01,1.16,0.07,14.26,2.0,1.885809634,35787631759,3.386,42465771001,1.17,10569.7,5.605,36296304168,3.434,136,18276074533,233001671,10570.44,5.605,775.0,6391218966,10495954,0.16%,0,9641289973,554632,554576,9,802157815,580646359,72.386,11557960742,445170843,3.85%,28571601,14190158,49.67%,18668834,11595005469,10790104,0.09%,472798,923830,195.40%,0,0
4,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.89,0.29,0.06,0.01,0.63,3.8,1.11,0.08,13.13,2.0,1.943441681,37054385065,3.485,42856727423,1.17,10632.74,5.471,37500792174,3.527,165,18841274116,232904243,10633.42,5.471,683.0,6227761759,11714696,0.19%,0,9390183187,583723,583661,8,821224871,600449105,73.116,11490200092,482402177,4.20%,29138594,14381792,49.36%,17126131,11515032928,11449424,0.10%,409990,928551,226.48%,0,0
5,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.86,0.3,0.08,0.01,0.6,4.01,1.19,0.08,14.54,1.98,1.891233045,36669352025,3.461,43056993979,1.19,10594.88,5.602,36708088671,3.465,143,18401812339,231266534,10595.56,5.602,536.0,6149611155,10772023,0.18%,0,9311805751,552632,552572,8,766925854,585436727,76.336,11295929702,459170391,4.06%,30256138,16048792,53.04%,29655219,10885429527,11262751,0.10%,151520,530812,350.32%,0,0
6,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.82,0.32,0.07,0.02,0.61,3.96,1.2,0.08,13.96,1.89,1.934998185,35245275589,3.264,43509692957,1.25,10797.64,5.58,35827536030,3.318,151,18803018521,239789651,10798.36,5.581,509.0,6282203508,11008272,0.18%,0,9241658577,555355,555290,8,791694996,586878302,74.129,11454094615,450941970,3.94%,27164316,13564788,49.94%,20918947,11052079980,10484007,0.09%,400806,855406,213.42%,0,4
7,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.81,0.32,0.08,0.02,0.57,3.85,1.19,0.12,14.27,1.83,1.968346938,35472995804,3.179,42865132838,1.2,11158.04,5.669,35442564685,3.176,154,19559868182,238969403,11158.75,5.669,480.0,6172137785,10669715,0.17%,0,9095136269,590047,589985,8,761697547,575544012,75.561,11720964315,448792357,3.83%,26211774,15365299,58.62%,16651208,11730809442,9096919,0.08%,685166,588268,85.86%,0,0
8,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.8,0.32,0.08,0.02,0.58,3.81,1.22,0.12,13.67,1.82,1.938425736,33480355654,3.099,40390274498,1.18,10802.3,5.573,33280043041,3.081,152,18386454144,228898276,10803.05,5.573,455.0,5875002019,9467742,0.16%,0,8852270908,569565,569501,12,740876193,574189992,77.501,11023378648,451023792,4.09%,30476117,15667838,51.41%,42462779,11147926984,11163316,0.10%,565443,392937,69.49%,0,11
9,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.82,0.31,0.07,0.02,0.59,3.87,1.2,0.11,13.94,1.8,1.978520116,33686863935,3.065,41319313217,1.22,10990.31,5.555,33668245466,3.063,196,18938965776,241339480,10991.08,5.555,489.0,6229380665,9822656,0.16%,0,9428976168,578185,578118,8,785932019,581957096,74.047,11748725184,460137040,3.92%,27126923,13180009,48.59%,26096407,11589807847,11616274,0.10%,867777,539831,62.21%,0,0
10,2020-07-14,binaryTrees_21_with_Multithreading,14.0.2,binarytrees.java 21,0.99,0.81,0.32,0.07,0.02,0.57,3.96,1.26,0.1,14.46,1.81,1.953195104,34351050740,3.138,43163403376,1.26,10946.9,5.605,34710601922,3.171,161,19307976956,241184054,10947.59,5.605,415.0,6255919656,10902464,0.17%,0,9202212935,548429,548367,8,731052498,565070522,77.295,11332370846,440566863,3.89%,25482369,15044154,59.04%,20762619,11309756045,10544641,0.09%,912923,585878,64.18%,0,0
1,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.91,0.29,0.06,0.01,0.62,3.74,1.12,0.08,14.13,2.01,1.93289843,37516546727,3.506,41845161391,1.12,10700.18,5.536,37996584474,3.551,208,18825442043,234700718,10700.84,5.536,1078.0,6167535201,8596159,0.14%,0,8834474635,558846,558777,8,760528567,557417885,73.293,10184540562,432188824,4.24%,23459438,11870376,50.60%,14592831,10446134918,9839761,0.09%,1057701,1078051,101.92%,0,0
2,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.91,0.28,0.05,0.01,0.64,3.85,1.13,0.08,14.37,2.0,1.9062123,36932037838,3.491,40831669700,1.11,10577.66,5.549,37035651331,3.501,159,18599151273,234326968,10578.33,5.549,956.0,6341490111,12026222,0.19%,0,8893548543,532596,532527,8,775083647,573116203,73.942,10282390344,443963290,4.32%,25444157,12779794,50.23%,18362434,10075845418,10007379,0.10%,306312,768091,250.75%,0,0
3,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.87,0.3,0.05,0.01,0.63,3.89,1.1,0.07,14.06,2.0,1.921378812,35710560538,3.421,40406299613,1.13,10438.28,5.433,35924001262,3.441,179,17882691920,227987539,10439.03,5.433,790.0,6086927886,12926299,0.21%,0,8797221308,562511,562434,11,777986756,562227177,72.267,10487001747,452632023,4.32%,25302400,11941373,47.19%,15764552,10572614396,11156262,0.11%,337379,981173,290.82%,0,4
4,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.9,0.29,0.05,0.02,0.61,4.08,1.16,0.09,14.62,2.0,1.913862807,37677247028,3.572,42410051038,1.17,10548.41,5.512,37324737656,3.538,203,18544179865,229086877,10549.02,5.512,675.0,6360225256,12426509,0.20%,0,8904765474,588352,588291,8,775236653,544819211,70.278,10325834423,426043394,4.13%,23745073,14090553,59.34%,12353214,10075807031,10049717,0.10%,143931,340244,236.39%,0,0
5,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.9,0.29,0.06,0.01,0.65,3.72,1.12,0.07,14.6,2.0,1.866537498,35408923004,3.413,39775364594,1.11,10373.92,5.558,35489358053,3.421,207,17702679578,221171146,10374.62,5.558,551.0,5943571623,8252105,0.14%,0,8551913629,439240,439165,8,698082569,538082673,77.08,9548109963,425794328,4.46%,23562467,13670534,58.02%,18900025,9615731066,8677465,0.09%,621830,452757,72.81%,0,0
6,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.9,0.29,0.05,0.01,0.62,4.0,1.14,0.09,14.23,1.97,1.917429708,35668476937,3.392,42729687639,1.2,10516.56,5.485,36107920907,3.433,211,18328595995,233693818,10517.32,5.485,497.0,6333580259,11428457,0.18%,0,8767540407,557995,557920,8,757904077,573465939,75.665,10055226523,433221330,4.31%,24701136,12768460,51.69%,22647274,9897647499,9863260,0.10%,214953,325021,151.21%,0,0
7,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.86,0.3,0.06,0.02,0.61,3.93,1.16,0.07,13.85,1.92,1.932253696,35799571957,3.37,40934819379,1.17,10624.23,5.498,35930322728,3.382,187,18867243118,235842917,10624.91,5.499,482.0,6339809449,10622228,0.17%,0,9057756815,539765,539692,8,803272738,605508879,75.38,10325305436,460962564,4.46%,26805880,13067807,48.75%,23532141,10211422619,9693883,0.09%,414962,439068,105.81%,0,0
8,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.86,0.31,0.06,0.02,0.6,3.8,1.19,0.09,14.04,1.87,1.985590194,35311809132,3.19,43040749237,1.22,11069.96,5.575,35869859730,3.24,169,19207789242,244980827,11070.62,5.575,474.0,6639810268,12384348,0.19%,0,9347062502,625351,625276,12,823298744,600150279,72.896,10679146666,456659843,4.28%,23173317,11716521,50.56%,21429426,10385205670,10751889,0.10%,966131,1084133,112.21%,0,400
9,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.86,0.31,0.06,0.01,0.61,3.97,1.22,0.09,13.92,1.82,2.019574347,34652535328,3.146,42068070444,1.21,11013.91,5.454,35136087215,3.19,214,19400051919,246999987,11014.71,5.454,498.0,6393146410,9898044,0.15%,0,9179256814,578160,578094,8,803710763,574826843,71.522,10074190860,444545382,4.41%,23522502,10918779,46.42%,17847186,10137013491,10791336,0.11%,392903,928802,236.39%,0,4
10,2021-01-19,binaryTrees_21_with_Multithreading,15.0.2,binarytrees.java 21,0.99,0.84,0.31,0.06,0.01,0.6,3.82,1.19,0.09,13.32,1.83,2.060749627,35147241894,3.161,43370688055,1.23,11117.97,5.395,35580279303,3.2,222,19563100934,246925962,11118.71,5.395,446.0,6570603170,11342842,0.17%,0,9150006659,660173,660100,8,793831797,592201558,74.6,10284148898,457728435,4.45%,26379386,11694526,44.33%,20112879,10342525268,11641758,0.11%,292730,666846,227.80%,0,0
1,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.91,0.28,0.06,0.01,0.64,3.91,1.11,0.07,14.42,2.0,1.86653896,35946427583,3.462,40118758908,1.11,10382.62,5.562,36412866724,3.507,183,17924748701,228465062,10383.26,5.563,1109.0,6959959413,11902961,0.17%,0,8738298959,441119,441110,8,728771681,548483906,75.261,9545312117,432306778,4.53%,24704550,15508784,62.78%,18048231,9350904625,8782922,0.09%,332849,824274,247.64%,0,0
2,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.91,0.29,0.06,0.01,0.64,3.64,1.08,0.06,13.55,2.01,1.854933809,35304368731,3.408,38352383489,1.06,10358.31,5.584,35456210874,3.423,158,17767961219,226466448,10359.04,5.585,952.0,6898164914,11727094,0.17%,0,8621216085,440930,440921,8,789860130,572989293,72.543,8972953738,443472966,4.94%,24826905,12708397,51.19%,10586102,9037943602,9168029,0.10%,338764,999808,295.13%,0,0
3,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.96,0.28,0.09,0.01,0.61,3.77,1.13,0.07,14.47,2.0,1.872109081,36784188182,3.544,41845092316,1.17,10378.97,5.544,37241213094,3.588,154,18701819370,232246041,10379.52,5.544,767.0,7135614226,11653034,0.16%,0,9114893459,438136,438127,8,787288443,587989118,74.685,9259868832,437841513,4.73%,21574998,11043675,51.19%,12498352,8552495208,8483096,0.10%,830680,986614,118.77%,0,0
4,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.9,0.28,0.05,0.01,0.65,3.93,1.08,0.07,13.96,2.0,1.881053452,36030358170,3.507,38943617687,1.1,10273.71,5.462,36207386852,3.524,168,18006750623,226082025,10274.57,5.462,706.0,6915609524,10668540,0.15%,0,8811134629,462029,462020,8,763115849,564656081,73.993,9201415443,452928981,4.92%,28144989,14640993,52.02%,15933881,9356104881,9363005,0.10%,357718,866754,242.30%,0,0
5,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.91,0.28,0.08,0.01,0.61,3.78,1.1,0.08,14.18,2.0,1.874752373,35641494175,3.445,40224124630,1.14,10346.22,5.519,36153778884,3.494,164,18235988987,230169180,10346.89,5.519,576.0,6976056158,11856896,0.17%,0,8590964607,439038,439029,8,754947810,578076991,76.572,9333297166,439451049,4.71%,21597349,11830672,54.78%,15646154,9211787670,8390294,0.09%,546133,683220,125.10%,0,13
6,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.91,0.28,0.07,0.01,0.61,3.94,1.12,0.06,13.98,1.92,1.886349153,34656319894,3.317,38541346216,1.1,10449.23,5.539,35069053038,3.356,190,18197860002,226883574,10449.96,5.54,524.0,6741686561,10403201,0.15%,0,8737464359,434617,434608,8,755210557,568499009,75.277,8732439417,435596961,4.99%,24105122,12989618,53.89%,10500181,8755846680,8177383,0.09%,586092,1084375,185.02%,0,2
7,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.88,0.29,0.07,0.01,0.62,3.73,1.1,0.07,13.85,1.87,1.930386502,34064114356,3.189,39004389961,1.14,10681.17,5.533,34547597588,3.234,170,18491630947,233578614,10681.91,5.534,492.0,6891579554,9131809,0.13%,0,8737459833,461901,461892,8,757798264,577295281,76.181,9338310702,450594942,4.83%,25818886,13423863,51.99%,18183679,9392833951,9092910,0.10%,978260,1092483,111.68%,0,0
8,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.86,0.3,0.07,0.01,0.62,3.87,1.17,0.07,14.19,1.86,1.901674217,33839141775,3.198,40171099698,1.2,10580.2,5.564,34294896670,3.241,179,18601704117,236375752,10580.94,5.564,494.0,7039890304,12091447,0.17%,0,8750186483,441075,441062,12,759094415,587863972,77.443,9167183681,448398968,4.89%,26176714,14261314,54.48%,12305493,8937379718,8710344,0.10%,364788,846149,231.96%,0,14
9,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.87,0.3,0.08,0.01,0.6,3.78,1.18,0.08,13.04,1.82,1.997567873,33637856056,3.054,39643565154,1.15,11012.86,5.513,34147639888,3.101,159,18731736953,233942524,11013.53,5.513,469.0,6846018614,12206817,0.18%,0,8695045449,458346,458337,8,774054118,596437967,77.054,9987665719,443241464,4.44%,23554095,11485713,48.76%,16190343,9959274743,9428554,0.09%,857154,859065,100.22%,0,0
10,2021-07-20,binaryTrees_21_with_Multithreading,16.0.2,binarytrees.java 21,0.99,0.86,0.31,0.08,0.01,0.6,3.88,1.18,0.07,13.28,1.83,1.980200373,34051400082,3.123,40394906220,1.2,10904.02,5.507,34170501153,3.134,188,18811446319,234965857,10904.73,5.507,500.0,6912484367,11627163,0.17%,0,8622283826,463237,463228,8,750847708,561380571,74.766,9541600976,430679115,4.51%,23299045,11564199,49.63%,16016047,9731640612,9122829,0.09%,407077,756846,185.92%,0,0
1,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.93,0.28,0.07,0.01,0.61,3.91,1.14,0.07,15.37,2.0,1.841697673,37289696542,3.565,41624371687,1.15,10458.9,5.679,37294932587,3.566,145,18675237089,230001948,10459.51,5.679,1064.0,6894667950,11403753,0.17%,0,8672384760,440401,440392,8,740002091,548872135,74.172,9419694250,421286677,4.47%,19891528,10757161,54.08%,12171880,9465059194,9242236,0.10%,314584,492626,156.60%,0,0
2,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.93,0.28,0.09,0.01,0.6,3.73,1.09,0.06,14.54,2.0,1.845409069,36602504522,3.501,40239077625,1.1,10454.3,5.665,36319497076,3.474,176,18254594279,229682935,10454.91,5.665,897.0,6810307376,10181184,0.15%,0,8767504410,434123,434112,10,768459241,557823702,72.59,9289107467,421102992,4.53%,21367611,11585739,54.22%,13531005,9221767932,8933613,0.10%,345581,951696,275.39%,0,0
3,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.9,0.29,0.09,0.01,0.61,3.62,1.08,0.06,13.22,2.0,1.880344612,35582042603,3.394,40106173155,1.14,10483.78,5.575,36019639209,3.436,175,18124599462,228081152,10484.43,5.576,780.0,6889845990,9434799,0.14%,0,8905518183,457166,457157,8,772938150,588617105,76.153,9977208399,447754777,4.49%,24045204,13145190,54.67%,17793775,9234924322,8326810,0.09%,343363,1176405,342.61%,0,0
4,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.92,0.28,0.07,0.01,0.62,3.91,1.07,0.08,14.38,2.0,1.855434189,36896252096,3.501,39926418144,1.11,10538.85,5.68,37006806485,3.511,182,18442764947,230051048,10539.5,5.68,681.0,7034292631,10720046,0.15%,0,8881628495,436535,436526,8,745999868,580403551,77.802,9819719886,432632616,4.41%,25049919,13671951,54.58%,16915035,9171023400,8429667,0.09%,344264,594535,172.70%,0,1
5,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.91,0.28,0.05,0.01,0.64,4.09,1.13,0.07,14.86,1.98,1.855548004,36238529936,3.463,40799959641,1.14,10465.13,5.64,36655230699,3.502,138,18455003252,231543940,10465.8,5.64,586.0,7097731424,11049196,0.16%,0,8762334646,438289,438280,8,773660254,576897104,74.567,9383547608,435668500,4.64%,22689477,12183177,53.70%,11108869,9457909650,9159012,0.10%,374154,872546,233.21%,0,0
6,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.91,0.29,0.07,0.01,0.6,3.94,1.15,0.08,13.99,1.93,1.961887686,36414631475,3.355,41358292400,1.16,10853.91,5.532,36148370934,3.33,159,18808032121,237477202,10854.62,5.533,545.0,7072190426,9460776,0.13%,0,8597122738,459072,459063,8,742201504,563442223,75.915,9283011400,423335817,4.56%,21098341,11553082,54.76%,22716567,9310584672,8516290,0.09%,929725,417948,44.95%,0,0
7,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.86,0.3,0.09,0.01,0.59,3.7,1.17,0.08,13.22,1.89,1.902541296,34603273758,3.257,39492379069,1.15,10624.85,5.585,34854500183,3.28,193,18410610628,232273792,10625.59,5.585,510.0,6801786336,11780435,0.17%,0,8840993277,437440,437431,8,734137326,559717110,76.241,9084513076,421763186,4.64%,22807654,11520641,50.51%,12980381,9130221023,8838777,0.10%,346073,875151,252.88%,0,4
8,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.88,0.3,0.07,0.01,0.61,3.78,1.12,0.08,13.24,1.87,1.886888068,33216867523,3.171,38134431346,1.15,10475.97,5.552,33198700148,3.169,193,18006381732,224338625,10476.64,5.552,527.0,6737493375,8973592,0.13%,0,8765579408,432233,432220,12,781291399,594320010,76.069,9157503344,446652483,4.88%,29418827,15923017,54.13%,22520396,8948511930,8601471,0.10%,506577,391041,77.19%,0,233
9,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.85,0.31,0.07,0.01,0.61,3.96,1.17,0.08,14.1,1.8,1.887046699,32856583445,3.105,38223600494,1.15,10581.26,5.607,32530877446,3.074,188,18235468735,224650483,10581.87,5.608,510.0,6572566337,9060648,0.14%,0,8434944727,436931,436922,8,730324259,562630538,77.038,8672258602,424426205,4.89%,24801632,14235819,57.40%,16321115,8857865858,8880625,0.10%,164130,293700,178.94%,0,0
10,2023-08-22,binaryTrees_21_with_Multithreading,17.0.8.1,binarytrees.java 21,0.99,0.86,0.3,0.1,0.01,0.58,3.57,1.13,0.09,13.11,1.79,2.020796611,34845739445,3.095,40605531454,1.17,11257.31,5.571,35232816621,3.13,152,19664534040,250019204,11258.0,5.571,454.0,6944313010,9751327,0.14%,0,9156593242,455987,455978,8,799375509,616004686,77.061,10019905585,462358832,4.61%,20887162,10203092,48.85%,17115718,9612093711,9401934,0.10%,275962,423211,153.36%,0,6
1,2022-07-19,binaryTrees_21_with_Multithreading,18.0.2-ea,binarytrees.java 21,0.99,0.89,0.3,0.08,0.01,0.61,3.81,1.13,0.05,14.48,2.0,1.858227011,36391257116,3.52,41076155781,1.14,10338.61,5.564,36465363021,3.527,178,18151513716,228985248,10339.25,5.564,1037.0,6849632538,8911773,0.13%,0,8742087498,453614,453598,15,751924066,552468345,73.474,9366487586,422008629,4.51%,22183667,11988913,54.04%,16621641,9699557542,9565192,0.10%,456756,956133,209.33%,0,0
2,2022-07-19,binaryTrees_21_with_Multithreading,18.0.2-ea,binarytrees.java 21,0.99,0.9,0.29,0.08,0.01,0.61,3.72,1.15,0.06,13.74,2.0,1.850756433,34634335459,3.36,39078510589,1.09,10308.53,5.57,35133260537,3.408,183,17492611813,220786362,10309.15,5.57,855.0,6523462759,9570409,0.15%,0,8189955082,436083,436073,9,747436508,553780225,74.091,9511501399,425694357,4.48%,21163476,12652975,59.79%,16435413,9744780202,9153978,0.09%,189506,363671,191.90%,0,0
3,2022-07-19,binaryTrees_21_with_Multithreading,18.0.2-ea,binarytrees.java 21,0.99,0.91,0.28,0.06,0.01,0.63,3.94,1.1,0.06,14.03,2.0,1.850202579,35333811132,3.433,38762227369,1.09,10290.76,5.562,35408465504,3.441,185,17429048893,222454083,10291.44,5.562,791.0,6702843076,9777095,0.15%,0,8462187980,437607,437596,10,767364009,564986889,73.627,9888493607,451699315,4.57%,24449333,11747307,48.05%,12369352,9683930618,8696907,0.09%,266685,844462,316.65%,0,7
4,2022-07-19,binaryTrees_21_with_Multithreading,18.0.2-ea,binarytrees.java 21,0.99,0.88,0.29,0.08,0.01,0.62,3.71,1.11,0.07,13.79,1.99,1.895127002,36654087669,3.471,40826290609,1.14,10559.66,5.572,37213483319,3.524,165,18475392736,231010061,10560.3,5.572,661.0,6661188237,11758704,0.18%,0,8702177573,454204,454194,9,764138484,572801793,74.96,10018752512,435711353,4.35%,24821121,13539386,54.55%,16511055,9526267979,9256630,0.10%,119716,205590,171.73%,0,0
