test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 2.5.6,nbody.py 50000,380089372,0.98,0.45,0.52,0.19,0.09,0.08,7.57,3.18,0.00,0.07,2.16,380089372 ns,1398317450,3.708 GHz,4424131935,3.09,377.08 msec,0.992,1398127772,3.708 GHz,11,647348996,8182905,377.10 msec,0.992,1752 C,760555827,2677989,0.35%,0,704711170,9019,9019,0,168345,18774,11.152,1420071691,165227,0.01%,770597,104894,13.61%,311087,1350023274,53,0.00%,8726,7358,84.32%,0,0
2,Python 2.5.6,nbody.py 50000,393901781,0.99,0.35,0.55,0.22,0.08,0.13,7.69,3.28,0.00,0.05,2.16,393901781 ns,1412366950,3.586 GHz,4581198628,3.20,393.81 msec,1.000,1407719653,3.574 GHz,36,653830974,8244057,393.86 msec,1.000,1439 C,780872324,2350262,0.30%,0,725064004,9000,9000,0,94697,10446,11.031,1465882728,320837,0.02%,207663,100016,48.16%,304031,1180086043,5468,0.00%,2595,5824,224.43%,0,0
3,Python 2.5.6,nbody.py 50000,378790205,0.99,0.38,0.53,0.26,0.05,0.07,6.84,2.88,0.00,0.09,2.16,378790205 ns,1394840586,3.706 GHz,4422585187,3.11,376.37 msec,0.994,1394254994,3.704 GHz,9,647049378,8191037,376.41 msec,0.994,1685 C,775277785,2426883,0.31%,0,724432733,8968,8968,0,109390,17448,15.950,1440001201,3200666,0.22%,866849,117527,13.56%,626648,1352771136,3164,0.00%,16456,1022,6.21%,0,0
4,Python 2.5.6,nbody.py 50000,402257350,0.99,0.40,0.48,0.32,0.09,0.24,7.55,3.14,0.00,0.02,2.15,402257350 ns,1439248221,3.575 GHz,4547490562,3.14,402.51 msec,1.001,1434854447,3.565 GHz,27,667491942,8459792,402.55 msec,1.001,1418 C,781008597,3328693,0.43%,0,723079916,8960,8960,0,94563,12440,13.155,1464569092,81708,0.01%,6168,126,2.04%,51291,1464134842,9295,0.00%,12637,21916,173.43%,0,0
5,Python 2.5.6,nbody.py 50000,372110398,0.99,0.34,0.60,0.25,0.10,0.06,7.69,3.29,0.00,0.03,2.15,372110398 ns,1359119326,3.671 GHz,4452367571,3.22,370.20 msec,0.995,1363002249,3.681 GHz,14,631271611,8001829,370.26 msec,0.995,1669 C,763417501,2325273,0.30%,0,706725756,9033,9033,0,98208,7802,7.944,1380605616,3282658,0.24%,906105,124936,13.79%,55426,1419720144,390,0.00%,9259,558,6.03%,0,0
6,Python 2.5.6,nbody.py 50000,415568615,1.00,0.36,0.64,0.19,0.09,0.29,6.99,2.73,0.00,0.03,2.15,415568615 ns,1491212111,3.587 GHz,4510362629,3.00,415.74 msec,1.000,1496426095,3.599 GHz,33,695723492,8821962,415.79 msec,1.001,1410 C,772468906,1983882,0.26%,0,712417545,9011,9011,0,129787,18670,14.385,1441466057,76823,0.01%,34204,4081,11.93%,413432,1359096710,371,0.00%,22913,5140,22.43%,0,0
7,Python 2.5.6,nbody.py 50000,376305238,1.00,0.34,0.57,0.26,0.10,0.06,6.55,3.05,0.00,0.06,2.16,376305238 ns,1381109366,3.686 GHz,4533267347,3.23,374.66 msec,0.996,1381504984,3.687 GHz,11,639986946,8109168,374.73 msec,0.996,1560 C,766615803,2255821,0.29%,0,691448685,9021,9021,0,392802,66012,16.805,1385626501,3354778,0.24%,927472,139614,15.05%,151073,1441087521,309,0.00%,4404,1502,34.11%,0,0
8,Python 2.5.6,nbody.py 50000,386276682,0.99,0.40,0.51,0.23,0.08,0.10,7.68,3.29,0.00,0.04,2.15,386276682 ns,1368848123,3.541 GHz,4448417609,3.18,386.53 msec,1.001,1369070933,3.542 GHz,29,639292097,8101475,386.58 msec,1.001,1374 C,769862237,2297400,0.30%,0,710970520,9029,9029,0,164404,16642,10.123,1421829632,3236173,0.23%,862114,121115,14.05%,242120,1443721765,2890,0.00%,7092,54167,763.78%,0,0
9,Python 2.5.6,nbody.py 50000,377131825,0.99,0.40,0.50,0.25,0.07,0.08,7.64,3.24,0.00,0.05,2.16,377131825 ns,1382834554,3.682 GHz,4459002229,3.16,375.52 msec,0.996,1378345534,3.670 GHz,19,640236947,8113588,375.57 msec,0.996,1464 C,763397636,2177207,0.29%,0,708503497,9030,9030,0,123946,17073,13.775,1394860268,3345503,0.24%,890670,123157,13.83%,234401,1414470170,63,0.00%,31125,767,2.46%,0,0
10,Python 2.5.6,nbody.py 50000,386707054,0.98,0.45,0.45,0.24,0.05,0.06,7.63,3.26,0.00,0.03,2.16,386707054 ns,1398410880,3.616 GHz,4526580029,3.17,386.70 msec,1.000,1387144980,3.587 GHz,25,642391166,8133010,386.76 msec,1.000,1412 C,764022943,2529222,0.33%,0,709969395,9018,9018,0,162317,14797,9.116,1433827189,3232195,0.23%,880277,118081,13.41%,383690,1429824229,365,0.00%,24358,1206,4.95%,0,0
