test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.6.15,nbody.py 50000,479034164,0.99,0.47,0.50,0.26,0.09,0.03,6.70,2.66,0.00,0.11,2.07,479034164 ns,1718215800,3.603 GHz,4542278736,2.58,476.86 msec,0.995,1711037290,3.588 GHz,6,831806454,10517346,476.91 msec,0.996,1060 C,867165343,7773828,0.90%,0,719107848,8775,8775,0,5147960,17538,0.341,1478734090,859272,0.06%,9245,665,7.19%,217698,1477015376,221,0.00%,10447,342,3.27%,0,0
2,Python 3.6.15,nbody.py 50000,496028921,0.99,0.41,0.56,0.25,0.09,0.06,6.68,2.67,0.00,0.17,2.04,496028921 ns,1734699673,3.495 GHz,4601960752,2.61,496.31 msec,1.001,1727664952,3.481 GHz,36,845322161,10651981,496.36 msec,1.001,763 C,869228442,7461897,0.86%,0,733744185,8808,8808,0,4298565,904953,21.052,1464787403,3374498,0.23%,7021,131,1.87%,133259,1496541145,0,0.00%,20229,197174,974.71%,0,0
3,Python 3.6.15,nbody.py 50000,488834142,0.99,0.47,0.50,0.25,0.08,0.03,6.73,2.71,0.00,0.11,1.97,488834142 ns,1676762393,3.442 GHz,4552457399,2.62,487.18 msec,0.997,1675251332,3.439 GHz,7,852670911,10802062,487.22 msec,0.997,1090 C,869030953,6445477,0.74%,0,718391427,8788,8788,0,4763033,1027054,21.563,1469180888,830570,0.06%,15262,1557,10.20%,197156,1470214986,66,0.00%,20604,792,3.84%,0,0
4,Python 3.6.15,nbody.py 50000,504165855,0.99,0.40,0.55,0.25,0.08,0.06,6.72,2.63,0.00,0.12,1.96,504165855 ns,1693670647,3.359 GHz,4610578333,2.63,504.25 msec,1.000,1698405268,3.368 GHz,36,861921692,10911830,504.30 msec,1.000,820 C,876304673,6443624,0.74%,0,734498079,8771,8771,0,232399,844994,363.596,1468251127,2892388,0.20%,595664,248,0.04%,184962,1499606160,114,0.00%,23298,659,2.83%,0,0
5,Python 3.6.15,nbody.py 50000,465322891,1.00,0.40,0.55,0.28,0.09,0.03,6.74,2.73,0.00,0.11,2.07,465322891 ns,1676010503,3.619 GHz,4539099897,2.65,463.06 msec,0.995,1672891106,3.613 GHz,12,808478685,10236369,463.08 msec,0.995,1069 C,860723524,6495642,0.75%,0,733575939,8791,8791,0,161602,16033,9.921,1485773138,731716,0.05%,4267,108,2.53%,126250,1478365163,99,0.00%,14746,675,4.58%,0,0
6,Python 3.6.15,nbody.py 50000,513607705,0.99,0.40,0.54,0.23,0.08,0.21,6.59,2.64,0.00,0.25,1.95,513607705 ns,1709972526,3.335 GHz,4525981368,2.59,512.64 msec,0.998,1707964195,3.332 GHz,40,874524758,11066610,512.69 msec,0.998,743 C,870551090,6497044,0.75%,0,744577315,8791,8791,0,409084,136834,33.449,1511551808,1001172,0.07%,505765,85464,16.90%,389838,1482638166,135,0.00%,24317,38790,159.52%,0,0
7,Python 3.6.15,nbody.py 50000,473539034,1.00,0.41,0.53,0.28,0.09,0.03,6.71,2.69,0.00,0.10,2.06,473539034 ns,1696460938,3.600 GHz,4560634898,2.61,471.25 msec,0.995,1694563259,3.596 GHz,5,819207759,10370931,471.29 msec,0.995,1068 C,864169977,7100571,0.82%,0,717019338,8782,8782,0,4490334,12264,0.273,1479894446,802065,0.05%,14959,806,5.39%,208267,1480205938,45,0.00%,5573,430,7.72%,0,0
8,Python 3.6.15,nbody.py 50000,501902896,0.99,0.48,0.49,0.26,0.08,0.03,6.72,2.72,0.00,0.11,1.99,501902896 ns,1723881667,3.435 GHz,4663786512,2.62,501.90 msec,1.000,1721577782,3.430 GHz,18,870224424,10997531,501.94 msec,1.000,967 C,891146107,6558460,0.74%,0,693646589,8776,8776,0,1691686,172987,10.226,1415344239,3230610,0.23%,627468,111708,17.80%,610062,1449942693,782,0.00%,54035,1246,2.31%,0,0
9,Python 3.6.15,nbody.py 50000,488403696,0.99,0.40,0.59,0.26,0.10,0.07,6.73,2.71,0.00,0.12,2.00,488403696 ns,1691774732,3.481 GHz,4557709350,2.64,485.95 msec,0.995,1688570267,3.475 GHz,7,853259713,10797965,485.99 msec,0.995,1061 C,867725296,6663740,0.77%,0,731872766,8736,8736,0,229860,650799,283.128,1459353415,2904341,0.20%,580132,24849,4.28%,175353,1479891349,711,0.00%,28723,2142,7.46%,0,0
10,Python 3.6.15,nbody.py 50000,496230236,0.99,0.47,0.47,0.24,0.09,0.04,6.57,2.65,0.00,0.17,2.00,496230236 ns,1691076502,3.421 GHz,4596956564,2.64,494.26 msec,0.996,1693330685,3.426 GHz,35,843423754,10670759,494.31 msec,0.996,719 C,883646266,6080268,0.69%,0,726093343,8770,8770,0,4758809,970728,20.399,1500004308,802065,0.05%,8573,642,7.49%,120383,1503778894,27,0.00%,837,1070,127.84%,0,0
