test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.9.16,nbody.py 50000,544746194,0.99,0.41,0.54,0.26,0.09,0.03,6.43,2.53,0.00,0.13,1.98,544746194 ns,1886921053,3.478 GHz,4997452770,2.56,542.48 msec,0.996,1890683902,3.485 GHz,9,960704141,12159852,542.52 msec,0.996,1052 C,1007035903,7469978,0.74%,0,802016966,8609,8609,0,412692,28733,6.962,1760461069,519533,0.03%,21872,2951,13.49%,221031,1765622838,39,0.00%,37002,32375,87.50%,0,0
2,Python 3.9.16,nbody.py 50000,556544836,0.99,0.39,0.59,0.23,0.10,0.17,6.72,2.73,0.00,0.05,1.97,556544836 ns,1894848456,3.403 GHz,5139056475,2.65,556.78 msec,1.000,1890195321,3.395 GHz,39,963752553,12206586,556.82 msec,1.000,793 C,998606794,7471512,0.75%,0,799423776,8662,8662,0,332533,28784,8.656,1760302105,479811,0.03%,17028,543,3.19%,180045,1762507253,0,0.00%,31222,88857,284.60%,0,0
3,Python 3.9.16,nbody.py 50000,522789082,0.99,0.43,0.52,0.27,0.10,0.03,6.73,2.71,0.00,0.03,2.07,522789082 ns,1898653820,3.645 GHz,5136384611,2.65,520.84 msec,0.996,1888051661,3.625 GHz,9,914129380,11560591,520.87 msec,0.996,1022 C,1012681646,6979649,0.69%,0,814360512,8611,8611,0,225013,34699,15.421,1741819157,251311,0.01%,19442,535,2.75%,183259,1742708596,30,0.00%,20809,4821,23.17%,0,47
4,Python 3.9.16,nbody.py 50000,543671684,1.00,0.39,0.58,0.24,0.09,0.09,6.65,2.69,0.00,0.06,2.01,543671684 ns,1890292184,3.476 GHz,4825717200,2.50,543.76 msec,1.000,1892465970,3.480 GHz,32,936499646,11873674,543.81 msec,1.000,784 C,976348171,7406797,0.76%,0,827939627,8585,8585,0,209435,25533,12.191,1771736723,460578,0.03%,6155,140,2.27%,208737,1771579083,140,0.00%,7132,811,11.37%,0,0
5,Python 3.9.16,nbody.py 50000,565820393,0.99,0.44,0.51,0.26,0.09,0.04,6.68,2.62,0.01,0.40,1.98,565820393 ns,1953623175,3.465 GHz,4783003882,2.40,563.72 msec,0.996,1967923293,3.491 GHz,9,983045457,12458237,563.77 msec,0.996,1036 C,978268427,7493533,0.77%,0,826730184,8643,8643,0,741460,342488,46.191,1784838337,909461,0.05%,89677,38822,43.29%,469995,1789843017,1103,0.00%,33809,3968,11.74%,0,0
6,Python 3.9.16,nbody.py 50000,584482656,0.99,0.41,0.53,0.24,0.10,0.05,6.64,2.63,0.00,0.31,1.96,584482656 ns,1976637503,3.381 GHz,5079032506,2.50,584.68 msec,1.000,1965232610,3.361 GHz,43,1009298284,12776773,584.73 msec,1.000,686 C,1021031237,7924170,0.78%,0,823669423,8602,8602,0,1690876,201254,11.902,1692187585,1608728,0.10%,185770,23961,12.90%,1218113,1744639938,2310,0.00%,54501,11267,20.67%,0,0
7,Python 3.9.16,nbody.py 50000,563076679,0.98,0.47,0.51,0.23,0.09,0.09,6.28,2.48,0.00,0.14,2.00,563076679 ns,1968936237,3.511 GHz,5056989789,2.51,560.79 msec,0.996,1963159330,3.501 GHz,16,988589480,12520656,560.83 msec,0.996,985 C,1026773550,7985722,0.78%,0,836598742,8634,8634,0,1015957,56468,5.558,1760192749,1109998,0.06%,113533,6088,5.36%,720637,1685212675,2723,0.00%,42489,2565,6.04%,0,0
8,Python 3.9.16,nbody.py 50000,590209638,0.99,0.40,0.58,0.23,0.09,0.13,6.75,2.70,0.00,0.06,1.95,590209638 ns,1985319092,3.362 GHz,5350851204,2.75,590.56 msec,1.001,2004522358,3.394 GHz,35,1029663017,13029657,590.61 msec,1.001,756 C,1023862547,7796991,0.76%,0,769808713,8630,8630,0,1889478,373898,19.788,1266558914,2266757,0.18%,325596,40519,12.44%,1693254,1493385014,1020,0.00%,28233,1091,3.86%,0,0
9,Python 3.9.16,nbody.py 50000,540585765,0.98,0.46,0.51,0.23,0.09,0.03,6.73,2.75,0.00,0.05,1.96,540585765 ns,1868512030,3.473 GHz,5134222927,2.67,538.00 msec,0.995,1867311186,3.471 GHz,10,954278137,12071857,538.05 msec,0.995,963 C,1016941105,7390187,0.73%,0,813702382,8670,8670,0,219507,23045,10.499,1741235459,410092,0.02%,15320,1206,7.87%,179362,1742005574,102,0.00%,43028,662,1.54%,0,0
10,Python 3.9.16,nbody.py 50000,543511068,0.99,0.39,0.57,0.26,0.10,0.04,6.74,2.75,0.00,0.06,2.02,543511068 ns,1907676424,3.510 GHz,5232493722,2.70,543.50 msec,1.000,1908698074,3.512 GHz,21,946262255,11945525,543.54 msec,1.000,914 C,1036752692,7512631,0.72%,0,814450785,8689,8689,0,372858,146398,39.264,1776388057,451021,0.03%,54181,14505,26.77%,1509736,1645711305,2662,0.00%,53299,1149,2.16%,0,0
