test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 2.7.18,nbody.py 50000,392485278,0.99,0.35,0.60,0.22,0.08,0.12,7.66,3.25,0.00,0.13,2.16,392485278 ns,1409083282,3.586 GHz,4447656935,3.12,392.96 msec,1.001,1400726174,3.564 GHz,42,648167108,8208183,393.01 msec,1.001,1111 C,752499212,2366516,0.31%,0,713925496,8961,8961,0,201141,67499,33.558,1423798238,172347,0.01%,8366,93449,1117.01%,309795,1391400946,13232,0.00%,8338,206,2.47%,0,0
2,Python 2.7.18,nbody.py 50000,371862347,0.98,0.44,0.50,0.19,0.04,0.06,7.67,3.29,0.00,0.02,2.15,371862347 ns,1351774359,3.659 GHz,4440116198,3.19,369.45 msec,0.994,1348921124,3.651 GHz,14,626897749,7949884,369.50 msec,0.994,1391 C,758283847,2239626,0.30%,0,706198395,9016,9016,0,6303266,1377991,21.862,1339781594,4066399,0.30%,8653,545,6.30%,63196,1415868135,104,0.00%,10290,1510,14.67%,0,0
3,Python 2.7.18,nbody.py 50000,396974886,0.99,0.41,0.48,0.23,0.06,0.14,7.53,3.16,0.00,0.03,2.15,396974886 ns,1413399473,3.558 GHz,4473998991,3.09,397.21 msec,1.001,1414446354,3.561 GHz,39,656755893,8323521,397.25 msec,1.001,1192 C,769426938,2300564,0.30%,0,709385980,9010,9010,0,171992,18692,10.868,1420453716,155717,0.01%,615780,111684,18.14%,354828,1361393074,4296,0.00%,9922,52279,526.90%,0,0
4,Python 2.7.18,nbody.py 50000,379862731,0.99,0.34,0.53,0.25,0.10,0.06,7.68,3.29,0.00,0.02,2.14,379862731 ns,1360095522,3.591 GHz,4440310850,3.19,378.76 msec,0.997,1356131416,3.580 GHz,8,634185219,8033916,378.80 msec,0.997,1225 C,763425513,2240261,0.29%,0,710698232,9011,9011,0,107598,19605,18.221,1411893180,3105831,0.22%,840928,114839,13.66%,325509,1427177138,223,0.00%,20036,789,3.94%,0,0
5,Python 2.7.18,nbody.py 50000,381721734,0.99,0.36,0.54,0.26,0.09,0.06,7.67,3.27,0.00,0.03,2.15,381721734 ns,1360650452,3.574 GHz,4365493496,3.12,380.64 msec,0.997,1348700911,3.543 GHz,13,630684853,8001823,380.68 msec,0.997,1340 C,751309460,2331329,0.31%,0,705980424,9011,9011,0,214761,44309,20.632,1417514121,1648710,0.12%,828335,118259,14.28%,351467,1398569883,364,0.00%,13225,220773,1669.36%,0,0
6,Python 2.7.18,nbody.py 50000,415839210,0.99,0.41,0.50,0.24,0.07,0.13,7.62,3.04,0.00,0.17,2.06,415839210 ns,1429205673,3.436 GHz,4399217067,3.00,415.98 msec,1.000,1421423635,3.417 GHz,32,687905464,8687361,416.02 msec,1.000,1095 C,758051111,2317161,0.31%,0,715886682,8987,8987,0,328271,44818,13.653,1427308483,335374,0.02%,28058,2773,9.88%,459882,1388255967,121309,0.01%,35450,5615,15.84%,0,0
7,Python 2.7.18,nbody.py 50000,386893190,0.97,0.46,0.47,0.23,0.05,0.06,7.67,3.24,0.00,0.02,2.15,386893190 ns,1362316459,3.528 GHz,4430749107,3.16,386.17 msec,0.998,1367205464,3.540 GHz,24,640335222,8113399,386.21 msec,0.998,1340 C,768488127,2524099,0.33%,0,714915022,8987,8987,0,162731,64702,39.760,1434394386,3206796,0.22%,880739,129641,14.72%,383406,1427441208,1597,0.00%,21744,27064,124.47%,0,0
8,Python 2.7.18,nbody.py 50000,407024448,0.98,0.36,0.57,0.21,0.08,0.25,7.36,3.11,0.00,0.02,2.09,407024448 ns,1399335958,3.439 GHz,4480706091,3.15,406.86 msec,1.000,1396841279,3.433 GHz,30,675440220,8526437,406.91 msec,1.000,1103 C,767353801,2107161,0.27%,0,706568586,9010,9010,0,292945,107573,36.721,1423292390,137686,0.01%,21672,9681,44.67%,162836,1410778080,551,0.00%,29929,8288,27.69%,0,0
9,Python 2.7.18,nbody.py 50000,390454982,0.98,0.46,0.48,0.20,0.05,0.06,7.68,3.27,0.00,0.03,2.13,390454982 ns,1378847708,3.547 GHz,4481670785,3.16,388.71 msec,0.996,1378768437,3.547 GHz,13,649439833,8198451,388.78 msec,0.996,1329 C,753857400,2592091,0.34%,0,695037220,8991,8991,0,443479,123757,27.906,1400150475,353551,0.03%,839583,119471,14.23%,335826,1365815892,515,0.00%,21379,2750,12.86%,0,0
10,Python 2.7.18,nbody.py 50000,397449269,0.99,0.35,0.57,0.22,0.08,0.11,7.61,3.25,0.00,0.04,2.12,397449269 ns,1385886690,3.484 GHz,4451278457,3.15,397.73 msec,1.001,1381487284,3.473 GHz,34,659399626,8344942,397.78 msec,1.001,1088 C,768084118,2350848,0.31%,0,709539641,9036,9036,0,108896,57737,53.020,1426369141,105195,0.01%,14300,75836,530.32%,295880,1360427023,13097,0.00%,13173,691,5.25%,0,0
