test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.11.3,nbody.py 50000,393190388,0.99,0.52,0.43,0.24,0.09,0.14,7.65,2.75,0.00,0.07,1.61,393190388 ns,1060362962,2.708 GHz,2947748014,2.68,391.52 msec,0.996,1060533045,2.709 GHz,8,657189547,8318352,391.57 msec,0.996,1325 C,486577617,2427485,0.50%,0,563390543,8892,8892,0,527305,70957,13.457,1071761207,3808712,0.36%,1007808,157384,15.62%,416785,1113831614,792,0.00%,6082,55991,920.60%,0,0
2,Python 3.11.3,nbody.py 50000,415131884,1.00,0.41,0.52,0.20,0.08,0.34,6.78,2.17,0.02,0.48,1.54,415131884 ns,1036653780,2.503 GHz,2921111224,2.69,414.20 msec,0.998,1039993344,2.511 GHz,32,674502139,8538957,414.26 msec,0.998,1145 C,485256881,1946957,0.40%,0,566244807,8939,8939,0,406383,96239,23.682,1133089427,412333,0.04%,48777,7398,15.17%,216164,1126246266,14932,0.00%,15571,35976,231.04%,0,0
3,Python 3.11.3,nbody.py 50000,402139845,1.00,0.43,0.47,0.25,0.10,0.11,7.58,2.74,0.00,0.06,1.60,402139845 ns,1071140949,2.670 GHz,3040518293,2.74,401.18 msec,0.998,1071126780,2.670 GHz,24,670969471,8493163,401.24 msec,0.998,1299 C,458503893,2303993,0.50%,0,487425536,8879,8879,0,540004,53873,9.976,1131195148,309692,0.03%,11974,65184,544.38%,320539,1111225068,14042,0.00%,13681,1916,14.00%,0,0
4,Python 3.11.3,nbody.py 50000,398594682,1.00,0.40,0.56,0.22,0.08,0.20,6.97,2.51,0.00,0.10,1.60,398594682 ns,1039776008,2.621 GHz,2935258940,2.72,396.63 msec,0.995,1039982789,2.622 GHz,37,651567688,8247986,396.70 msec,0.995,1211 C,489887116,2387335,0.49%,0,564505120,8884,8884,0,297398,59894,20.139,1120959179,1307641,0.12%,844193,113908,13.49%,376683,1073935885,215,0.00%,4936,609933,12356.83%,0,0
5,Python 3.11.3,nbody.py 50000,376131816,1.00,0.39,0.54,0.24,0.10,0.11,7.64,2.79,0.00,0.05,1.63,376131816 ns,1019494975,2.722 GHz,2914054700,2.77,374.56 msec,0.996,1019646802,2.722 GHz,18,625257294,7914378,374.61 msec,0.996,1313 C,482130752,1942750,0.40%,0,559432984,8912,8912,0,6492078,1294959,19.947,1061292696,4089435,0.39%,30519,13690,44.86%,135335,1133167165,20,0.00%,2766,31953,1155.21%,0,0
6,Python 3.11.3,nbody.py 50000,394019302,0.99,0.56,0.40,0.23,0.10,0.12,7.59,2.82,0.00,0.06,1.61,394019302 ns,1044759840,2.653 GHz,2936630596,2.66,393.82 msec,1.000,1044686773,2.652 GHz,35,647354638,8195116,393.88 msec,1.000,1229 C,485955909,1886943,0.39%,0,559269009,8897,8897,0,424139,706044,166.465,1068288663,3791477,0.35%,1047342,51215,4.89%,219776,1120134933,1026,0.00%,8949,1379,15.41%,0,0
7,Python 3.11.3,nbody.py 50000,383729501,1.00,0.40,0.57,0.24,0.09,0.12,7.63,2.80,0.00,0.03,1.61,383729501 ns,1024735246,2.676 GHz,2927227442,2.76,382.90 msec,0.998,1024692154,2.676 GHz,21,635053476,8038778,382.95 msec,0.998,1263 C,484252301,2138016,0.44%,0,563199242,8855,8855,0,154603,1121741,725.562,1069230713,3706685,0.35%,1070581,7024,0.66%,62158,1127864940,31,0.00%,209,314,150.24%,0,0
8,Python 3.11.3,nbody.py 50000,377044881,1.00,0.39,0.53,0.23,0.10,0.11,7.22,2.57,0.00,0.07,1.65,377044881 ns,1036072670,2.755 GHz,2964794945,2.75,375.98 msec,0.997,1040081514,2.766 GHz,23,627028329,7937280,376.04 msec,0.997,1301 C,493392019,1873171,0.38%,0,519411535,8917,8917,0,1190034,786994,66.132,985346843,4099311,0.42%,1050986,47930,4.56%,143565,1154611104,51,0.00%,1348,621,46.07%,0,0
9,Python 3.11.3,nbody.py 50000,390905826,1.00,0.46,0.48,0.20,0.08,0.18,7.55,2.78,0.00,0.04,1.60,390905826 ns,902853054,2.312 GHz,2615282646,2.95,390.53 msec,0.999,927114048,2.374 GHz,35,588363570,7544032,390.59 msec,0.999,1187 C,455478251,2419372,0.53%,0,545949807,8877,8877,0,254216,704930,277.296,1071959005,3564876,0.33%,1011287,90657,8.96%,76408,804275163,7,0.00%,23684,52133,220.12%,0,0
10,Python 3.11.3,nbody.py 50000,368327351,1.00,0.39,0.55,0.23,0.10,0.18,7.50,2.73,0.00,0.06,1.67,368327351 ns,1023318641,2.786 GHz,2853011582,2.71,367.34 msec,0.997,1023278274,2.785 GHz,8,614127731,7773520,367.39 msec,0.997,1370 C,481108752,2145441,0.45%,0,534931216,8948,8948,0,6730483,1240023,18.424,1047208078,263390,0.03%,21476,1480,6.89%,80099,1118494383,70,0.00%,3508,334,9.52%,0,0
