test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.10.11,nbody.py 50000,549206200,0.99,0.44,0.51,0.28,0.08,0.03,6.48,2.69,0.00,0.02,1.95,549206200 ns,1873417821,3.423 GHz,5070519058,2.62,547.32 msec,0.997,1870658816,3.418 GHz,12,961886363,12181071,547.36 msec,0.997,938 C,959468596,7583132,0.79%,0,795568079,8624,8624,0,310134,25360,8.177,1677173339,146995,0.01%,10121,222,2.19%,126815,1679124365,262,0.00%,20109,1664,8.27%,0,0
2,Python 3.10.11,nbody.py 50000,583000114,0.99,0.41,0.53,0.27,0.09,0.05,6.39,2.64,0.00,0.05,1.92,583000114 ns,1969897032,3.380 GHz,5087994050,2.52,582.77 msec,1.000,1967670225,3.376 GHz,16,1022207560,12944567,582.81 msec,1.000,876 C,976631320,8222574,0.84%,0,792299699,8610,8610,0,1477656,288698,19.538,1565879912,1558171,0.10%,199180,15266,7.66%,1531505,1600576570,1799,0.00%,87760,2088,2.38%,0,0
3,Python 3.10.11,nbody.py 50000,528469554,0.98,0.46,0.50,0.27,0.09,0.03,6.57,2.69,0.00,0.02,2.05,528469554 ns,1896939384,3.605 GHz,5083239785,2.63,526.15 msec,0.996,1887032805,3.586 GHz,6,916027978,11622401,526.19 msec,0.996,1049 C,958161762,7722053,0.81%,0,797742908,8628,8628,0,230272,93545,40.624,1653291002,178661,0.01%,23584,8424,35.72%,165336,1656029274,7,0.00%,27733,3871,13.96%,0,0
4,Python 3.10.11,nbody.py 50000,572396724,1.00,0.45,0.48,0.25,0.10,0.08,6.51,2.48,0.01,0.41,2.01,572396724 ns,1993519764,3.479 GHz,5086817443,2.48,572.94 msec,1.001,1986411209,3.467 GHz,31,992926757,12579336,572.99 msec,1.001,751 C,961288933,7822806,0.81%,0,790693468,8656,8656,0,294067,78337,26.639,1666799726,330558,0.02%,33803,7076,20.93%,256002,1655238723,503,0.00%,14975,30981,206.88%,0,0
5,Python 3.10.11,nbody.py 50000,534529194,0.99,0.48,0.49,0.24,0.09,0.03,6.58,2.68,0.00,0.02,2.01,534529194 ns,1888707960,3.548 GHz,5062134477,2.60,532.27 msec,0.996,1890677387,3.552 GHz,15,945175872,11974050,532.30 msec,0.996,1028 C,955932826,8098431,0.85%,0,799583180,8616,8616,0,100559,32938,32.755,1665816338,128891,0.01%,11828,2939,24.85%,168803,1666543758,94,0.00%,12837,390486,3041.88%,0,0
6,Python 3.10.11,nbody.py 50000,563167792,0.99,0.48,0.47,0.24,0.08,0.03,6.52,2.60,0.00,0.06,1.93,563167792 ns,1887450998,3.353 GHz,5092878194,2.59,562.93 msec,1.000,1890696223,3.359 GHz,36,976655426,12355495,562.98 msec,1.000,756 C,964728331,6783518,0.70%,0,805490382,8678,8678,0,555010,113437,20.439,1686146872,265687,0.02%,41516,6495,15.64%,245428,1687234765,185,0.00%,35797,2037,5.69%,0,0
7,Python 3.10.11,nbody.py 50000,550633592,0.99,0.40,0.56,0.27,0.10,0.08,6.58,2.68,0.00,0.04,1.98,550633592 ns,1904586098,3.464 GHz,5088164421,2.62,549.76 msec,0.998,1895520094,3.448 GHz,12,965636144,12229284,549.82 msec,0.999,962 C,959460984,7701495,0.80%,0,792791729,8644,8644,0,594464,125829,21.167,1651968915,387880,0.02%,59525,6350,10.67%,416241,1669238552,552,0.00%,30647,12862,41.97%,0,0
8,Python 3.10.11,nbody.py 50000,552110856,0.99,0.41,0.56,0.25,0.09,0.08,6.52,2.62,0.00,0.03,2.06,552110856 ns,1952945775,3.538 GHz,5112065384,2.58,551.90 msec,1.000,1944732146,3.524 GHz,36,953782507,12065197,551.94 msec,1.000,790 C,965414296,8491651,0.88%,0,802118340,8667,8667,0,173367,59092,34.085,1670898558,142859,0.01%,23487,1887,8.03%,326856,1664935579,158,0.00%,29805,553280,1856.33%,0,0
9,Python 3.10.11,nbody.py 50000,549541010,1.00,0.46,0.47,0.29,0.10,0.03,6.52,2.63,0.00,0.04,2.02,549541010 ns,1954406486,3.565 GHz,5143901334,2.58,548.27 msec,0.998,1949357654,3.555 GHz,13,965038285,12216074,548.31 msec,0.998,956 C,966363890,8986277,0.93%,0,807202789,8650,8650,0,128721,18300,14.217,1682459739,267422,0.02%,17661,6522,36.93%,207354,1677388265,344,0.00%,8114,555523,6846.48%,0,0
10,Python 3.10.11,nbody.py 50000,602953704,1.00,0.40,0.56,0.25,0.09,0.08,6.57,2.69,0.00,0.03,1.80,602953704 ns,1901736355,3.155 GHz,5119771408,2.60,602.69 msec,1.000,1898912344,3.151 GHz,31,1056414385,13373455,602.73 msec,1.000,817 C,951650388,8080816,0.85%,0,784081814,8647,8647,0,404800,183864,45.421,1670908944,270303,0.02%,41521,16137,38.86%,365754,1668028374,87,0.00%,17149,645,3.76%,0,0
