test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.4.10,nbody.py 50000,536585315,0.99,0.54,0.43,0.27,0.10,0.05,6.70,2.52,0.00,0.09,1.96,536585315 ns,1839164390,3.435 GHz,4658454383,2.46,535.37 msec,0.998,1832213439,3.422 GHz,16,938115598,11883064,535.42 msec,0.998,977 C,874551141,8493999,0.97%,0,763159814,8693,8693,0,369179,177478,48.074,1635982374,408015,0.02%,31320,21090,67.34%,342786,1628106552,178,0.00%,35818,785973,2194.35%,0,0
2,Python 3.4.10,nbody.py 50000,518958948,0.99,0.47,0.47,0.24,0.09,0.09,6.61,2.63,0.00,0.22,2.02,518958948 ns,1780162387,3.437 GHz,4580329933,2.51,517.88 msec,0.998,1768937323,3.416 GHz,29,871439933,11076058,517.93 msec,0.998,902 C,853978758,7093641,0.83%,0,760252544,8709,8709,0,674850,205096,30.391,1631618409,1251404,0.08%,548768,99516,18.13%,518158,1593911991,511,0.00%,17339,1447,8.35%,0,0
3,Python 3.4.10,nbody.py 50000,494481251,0.99,0.42,0.51,0.28,0.08,0.03,6.82,2.74,0.00,0.12,2.00,494481251 ns,1708923209,3.464 GHz,4642295767,2.63,493.25 msec,0.998,1706476052,3.459 GHz,14,858860703,10842723,493.31 msec,0.998,1031 C,858042350,6340316,0.74%,0,750158476,8715,8715,0,342524,856103,249.940,1571225133,3077071,0.20%,598439,1240,0.21%,133772,1605950561,171,0.00%,35629,725,2.03%,0,0
4,Python 3.4.10,nbody.py 50000,503569057,0.99,0.40,0.54,0.25,0.08,0.10,6.78,2.70,0.00,0.07,2.02,503569057 ns,1737115733,3.448 GHz,4669887755,2.62,503.73 msec,1.000,1736262080,3.447 GHz,39,860240929,10889584,503.78 msec,1.000,809 C,868058525,6845371,0.79%,0,753904876,8710,8710,0,294466,889761,302.161,1576772097,2665357,0.17%,595863,705,0.12%,122095,1620169489,85,0.00%,13139,696,5.30%,0,0
5,Python 3.4.10,nbody.py 50000,486201725,0.97,0.47,0.50,0.25,0.09,0.04,6.79,2.69,0.00,0.08,2.05,486201725 ns,1732984206,3.583 GHz,4649629209,2.62,483.67 msec,0.995,1731351257,3.580 GHz,13,845086569,10667661,483.68 msec,0.995,1116 C,868281523,6849189,0.79%,0,736920891,8744,8744,0,4488453,1075002,23.950,1575715144,565867,0.04%,11546,811,7.02%,208255,1615430770,0,0.00%,20623,66250,321.24%,0,0
6,Python 3.4.10,nbody.py 50000,529779384,0.99,0.41,0.50,0.25,0.09,0.07,6.64,2.66,0.00,0.17,1.96,529779384 ns,1774653089,3.350 GHz,4599312384,2.51,529.75 msec,1.000,1767698118,3.337 GHz,39,907114177,11476961,529.80 msec,1.000,781 C,862517339,6858472,0.80%,0,754527515,8715,8715,0,854871,213401,24.963,1627642148,1401885,0.09%,46169,13024,28.21%,560170,1622419590,9450,0.00%,44010,135112,307.00%,0,0
7,Python 3.4.10,nbody.py 50000,513758560,0.99,0.44,0.51,0.28,0.11,0.03,6.74,2.51,0.00,0.19,2.01,513758560 ns,1801668851,3.522 GHz,4673290330,2.52,511.45 msec,0.996,1795403877,3.510 GHz,10,898398348,11374732,511.50 msec,0.996,1070 C,855584859,9007394,1.05%,0,754408948,8726,8726,0,324504,40811,12.576,1627274656,652439,0.04%,24384,1459,5.98%,246731,1583452038,9125,0.00%,28823,2510,8.71%,0,0
8,Python 3.4.10,nbody.py 50000,500934299,1.00,0.40,0.54,0.26,0.08,0.08,6.80,2.72,0.00,0.12,2.02,500934299 ns,1724839776,3.441 GHz,4636572928,2.62,501.17 msec,1.000,1714833851,3.421 GHz,41,848986663,10765710,501.22 msec,1.001,789 C,864679486,6770878,0.78%,0,756896857,8701,8701,0,2854244,864249,30.279,1582782436,3167502,0.20%,245915,1311,0.53%,189601,1622221206,190,0.00%,10162,579,5.70%,0,0
9,Python 3.4.10,nbody.py 50000,493226350,0.98,0.47,0.50,0.25,0.08,0.03,6.69,2.69,0.00,0.14,2.00,493226350 ns,1723528108,3.509 GHz,4581242502,2.58,491.15 msec,0.996,1719439062,3.501 GHz,12,863248402,10924289,491.17 msec,0.996,1043 C,861787816,6835734,0.79%,0,756792548,8699,8699,0,2000521,852514,42.615,1581251305,3185656,0.20%,353953,680,0.19%,129242,1617167201,249,0.00%,26254,613,2.33%,0,0
10,Python 3.4.10,nbody.py 50000,509924498,0.99,0.40,0.55,0.25,0.09,0.08,6.77,2.70,0.00,0.26,1.99,509924498 ns,1739685489,3.408 GHz,4636504149,2.59,510.39 msec,1.001,1738708455,3.407 GHz,29,871346198,11038056,510.43 msec,1.001,869 C,855461046,6870918,0.80%,0,748252459,8719,8719,0,316269,28415,8.984,1620667073,2186898,0.13%,505558,89797,17.76%,402072,1584057380,281,0.00%,18739,36714,195.92%,0,0
