test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.0.1,nbody.py 50000,405249166,0.98,0.46,0.46,0.23,0.05,0.07,7.69,3.26,0.00,0.03,2.06,405249166 ns,1393037046,3.451 GHz,4371781253,3.05,403.61 msec,0.996,1387089030,3.436 GHz,8,680482994,8611266,403.67 msec,0.996,1183 C,751130389,2243156,0.30%,0,706337034,9010,9010,0,185117,96149,51.940,1417634792,150046,0.01%,29994,19150,63.85%,96013,1421569438,7322,0.00%,33020,7105,21.52%,0,0
2,Python 3.0.1,nbody.py 50000,415249609,0.98,0.35,0.58,0.23,0.09,0.11,7.64,3.21,0.00,0.02,2.04,415249609 ns,1404830742,3.382 GHz,4470946775,3.10,415.36 msec,1.000,1394667005,3.358 GHz,27,688195286,8715217,415.41 msec,1.000,993 C,759208370,2695196,0.36%,0,700092043,9002,9002,0,215122,98413,45.748,1422212642,115029,0.01%,16201,8796,54.29%,118711,1417561485,154,0.00%,57775,48606,84.13%,0,0
3,Python 3.0.1,nbody.py 50000,406431067,0.98,0.35,0.55,0.24,0.10,0.14,7.66,3.27,0.00,0.13,2.05,406431067 ns,1393398290,3.435 GHz,4264367080,3.00,405.60 msec,0.998,1389934648,3.427 GHz,21,682057268,8616175,405.64 msec,0.998,1111 C,752822569,2368077,0.31%,0,708765673,9069,9069,0,133305,17959,13.472,1429413294,228540,0.02%,9360,99,1.06%,67307,1431133994,228,0.00%,25066,4184,16.69%,0,0
4,Python 3.0.1,nbody.py 50000,396815021,0.99,0.35,0.56,0.23,0.08,0.09,7.58,3.22,0.00,0.04,2.12,396815021 ns,1393033119,3.507 GHz,4505548381,3.18,397.14 msec,1.001,1389429006,3.498 GHz,35,655821397,8300389,397.18 msec,1.001,945 C,763995929,2522093,0.33%,0,709093215,9005,9005,0,147028,12526,8.519,1414625376,244526,0.02%,20772,72890,350.91%,322529,1368882385,12904,0.00%,15219,107363,705.45%,0,0
5,Python 3.0.1,nbody.py 50000,440604130,0.99,0.38,0.50,0.21,0.07,0.25,7.41,3.21,0.00,0.02,2.00,440604130 ns,1412819381,3.323 GHz,4650358980,3.21,425.07 msec,0.965,1411077999,3.319 GHz,50,707697542,8954631,425.14 msec,0.965,587 C,791066281,2131208,0.27%,0,698796695,9025,9025,0,276146,21560,7.807,1470871297,114776,0.01%,7300,3665,50.21%,343354,1385626566,987,0.00%,16619,1097,6.60%,0,0
6,Python 3.0.1,nbody.py 50000,426050632,0.96,0.35,0.61,0.21,0.08,0.22,7.41,3.13,0.00,0.04,2.08,426050632 ns,1426243242,3.347 GHz,4560494852,3.10,426.11 msec,1.000,1416239855,3.323 GHz,34,673147331,8562776,426.16 msec,1.000,942 C,776105939,3054611,0.39%,0,713602242,9023,9023,0,393062,177360,45.123,1363174851,767788,0.06%,98133,30419,31.00%,448854,1389229441,1431,0.00%,66137,136943,207.06%,0,0
7,Python 3.0.1,nbody.py 50000,424414473,0.99,0.37,0.57,0.25,0.09,0.12,7.53,3.17,0.00,0.05,2.01,424414473 ns,1398892423,3.302 GHz,4348538944,2.99,423.63 msec,0.998,1397654768,3.299 GHz,22,699256549,8876540,423.67 msec,0.998,1051 C,747927763,2356650,0.32%,0,700178847,9007,9007,0,586805,120175,20.480,1424622067,305037,0.02%,38987,9237,23.69%,229992,1422777757,55541,0.00%,27536,1285,4.67%,0,0
8,Python 3.0.1,nbody.py 50000,423566894,0.98,0.35,0.59,0.23,0.08,0.14,7.55,3.23,0.00,0.04,2.00,423566894 ns,1096274029,2.591 GHz,3516282926,2.81,423.00 msec,0.999,1123111444,2.655 GHz,34,576849575,7397705,423.06 msec,0.999,960 C,646253600,1886295,0.29%,0,618525008,9052,9052,0,465383,97059,20.856,1284815397,295332,0.02%,55049,9610,17.46%,368212,1347074810,2582,0.00%,34634,1039,3.00%,0,0
9,Python 3.0.1,nbody.py 50000,421814087,0.96,0.43,0.48,0.24,0.09,0.07,7.53,3.16,0.00,0.11,2.05,421814087 ns,1440359060,3.424 GHz,4412920867,2.98,420.67 msec,0.997,1425847173,3.389 GHz,22,686953255,8671473,420.73 msec,0.997,1119 C,758538684,2619176,0.35%,0,707340802,9009,9009,0,529572,174975,33.041,1420650841,379577,0.03%,48581,17813,36.67%,203377,1413360550,730,0.00%,45561,5028,11.04%,0,0
10,Python 3.0.1,nbody.py 50000,421262255,0.98,0.41,0.51,0.22,0.10,0.09,7.35,3.12,0.00,0.11,2.08,421262255 ns,1459482868,3.465 GHz,4558271072,3.05,421.17 msec,1.000,1453763827,3.452 GHz,36,692417398,8754508,421.22 msec,1.000,934 C,781360523,2397462,0.31%,0,721412781,9012,9012,0,555054,359453,64.760,1374538981,777501,0.06%,95960,32538,33.91%,490794,1389125678,4185,0.00%,59022,177906,301.42%,0,0
