test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.5.10,nbody.py 50000,511525752,0.98,0.50,0.49,0.23,0.10,0.06,6.69,2.60,0.00,0.11,1.99,511525752 ns,1776641939,3.491 GHz,4613013241,2.52,508.96 msec,0.995,1773642200,3.485 GHz,8,895271010,11349220,508.99 msec,0.995,1037 C,869065913,6100696,0.70%,0,753951471,8819,8819,0,254875,13142,5.156,1576024479,847405,0.05%,12588,88040,699.40%,589246,1529341104,10886,0.00%,37799,756,2.00%,0,0
2,Python 3.5.10,nbody.py 50000,515984324,0.99,0.41,0.54,0.24,0.09,0.09,6.72,2.68,0.00,0.18,1.98,515984324 ns,1751595507,3.394 GHz,4587657304,2.55,516.02 msec,1.000,1748948552,3.389 GHz,33,885558694,11211421,516.06 msec,1.000,805 C,865458735,6732388,0.78%,0,758265678,8796,8796,0,246711,22131,8.970,1589271691,1238201,0.08%,13184,98319,745.74%,555017,1543699208,11165,0.00%,25945,54982,211.92%,0,0
3,Python 3.5.10,nbody.py 50000,505014224,0.98,0.49,0.50,0.22,0.09,0.07,6.09,2.53,0.00,0.12,1.98,505014224 ns,1752349812,3.485 GHz,4616605741,2.55,502.82 msec,0.996,1752155239,3.485 GHz,11,884809804,11207743,502.84 msec,0.996,1123 C,868783636,7407617,0.85%,0,761856348,8819,8819,0,215770,21297,9.870,1596978389,2490217,0.16%,615510,104235,16.93%,689982,1514477860,0,0.00%,26390,2053,7.78%,0,0
4,Python 3.5.10,nbody.py 50000,510135551,0.99,0.40,0.54,0.24,0.08,0.14,6.76,2.69,0.00,0.20,1.99,510135551 ns,1734599041,3.399 GHz,4572724168,2.56,510.31 msec,1.000,1735393571,3.401 GHz,31,875889640,11086545,510.36 msec,1.000,875 C,869149596,6939165,0.80%,0,761866961,8772,8772,0,236837,16051,6.777,1593848700,1070401,0.07%,567119,101232,17.85%,553091,1543726713,242,0.00%,32733,670,2.05%,0,0
5,Python 3.5.10,nbody.py 50000,480582180,0.98,0.48,0.50,0.23,0.08,0.07,6.71,2.65,0.00,0.25,2.07,480582180 ns,1733349046,3.625 GHz,4607787811,2.60,478.17 msec,0.995,1731378788,3.621 GHz,9,839639672,10634237,478.19 msec,0.995,1070 C,869821748,6954395,0.80%,0,738127524,8764,8764,0,5352928,218879,4.089,1599334855,1514193,0.09%,15481,1190,7.69%,367807,1592192402,27,0.00%,16366,558,3.41%,0,0
6,Python 3.5.10,nbody.py 50000,509776856,0.99,0.40,0.56,0.24,0.09,0.17,6.77,2.71,0.00,0.16,2.00,509776856 ns,1738098467,3.410 GHz,4609815967,2.60,509.75 msec,1.000,1733429529,3.400 GHz,43,871936310,11000055,509.80 msec,1.000,854 C,861459698,6672821,0.77%,0,758293074,8768,8768,0,198061,18345,9.262,1592972800,1496232,0.09%,584827,102627,17.55%,615004,1557621570,852,0.00%,28123,53498,190.23%,0,0
7,Python 3.5.10,nbody.py 50000,495764961,0.99,0.39,0.55,0.27,0.11,0.06,6.79,2.70,0.00,0.24,2.00,495764961 ns,1725658325,3.499 GHz,4577210172,2.59,493.17 msec,0.995,1722589104,3.493 GHz,7,865158664,10952790,493.21 msec,0.995,1109 C,862958237,6637451,0.77%,0,752909019,8773,8773,0,205884,15575,7.565,1585067303,3167668,0.20%,583047,96948,16.63%,566449,1575401222,279,0.00%,26429,1425,5.39%,0,0
8,Python 3.5.10,nbody.py 50000,533353709,1.00,0.42,0.50,0.30,0.09,0.09,6.78,2.70,0.00,0.28,2.01,533353709 ns,1845758403,3.459 GHz,4540846507,2.40,533.64 msec,1.001,1832630047,3.434 GHz,34,923239937,11692179,533.69 msec,1.001,824 C,833348385,6510290,0.78%,0,719963161,8792,8792,0,1135421,251397,22.141,1567073615,2655627,0.17%,59192,3969,6.71%,379677,1581350083,229,0.00%,8102,3622,44.71%,0,0
9,Python 3.5.10,nbody.py 50000,488311811,1.00,0.41,0.52,0.28,0.09,0.05,6.77,2.70,0.00,0.14,2.01,488311811 ns,1714148329,3.526 GHz,4613223409,2.61,486.06 msec,0.995,1712103420,3.522 GHz,10,853094746,10798970,486.10 msec,0.995,1040 C,862470470,6839696,0.79%,0,753393179,8767,8767,0,4249875,923892,21.739,1543099942,3494110,0.23%,41811,199,0.48%,348725,1582285419,502,0.00%,19213,663,3.45%,0,0
10,Python 3.5.10,nbody.py 50000,509621623,0.99,0.40,0.54,0.24,0.09,0.07,6.76,2.69,0.00,0.15,1.99,509621623 ns,1740946197,3.414 GHz,4658556505,2.61,509.90 msec,1.001,1732612153,3.398 GHz,30,872980459,11056190,509.95 msec,1.001,865 C,872866894,6748214,0.77%,0,757842561,8781,8781,0,241167,17222,7.141,1580103429,1715480,0.11%,584605,107430,18.38%,572425,1545138122,135,0.00%,18690,891,4.77%,0,0
