version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
Python 3.0.1,binarytrees.py 21,0,1692345596,27461,,,,,,,,,,,,,,,,,,284,1,281,2,0,13.3,4.7,0.0,82.0,0.0,0.0,0.0,0.0,15795.0 MiB,9487.4 MiB,1441.6 MiB,4865.9 MiB,4096.0 MiB,4095.7 MiB,0.2 MiB,13649.5 MiB
