test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,0,1695382572,3050546,nbody_2_origina,0:00.17,6684672,1982464,1802240,100.0,0.0,1.0,6.0,0:00,0,8192,606208,0,196608,0.0,1982464,352,2,300,50,0,16.4,1.5,0.0,82.1,0.0,0.0,0.0,0.0,15794.9 MiB,2675.4 MiB,2961.6 MiB,10157.9 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12051.2 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,1,1695382573,3050546,nbody_2_origina,0:01.34,6684672,1982464,1802240,100.0,0.0,1.0,2.0,0:01,0,8192,606208,0,196608,0.0,1982464,352,2,300,50,0,12.9,0.8,0.0,86.4,0.0,0.0,0.0,0.0,15794.9 MiB,2671.4 MiB,2964.1 MiB,10159.3 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12047.3 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,0,1695383577,3051421,nbody_2_origina,0:00.16,6684672,1986560,1806336,100.0,0.0,1.0,6.0,0:00,0,8192,606208,0,207872,0.0,1986560,332,2,280,50,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3573.2 MiB,2172.4 MiB,10049.3 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12928.9 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,1,1695383578,3051421,nbody_2_origina,0:01.33,6684672,1986560,1806336,93.8,0.0,1.0,2.0,0:01,0,8192,606208,0,207872,0.0,1986560,332,2,280,50,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3572.0 MiB,2181.3 MiB,10041.6 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12927.7 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,2,1695383579,3051421,nbody_2_origina,0:02.51,6684672,1986560,1806336,100.0,0.0,1.0,6.0,0:02,0,8192,606208,0,207872,0.0,1986560,332,2,280,50,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15794.9 MiB,3572.0 MiB,2181.3 MiB,10041.6 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12927.7 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,3,1695383580,3051421,nbody_2_origina,0:03.68,6684672,1986560,1806336,100.0,0.0,1.0,6.0,0:03,0,8192,606208,0,207872,0.0,1986560,333,2,281,50,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,3571.0 MiB,2182.2 MiB,10041.6 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12926.7 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,4,1695383582,3051421,nbody_2_origina,0:04.85,6684672,1986560,1806336,100.0,0.0,1.0,6.0,0:04,0,8192,606208,0,207872,0.0,1986560,333,2,281,50,0,13.1,0.0,0.0,86.9,0.0,0.0,0.0,0.0,15794.9 MiB,3571.5 MiB,2181.8 MiB,10041.6 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12927.2 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,5,1695383583,3051421,nbody_2_origina,0:06.03,6684672,1986560,1806336,100.0,0.0,1.0,6.0,0:06,0,8192,606208,0,207872,0.0,1986560,333,2,281,50,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,3571.0 MiB,2182.2 MiB,10041.6 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12926.7 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,6,1695383584,3051421,nbody_2_origina,0:07.20,6684672,1986560,1806336,100.0,0.0,1.0,6.0,0:07,0,8192,606208,0,207872,0.0,1986560,333,2,281,50,0,12.2,0.8,0.0,86.3,0.8,0.0,0.0,0.0,15794.9 MiB,3571.0 MiB,2182.2 MiB,10041.6 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12926.7 MiB,
1,2018-10-26,nbody_50000000_original,g++-6,nbody_2_original.c 50000000,7,1695383585,3051421,nbody_2_origina,0:08.37,6684672,1986560,1806336,100.0,0.0,1.0,6.0,0:08,0,8192,606208,0,207872,0.0,1986560,333,2,281,50,0,12.8,1.5,0.0,85.7,0.0,0.0,0.0,0.0,15794.9 MiB,3570.5 MiB,2182.7 MiB,10041.6 MiB,4096.0 MiB,3448.0 MiB,648.0 MiB,12926.3 MiB,
