test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.12.0b1,binarytrees.py 21,1.00,0.69,0.35,0.14,0.04,0.47,3.35,1.46,0.01,3.43,1.58,52638047911 ns,854972780300,2.968 GHz,1244704832658,1.46,288103.38 msec,5.473,854863993376,2.967 GHz,63,542589276883,6869715663,288104.16 msec,5.473,2232 C,234759448691,1968691737,0.84%,4,166624298838,2023811,2023811,0,4076244557,1863429993,45.714,419071099707,2833419229,0.68%,225001019,97837445,43.48%,147378723,418033257612,17677886,0.00%,31235021,3633978,11.63%,0,67
2,Python 3.12.0b1,binarytrees.py 21,1.00,0.68,0.35,0.14,0.04,0.47,3.35,1.46,0.01,2.45,1.02,74082154703 ns,851439602292,1.919 GHz,1245850231127,1.46,443794.72 msec,5.991,851443775512,1.919 GHz,69,837375996657,10602055867,443797.43 msec,5.991,1483 C,234496434166,1969270942,0.84%,4,166261634147,2027850,2027850,0,4053122619,1918979103,47.346,418825609660,2838580359,0.68%,226686953,99946925,44.09%,168808399,418719764825,18183681,0.00%,32637476,6127649,18.77%,0,80
3,Python 3.12.0b1,binarytrees.py 21,1.00,0.68,0.35,0.14,0.04,0.47,3.35,1.47,0.01,2.52,1.02,73449952903 ns,848076242572,1.922 GHz,1245951719204,1.47,441249.65 msec,6.007,848011108854,1.922 GHz,41,832748499959,10538765123,441252.25 msec,6.008,1777 C,234008612650,1943576000,0.83%,4,166241018711,2027811,2027811,0,4213443390,1919253946,45.551,418615263517,2903389439,0.69%,232946075,98591256,42.32%,180802343,418413878152,17516823,0.00%,48342097,6257752,12.94%,0,95
4,Python 3.12.0b1,binarytrees.py 21,1.00,0.69,0.35,0.15,0.04,0.46,3.38,1.45,0.01,2.31,1.01,81126649505 ns,858045109525,1.912 GHz,1244671354849,1.45,448874.67 msec,5.533,857993375096,1.911 GHz,721,846407861394,10716183683,448888.05 msec,5.533,1835 C,233829898658,2098495332,0.90%,4,166316929053,2027889,2027889,0,4377896435,2138163487,48.840,418706926413,2925685707,0.70%,256422787,108850307,42.45%,254219713,419026507119,20398945,0.00%,35322285,28463080,80.58%,0,886
5,Python 3.12.0b1,binarytrees.py 21,1.00,0.69,0.35,0.14,0.04,0.47,3.34,1.46,0.01,2.48,1.02,73834577109 ns,853704404556,1.931 GHz,1245453552855,1.46,442109.02 msec,5.988,853793056922,1.931 GHz,64,834380741539,10559042597,442111.83 msec,5.988,1721 C,234180179231,1976654381,0.84%,4,166440215023,2027826,2027826,0,4160400613,1867431929,44.886,418655220893,2848850613,0.68%,227252509,96441940,42.44%,157491747,418518984506,17292302,0.00%,31284366,7291368,23.31%,0,121
6,Python 3.12.0b1,binarytrees.py 21,1.00,0.69,0.35,0.14,0.04,0.47,3.34,1.46,0.01,2.49,1.02,73901207070 ns,853346655858,1.923 GHz,1243771104035,1.46,443667.88 msec,6.004,853745699274,1.924 GHz,48,836869182899,10595641499,443670.97 msec,6.004,1816 C,233641971934,1958356298,0.84%,8,166557776152,2023815,2023815,0,4083230161,1865183907,45.679,418795902867,2889804842,0.69%,227108984,95282823,41.95%,184022551,418564966097,19984812,0.00%,41586249,36758179,88.39%,0,133
7,Python 3.12.0b1,binarytrees.py 21,1.00,0.68,0.35,0.14,0.04,0.47,3.34,1.46,0.01,2.51,1.02,73537545374 ns,851006001816,1.929 GHz,1244694750055,1.46,441150.40 msec,5.999,851080709428,1.929 GHz,48,832510562150,10537873070,441152.96 msec,5.999,1831 C,233962130637,1954672735,0.84%,4,166395993833,2027881,2027881,0,4000378303,1910271147,47.752,418480834174,2894509787,0.69%,218602500,96582581,44.18%,167000908,418486198074,17614430,0.00%,39297580,4320865,11.00%,0,124
8,Python 3.12.0b1,binarytrees.py 21,1.00,0.68,0.35,0.14,0.04,0.47,3.36,1.47,0.01,2.53,1.02,74082244013 ns,849568790589,1.919 GHz,1243338818109,1.46,442822.44 msec,5.977,849835829288,1.919 GHz,74,835932392187,10583622017,442825.00 msec,5.977,1726 C,233024293106,1941178010,0.83%,4,166428733790,2027859,2027859,0,4154074296,1892461322,45.557,418553568742,2925982014,0.70%,229657564,96728209,42.12%,169713618,418292666859,22090378,0.01%,25560979,5620337,21.99%,0,124
9,Python 3.12.0b1,binarytrees.py 21,1.00,0.69,0.35,0.14,0.04,0.47,3.34,1.46,0.01,2.50,1.02,74320879565 ns,856049419740,1.922 GHz,1247557746244,1.46,445406.31 msec,5.993,855973063418,1.922 GHz,74,840371225033,10637256158,445408.79 msec,5.993,1723 C,234828137671,1941388456,0.83%,4,166361437695,2027843,2027843,0,4159889556,1919634303,46.146,418538303439,2901987281,0.69%,232809156,100153297,43.02%,196082977,418352855124,17094869,0.00%,28608310,4280701,14.96%,0,62
10,Python 3.12.0b1,binarytrees.py 21,1.00,0.69,0.35,0.14,0.04,0.47,3.33,1.45,0.01,3.24,1.02,74277679411 ns,858106339364,1.926 GHz,1244643483116,1.45,445589.65 msec,5.999,858278206914,1.926 GHz,37,841363509391,10651912561,445592.41 msec,5.999,1809 C,233521955324,2001411168,0.86%,4,166403910803,2023833,2023833,0,4115286110,1880154686,45.687,418306580410,3757700585,0.90%,238719037,97736170,40.94%,164046972,418677202920,20118901,0.00%,42032656,35078537,83.46%,0,130
