version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
11.0.19,fasta.java 25000000 > test_fasta.txt,0,1690982887,432833,java,0:00.13,6807184,41120,26676,81.2,0.3,296,4,279,13,0,12.8,8.8,0.0,77.6,0.8,0.0,0.0,0.0,15795.0 MiB,7293.9 MiB,1810.5 MiB,6690.7 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13274.4 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,1,1690982888,432833,java,0:00.41,6807184,41120,26676,37.5,0.3,296,2,281,13,0,8.8,12.8,0.0,78.4,0.0,0.0,0.0,0.0,15795.0 MiB,7291.4 MiB,1813.0 MiB,6690.6 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13272.0 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,2,1690982889,432833,java,0:00.67,6807184,41120,26676,26.7,0.3,296,2,281,13,0,9.8,7.3,0.0,82.9,0.0,0.0,0.0,0.0,15795.0 MiB,7291.6 MiB,1812.5 MiB,6690.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13272.5 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,3,1690982890,432833,java,0:01.03,6807184,41752,27044,31.2,0.3,296,2,281,13,0,11.5,4.1,0.0,84.4,0.0,0.0,0.0,0.0,15795.0 MiB,7291.7 MiB,1812.2 MiB,6691.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13272.8 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,4,1690982891,432833,java,0:01.40,6807184,41752,27044,40.0,0.3,296,2,281,13,0,11.2,5.6,0.0,83.2,0.0,0.0,0.0,0.0,15795.0 MiB,7291.2 MiB,1812.9 MiB,6690.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13271.9 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,5,1690982892,432833,java,0:01.78,6807184,41468,27044,43.8,0.3,296,2,281,13,0,11.8,6.3,0.0,81.9,0.0,0.0,0.0,0.0,15795.0 MiB,7291.4 MiB,1812.6 MiB,6691.0 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13272.3 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,6,1690982893,432833,java,0:02.13,6807184,41468,27044,33.3,0.3,296,1,282,13,0,12.1,4.0,0.0,83.9,0.0,0.0,0.0,0.0,15795.0 MiB,7290.7 MiB,1813.3 MiB,6691.0 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13271.5 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,7,1690982895,432833,java,0:02.50,6807184,41468,27044,31.2,0.3,296,3,280,13,0,11.8,4.7,0.0,83.5,0.0,0.0,0.0,0.0,15795.0 MiB,7289.9 MiB,1814.0 MiB,6691.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13270.9 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,8,1690982896,432833,java,0:02.91,6807184,42952,27044,37.5,0.3,296,2,281,13,0,12.7,4.8,0.0,82.5,0.0,0.0,0.0,0.0,15795.0 MiB,7289.4 MiB,1814.4 MiB,6691.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13270.4 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,9,1690982897,432833,java,0:03.25,6807184,42952,27044,20.0,0.3,296,2,281,13,0,13.0,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,7287.2 MiB,1816.6 MiB,6691.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13268.2 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,10,1690982898,432833,java,0:03.62,6807184,42952,27044,37.5,0.3,296,2,281,13,0,12.2,4.1,0.0,83.7,0.0,0.0,0.0,0.0,15795.0 MiB,7287.7 MiB,1816.5 MiB,6690.7 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13268.3 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,11,1690982899,432833,java,0:03.97,6807184,42952,27044,26.7,0.3,296,2,281,13,0,11.7,5.5,0.0,82.8,0.0,0.0,0.0,0.0,15795.0 MiB,7287.0 MiB,1817.2 MiB,6690.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13267.9 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,12,1690982900,432833,java,0:04.34,6807184,42952,27044,37.5,0.3,296,2,281,13,0,10.9,8.6,0.0,80.5,0.0,0.0,0.0,0.0,15795.0 MiB,7287.0 MiB,1817.1 MiB,6690.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13267.7 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,13,1690982902,432833,java,0:04.69,6807184,42952,27044,26.7,0.3,296,2,281,13,0,10.9,5.5,0.0,83.6,0.0,0.0,0.0,0.0,15795.0 MiB,7286.5 MiB,1817.5 MiB,6691.0 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13267.4 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,14,1690982903,432833,java,0:05.06,6807184,42952,27044,37.5,0.3,296,2,281,13,0,12.9,4.0,0.0,83.1,0.0,0.0,0.0,0.0,15795.0 MiB,7286.5 MiB,1817.6 MiB,6690.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13267.2 MiB
11.0.19,fasta.java 25000000 > test_fasta.txt,15,1690982904,432833,java,0:05.40,6807184,42952,27044,40.0,0.3,296,2,281,13,0,11.1,7.1,0.0,81.7,0.0,0.0,0.0,0.0,15795.0 MiB,7286.0 MiB,1818.0 MiB,6690.9 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,13266.8 MiB
