version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
g++-4.4 4.4.7,binaryTrees_2.c 21,13.3462,1102.8,1690816226.300643,0.00,0.00,515.40,12.73,4048.20,1896.00,2.67,15952.80,0.00,25.10,209.90,176.10,135.60,504.50,0.90,2625.80,814.60,7959.80,0.00,0.08,0.04,0.02,0.33,0.00,5.73,3.61,77.34,13.61,0.03,0.49,73.14,85.20,85.50,98.06,400.00,300.00,101.92,99.22,1.61,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.12,199.95,0.26,11.26,0.00,0.00
g++-4.6 4.6.4,binaryTrees_2.c 21,13.1286,1136.2,1690816745.492557,0.00,0.00,514.30,12.76,4030.60,1896.00,2.67,17008.30,0.00,23.10,248.00,204.50,154.70,546.70,0.90,2721.10,857.50,8617.90,0.00,0.09,0.05,0.03,0.35,0.00,6.02,3.83,76.77,13.71,0.03,0.52,72.98,85.10,85.80,98.02,400.00,300.00,102.08,99.19,1.66,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231.28,196.65,0.27,11.11,0.00,0.00
g++-4.7 4.7.4,binaryTrees_2.c 21,13.1309,1121.2,1690817264.461754,0.00,0.00,514.70,12.77,4031.40,1896.00,2.69,13650.10,0.00,29.80,223.10,163.00,133.40,461.90,1.70,2323.20,488.20,6550.10,0.00,0.10,0.04,0.02,0.29,0.00,5.46,3.01,78.21,13.56,0.02,0.43,73.22,86.50,86.50,97.93,400.00,300.00,102.09,99.32,1.66,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231.98,197.27,0.27,11.14,0.00,0.00
g++-4.8 4.8.5,binaryTrees_2.c 21,13.3457,1085.3,1690817785.551476,0.00,0.00,512.70,12.73,4028.50,1896.00,2.63,15816.80,0.00,30.80,178.70,138.50,131.50,532.70,1.50,2624.70,763.70,7886.00,0.00,0.07,0.03,0.02,0.35,0.00,5.73,3.57,77.39,13.53,0.02,0.46,73.26,86.20,86.60,98.05,400.00,300.00,101.75,99.22,1.62,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,234.39,199.15,0.26,11.28,0.00,0.00
g++-4.9 4.9.3,binaryTrees_2.c 21,13.2296,1152.6,1690818305.716439,0.00,0.00,512.10,12.77,4009.80,1896.00,2.66,15154.70,0.00,32.10,235.30,198.40,151.90,504.10,1.40,2535.80,609.90,7627.40,0.00,0.07,0.04,0.03,0.32,0.00,5.70,3.28,77.69,13.49,0.03,0.47,73.25,86.80,87.40,97.98,400.00,300.00,101.91,99.27,1.64,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.67,198.67,0.27,11.22,0.00,0.00
g++-5 5.5.0,binaryTrees_2.c 21,13.0786,1106.1,1690818824.173088,0.00,0.00,512.30,12.74,4018.40,1896.00,2.69,15015.90,0.00,15.90,148.10,123.70,125.10,475.80,1.70,2483.90,639.90,7620.50,0.00,0.06,0.03,0.02,0.32,0.00,5.54,3.30,77.87,13.53,0.02,0.46,73.24,86.10,86.70,98.03,400.00,300.00,101.89,99.25,1.61,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.70,196.14,0.26,11.09,0.00,0.00
g++-6 6.5.0,binaryTrees_2.c 21,13.5017,1125.7,1690819345.695688,0.00,0.00,514.70,12.74,4039.70,1896.00,2.65,14678.20,0.00,17.60,168.10,188.70,142.50,524.90,0.70,2470.90,563.10,7258.50,0.00,0.06,0.06,0.03,0.32,0.00,5.38,2.90,78.42,13.52,0.03,0.48,73.22,85.90,86.60,98.02,400.00,300.00,101.89,99.29,1.59,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.02,202.40,0.26,11.34,0.00,0.00
g++-7 7.5.0,binaryTrees_2.c 21,13.4119,1112.5,1690819867.946145,0.00,0.00,514.30,12.75,4033.90,1896.00,2.67,16101.00,0.00,26.40,214.50,161.90,142.90,521.10,1.10,2515.30,745.30,8166.50,0.00,0.11,0.03,0.02,0.34,0.00,5.40,3.46,77.78,13.63,0.03,0.51,73.09,85.40,86.10,98.06,400.00,310.00,101.87,99.22,1.60,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.07,200.70,0.26,11.29,0.00,0.00
g++-8 ,binaryTrees_2.c 21,14.0215,1089.6,1690820396.240036,0.00,0.00,514.90,12.75,4038.70,1896.00,2.67,16071.70,0.00,27.10,286.20,231.60,131.70,494.60,0.90,2473.10,650.90,8088.80,0.00,0.10,0.04,0.03,0.31,0.00,5.21,3.17,78.28,13.61,0.03,0.48,73.13,86.70,86.70,98.00,400.00,300.00,101.91,99.26,1.57,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.49,210.58,0.27,11.69,0.00,0.00
g++-9 9.5.0,binaryTrees_2.c 21,14.0906,1092.4,1690820925.767305,0.00,0.00,513.20,12.75,4024.50,1896.00,2.68,17292.60,0.00,30.20,189.10,183.00,199.00,525.40,0.30,2776.60,776.50,8956.60,0.00,0.08,0.04,0.02,0.32,0.00,5.70,3.21,77.77,13.57,0.03,0.48,73.18,87.20,87.30,98.04,400.00,300.00,101.82,99.21,1.59,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.72,210.60,0.27,11.74,0.00,0.00
