version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
g++-4.4 4.4.7,nbody_2.c 5000000,1,0.42,0.7,0.1,0.04,0.15,6.97,2.39,0,0,2.16,7474893195 ns,30436443850,4.073 GHz,72835475857,2.39,7473.50 msec,1,30449327123,4.074 GHz,1,14124296096,178807248,7473.51 msec,1,10 C,8505881031,25833997,0.30%,0,17447415410,136,136,0,821491,110366,13.435,26402978607,387773,0.00%,61162,7038,11.51%,1098970,26447874789,1424,0.00%,23272,12457,53.53%,0,0
g++-4.6 4.6.4,nbody_2.c 5000000,1,0.42,0.66,0.08,0.05,0.2,6.74,2.4,0,0,2.16,7429139168 ns,30287309371,4.078 GHz,72595817238,2.4,7427.40 msec,1,30277122254,4.076 GHz,5,14032864849,177602969,7427.44 msec,1,15 C,8444508640,25050263,0.30%,0,17388675705,139,139,0,986996,74261,7.524,26395893333,363951,0.00%,52739,2986,5.66%,1000090,26407627819,127667,0.00%,332944,12272,3.69%,0,0
g++-4.7 4.7.4,nbody_2.c 5000000,0.99,0.44,0.64,0.11,0.04,0.22,6.37,2.28,0,0.01,2.13,7977827220 ns,31973603043,4.009 GHz,72801351012,2.28,7975.26 msec,1,31956330293,4.007 GHz,6,15008474345,190025369,7975.27 msec,1,10 C,8634047330,25710194,0.30%,0,17615857847,137,137,0,3507198,871030,24.835,26655258973,1842998,0.01%,228929,79053,34.53%,3055600,26421880173,59609,0.00%,81729,12995,15.90%,0,0
g++-4.8 4.8.5,nbody_2.c 5000000,1,0.44,0.63,0.11,0.05,0.21,6.57,2.23,0.01,0,2.16,7514605173 ns,30618715681,4.075 GHz,69094801344,2.26,7513.13 msec,1,30593217235,4.072 GHz,3,14191160290,179654728,7513.16 msec,1,14 C,8598452406,25461319,0.30%,0,16698962684,138,138,0,787472,226118,28.714,25676323160,330792,0.00%,63278,9595,15.16%,1362581,25562461412,2628638,0.01%,1664231,10513,0.63%,0,0
g++-4.9 4.9.3,nbody_2.c 5000000,1,0.44,0.63,0.13,0.04,0.19,6.45,2.26,0,0,2.16,7675185778 ns,31289613644,4.077 GHz,70854775059,2.26,7674.18 msec,1,31277781600,4.076 GHz,4,14504324135,183609033,7674.19 msec,1,13 C,8726570584,25058458,0.29%,0,16991963402,140,140,0,637643,113405,17.785,25948988573,406517,0.00%,68070,6027,8.85%,1215076,25942340411,7372,0.00%,368944,15595,4.23%,0,0
g++-5 5.5.0,nbody_2.c 5000000,1,0.43,0.65,0.11,0.04,0.2,6.54,2.31,0,0,2.16,7489199367 ns,30514518515,4.075 GHz,70419312894,2.31,7488.08 msec,1,30523705542,4.076 GHz,2,14154885004,179215000,7488.07 msec,1,15 C,9115827607,25395352,0.28%,0,16999570070,139,139,0,596275,83801,14.054,25932685008,346575,0.00%,41811,4532,10.84%,904584,25925834501,45857,0.00%,307472,10884,3.54%,0,0
g++-6 6.5.0,nbody_2.c 5000000,1,0.43,0.65,0.11,0.04,0.2,6.63,2.33,0,0,2.16,7373901326 ns,30040586793,4.074 GHz,69636021504,2.32,7373.16 msec,1,30042000227,4.075 GHz,1,13943054401,176486826,7373.16 msec,1,14 C,9041199536,25371727,0.28%,0,16775869108,137,137,0,523830,77956,14.882,25753370040,318160,0.00%,41708,6256,15.00%,926528,25790541395,537448,0.00%,729109,11443,1.57%,0,0
g++-7 7.5.0,nbody_2.c 5000000,1,0.43,0.65,0.1,0.05,0.2,6.63,2.3,0,0,2.16,7452623025 ns,30378401260,4.077 GHz,70021538588,2.31,7450.88 msec,1,30385527420,4.078 GHz,1,14088561986,178325305,7450.89 msec,1,14 C,9046348182,25525007,0.28%,0,16978673093,136,136,0,636447,73343,11.524,25938515858,339487,0.00%,59945,5402,9.01%,1042024,25923878934,9524,0.00%,45033,16286,36.16%,0,0
g++-8 ,nbody_2.c 5000000,1,0.44,0.64,0.11,0.04,0.21,6.61,2.26,0.01,0,2.16,7504474235 ns,30554581660,4.072 GHz,69777592614,2.29,7503.46 msec,1,30557658898,4.072 GHz,1,14164469315,179321608,7503.51 msec,1,15 C,9004842719,25226647,0.28%,0,16882085503,136,136,0,672033,76580,11.395,25864836192,325059,0.00%,32889,5119,15.56%,783837,25867914425,14937,0.00%,930411,13888,1.49%,0,0
g++-9 9.5.0,nbody_2.c 5000000,1,0.43,0.66,0.1,0.04,0.2,6.5,2.34,0,0,2.16,8141317098 ns,33136574860,4.071 GHz,77667425699,2.34,8139.72 msec,1,33152291988,4.073 GHz,1,15377938470,194685963,8139.69 msec,1,11 C,9826638582,25331148,0.26%,0,18265320414,136,136,0,1086402,225823,20.786,27310905531,478418,0.00%,60184,8798,14.62%,1206732,27295858377,106190,0.00%,486426,15100,3.10%,0,0
g++-10 10.5.0,nbody_2.c 5000000,1,0.44,0.63,0.11,0.04,0.22,6.38,2.26,0,0,2.16,8689626601 ns,35420437690,4.077 GHz,80018286098,2.26,8688.70 msec,1,35407057947,4.075 GHz,4,16424566416,207882640,8688.70 msec,1,15 C,10206877799,25230700,0.25%,0,18542994595,136,136,0,499678,74628,14.935,27997472906,354863,0.00%,36385,5710,15.69%,1273027,27992917661,1268656,0.00%,612863,24400,3.98%,0,0
g++-11 11.4.0,nbody_2.c 5000000,1,0.45,0.62,0.12,0.04,0.22,6.29,2.23,0,0,2.16,8796065284 ns,35832447469,4.074 GHz,79839708813,2.23,8795.19 msec,1,35825950286,4.073 GHz,4,16614060461,210348520,8795.19 msec,1,11 C,9839055287,25209975,0.26%,0,18527595340,138,138,0,1000007,105748,10.575,27989860999,438318,0.00%,62898,7711,12.26%,1370659,27995394870,685117,0.00%,1429495,22639,1.58%,0,0
g++-12 12.3.0,nbody_2.c 5000000,1,0.45,0.62,0.13,0.04,0.21,6.23,2.2,0,0,2.16,8855699753 ns,36077985614,4.074 GHz,79392983472,2.2,8854.76 msec,1,36082734057,4.075 GHz,4,16729763687,211807451,8854.77 msec,1,15 C,9834063042,30106304,0.31%,0,18522236985,140,140,0,563990,73304,12.997,27971500617,345494,0.00%,36533,3632,9.94%,1089090,27985932527,2320643,0.01%,1210801,14640,1.21%,0,0
g++-13 13.1.0,nbody_2.c 5000000,1,0.43,0.64,0.1,0.04,0.21,6.45,2.32,0.01,0,2.16,7848092575 ns,32031625376,4.082 GHz,75367911197,2.35,7847.44 msec,1,32027147441,4.081 GHz,2,14843261277,187848680,7847.45 msec,1,13 C,8832651274,25183108,0.29%,0,17384068155,135,135,0,526442,106132,20.16,26858346354,339560,0.00%,54464,5013,9.20%,1127070,26779043581,4251,0.00%,39469,10869,27.54%,0,0
