path,version,release_date,time_elapsed,Pkg_J,Cor_J,RAM_J,GFX_J,Avg_MHz,Busy%,IPC,IRQ,POLL,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,Totl%C0,Any%C0,GFX%C0,CPUGFX%,time_elapsed_sec,CPU_Utilization,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend,CPI,ILP,IPC_perf,cycles,freq_cycles_GHz,instructions,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,cycles,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,SWAP,CODE,DATA,nMaj,nDRT,USED
binaryTrees_v2_21_original,g++-10,2023-07-07,18.4979225,314.925,268.0,14.49,0.22,502.0,12.71,2.46,23036.0,37.5,0.07500000000000001,0.045,0.02,0.355,0.0,5.79,4.640000000000001,76.265,13.64,0.02,0.555,73.08000000000001,86.0,86.0,98.53999999999999,101.6,99.15,0.985,0.975,18.225057452999998,0.995,0.62,0.2,0.03,0.15,289406277946.0,57881255589.2,179642847703.47998,8682188338.380001,43392861096.6,0.4,6.6,2.495,72351569486.5,3.9755000000000003,180818717647.5,0.005,2.14,2.11,72351569486.5,180818717647.5,2.5,18223.25,1.0,72353845388.0,3.976,3.5,34315631113.0,434347181.0,18223.275,1.0,12.5,39099142419.5,55053199.5,0.0,30268850249.5,65663.0,65663.0,0.0,803701566.5,299446344.5,36.939,52302287779.0,609997397.0,98060901.5,39036253.0,4042170.5,52248477680.0,3652965.5,86031.5,352399.0,9.54,274923520.0,271532032.0,3039232.0,100.0,1.6,1.0,1.0,0.0,4096.0,268849152.0,0.0,0.0,271532032.0
binaryTrees_v2_21_original,g++-11,2023-05-29,18.450332500000002,318.19,270.3,14.42,0.215,504.5,12.705,2.4450000000000003,21236.0,33.0,0.055,0.045,0.015,0.32,0.0,5.529999999999999,3.9050000000000002,76.83,13.475,0.02,0.48,73.32,86.0,86.5,98.64,101.545,99.21000000000001,0.98,0.97,18.921114189500003,0.995,0.62,0.21,0.03,0.14,290604845334.0,61027017520.14,180354606913.59998,8708509888.98,40671450346.8,0.4,6.57,2.49,72651211333.5,3.842,180362669890.0,0.0,2.075,2.05,72651211333.5,180362669890.0,2.4850000000000003,18917.42,1.0,72632152082.5,3.842,10.5,35451239683.5,448751641.5,18917.44,1.0,11.0,39077428842.5,55129048.0,0.0,30283215979.5,65663.5,65663.5,0.0,800160332.5,301757245.5,37.692,52366500883.0,610948954.0,98887637.5,37860583.5,4185979.5,52436329353.0,4491313.5,135858.0,1549885.0,9.53,274923520.0,271568896.0,3043328.0,100.0,1.6,1.0,3.0,0.0,4096.0,268849152.0,0.0,0.0,271568896.0
binaryTrees_v2_21_original,g++-12,2023-05-08,18.765248,315.76,267.975,14.765,0.22,504.5,12.71,2.425,16240.5,18.5,0.060000000000000005,0.04,0.02,0.21500000000000002,0.0,4.484999999999999,1.65,80.425,13.395,0.02,0.335,73.53999999999999,86.0,87.0,98.525,101.66,99.425,0.99,0.985,18.899015357499998,0.995,0.61,0.2,0.03,0.15,294375554252.0,58875110850.40001,181049254140.47998,8831266627.560001,44156333137.8,0.41,6.58,2.475,73593888563.0,3.885,180910237878.5,0.005,2.8499999999999996,2.07,73593888563.0,180910237878.5,2.465,18895.989999999998,1.0,73610369052.5,3.8855,7.5,35468613032.0,448997218.5,18896.04,1.0,15.5,39591097670.0,60205204.0,0.0,30289056402.5,65663.5,65663.5,0.0,943750751.0,304612357.5,31.896,52311072483.0,842619848.5,107622236.0,41407849.0,3843758.0,52492900760.5,4749631.0,105793.5,408587.5,9.55,274923520.0,271544320.0,3014656.0,100.0,1.6,1.0,5.0,0.0,0.0,268849152.0,0.0,0.0,271544320.0
binaryTrees_v2_21_original,g++-13,2023-04-26,18.638015,312.83,265.42499999999995,14.695,0.22,501.5,12.72,2.46,16746.5,25.5,0.07,0.04,0.02,0.245,0.0,5.0,1.5099999999999998,80.32,13.25,0.02,0.355,73.595,84.0,84.5,98.59,101.685,99.61,0.975,0.965,19.109991203,0.99,0.62,0.2,0.03,0.14,290420755510.0,58153644754.0,181537741204.12,8723046713.1,40707551327.8,0.4,6.65,2.51,72605188877.5,3.8049999999999997,181190337900.5,0.0,2.84,2.03,72605188877.5,181190337900.5,2.5,19105.715,1.0,72620927713.5,3.8045,5.0,35845336216.5,453838944.0,19105.735,1.0,14.5,39590343727.5,61658272.0,0.0,30055425913.5,65664.5,65664.5,0.0,943221892.0,303544517.5,32.566500000000005,52329402993.0,841537886.5,107624019.0,41542503.0,3875177.0,52254269579.5,4567128.0,150256.0,495602.0,9.54,274923520.0,271593472.0,3063808.0,100.0,1.6,1.0,5.0,0.0,4096.0,268849152.0,0.0,0.0,271593472.0
binaryTrees_v2_21_original_O3flag,g++-4.4,2012-03-13,14.192828,247.22500000000002,209.885,11.905000000000001,0.185,514.5,12.71,2.5149999999999997,18118.5,30.5,0.07,0.04,0.02,0.405,0.0,6.54,4.3149999999999995,76.005,13.645,0.02,0.59,73.02,90.5,90.5,98.56,101.69,99.225,1.0950000000000002,1.07,14.1319658875,0.99,0.6,0.2,0.02,0.18,226416072582.0,45283214516.4,136064128322.4,4528321451.639999,40754893064.759995,0.39,6.63,2.5949999999999998,56604018145.5,4.015000000000001,146777578411.0,0.01,2.715,2.13,56604018145.5,146777578411.0,2.59,14130.349999999999,1.0,56587741463.5,4.015,5.5,26639386930.5,337211645.0,14130.35,1.0,8.0,33189170574.5,39117763.0,0.0,22731057461.5,65664.0,65664.0,0.0,793301243.5,297074835.5,37.306,41345312671.5,610089182.5,105754452.5,44869715.0,3254120.5,41255897958.0,3425747.0,2911118.5,325167.5,7.18,274927616.0,271564800.0,3039232.0,100.0,1.6,1.0,3.0,0.0,8192.0,268849152.0,0.0,0.0,271564800.0
binaryTrees_v2_21_original_O3flag,g++-4.6,2013-04-12,13.981361,237.32999999999998,201.39,11.55,0.18,508.5,12.695,2.535,27497.5,27.5,0.14500000000000002,0.035,0.02,0.43,0.0,6.745,6.25,73.345,14.11,0.03,0.675,72.455,90.5,92.5,98.695,101.67,99.03999999999999,1.07,1.04,13.8373002,0.99,0.6,0.2,0.02,0.18,221785244338.0,44357048867.600006,133172034278.4,4435704886.76,39899393094.96,0.39,6.675,2.6,55446311084.5,4.0085,143815286909.0,0.01,2.77,2.135,55446311084.5,143815286909.0,2.6,13835.685000000001,1.0,55450295685.0,4.007999999999999,3.5,25988291840.0,329023874.0,13835.695,1.0,10.0,32683834697.0,48869860.0,0.0,21978933519.0,65664.0,65664.0,0.0,801691023.0,299990444.0,37.539500000000004,40433509933.0,610405088.0,109809380.5,45506234.0,3046128.0,40244820334.0,4218714.0,334383.5,165244.0,7.19,274927616.0,271556608.0,3022848.0,100.0,1.6,1.0,4.0,0.0,0.0,268849152.0,0.0,0.0,271556608.0
binaryTrees_v2_21_original_O3flag,g++-4.7,2014-06-12,13.907652500000001,243.0,206.85500000000002,11.49,0.18,513.5,12.684999999999999,2.55,16262.5,42.0,0.055,0.04,0.02,0.35,0.0,5.645,3.285,77.59,13.465,0.02,0.525,73.33500000000001,90.0,90.0,98.55000000000001,101.465,99.305,1.065,1.0350000000000001,13.972838304,0.99,0.61,0.2,0.02,0.17,222807214814.0,44679151609.600006,135720017222.32,4456144296.28,37877226518.380005,0.39,6.655,2.6,55701803703.5,3.983,145280385773.0,0.01,2.7800000000000002,2.13,55701803703.5,145280385773.0,2.6,13971.27,1.0,55700494378.5,3.982,3.0,26160669871.0,331192262.5,13971.295,1.0,8.5,33004819452.0,47625158.0,0.0,22450168863.0,65665.0,65665.0,0.0,780520648.5,294985571.5,37.247,40794993923.0,611535985.0,103269315.5,43557167.5,3257599.0,40713914217.0,3953249.5,871210.0,362639.5,7.18,274927616.0,271564800.0,3051520.0,100.0,1.6,1.0,2.0,0.0,8192.0,268849152.0,0.0,0.0,271564800.0
binaryTrees_v2_21_original_O3flag,g++-4.8,2015-06-23,14.0833435,247.16,210.35000000000002,11.59,0.18,513.5,12.695,2.495,15082.5,47.5,0.060000000000000005,0.04,0.02,0.27,0.0,5.495,2.94,78.245,13.405000000000001,0.02,0.38,73.45500000000001,88.5,90.0,98.585,101.62,99.315,1.0750000000000002,1.05,14.156364303499998,0.99,0.59,0.21,0.02,0.175,225426561986.0,47354140207.5,133029228533.0,4509465374.0,39433228800.32,0.395,6.57,2.5549999999999997,56356640496.5,3.9755000000000003,143397311441.5,0.01,2.7199999999999998,2.12,56356640496.5,143397311441.5,2.545,14153.425,1.0,56357445273.0,3.9764999999999997,7.0,26546685778.5,336029118.0,14153.474999999999,1.0,8.0,32833270960.5,69542584.5,0.0,21687828518.0,65664.0,65664.0,0.0,788874496.5,293291581.0,36.7875,40323508698.5,611072968.0,108308014.5,45501829.0,3553460.0,40263077360.5,3306609.0,441051.5,357401.5,7.19,274927616.0,271556608.0,3022848.0,100.0,1.6,1.0,3.0,0.0,8192.0,268849152.0,0.0,0.0,271556608.0
binaryTrees_v2_21_original_O3flag,g++-4.9,2015-06-26,14.140257,237.575,201.125,11.555,0.175,503.0,12.72,2.535,20623.0,19.0,0.05,0.04,0.03,0.385,0.0,6.6,4.755,74.845,13.765,0.02,0.565,72.935,90.0,90.0,98.63499999999999,101.64500000000001,99.11,1.05,1.03,13.848725237,0.99,0.6,0.21,0.02,0.17,222090400866.0,46138438499.16,133254240519.6,4441808017.32,37755368147.22,0.39,6.64,2.57,55522600216.5,4.004,143889023805.0,0.01,2.725,2.125,55522600216.5,143889023805.0,2.59,13847.07,1.0,55507821508.5,4.0025,7.0,26041311742.5,329731269.0,13847.07,1.0,9.0,32808655140.5,61664279.0,0.0,21904732641.0,65664.0,65664.0,0.0,802432529.5,293737308.0,37.198,40304633815.0,611496175.0,106638803.5,43033411.5,3356690.0,40278762024.0,3487885.0,257578.5,508578.5,7.19,274927616.0,271597568.0,3072000.0,100.0,1.6,1.0,3.0,0.0,8192.0,268849152.0,0.0,0.0,271597568.0
binaryTrees_v2_21_original_O3flag,g++-5,2017-10-10,13.779429,242.485,206.725,11.344999999999999,0.18,511.5,12.684999999999999,2.54,15879.5,23.0,0.055,0.035,0.015,0.33499999999999996,0.0,5.46,3.8449999999999998,77.295,13.5,0.02,0.495,73.245,91.0,91.0,98.545,101.53,99.24,1.065,1.0350000000000001,13.8402331705,0.99,0.6,0.21,0.02,0.175,221129967626.0,46283388592.14,133198901403.4,4422599352.52,38650690181.68,0.39,6.645,2.6,55282491906.5,4.0065,143565134815.0,0.0,2.79,2.125,55282491906.5,143565134815.0,2.6,13838.720000000001,1.0,55258102819.5,4.0075,6.5,26039206148.0,329634637.5,13838.735,1.0,8.0,32744821316.5,52757340.5,0.0,22040830433.5,65664.0,65664.0,0.0,796191506.0,300118306.5,37.376999999999995,40301521395.0,617443110.0,108988849.0,45080369.0,3280451.5,40278396144.0,3424404.5,125693.0,12583789.5,7.19,274931712.0,271560704.0,3055616.0,100.0,1.6,1.0,3.0,0.0,12288.0,268849152.0,0.0,0.0,271560704.0
binaryTrees_v2_21_original_O3flag,g++-6,2018-10-26,14.252214,248.865,212.155,11.68,0.185,511.5,12.67,2.52,17968.5,45.5,0.05,0.03,0.02,0.385,0.0,5.755,4.345,76.75,13.635,0.03,0.6000000000000001,73.065,90.5,90.5,98.59,101.625,99.15,1.065,1.04,14.333247635,0.99,0.6,0.21,0.02,0.17,228334576180.0,48064735331.34,137000745708.0,4566691523.6,38816877950.600006,0.39,6.56,2.565,57083644045.0,4.0035,146915105649.0,0.01,2.685,2.13,57083644045.0,146915105649.0,2.5700000000000003,14331.44,1.0,57077719528.5,4.0024999999999995,3.0,27005789558.5,341856185.0,14331.455,1.0,7.5,33967465205.5,68792039.0,0.0,22024487438.5,65664.0,65664.0,0.0,786743902.0,289357436.5,36.3805,41026284876.5,606229613.5,107504608.5,43693682.0,3605486.5,40989746269.5,3556362.5,176544.0,16353908.0,7.19,274931712.0,271581184.0,3065856.0,100.0,1.6,1.0,4.0,0.0,12288.0,268849152.0,0.0,0.0,271581184.0
binaryTrees_v2_21_original_O3flag,g++-7,2019-11-14,13.9861145,247.20999999999998,210.125,11.5,0.18,516.0,12.69,2.55,14316.0,22.5,0.05,0.035,0.02,0.26,0.0,5.345,2.825,78.475,13.32,0.02,0.38,73.59,89.0,89.0,98.555,101.62,99.36000000000001,1.07,1.04,14.346245153,0.99,0.61,0.21,0.01,0.17,225186432566.0,47250911142.95999,137232442595.7,2251864325.66,38349968759.76001,0.39,6.545,2.5949999999999998,56296608141.5,3.926,146903172769.0,0.01,2.7,2.0999999999999996,56296608141.5,146903172769.0,2.61,14343.6,1.0,56323975994.0,3.9275,7.0,26847047366.5,339927978.5,14343.605,1.0,8.0,34279982104.5,35095431.5,0.0,21859143684.5,65664.0,65664.0,0.0,798809128.5,291617814.0,37.283500000000004,40535914156.5,610263783.5,108126185.0,45029655.0,4161399.5,40665775169.0,3310017.0,238722.0,6381585.5,7.19,274935808.0,271568896.0,3051520.0,100.0,1.6,1.0,1.0,0.0,16384.0,268849152.0,0.0,0.0,271568896.0
binaryTrees_v2_21_original_O3flag,g++-8,2021-05-14,14.715999499999999,252.5,215.05,11.99,0.18,514.0,12.715,2.55,18510.5,21.5,0.105,0.04,0.03,0.38,0.0,6.1,5.7,74.87,13.695,0.035,0.54,73.01,89.5,90.5,98.625,101.695,99.14500000000001,1.05,1.03,14.926745988,0.99,0.62,0.26,0.01,0.10500000000000001,235582341124.0,61147070010.520004,146282357705.34,2388194328.78,24778590847.96,0.39,6.61,2.61,58895585281.0,3.9535,153838827928.0,0.0,2.58,2.11,58895585281.0,153838827928.0,2.61,14924.154999999999,1.0,58907131466.5,3.954,10.0,27954670239.5,353832763.0,14924.16,1.0,9.0,35885224042.5,33156110.0,0.0,22702689644.0,65663.5,65663.5,0.0,796642992.5,292623906.0,36.637,42571357437.5,606809988.5,112699112.0,44845802.5,3536224.0,42558304793.5,3253046.5,365788.0,571995.0,7.2,274931712.0,271568896.0,3067904.0,100.0,1.6,1.0,3.0,0.0,12288.0,268849152.0,0.0,0.0,271568896.0
binaryTrees_v2_21_original_O3flag,g++-9,2022-05-27,14.795174,257.03999999999996,219.4,12.015,0.185,513.5,12.715,2.54,15529.0,32.0,0.1,0.04,0.02,0.27,0.0,5.485,3.5149999999999997,77.50999999999999,13.29,0.03,0.36,73.525,91.0,91.0,98.58500000000001,101.5,99.31,1.05,1.04,14.906634695000001,0.99,0.62,0.26,0.01,0.10500000000000001,238121068830.0,61952948217.68001,147554703984.8,2381210688.3,25013478640.620003,0.39,6.5,2.6,59530267207.5,3.9975,154422361512.0,0.0,2.5949999999999998,2.13,59530267207.5,154422361512.0,2.5949999999999998,14905.02,1.0,59535703845.5,3.9985,4.0,28023848756.5,354722335.0,14905.035,1.0,9.5,35888256503.5,35798757.0,0.0,22078787505.0,65663.5,65663.5,0.0,786186905.5,291759811.0,36.5835,41946021427.5,607146290.0,112849063.5,47222549.0,3137569.5,41706042941.0,3254734.5,209799.0,365198.5,7.2,274931712.0,271585280.0,3055616.0,100.0,1.6,1.0,5.0,0.0,12288.0,268849152.0,0.0,0.0,271585280.0
