test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-7 7.5.0,nbody_2_original.c 50000000,1.00,0.49,0.56,0.01,0.02,0.41,5.85,2.03,0.00,0.00,2.16,30528337497 ns,124448736694,4.077 GHz,252536273405,2.03,30523.15 msec,1.000,124438215498,4.077 GHz,2,57684863615,730211397,30523.20 msec,1.000,3 C,21659586448,50289234,0.23%,0,62289120615,139,139,0,4484179,292828,6.530,104712791406,1832122,0.00%,264583,14410,5.45%,4526596,104634768224,698,0.00%,44760,63903,142.77%,0,0
2,g++-7 7.5.0,nbody_2_original.c 50000000,1.00,0.49,0.56,0.01,0.02,0.41,5.84,2.03,0.00,0.00,2.16,30533365994 ns,124369080991,4.074 GHz,252469143187,2.03,30531.12 msec,1.000,124400881506,4.075 GHz,8,57683296247,730256454,30531.14 msec,1.000,4 C,21662961997,50194155,0.23%,0,62274394657,145,145,0,1351045,113644,8.412,104681304480,1268176,0.00%,85293,6648,7.79%,2618030,104665874262,496,0.00%,32472,28524,87.84%,0,0
3,g++-7 7.5.0,nbody_2_original.c 50000000,1.00,0.49,0.57,0.02,0.02,0.40,5.90,2.05,0.00,0.00,2.16,30219400807 ns,123311636759,4.081 GHz,252468988652,2.05,30217.32 msec,1.000,123316403200,4.081 GHz,2,57157535550,723527368,30217.34 msec,1.000,4 C,21653087964,50225922,0.23%,0,62312347629,144,144,0,2839058,285001,10.039,104714803776,1569610,0.00%,240864,6964,2.89%,3561912,104688896554,2323,0.00%,29121,39694,136.31%,0,0
4,g++-7 7.5.0,nbody_2_original.c 50000000,0.99,0.49,0.57,0.01,0.02,0.40,5.87,2.04,0.00,0.00,2.16,30596870066 ns,123476732034,4.036 GHz,252462431086,2.04,30594.05 msec,1.000,123500274460,4.037 GHz,7,57289199680,725412198,30594.08 msec,1.000,3 C,21664575089,50286839,0.23%,0,62279432185,146,146,0,1969422,104675,5.315,104734582524,1684789,0.00%,166006,16782,10.11%,3306956,104677691370,108,0.00%,130796,30269,23.14%,0,0
5,g++-7 7.5.0,nbody_2_original.c 50000000,1.00,0.49,0.57,0.01,0.02,0.40,5.90,2.05,0.00,0.00,2.06,31732168394 ns,123161907649,3.882 GHz,252527836905,2.05,31729.58 msec,1.000,123135465813,3.881 GHz,11,59877535215,758045409,31729.65 msec,1.000,5 C,21636563176,50172423,0.23%,0,62163800688,140,140,0,3248101,191953,5.910,104815271413,1675417,0.00%,211774,13634,6.44%,3973319,104721090093,3279,0.00%,62434,51138,81.91%,0,0
6,g++-7 7.5.0,nbody_2_original.c 50000000,0.99,0.49,0.57,0.01,0.02,0.41,5.86,2.04,0.00,0.00,2.02,32723691484 ns,123839689695,3.785 GHz,252499864221,2.04,32719.96 msec,1.000,123833919258,3.785 GHz,8,61384438492,777227245,32720.01 msec,1.000,5 C,21666798068,50326287,0.23%,0,62290552913,139,139,0,3428120,219813,6.412,104699182173,1899672,0.00%,182059,9087,4.99%,3970264,104673553186,3008,0.00%,134845,50543,37.48%,0,0
7,g++-7 7.5.0,nbody_2_original.c 50000000,1.00,0.49,0.57,0.01,0.02,0.41,5.86,2.04,0.00,0.00,1.98,33043802231 ns,123727843033,3.745 GHz,252556364441,2.04,33041.11 msec,1.000,123751131937,3.745 GHz,5,62483296298,790936278,33041.15 msec,1.000,13 C,21666007240,50188021,0.23%,0,62254538215,143,143,0,1367397,200076,14.632,104615119232,1334436,0.00%,84130,9681,11.51%,2658281,104615257362,178,0.00%,23998,29526,123.04%,0,0
8,g++-7 7.5.0,nbody_2_original.c 50000000,1.00,0.49,0.57,0.01,0.02,0.40,5.90,2.06,0.00,0.00,1.87,34654146750 ns,122826746647,3.545 GHz,252544351247,2.06,34649.84 msec,1.000,122849221396,3.545 GHz,3,65558900096,829889700,34649.90 msec,1.000,15 C,21666909540,50284628,0.23%,0,62268802942,141,141,0,3793327,254034,6.697,104676545569,1796523,0.00%,227638,11100,4.88%,4205064,104642835668,2295,0.00%,25036,56874,227.17%,0,0
9,g++-7 7.5.0,nbody_2_original.c 50000000,1.00,0.49,0.57,0.02,0.02,0.40,5.90,2.05,0.00,0.00,1.84,35368222598 ns,123200776305,3.484 GHz,252986505186,2.05,35365.83 msec,1.000,123193366609,3.483 GHz,8,66976153305,847846865,35365.85 msec,1.000,19 C,21680582224,50263025,0.23%,0,62280677900,143,143,0,3150992,209184,6.639,104640660786,1853406,0.00%,201222,12331,6.13%,4264783,104663699674,1434,0.00%,20818,53922,259.02%,0,0
10,g++-7 7.5.0,nbody_2_original.c 50000000,1.00,0.49,0.57,0.01,0.02,0.41,5.85,2.04,0.00,0.00,1.84,35519324819 ns,123877287515,3.488 GHz,252532874196,2.04,35515.21 msec,1.000,123876928382,3.488 GHz,0,67261664495,851461486,35515.27 msec,1.000,15 C,21662569581,50275381,0.23%,0,62277820171,142,142,0,3293021,283872,8.620,104698006497,1942167,0.00%,182361,12233,6.71%,4278158,104667463761,302,0.00%,4082,62786,1538.12%,0,0
