version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
v1.8.4,binaryTrees_1_original.js 21,0,1692260441,182194,,,,,,,,,,,,,,,,,,289,1,280,8,0,6.1,1.5,0.0,92.4,0.0,0.0,0.0,0.0,15795.0 MiB,6806.6 MiB,1678.1 MiB,7310.2 MiB,4096.0 MiB,3998.5 MiB,97.5 MiB,13430.7 MiB
