version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1.8.0_382,nbody.java 50000000,3.80268,1746.2,1701445036.666155,0.00,0.00,518.90,12.69,4088.10,1895.50,1.93,2687.60,0.00,6.80,71.00,76.70,51.20,175.90,0.70,637.20,29.10,1137.70,0.00,0.09,0.05,0.03,0.39,0.00,5.09,0.58,80.96,13.41,0.05,0.59,73.26,70.80,71.50,98.69,300.00,300.00,101.60,99.48,1.28,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.24,47.40,0.04,1.15,0.00,0.00
9.0.4,nbody.java 50000000,4.02682,1958.3,1701445525.477043,0.00,0.00,519.70,12.80,4063.10,1895.40,1.91,3013.00,0.00,24.40,188.30,232.50,127.70,472.00,0.40,745.70,29.90,1270.30,0.00,0.13,0.11,0.08,0.82,0.00,4.79,0.66,80.49,13.67,0.29,0.93,72.31,69.70,70.00,98.74,300.00,300.00,102.14,99.39,1.18,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.62,52.34,0.04,1.22,0.00,0.00
10.0.2,nbody.java 50000000,4.00145,2230.4,1701446016.023309,0.00,0.00,531.90,13.19,4032.70,1895.00,1.93,4994.70,1.60,22.20,1393.10,377.30,135.20,523.40,0.80,886.90,40.30,1795.80,0.00,0.48,0.28,0.10,0.88,0.00,5.72,0.72,78.63,14.93,0.24,0.98,70.66,71.70,72.50,98.18,300.00,300.00,103.89,99.33,1.70,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.30,52.97,0.06,1.26,0.00,0.00
11.0.20.1,nbody.java 50000000,3.97939,1766.1,1701446505.849321,0.00,0.00,523.20,12.81,4086.00,1895.20,1.87,3562.30,0.00,10.50,90.50,100.40,79.20,242.00,0.70,668.10,32.60,1288.00,0.00,0.10,0.05,0.05,0.44,0.00,5.15,0.52,80.78,13.54,0.10,0.66,72.89,69.10,69.80,98.75,300.00,300.00,102.41,99.48,1.20,1.18,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.37,49.21,0.04,1.20,0.00,0.00
12.0.2,nbody.java 50000000,3.96976,1592.6,1701446995.931032,0.00,0.00,523.70,12.84,4081.30,1895.30,1.87,3679.70,0.00,20.60,170.90,126.30,93.70,298.60,0.20,802.10,59.20,1522.80,0.00,0.17,0.06,0.06,0.57,0.00,5.90,0.93,79.34,13.71,0.10,0.85,72.49,69.70,69.90,98.73,300.00,300.00,102.38,99.38,1.21,1.19,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.37,49.19,0.04,1.20,0.00,0.00
13.0.2,nbody.java 50000000,3.9568,1857.2,1701447485.650461,0.00,0.00,523.30,12.82,4084.10,1895.20,1.88,3323.20,0.00,33.70,193.10,108.30,75.00,232.90,0.80,666.70,30.40,1237.90,0.00,0.12,0.05,0.06,0.44,0.00,5.18,0.61,80.61,13.58,0.11,0.64,72.85,70.40,70.50,98.69,300.00,300.00,102.44,99.45,1.22,1.20,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.15,49.02,0.04,1.19,0.00,0.00
14.0.2,nbody.java 50000000,3.9385,1711.7,1701447975.054900,0.00,0.00,523.40,12.81,4086.80,1895.30,1.93,3407.90,0.00,41.20,179.70,102.70,73.50,251.70,0.80,726.90,23.20,1204.40,0.00,0.13,0.07,0.05,0.48,0.00,5.68,0.38,80.30,13.59,0.10,0.73,72.77,71.10,71.70,98.64,300.00,300.00,102.34,99.48,1.30,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.12,49.99,0.04,1.19,0.00,0.00
15.0.2,nbody.java 50000000,3.95887,1788.4,1701448464.358317,0.00,0.00,519.80,12.76,4074.00,1895.30,1.99,3409.80,0.00,17.00,85.90,89.20,60.10,220.20,0.50,780.10,43.30,1353.10,0.00,0.08,0.05,0.04,0.46,0.00,5.88,0.76,79.86,13.57,0.04,0.72,72.91,70.20,71.70,98.63,300.00,300.00,102.06,98.99,1.31,1.15,0.08,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.04,48.91,0.04,1.20,0.00,0.00
16.0.2,nbody.java 50000000,3.96014,1659.2,1701448953.945830,0.00,0.00,519.10,12.73,4079.40,1895.30,2.00,3334.00,0.00,9.60,100.30,84.70,58.70,197.80,0.60,711.70,44.80,1354.20,0.00,0.13,0.04,0.04,0.41,0.00,5.53,0.70,80.29,13.60,0.08,0.64,72.95,69.00,69.30,98.71,300.00,300.00,101.93,99.02,1.23,1.10,0.06,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.91,48.75,0.04,1.19,0.00,0.00
17.0.8.1,nbody.java 50000000,3.90415,1846.5,1701449443.024990,0.00,0.00,522.00,12.78,4083.80,1895.50,2.03,3131.90,0.00,8.70,110.50,102.90,66.70,220.80,0.10,743.60,40.50,1324.60,0.00,0.13,0.05,0.05,0.45,0.00,5.75,0.66,80.01,13.71,0.07,0.72,72.72,69.10,69.80,98.73,300.00,300.00,102.50,99.40,1.25,1.22,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.68,48.66,0.04,1.18,0.00,0.00
