version,release_date,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 32
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,0,1690399585,548036,python,161676,154348,3508.0,62.5,1.0,357,2,306,49,0,14.9,13.4,0.0,69.4,2.2,0.0,0.0,0.0,15795.0 MiB,14554.5 MiB,804.6 MiB,435.9 MiB,4096.0 MiB,154.8 MiB,3941.2 MiB,14589.4 MiB,
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,1,1690399586,548036,python,2072756,2.0g,3508.0,93.8,12.8,357,2,306,49,0,8.7,4.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,12683.0 MiB,2675.3 MiB,436.7 MiB,4096.0 MiB,155.6 MiB,3940.4 MiB,12718.8 MiB,
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,2,1690399587,548036,python,4011824,3.8g,3508.0,100.0,24.8,357,2,306,49,0,9.3,7.0,0.0,83.7,0.0,0.0,0.0,0.0,15795.0 MiB,10792.5 MiB,4572.8 MiB,429.7 MiB,4096.0 MiB,155.6 MiB,3940.4 MiB,10828.3 MiB,
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,3,1690399588,548036,python,5963828,5.7g,3508.0,93.8,36.8,357,2,306,49,0,9.4,3.9,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,8881.6 MiB,6483.7 MiB,429.7 MiB,4096.0 MiB,156.1 MiB,3939.9 MiB,8917.4 MiB,
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,4,1690399589,548036,python,7918392,7.5g,3508.0,93.8,48.9,357,2,306,49,0,9.4,4.7,0.0,85.8,0.0,0.0,0.0,0.0,15795.0 MiB,6968.0 MiB,8397.3 MiB,429.7 MiB,4096.0 MiB,156.3 MiB,3939.7 MiB,7003.8 MiB,
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,5,1690399590,548036,python,9877220,9.4g,3508.0,100.0,61.0,357,2,306,49,0,10.8,4.6,0.0,83.1,0.8,0.0,0.8,0.0,15795.0 MiB,5050.2 MiB,10315.1 MiB,429.7 MiB,4096.0 MiB,156.3 MiB,3939.7 MiB,5086.0 MiB,
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,6,1690399592,548036,python,11.3g,11.3g,3508.0,100.0,73.1,357,2,306,49,0,10.2,3.9,0.0,85.0,0.8,0.0,0.0,0.0,15795.0 MiB,3129.9 MiB,12235.4 MiB,429.7 MiB,4096.0 MiB,157.1 MiB,3938.9 MiB,3165.7 MiB,
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,7,1690399593,548036,python,13.2g,13.2g,3508.0,100.0,85.3,357,2,306,49,0,6.3,7.9,0.0,85.0,0.8,0.0,0.0,0.0,15795.0 MiB,1207.4 MiB,14157.8 MiB,429.7 MiB,4096.0 MiB,157.6 MiB,3938.4 MiB,1243.3 MiB,
2.5.6,2011-05-26,fibonacci_oldVersions.py 600000,8,1690399594,548036,python,14.4g,14.4g,2956.0,100.0,93.4,357,3,305,49,0,3.3,24.7,0.0,72.0,0.0,0.0,0.0,0.0,15795.0 MiB,151.8 MiB,15367.6 MiB,275.6 MiB,4096.0 MiB,131.2 MiB,3964.8 MiB,74.2 MiB,
2.7.18,2020-04-20,fibonacci_oldVersions.py 600000,0,1690400063,549364,python,222296,214816,3948.0,56.2,1.3,356,2,305,49,0,16.5,12.2,0.0,69.1,2.2,0.0,0.0,0.0,15795.0 MiB,14445.5 MiB,910.1 MiB,439.4 MiB,4096.0 MiB,245.6 MiB,3850.4 MiB,14482.2 MiB,
2.7.18,2020-04-20,fibonacci_oldVersions.py 600000,1,1690400064,549364,python,3382468,3.2g,3948.0,100.0,20.9,356,2,305,49,0,8.7,5.5,0.0,85.0,0.8,0.0,0.0,0.0,15795.0 MiB,11355.8 MiB,3998.6 MiB,440.6 MiB,4096.0 MiB,245.8 MiB,3850.2 MiB,11393.8 MiB,
2.7.18,2020-04-20,fibonacci_oldVersions.py 600000,2,1690400065,549364,python,6607960,6.3g,3948.0,100.0,40.8,356,2,305,49,0,6.2,8.6,0.0,84.4,0.8,0.0,0.0,0.0,15795.0 MiB,8195.2 MiB,7166.1 MiB,433.7 MiB,4096.0 MiB,246.3 MiB,3849.7 MiB,8233.3 MiB,
2.7.18,2020-04-20,fibonacci_oldVersions.py 600000,3,1690400067,549364,python,9854276,9.4g,3948.0,93.8,60.9,356,2,305,49,0,7.1,6.3,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5018.1 MiB,10343.3 MiB,433.6 MiB,4096.0 MiB,246.8 MiB,3849.2 MiB,5056.2 MiB,
2.7.18,2020-04-20,fibonacci_oldVersions.py 600000,4,1690400068,549364,python,12.5g,12.5g,3948.0,100.0,81.0,356,2,305,49,0,6.2,9.3,0.0,83.7,0.8,0.0,0.0,0.0,15795.0 MiB,1840.6 MiB,13520.8 MiB,433.6 MiB,4096.0 MiB,246.8 MiB,3849.2 MiB,1878.4 MiB,
2.7.18,2020-04-20,fibonacci_oldVersions.py 600000,5,1690400069,549364,python,14.4g,14.3g,3060.0,47.6,92.6,356,9,298,49,0,3.0,54.5,0.0,23.6,18.8,0.0,0.0,0.0,15795.0 MiB,148.8 MiB,15337.6 MiB,308.6 MiB,4096.0 MiB,137.7 MiB,3958.3 MiB,87.0 MiB,
2.7.18,2020-04-20,fibonacci_oldVersions.py 600000,6,1690400070,549364,python,0,0,0.0,100.0,0.0,356,2,305,49,0,1.5,13.1,0.0,83.8,1.5,0.0,0.0,0.0,15795.0 MiB,14438.5 MiB,1035.0 MiB,321.4 MiB,4096.0 MiB,212.8 MiB,3883.2 MiB,14383.9 MiB,
3.0.1,2009-02-13,fibonacci_oldVersions.py 600000,0,1690400560,550573,python,179380,172424,4220.0,61.1,1.1,357,2,306,49,0,15.1,10.1,0.0,72.7,2.2,0.0,0.0,0.0,15795.0 MiB,14593.1 MiB,761.4 MiB,440.5 MiB,4096.0 MiB,201.8 MiB,3894.2 MiB,14632.7 MiB,
3.0.1,2009-02-13,fibonacci_oldVersions.py 600000,1,1690400561,550573,python,2420548,2.3g,4220.0,93.8,14.9,357,2,306,49,0,10.1,5.4,0.0,82.9,1.6,0.0,0.0,0.0,15795.0 MiB,12400.6 MiB,2953.0 MiB,441.4 MiB,4096.0 MiB,202.0 MiB,3894.0 MiB,12441.6 MiB,
3.0.1,2009-02-13,fibonacci_oldVersions.py 600000,2,1690400562,550573,python,4710872,4.5g,4220.0,100.0,29.1,357,2,306,49,0,6.2,10.0,0.0,83.1,0.8,0.0,0.0,0.0,15795.0 MiB,10166.6 MiB,5193.9 MiB,434.5 MiB,4096.0 MiB,202.5 MiB,3893.5 MiB,10207.7 MiB,
