test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,1.8.0_382,nbody.java 50000000,1.00,0.44,0.58,0.03,0.00,0.39,5.26,2.20,0.03,0.25,2.16,4003925995 ns,16364507902,4.075 GHz,37568718177,2.31,4015.68 msec,1.003,16338432384,4.069 GHz,20,7386501582,93499874,4015.77 msec,1.003,770 C,2832170128,329084,0.01%,0,4048280818,3059,3050,8,308185,39080,12.681,9135199063,161655,0.00%,32439,2766,8.53%,505279,9082717925,61,0.00%,6073,4244,69.88%,0,0
2,1.8.0_382,nbody.java 50000000,1.00,0.43,0.58,0.02,0.00,0.39,5.30,2.25,0.01,0.25,2.15,3972353279 ns,15859868300,3.981 GHz,36717204012,2.29,3984.05 msec,1.003,15897551062,3.990 GHz,26,7372191370,93428451,3984.17 msec,1.003,709 C,2857045375,334818,0.01%,0,4048311189,3046,3037,8,218602,39861,18.235,9128576331,130379,0.00%,12501,3675,29.40%,400101,9180412212,30,0.00%,6104,4081,66.86%,0,0
3,1.8.0_382,nbody.java 50000000,1.00,0.43,0.58,0.03,0.00,0.39,5.24,2.21,0.01,0.16,2.15,3990419908 ns,15869241138,3.965 GHz,36797966569,2.28,4002.43 msec,1.003,15889364667,3.970 GHz,23,7379983975,93534504,4002.57 msec,1.003,653 C,2833370436,271106,0.01%,0,4029095737,3058,3049,8,232705,34816,14.961,9116836735,130733,0.00%,15835,1473,9.30%,457207,9187026630,270,0.00%,5032,4829,95.97%,0,0
4,1.8.0_382,nbody.java 50000000,1.00,0.43,0.59,0.02,0.00,0.39,5.30,2.26,0.01,0.24,2.15,3968414861 ns,15857045941,3.983 GHz,36639022968,2.30,3981.21 msec,1.003,15882196541,3.989 GHz,16,7376193496,93405859,3981.32 msec,1.003,628 C,2858943165,429978,0.02%,0,4052842699,3067,3055,11,293989,50133,17.053,9132754293,139825,0.00%,20628,1657,8.03%,434878,9187771418,15,0.00%,6879,11719,170.36%,0,0
5,1.8.0_382,nbody.java 50000000,1.00,0.43,0.58,0.03,0.00,0.39,5.20,2.21,0.01,0.17,2.16,3994708884 ns,15885551862,3.963 GHz,36494933953,2.26,4008.83 msec,1.004,15892491659,3.964 GHz,19,7384366263,93589815,4008.91 msec,1.004,554 C,2845677065,273114,0.01%,0,4049251848,3059,3050,8,311391,38097,12.234,8999623687,150591,0.00%,19002,1373,7.23%,389867,9143032999,7,0.00%,3353,4674,139.40%,0,0
6,1.8.0_382,nbody.java 50000000,1.00,0.43,0.59,0.02,0.00,0.39,5.30,2.27,0.01,0.27,2.15,3971762549 ns,15858106540,3.982 GHz,36540591819,2.28,3982.69 msec,1.003,15907418010,3.994 GHz,26,7387262261,93388090,3982.81 msec,1.003,532 C,2861746254,428865,0.01%,0,4058084842,3043,3034,8,613836,117251,19.101,9147892271,193506,0.00%,28527,1987,6.97%,585248,9139607688,540,0.00%,6088,5598,91.95%,0,0
7,1.8.0_382,nbody.java 50000000,1.00,0.43,0.58,0.02,0.00,0.39,5.28,2.23,0.01,0.17,2.16,3969774165 ns,15874900757,3.987 GHz,36959893730,2.32,3981.54 msec,1.003,15907198808,3.995 GHz,26,7383530270,93448643,3981.65 msec,1.003,570 C,2848497675,284573,0.01%,0,4058327655,3063,3054,8,239346,45813,19.141,9137544432,134038,0.00%,11042,2113,19.14%,409117,9170356065,61,0.00%,3508,11465,326.82%,0,0
8,1.8.0_382,nbody.java 50000000,1.00,0.43,0.58,0.02,0.00,0.39,5.26,2.24,0.01,0.18,2.16,3982469436 ns,15888522240,3.977 GHz,36625855779,2.28,3994.80 msec,1.003,15914779362,3.984 GHz,24,7385992150,93475454,3994.87 msec,1.003,499 C,2827231475,297018,0.01%,0,4040006959,3062,3050,11,452860,50888,11.237,9091920400,167677,0.00%,32189,941,2.92%,444353,9109602900,23,0.00%,5662,3403,60.10%,0,0
9,1.8.0_382,nbody.java 50000000,1.00,0.43,0.58,0.03,0.00,0.39,5.30,2.25,0.01,0.25,2.15,3981615012 ns,15883509127,3.977 GHz,36750028720,2.29,3993.52 msec,1.003,15894773377,3.980 GHz,23,7382879541,93458110,3993.62 msec,1.003,578 C,2852311856,342471,0.01%,0,4023617554,3067,3058,8,306364,49970,16.311,9048595878,162963,0.00%,28738,1541,5.36%,402672,9182409135,7,0.00%,4727,4050,85.68%,0,0
10,1.8.0_382,nbody.java 50000000,1.00,0.43,0.58,0.03,0.00,0.39,5.30,2.25,0.01,0.25,2.15,3982009667 ns,15890936002,3.979 GHz,36830947801,2.30,3993.98 msec,1.003,15912774593,3.984 GHz,21,7378449008,93484887,3994.09 msec,1.003,509 C,2861186160,337429,0.01%,0,4046551400,3063,3054,8,228010,53823,23.606,9112552603,130277,0.00%,18869,2396,12.70%,410657,9107490488,154,0.00%,6081,3895,64.05%,0,0
