test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.12.0b1,fibonacci.py 4300,0.060906,1291,1686762550.390649,-,-,578,18.05,3200,1896,0.96,316,0,0,23,54,82,267,0,142,0,0,0.00,1.95,2.46,5.42,28.51,0.00,43.71,0.00,0.00,26.09,14.15,23.37,18.34,69,70,77.17,300,300,136.66,98.83,21.14,20.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.58,0.01,0.06,0.00,0.00
2,Python 3.12.0b1,fibonacci.py 4300,0.070756,1292,1686762550.519337,-,-,519,20.30,2542,1907,0.95,405,0,2,281,347,254,400,0,69,0,0,0.01,6.97,10.96,11.70,30.07,0.00,20.68,0.00,0.00,41.55,9.46,16.86,11.83,69,69,90.45,300,300,147.13,99.51,9.50,9.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.43,0.01,0.06,0.00,0.00
3,Python 3.12.0b1,fibonacci.py 4300,0.059609,6275,1686762550.610872,-,-,718,22.13,3499,1758,0.93,389,0,11,621,320,138,301,0,76,0,0,0.02,7.40,8.41,7.31,32.31,0.00,17.00,0.00,0.00,36.93,9.72,28.24,2.98,70,72,72.14,300,300,147.00,97.58,17.95,17.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.72,0.01,0.06,0.00,0.00
4,Python 3.12.0b1,fibonacci.py 4300,0.086148,3115,1686762550.748061,-,-,340,16.25,2100,1887,1.02,365,0,0,9,29,39,240,0,175,0,11,0.00,1.10,0.49,1.66,21.72,0.00,48.66,0.00,9.81,22.17,5.68,32.01,23.89,63,63,89.38,300,300,129.87,98.44,7.71,7.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.28,0.01,0.05,0.00,0.00
5,Python 3.12.0b1,fibonacci.py 4300,0.083649,1917,1686762550.880317,-,-,293,13.97,2100,1896,1.11,323,0,1,12,31,46,211,0,183,0,2,0.00,0.62,0.66,2.24,19.21,0.00,62.24,0.00,1.19,19.60,5.27,27.13,34.03,61,62,95.64,300,300,113.28,99.21,4.15,4.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.26,0.00,0.04,0.00,0.00
6,Python 3.12.0b1,fibonacci.py 4300,0.062963,1445,1686762550.985110,-,-,402,13.86,2900,1895,1.08,275,0,0,8,20,49,196,0,142,0,25,0.00,1.28,0.60,3.02,21.04,0.00,49.71,0.00,10.56,20.74,12.83,30.24,22.32,66,67,87.35,300,300,110.00,98.51,11.28,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.40,0.01,0.04,0.00,0.00
7,Python 3.12.0b1,fibonacci.py 4300,0.070753,9115,1686762551.096508,-,-,608,22.50,2900,1767,1.06,313,0,2,13,31,49,221,0,181,0,3,0.01,0.79,0.73,3.06,22.56,0.00,45.00,0.00,0.15,23.84,8.64,30.94,14.08,68,68,81.98,300,300,149.99,94.41,5.95,5.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.53,0.00,0.05,0.00,0.00
8,Python 3.12.0b1,fibonacci.py 4300,0.058762,1292,1686762551.193070,-,-,821,24.91,3300,1894,0.81,400,0,1,331,661,458,340,0,27,0,0,0.00,13.67,17.71,15.62,15.27,0.00,13.09,0.00,0.00,53.15,6.56,5.72,9.66,71,71,90.19,300,300,171.21,99.44,9.34,9.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.77,0.00,0.07,0.00,0.00
9,Python 3.12.0b1,fibonacci.py 4300,0.066508,1357,1686762551.303966,-,-,1551,44.96,3428,1908,0.80,812,0,20,1048,647,506,377,0,0,0,0,0.03,5.00,15.52,18.30,15.37,0.00,0.00,0.00,0.00,41.74,9.96,3.35,0.00,75,75,88.71,300,250,257.39,95.63,12.49,12.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,1.43,0.01,0.09,0.00,0.00
10,Python 3.12.0b1,fibonacci.py 4300,0.053773,1270,1686762551.392320,-,-,555,15.86,3500,1896,1.00,279,0,1,36,117,67,224,0,116,0,2,0.01,1.30,5.55,4.64,27.45,0.00,44.53,0.00,0.75,28.76,14.49,23.25,17.64,75,75,87.40,300,300,121.25,98.25,12.01,11.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.61,0.01,0.04,0.00,0.00
