test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.11.3,fibonacci.py 4300,0.059230,1272,1686762549.339431,-,-,519,15.26,3400,1896,1.08,300,0,0,11,33,60,211,0,115,0,0,0.00,1.09,1.13,4.64,27.89,0.00,50.07,0.00,0.00,23.68,10.48,34.84,15.75,70,71,84.42,300,300,123.43,98.53,14.36,14.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.60,0.01,0.05,0.00,0.00
2,Python 3.11.3,fibonacci.py 4300,0.059988,1291,1686762549.435733,-,-,544,16.49,3300,1896,0.97,320,0,0,117,244,166,336,0,90,0,0,0.00,4.34,9.34,7.36,35.27,0.00,27.39,0.00,0.00,34.71,7.06,28.27,13.46,72,72,91.69,300,300,125.50,99.05,6.19,6.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.60,0.00,0.04,0.00,0.00
3,Python 3.11.3,fibonacci.py 4300,0.058476,1158,1686762549.529877,-,-,521,15.25,3416,1896,1.01,312,0,0,90,133,103,235,0,101,0,7,0.00,3.36,5.83,5.21,23.51,0.00,42.17,0.00,4.80,30.47,9.88,20.77,23.63,71,72,87.22,300,300,120.20,98.41,12.07,12.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.61,0.01,0.04,0.00,0.00
4,Python 3.11.3,fibonacci.py 4300,0.056473,1151,1686762549.623704,-,-,579,16.09,3600,1897,0.98,322,0,0,221,118,104,254,0,86,0,0,0.00,4.49,3.67,10.31,30.94,0.00,34.66,0.00,0.00,28.79,12.50,26.07,16.55,72,73,83.23,300,300,122.83,98.49,15.20,15.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.69,0.01,0.05,0.00,0.00
5,Python 3.11.3,fibonacci.py 4300,0.059309,2082,1686762549.714517,-,-,557,15.99,3500,1886,0.96,322,0,2,160,126,114,269,0,119,0,0,0.01,7.87,4.91,5.94,31.21,0.00,33.78,0.00,0.00,34.80,10.43,27.88,10.90,71,74,87.68,300,300,122.24,97.58,9.72,9.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.67,0.01,0.04,0.00,0.00
6,Python 3.11.3,fibonacci.py 4300,0.057258,1219,1686762549.809728,-,-,489,13.97,3498,1898,1.06,287,0,1,23,42,68,200,0,108,0,0,0.00,1.35,1.36,4.10,26.17,0.00,53.22,0.00,0.00,22.69,12.46,25.31,25.58,72,73,83.83,300,300,112.22,98.34,14.38,14.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.59,0.01,0.04,0.00,0.00
7,Python 3.11.3,fibonacci.py 4300,0.053989,1167,1686762549.897298,-,-,553,14.28,3782,1941,1.10,291,0,0,8,36,62,194,0,127,0,0,0.00,0.21,1.50,4.11,24.65,0.00,56.99,0.00,0.00,21.85,14.32,22.11,27.44,76,76,83.35,300,300,119.48,98.98,20.06,19.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.74,0.01,0.06,0.00,0.00
8,Python 3.11.3,fibonacci.py 4300,0.059185,1287,1686762549.992225,-,-,487,14.33,3400,1894,1.04,314,0,0,15,34,66,200,0,137,0,0,0.00,1.89,1.16,4.28,24.12,0.00,54.20,0.00,0.00,23.70,12.78,27.11,22.09,71,71,77.72,300,300,115.26,98.46,20.03,19.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.58,0.01,0.05,0.00,0.00
9,Python 3.11.3,fibonacci.py 4300,0.057625,1231,1686762550.090794,-,-,492,14.06,3500,1895,1.05,301,0,0,13,28,68,202,0,128,0,1,0.00,2.01,1.24,4.72,21.13,0.00,56.45,0.00,0.42,24.03,14.42,23.19,24.30,71,72,83.30,300,300,112.36,98.24,16.23,16.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.60,0.01,0.04,0.00,0.00
10,Python 3.11.3,fibonacci.py 4300,0.070765,1107,1686762550.200476,-,-,1251,39.19,3187,1899,0.72,580,0,7,1878,1285,220,100,0,29,0,0,0.02,27.55,16.24,3.05,4.66,0.00,9.77,0.00,0.00,50.87,0.97,1.75,7.23,73,75,94.68,300,300,232.91,99.39,5.48,5.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,1.11,0.00,0.10,0.00,0.00
