test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.7.16,fibonacci_oldVersions.py 507000,28.600071,1555,1686830806.914627,-,-,449,14.52,3088,1896,3.27,46250,0,7709,13745,13992,2469,6343,552,14327,415,13724,0.06,0.77,1.09,0.20,1.24,0.04,11.95,0.38,69.80,16.57,0.38,1.45,67.08,71,71,96.94,300,300,112.87,99.69,2.55,2.54,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,339.73,245.35,0.50,43.31,0.00,0.00
2,Python 3.7.16,fibonacci_oldVersions.py 507000,28.031257,1406,1686830835.091272,-,-,436,13.88,3139,1896,3.40,32808,0,1176,6263,8197,2347,6316,317,12385,327,12385,0.01,0.54,0.95,0.20,1.28,0.04,11.06,0.37,71.68,16.31,0.37,1.54,67.89,71,71,97.28,300,300,109.75,99.69,2.30,2.29,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,334.03,243.21,0.43,42.55,0.00,0.00
3,Python 3.7.16,fibonacci_oldVersions.py 507000,28.302868,1370,1686830863.512463,-,-,443,14.19,3122,1896,3.34,47685,0,5016,9171,7546,1289,5232,245,13294,322,12437,0.03,0.63,0.88,0.10,1.16,0.03,11.51,0.39,71.10,16.07,0.30,1.52,67.92,71,70,97.16,300,300,110.53,99.69,2.30,2.30,0.02,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337.53,245.48,0.43,42.96,0.00,0.00
4,Python 3.7.16,fibonacci_oldVersions.py 507000,28.314012,1716,1686830891.943093,-,-,447,14.32,3118,1896,3.31,302980,0,2279,6157,8759,2488,6031,213,12885,371,12961,0.02,0.59,0.99,0.23,1.26,0.03,11.39,0.41,70.77,16.49,0.40,1.52,67.27,70,70,97.25,300,300,112.34,99.68,2.24,2.24,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,338.78,246.99,0.42,43.06,0.00,0.00
5,Python 3.7.16,fibonacci_oldVersions.py 507000,27.983480,2290,1686830920.060235,-,-,438,13.92,3146,1896,3.37,280753,0,991,6040,6140,1174,4084,143,11735,213,12067,0.01,0.53,0.79,0.11,0.99,0.02,11.18,0.32,72.13,15.81,0.21,1.18,68.87,70,70,97.13,300,300,109.76,99.72,2.33,2.33,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.93,245.21,0.44,42.60,0.00,0.00
6,Python 3.7.16,fibonacci_oldVersions.py 507000,27.790603,1379,1686830947.976332,-,-,427,13.51,3161,1896,3.45,43178,0,518,5146,4834,898,3172,76,10189,196,11948,0.00,0.52,0.77,0.07,0.81,0.02,9.96,0.41,73.92,15.54,0.13,1.13,69.69,75,75,97.30,300,300,106.93,99.71,2.19,2.19,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.82,243.45,0.42,42.18,0.00,0.00
7,Python 3.7.16,fibonacci_oldVersions.py 507000,27.790123,1535,1686830975.861914,-,-,434,13.66,3177,1896,3.41,251977,0,387,4491,4496,777,2964,66,9930,203,11195,0.00,0.47,0.71,0.06,0.82,0.02,9.97,0.48,73.81,15.49,0.11,1.15,69.59,71,71,97.37,300,300,107.93,99.70,2.13,2.13,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.83,246.29,0.41,42.30,0.00,0.00
8,Python 3.7.16,fibonacci_oldVersions.py 507000,28.177039,1360,1686831004.111332,-,-,445,14.34,3106,1896,3.33,47030,0,10887,14061,9864,1799,5327,382,11870,688,15474,0.07,0.72,1.02,0.15,1.14,0.03,10.42,0.28,71.89,16.28,0.25,1.28,67.85,71,72,97.20,300,300,111.44,99.68,2.28,2.28,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.44,244.62,0.42,42.74,0.00,0.00
9,Python 3.7.16,fibonacci_oldVersions.py 507000,27.904582,1419,1686831032.136921,-,-,436,13.87,3143,1896,3.40,36925,0,1361,7277,7578,1411,4753,172,11858,288,11624,0.01,0.66,0.95,0.13,1.10,0.03,11.08,0.41,71.77,16.20,0.22,1.47,68.24,71,71,97.28,300,300,109.53,99.69,2.29,2.29,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.86,242.62,0.43,42.46,0.00,0.00
10,Python 3.7.16,fibonacci_oldVersions.py 507000,9.768582,1885,1686831042.017864,-,-,858,38.45,2233,1896,1.47,127367,0,10078,30348,23675,4642,8843,498,7954,439,7095,0.31,3.50,3.34,1.03,4.15,0.10,14.85,0.54,34.08,22.07,0.93,3.16,35.39,69,69,89.82,300,300,210.10,99.71,9.58,9.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.47,83.19,0.86,12.68,0.00,0.00
