test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.11.3,fibonacci_oldVersions.py 507000,27.416962,1544,1686832085.325273,-,-,442,14.14,3126,1896,3.40,226334,0,820,7060,7451,1203,3914,270,9208,361,10510,0.01,0.50,0.73,0.12,0.84,0.04,8.29,0.23,75.09,15.79,0.25,0.96,68.85,71,71,99.46,850,300,111.30,99.65,0.18,0.18,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326.79,235.45,0.12,41.18,0.00,0.00
2,Python 3.11.3,fibonacci_oldVersions.py 507000,27.980584,1331,1686832113.463478,-,-,464,15.30,3033,1896,3.26,46176,0,4060,10200,13649,3416,7816,660,11903,602,12156,0.03,0.62,1.16,0.33,1.38,0.06,9.11,0.25,71.79,16.69,0.50,1.40,66.11,79,79,99.14,400,300,117.02,99.68,0.48,0.48,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.02,237.67,0.17,42.06,0.00,0.00
3,Python 3.11.3,fibonacci_oldVersions.py 507000,27.470897,1414,1686832141.078308,-,-,445,14.30,3111,1896,3.39,32846,0,2133,7183,10308,2629,5903,458,10407,410,11516,0.01,0.54,1.03,0.25,1.08,0.04,8.79,0.24,73.73,16.24,0.40,1.09,67.98,72,72,99.42,400,300,111.79,99.59,0.19,0.19,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327.52,235.15,0.06,41.29,0.00,0.00
4,Python 3.11.3,fibonacci_oldVersions.py 507000,27.666286,1469,1686832168.887829,-,-,453,14.73,3076,1896,3.33,46230,0,2549,10823,14266,2500,6086,566,11666,586,11480,0.02,0.62,1.19,0.22,1.13,0.04,9.51,0.32,72.21,16.70,0.39,1.16,67.03,74,74,99.44,1050,300,114.66,99.59,0.16,0.16,0.04,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,329.80,236.93,0.07,41.61,0.00,0.00
5,Python 3.11.3,fibonacci_oldVersions.py 507000,27.723882,2399,1686832196.755362,-,-,453,14.62,3095,1896,3.32,123268,0,2593,9968,11517,2129,5292,581,10325,512,11446,0.02,0.58,1.00,0.21,0.98,0.05,8.15,0.39,74.00,16.11,0.41,1.03,67.84,72,72,99.46,300,300,112.91,99.60,0.17,0.17,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.83,237.11,0.09,41.67,0.00,0.00
6,Python 3.11.3,fibonacci_oldVersions.py 507000,27.477480,1448,1686832224.395053,-,-,446,14.34,3113,1896,3.37,44724,0,2343,10347,12184,2137,5448,642,10960,528,11542,0.02,0.54,1.09,0.19,1.02,0.06,9.47,0.32,72.97,16.20,0.46,1.07,67.93,74,74,99.45,850,300,111.90,99.68,0.19,0.19,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327.23,235.61,0.08,41.41,0.00,0.00
7,Python 3.11.3,fibonacci_oldVersions.py 507000,27.246672,1657,1686832251.806794,-,-,444,14.11,3147,1896,3.40,279121,0,1099,8748,9446,1676,4389,430,9168,379,10664,0.01,0.60,0.97,0.17,0.90,0.04,7.75,0.19,75.25,16.18,0.32,1.03,68.35,74,75,99.45,300,300,111.08,99.66,0.16,0.16,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326.86,236.62,0.06,41.13,0.00,0.00
8,Python 3.11.3,fibonacci_oldVersions.py 507000,27.955792,1571,1686832279.945755,-,-,462,15.12,3058,1896,3.26,326098,0,2430,12320,15291,2740,6610,671,12315,675,12840,0.02,0.69,1.32,0.25,1.22,0.05,9.27,0.25,71.83,17.25,0.41,1.19,66.04,72,73,99.42,850,300,117.27,99.66,0.21,0.21,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.91,238.84,0.09,42.17,0.00,0.00
9,Python 3.11.3,fibonacci_oldVersions.py 507000,27.776934,1572,1686832307.872283,-,-,463,15.02,3085,1896,3.26,211984,0,2681,10938,12067,2526,6378,562,11514,608,11465,0.02,0.66,1.00,0.24,1.27,0.06,9.11,0.31,72.33,16.56,0.39,1.28,66.76,74,75,99.39,400,300,116.08,99.61,0.28,0.28,0.03,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.62,240.53,0.16,41.85,0.00,0.00
10,Python 3.11.3,fibonacci_oldVersions.py 507000,27.413228,1906,1686832335.427362,-,-,451,14.41,3129,1896,3.35,33503,0,1472,8314,9034,1735,4467,428,9181,414,10798,0.01,0.57,0.81,0.16,0.92,0.05,8.10,0.29,74.67,15.76,0.25,1.05,68.52,72,72,99.42,300,300,111.84,99.69,0.20,0.20,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326.29,238.00,0.06,41.18,0.00,0.00
