test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.10.11,fibonacci_oldVersions.py 507000,38.643042,1509,1686831676.962653,-,-,712,29.95,2377,1896,2.01,254758,0,21586,46082,71451,14589,29596,4537,33098,4081,25472,0.17,1.61,3.15,0.93,2.94,0.19,10.66,0.42,50.18,20.54,0.93,1.84,46.73,76,77,98.25,400,300,181.97,99.70,1.52,1.52,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,459.89,318.47,0.64,56.35,0.00,0.00
2,Python 3.10.11,fibonacci_oldVersions.py 507000,116.578112,2335,1686831793.689488,-,-,1634,89.74,1821,1896,1.12,2639202,0,39197,43694,51765,8651,19527,5058,25341,4528,25145,0.12,0.49,0.76,0.17,0.64,0.07,2.39,0.12,5.44,4.59,0.16,0.39,5.12,72,72,100.04,300,300,372.50,99.78,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1393.31,952.50,0.45,151.41,0.00,0.00
3,Python 3.10.11,fibonacci_oldVersions.py 507000,35.822447,1606,1686831829.661347,-,-,539,19.15,2815,1896,2.43,98280,0,14439,59989,38017,12161,40071,492,23447,499,12869,0.08,3.59,2.89,0.95,5.48,0.04,10.38,0.18,57.38,22.97,0.72,3.37,53.80,74,74,99.51,1050,300,139.15,99.72,0.19,0.19,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.92,298.91,0.08,51.22,0.00,0.00
4,Python 3.10.11,fibonacci_oldVersions.py 507000,32.355449,1412,1686831862.154754,-,-,453,14.04,3224,1896,2.87,41891,0,4299,10277,10593,2801,5986,446,11125,557,13565,0.03,0.55,0.88,0.21,0.90,0.05,7.93,0.30,75.13,15.78,0.39,0.93,68.86,73,73,99.51,850,300,109.59,99.70,0.15,0.15,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,386.00,282.61,0.09,45.40,0.00,0.00
5,Python 3.10.11,fibonacci_oldVersions.py 507000,32.298705,1425,1686831894.590221,-,-,449,13.91,3228,1896,2.89,44190,0,2070,9768,10930,2020,5400,417,10568,476,13180,0.02,0.48,0.81,0.17,0.87,0.05,7.64,0.35,75.71,15.53,0.31,0.97,69.27,72,73,99.40,1050,300,109.21,99.68,0.16,0.16,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.05,282.52,0.09,45.36,0.00,0.00
6,Python 3.10.11,fibonacci_oldVersions.py 507000,32.567445,1287,1686831927.320699,-,-,458,14.40,3179,1896,2.85,43861,0,3449,13471,16580,2800,7516,647,13839,641,13871,0.03,0.72,1.13,0.25,1.22,0.05,9.27,0.35,72.61,16.75,0.49,1.29,67.07,75,75,99.50,300,300,112.92,99.67,0.13,0.13,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,388.53,281.60,0.08,45.86,0.00,0.00
7,Python 3.10.11,fibonacci_oldVersions.py 507000,31.970304,1368,1686831959.429069,-,-,447,13.82,3233,1896,2.91,33159,0,1038,7254,8599,1450,4349,286,9709,376,12086,0.01,0.49,0.74,0.14,0.79,0.04,7.67,0.49,75.81,15.39,0.27,0.91,69.61,72,72,99.43,1050,300,108.35,99.72,0.14,0.14,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,381.43,279.14,0.07,45.01,0.00,0.00
8,Python 3.10.11,fibonacci_oldVersions.py 507000,33.452069,1504,1686831993.012104,-,-,482,15.63,3083,1896,2.71,73068,0,7130,18913,26345,5875,12276,1166,17576,970,16257,0.05,0.96,1.65,0.48,1.73,0.07,10.32,0.39,68.77,18.24,0.74,1.46,63.93,74,75,99.35,400,300,119.89,99.68,0.31,0.31,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.75,284.92,0.12,47.31,0.00,0.00
9,Python 3.10.11,fibonacci_oldVersions.py 507000,31.633280,1551,1686832024.774891,-,-,451,14.05,3208,1896,2.94,166855,0,1133,7993,9742,1614,4986,420,10923,356,12058,0.01,0.48,0.81,0.15,0.88,0.05,8.36,0.25,74.96,15.74,0.33,0.99,68.90,75,75,99.46,850,300,110.52,99.70,0.16,0.16,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,377.86,275.03,0.09,44.78,0.00,0.00
10,Python 3.10.11,fibonacci_oldVersions.py 507000,32.710492,1983,1686832057.631812,-,-,454,14.18,3206,1896,2.84,41143,0,2198,9194,10880,2037,5306,466,10738,536,13812,0.02,0.57,0.95,0.16,0.88,0.04,7.88,0.38,74.95,16.02,0.33,0.95,68.52,72,73,99.52,1050,300,111.28,99.69,0.11,0.11,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.24,284.30,0.08,45.73,0.00,0.00
