test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.9.16,fibonacci_oldVersions.py 507000,18.544327,3019,1686831352.284305,-,-,1297,61.17,2120,1896,1.04,213845,0,15364,20934,21721,5979,11437,1433,12270,1380,9061,0.19,1.43,2.04,0.78,2.72,0.15,10.45,0.31,20.89,13.98,0.52,1.81,22.51,72,71,97.11,400,300,286.99,99.77,2.82,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.32,155.23,0.43,17.93,0.00,0.00
2,Python 3.9.16,fibonacci_oldVersions.py 507000,6.818706,2497,1686831359.262744,-,-,581,20.00,2903,1896,1.79,16765,0,1389,5371,5475,1028,2106,138,3829,192,3068,0.04,0.97,1.62,0.37,1.71,0.04,14.42,0.37,60.51,17.91,0.37,1.65,60.07,68,68,99.45,400,300,138.09,99.51,0.22,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.33,59.55,0.01,6.57,0.00,0.00
3,Python 3.9.16,fibonacci_oldVersions.py 507000,6.732958,1670,1686831366.152475,-,-,538,17.81,3018,1896,1.86,16532,0,2021,6062,6956,1222,1929,195,3637,148,2938,0.07,1.17,1.77,0.40,1.43,0.07,13.18,0.14,64.03,18.60,0.35,1.47,61.77,68,68,99.38,400,300,131.00,99.53,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.54,58.89,0.01,6.50,0.00,0.00
4,Python 3.9.16,fibonacci_oldVersions.py 507000,58.517156,1818,1686831424.836243,-,-,1358,71.87,1890,1896,1.34,1253570,0,67573,79513,126165,22472,50024,14534,58805,18644,60689,0.42,1.92,3.71,0.85,2.56,0.46,5.98,0.58,12.04,16.08,0.45,1.00,10.59,68,68,99.57,1050,300,336.14,99.77,0.54,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,698.14,472.03,0.22,86.78,0.00,0.00
5,Python 3.9.16,fibonacci_oldVersions.py 507000,40.779043,1795,1686831465.743125,-,-,908,40.82,2225,1896,1.81,368559,0,23108,47849,95374,17705,44614,10335,61738,9256,43460,0.19,1.79,4.29,1.09,3.90,0.43,12.85,0.51,34.36,25.90,1.51,2.31,29.46,72,73,99.35,400,300,241.25,99.73,0.53,0.53,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,487.83,331.32,0.14,60.86,0.00,0.00
6,Python 3.9.16,fibonacci_oldVersions.py 507000,36.082034,1655,1686831501.977914,-,-,733,30.40,2411,1896,2.17,246727,0,18838,50642,97064,18527,41146,8549,51759,6100,32771,0.16,2.07,4.73,1.28,4.07,0.42,13.22,0.46,43.42,26.52,1.78,2.48,38.83,74,75,97.56,300,300,197.67,99.72,2.18,2.18,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.09,291.21,0.46,55.63,0.00,0.00
7,Python 3.9.16,fibonacci_oldVersions.py 507000,31.551928,1675,1686831533.682674,-,-,557,20.04,2778,1896,2.72,168884,0,7307,28659,49696,8760,21127,4245,32662,2992,24211,0.06,1.26,3.02,0.70,2.58,0.23,12.60,0.42,59.19,22.86,1.51,2.10,53.49,74,74,99.07,300,300,147.78,99.70,0.68,0.68,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,377.69,257.48,0.13,47.71,0.00,0.00
8,Python 3.9.16,fibonacci_oldVersions.py 507000,31.284627,1526,1686831565.119472,-,-,545,19.53,2789,1896,2.77,108902,0,8178,27807,48635,8075,19171,4203,31939,2998,24261,0.07,1.24,2.86,0.66,2.42,0.24,12.84,0.59,59.66,22.23,1.50,2.05,54.69,73,74,98.86,300,300,144.33,99.68,0.89,0.89,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372.70,253.24,0.16,47.33,0.00,0.00
9,Python 3.9.16,fibonacci_oldVersions.py 507000,41.274852,2764,1686831606.584281,-,-,960,46.88,2048,1896,1.74,480284,0,39738,65009,104147,18922,34258,7068,34967,6147,29992,0.33,1.95,3.77,1.01,2.86,0.26,7.80,0.34,35.14,19.05,0.96,1.60,31.51,70,70,95.26,300,300,243.11,99.74,4.54,4.54,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,494.50,333.08,1.89,64.93,0.00,0.00
10,Python 3.9.16,fibonacci_oldVersions.py 507000,31.260104,1517,1686831638.021783,-,-,514,18.19,2828,1896,2.86,100899,0,11216,34530,46887,8883,20389,3212,31230,2493,23305,0.09,1.46,2.80,0.73,2.69,0.17,13.29,0.51,60.21,22.00,1.34,2.11,56.36,72,73,95.98,1050,300,135.87,99.68,3.72,3.71,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372.40,250.34,1.65,48.01,0.00,0.00
