test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.0.1,fibonacci_oldVersions.py 507000,54.084312,1420,1686829257.315060,-,-,543,19.35,2808,1896,3.05,171483,0,14542,43840,69424,14365,30238,4954,43031,4161,36384,0.07,1.16,2.36,0.66,2.05,0.14,10.21,0.37,63.71,20.32,1.10,1.55,57.67,72,72,99.54,300,300,139.43,99.73,0.20,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,645.50,448.19,0.07,65.81,0.00,0.00
2,Python 3.0.1,fibonacci_oldVersions.py 507000,59.001096,1377,1686829316.488352,-,-,677,27.88,2429,1896,2.48,355433,0,30998,66429,96400,21847,46832,4600,57978,4027,37229,0.16,1.44,2.67,0.89,3.62,0.13,16.06,0.38,46.97,20.38,0.86,2.78,48.09,71,71,92.04,300,300,174.05,99.67,7.38,7.37,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,704.09,488.49,3.29,75.53,0.00,0.00
3,Python 3.0.1,fibonacci_oldVersions.py 507000,48.830974,1403,1686829365.469841,-,-,450,14.08,3198,1896,3.64,56572,0,2935,12940,17345,3134,8438,1125,19700,928,19819,0.01,0.49,0.92,0.17,0.89,0.06,8.77,0.30,74.31,16.11,0.41,0.98,68.42,72,73,98.50,300,300,110.99,99.68,1.03,1.03,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,583.01,424.30,0.28,58.71,0.00,0.00
4,Python 3.0.1,fibonacci_oldVersions.py 507000,48.734556,1323,1686829414.360532,-,-,450,14.08,3195,1896,3.65,58794,0,4732,15926,19721,3610,9009,869,17054,840,19679,0.02,0.61,1.05,0.20,0.94,0.05,7.77,0.34,74.95,16.09,0.39,0.94,68.51,72,71,99.51,300,300,110.30,99.69,0.07,0.07,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,581.33,426.15,0.02,58.60,0.00,0.00
5,Python 3.0.1,fibonacci_oldVersions.py 507000,48.957172,1395,1686829463.453477,-,-,457,14.46,3162,1896,3.60,64880,0,5411,17355,23489,4091,10245,1159,19290,1073,20636,0.03,0.58,1.12,0.21,1.01,0.05,7.70,0.31,74.56,16.38,0.50,0.99,67.66,70,70,99.56,300,300,112.63,99.73,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,584.42,426.12,0.02,58.99,0.00,0.00
6,Python 3.0.1,fibonacci_oldVersions.py 507000,48.840185,1382,1686829512.447492,-,-,451,14.15,3187,1896,3.64,61026,0,5435,13611,18286,2970,8278,863,17330,924,19581,0.03,0.53,0.95,0.15,0.89,0.05,7.75,0.32,75.20,15.88,0.38,1.05,68.55,70,71,99.53,300,300,110.48,99.68,0.06,0.06,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,582.44,424.76,0.01,58.67,0.00,0.00
7,Python 3.0.1,fibonacci_oldVersions.py 507000,48.753622,1451,1686829561.350303,-,-,450,14.04,3202,1896,3.66,58877,0,4038,15660,19977,3359,8558,1152,17990,1168,21106,0.02,0.62,1.06,0.17,0.80,0.05,7.41,0.38,75.45,16.30,0.47,0.85,68.33,76,76,99.59,300,300,110.24,99.74,0.06,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,582.04,423.24,0.01,58.63,0.00,0.00
8,Python 3.0.1,fibonacci_oldVersions.py 507000,59.409760,1756,1686829620.926276,-,-,705,30.00,2351,1896,2.36,515414,0,36007,67636,98374,18881,39733,4612,48625,3827,34500,0.19,1.45,2.78,0.80,2.91,0.13,13.44,0.37,48.15,19.39,0.89,2.22,47.51,70,72,92.08,400,300,179.05,99.71,7.40,7.39,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710.75,497.78,4.69,78.22,0.00,0.00
9,Python 3.0.1,fibonacci_oldVersions.py 507000,50.856104,5677,1686829671.936675,-,-,733,30.83,2378,1896,2.21,320442,0,25817,51301,82996,18834,42037,3459,48724,2778,29307,0.15,1.41,2.74,0.93,4.00,0.10,15.78,0.32,43.91,19.74,0.92,3.13,45.38,69,68,90.89,300,300,182.93,99.76,8.64,8.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,608.77,417.34,5.04,66.52,0.00,0.00
10,Python 3.0.1,fibonacci_oldVersions.py 507000,11.568056,1807,1686829683.855421,-,-,768,30.90,2484,1896,1.62,51117,0,2767,13183,12563,3691,8986,283,10177,232,5315,0.05,1.73,2.11,0.86,4.08,0.06,18.49,0.51,41.28,19.93,0.62,3.35,45.20,69,69,92.89,867,300,187.36,99.80,6.65,6.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136.53,97.23,0.84,11.75,0.00,0.00
