version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
g++-4.4 4.4.7,binaryTrees_2.c 21,1.00,0.37,0.63,0.14,,,7.08,2.77,0.01,2.90,2.16,13145798257 ns,53555035656,4.074 GHz,146314606348,3.82,13144.66 msec,1.000,53566948250,4.075 GHz,0,24829639740,314260397,13144.67 msec,1.000,19 C,33528658963,35308807,0.11%,0,22527565651,65664,65664,0,807623153,305120234,37.780,41615705774,631034104,1.52%,101351412,43470723,42.89%,2773741,41189347803,3234493,0.01%,1809251,46428,2.57%,0,0
g++-4.6 4.6.4,binaryTrees_2.c 21,1.00,0.37,0.64,0.15,,,7.07,2.72,0.01,3.03,2.16,12921141739 ns,52654231197,4.076 GHz,143275543146,3.81,12917.58 msec,1.000,52665544508,4.077 GHz,6,24415939235,309029476,12917.61 msec,1.000,20 C,32920574538,52167125,0.16%,0,22210207838,65665,65665,0,821416911,314054122,38.233,40294460438,626415837,1.55%,115712408,47227626,40.81%,2748622,40166080725,3415521,0.01%,113215,135238,119.45%,0,0
g++-4.7 4.7.4,binaryTrees_2.c 21,1.00,0.37,0.64,0.15,,,7.11,2.73,0.01,2.98,2.16,12877971684 ns,52536296899,4.080 GHz,146816517691,3.91,12876.75 msec,1.000,52533099335,4.080 GHz,0,24352165458,308242980,12876.76 msec,1.000,19 C,33661695300,51372364,0.15%,0,22218688813,65666,65666,0,839273186,322108771,38.379,40788644827,621179776,1.52%,112186438,46964790,41.86%,2777963,40223851316,3805567,0.01%,1393795,62234,4.47%,0,0
g++-4.8 4.8.5,binaryTrees_2.c 21,1.00,0.37,0.62,0.16,,,7.01,2.71,0.01,3.03,2.16,13088938262 ns,53361338907,4.077 GHz,143384526435,3.77,13087.66 msec,1.000,53306507693,4.073 GHz,0,24720581406,312891560,13087.67 msec,1.000,20 C,32871239840,68483519,0.21%,0,21266005692,65665,65665,0,792374365,296735064,37.449,40073742142,600732430,1.50%,106880288,44204183,41.36%,2611130,40245904029,3136206,0.01%,824776,100535,12.19%,0,0
g++-4.9 4.9.3,binaryTrees_2.c 21,1.00,0.36,0.65,0.16,,,7.09,2.74,0.01,2.93,2.16,12850428582 ns,52319549016,4.073 GHz,141999147594,3.80,12846.23 msec,1.000,52318241582,4.073 GHz,2,24256777062,307066102,12846.26 msec,1.000,21 C,32799757988,58159721,0.18%,0,21840425671,65664,65664,0,802011133,301067681,37.539,39982781729,632885441,1.58%,116853086,46946631,40.18%,2511639,40648456472,3037088,0.01%,1119806,165966,14.82%,0,0
g++-5 5.5.0,binaryTrees_2.c 21,1.00,0.36,0.65,0.15,,,7.09,2.67,0.01,2.98,2.16,12785106090 ns,52113055743,4.076 GHz,142382366926,3.82,12783.81 msec,1.000,52100251005,4.075 GHz,14,24166583529,305980910,12783.82 msec,1.000,22 C,32827213180,54081555,0.16%,0,22245277688,65662,65662,0,834171352,329051293,39.446,40502594791,628824797,1.55%,111471786,48257724,43.29%,3434067,40651322912,2977535,0.01%,37964,11725543,30885.95%,0,0
g++-6 6.5.0,binaryTrees_2.c 21,1.00,0.37,0.64,0.16,,,6.99,2.76,0.01,2.95,2.16,13238772006 ns,53927397408,4.074 GHz,147105462508,3.82,13237.62 msec,1.000,53965614231,4.077 GHz,3,25021239379,316754758,13237.61 msec,1.000,20 C,34095664037,64546193,0.19%,0,22018419888,65667,65667,0,819833503,309717937,37.778,41266480716,632198387,1.53%,112833158,50977348,45.18%,2789338,40414865548,3634564,0.01%,55046,18184985,33035.98%,0,0
g++-7 7.5.0,binaryTrees_2.c 21,1.00,0.37,0.64,0.16,,,6.94,2.66,0.01,2.94,2.16,13170301779 ns,53692994456,4.077 GHz,147879057920,3.86,13169.23 msec,1.000,53655975660,4.074 GHz,1,24881072242,315019294,13169.23 msec,1.000,21 C,34405543624,33755083,0.10%,0,21928083050,65663,65663,0,841183007,329796512,39.206,40181078802,608388300,1.51%,106578340,39975860,37.51%,3538661,40608235988,3249655,0.01%,50730,9504451,18735.37%,0,0
g++-8 ,binaryTrees_2.c 21,1.00,0.36,0.66,0.21,,,7.01,2.76,0.00,2.80,2.16,13741481857 ns,55996790737,4.075 GHz,153725199275,3.84,13740.31 msec,1.000,55992924000,4.075 GHz,1,25958687735,328562873,13740.32 msec,1.000,21 C,35902480009,31725354,0.09%,0,22791192700,65664,65664,0,807783505,301232794,37.291,42678071069,625628988,1.47%,120533195,53822674,44.65%,3295175,42150560626,3116481,0.01%,58057,294620,507.47%,0,0
g++-9 9.5.0,binaryTrees_2.c 21,1.00,0.36,0.66,0.20,,,6.97,2.76,0.01,2.84,2.16,13691623476 ns,55823918253,4.078 GHz,153595251094,3.85,13690.61 msec,1.000,55833784001,4.078 GHz,3,25882613597,327636258,13690.62 msec,1.000,21 C,35769761558,31276729,0.09%,0,22092854027,65664,65664,0,797363859,296518181,37.187,41938908057,616144325,1.47%,114108960,47091818,41.27%,3121755,42340520861,3343441,0.01%,64769,522745,807.09%,0,0
