version,release_date,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 32
2.5.6,2011-05-26,nbody.py 5000000,0,1689849796,152984,python3,20432.0,9780.0,6204.0,68.8,0.1,312,2,305,5,0,19.2,5.6,0.0,75.2,0.0,0.0,0.0,0.0,15795.0 MiB,6882.8 MiB,2345.2 MiB,6567.0 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12648.3 MiB,
2.5.6,2011-05-26,nbody.py 5000000,1,1689849798,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,6881.1 MiB,2346.7 MiB,6567.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12646.6 MiB,
2.5.6,2011-05-26,nbody.py 5000000,2,1689849799,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,6888.7 MiB,2347.1 MiB,6559.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.2 MiB,
2.5.6,2011-05-26,nbody.py 5000000,3,1689849800,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,6889.2 MiB,2346.6 MiB,6559.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.7 MiB,
2.5.6,2011-05-26,nbody.py 5000000,4,1689849801,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6889.2 MiB,2346.6 MiB,6559.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.7 MiB,
2.5.6,2011-05-26,nbody.py 5000000,5,1689849802,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6889.2 MiB,2346.6 MiB,6559.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.7 MiB,
2.5.6,2011-05-26,nbody.py 5000000,6,1689849803,152984,python3,20432.0,9780.0,6204.0,93.8,0.1,312,2,305,5,0,12.7,0.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,6889.9 MiB,2345.8 MiB,6559.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12655.5 MiB,
2.5.6,2011-05-26,nbody.py 5000000,7,1689849805,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6889.9 MiB,2345.8 MiB,6559.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12655.5 MiB,
2.5.6,2011-05-26,nbody.py 5000000,8,1689849806,152984,python3,20432.0,9780.0,6204.0,93.8,0.1,312,2,305,5,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,6890.2 MiB,2345.6 MiB,6559.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12655.7 MiB,
2.5.6,2011-05-26,nbody.py 5000000,9,1689849807,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,6890.0 MiB,2345.8 MiB,6559.2 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12655.5 MiB,
2.5.6,2011-05-26,nbody.py 5000000,10,1689849808,152984,python3,20432.0,9780.0,6204.0,93.8,0.1,312,2,305,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6889.5 MiB,2346.2 MiB,6559.3 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12655.1 MiB,
2.5.6,2011-05-26,nbody.py 5000000,11,1689849809,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.7,0.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,6889.5 MiB,2346.2 MiB,6559.3 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12655.1 MiB,
2.5.6,2011-05-26,nbody.py 5000000,12,1689849810,152984,python3,20432.0,9780.0,6204.0,93.8,0.1,312,2,305,5,0,13.5,0.0,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,6889.0 MiB,2346.6 MiB,6559.4 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.6 MiB,
2.5.6,2011-05-26,nbody.py 5000000,13,1689849812,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.5,0.8,0.0,85.7,0.0,0.0,0.0,0.0,15795.0 MiB,6889.0 MiB,2346.6 MiB,6559.4 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.6 MiB,
2.5.6,2011-05-26,nbody.py 5000000,14,1689849813,152984,python3,20432.0,9780.0,6204.0,93.8,0.1,313,2,306,5,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,6888.5 MiB,2347.1 MiB,6559.4 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.2 MiB,
2.5.6,2011-05-26,nbody.py 5000000,15,1689849814,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,313,2,306,5,0,13.4,0.8,0.0,85.8,0.0,0.0,0.0,0.0,15795.0 MiB,6888.3 MiB,2347.3 MiB,6559.4 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12653.9 MiB,
2.5.6,2011-05-26,nbody.py 5000000,16,1689849815,152984,python3,20432.0,9780.0,6204.0,93.8,0.1,313,2,306,5,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6888.5 MiB,2347.0 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.2 MiB,
2.5.6,2011-05-26,nbody.py 5000000,17,1689849816,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.5,0.0,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,6888.3 MiB,2347.2 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.0 MiB,
2.5.6,2011-05-26,nbody.py 5000000,18,1689849817,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6888.3 MiB,2347.2 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.0 MiB,
2.5.6,2011-05-26,nbody.py 5000000,19,1689849819,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,6888.3 MiB,2347.2 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.0 MiB,
2.5.6,2011-05-26,nbody.py 5000000,20,1689849820,152984,python3,20432.0,9780.0,6204.0,93.8,0.1,312,2,305,5,0,13.4,1.6,0.0,85.0,0.0,0.0,0.0,0.0,15795.0 MiB,6888.3 MiB,2347.2 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.0 MiB,
2.5.6,2011-05-26,nbody.py 5000000,21,1689849821,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.6,0.0,0.0,87.4,0.0,0.0,0.0,0.0,15795.0 MiB,6888.3 MiB,2347.2 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.0 MiB,
2.5.6,2011-05-26,nbody.py 5000000,22,1689849822,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.6,1.6,0.0,85.8,0.0,0.0,0.0,0.0,15795.0 MiB,6888.3 MiB,2347.2 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12654.0 MiB,
2.5.6,2011-05-26,nbody.py 5000000,23,1689849823,152984,python3,20432.0,9780.0,6204.0,93.8,0.1,312,2,305,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6887.9 MiB,2347.6 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12653.5 MiB,
2.5.6,2011-05-26,nbody.py 5000000,24,1689849824,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6887.9 MiB,2347.6 MiB,6559.5 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12653.6 MiB,
2.5.6,2011-05-26,nbody.py 5000000,25,1689849826,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6887.9 MiB,2347.5 MiB,6559.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12653.7 MiB,
2.5.6,2011-05-26,nbody.py 5000000,26,1689849827,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,6887.9 MiB,2347.5 MiB,6559.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12653.7 MiB,
2.5.6,2011-05-26,nbody.py 5000000,27,1689849828,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.4,0.8,0.0,85.8,0.0,0.0,0.0,0.0,15795.0 MiB,6887.9 MiB,2347.5 MiB,6559.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12653.7 MiB,
2.5.6,2011-05-26,nbody.py 5000000,28,1689849829,152984,python3,20432.0,9780.0,6204.0,100.0,0.1,312,2,305,5,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6887.6 MiB,2347.8 MiB,6559.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12653.4 MiB,
2.7.18,2020-04-20,nbody.py 5000000,0,1689850606,154587,python3,20432.0,9776.0,6204.0,73.3,0.1,316,2,309,5,0,23.3,6.2,0.0,70.5,0.0,0.0,0.0,0.0,15795.0 MiB,6855.5 MiB,2367.1 MiB,6572.4 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.2 MiB,
2.7.18,2020-04-20,nbody.py 5000000,1,1689850607,154587,python3,20432.0,9776.0,6204.0,93.8,0.1,316,2,309,5,0,13.4,0.8,0.0,85.8,0.0,0.0,0.0,0.0,15795.0 MiB,6855.8 MiB,2366.8 MiB,6572.4 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.5 MiB,
2.7.18,2020-04-20,nbody.py 5000000,2,1689850608,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,12.7,0.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,6856.0 MiB,2366.4 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.8 MiB,
2.7.18,2020-04-20,nbody.py 5000000,3,1689850609,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,6856.0 MiB,2366.4 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.8 MiB,
2.7.18,2020-04-20,nbody.py 5000000,4,1689850611,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6856.0 MiB,2366.4 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.8 MiB,
2.7.18,2020-04-20,nbody.py 5000000,5,1689850612,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6856.5 MiB,2365.9 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12627.3 MiB,
2.7.18,2020-04-20,nbody.py 5000000,6,1689850613,154587,python3,20432.0,9776.0,6204.0,93.8,0.1,316,2,309,5,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,6856.3 MiB,2366.1 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12627.1 MiB,
2.7.18,2020-04-20,nbody.py 5000000,7,1689850614,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,13.6,0.0,0.0,86.4,0.0,0.0,0.0,0.0,15795.0 MiB,6855.8 MiB,2366.6 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.6 MiB,
2.7.18,2020-04-20,nbody.py 5000000,8,1689850615,154587,python3,20432.0,9776.0,6204.0,93.8,0.1,316,2,309,5,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6854.8 MiB,2367.6 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12625.6 MiB,
2.7.18,2020-04-20,nbody.py 5000000,9,1689850616,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6855.3 MiB,2367.1 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.1 MiB,
2.7.18,2020-04-20,nbody.py 5000000,10,1689850618,154587,python3,20432.0,9776.0,6204.0,93.8,0.1,316,2,309,5,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,6855.3 MiB,2367.1 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.1 MiB,
2.7.18,2020-04-20,nbody.py 5000000,11,1689850619,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,12.7,0.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,6855.3 MiB,2367.1 MiB,6572.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12626.1 MiB,
2.7.18,2020-04-20,nbody.py 5000000,12,1689850620,154587,python3,20432.0,9776.0,6204.0,93.8,0.1,316,2,309,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6863.2 MiB,2367.1 MiB,6564.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12634.1 MiB,
2.7.18,2020-04-20,nbody.py 5000000,13,1689850621,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,6863.5 MiB,2366.8 MiB,6564.7 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12634.4 MiB,
2.7.18,2020-04-20,nbody.py 5000000,14,1689850622,154587,python3,20432.0,9776.0,6204.0,93.8,0.1,316,2,309,5,0,13.5,0.0,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,6863.2 MiB,2367.1 MiB,6564.7 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12634.1 MiB,
2.7.18,2020-04-20,nbody.py 5000000,15,1689850623,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,6863.6 MiB,2366.8 MiB,6564.7 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12634.4 MiB,
2.7.18,2020-04-20,nbody.py 5000000,16,1689850625,154587,python3,20432.0,9776.0,6204.0,93.8,0.1,316,2,309,5,0,12.8,0.0,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,6863.6 MiB,2366.8 MiB,6564.7 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12634.4 MiB,
2.7.18,2020-04-20,nbody.py 5000000,17,1689850626,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,6863.1 MiB,2367.2 MiB,6564.7 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12634.0 MiB,
2.7.18,2020-04-20,nbody.py 5000000,18,1689850627,154587,python3,20432.0,9776.0,6204.0,93.8,0.1,316,2,309,5,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,6863.3 MiB,2367.0 MiB,6564.7 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12634.2 MiB,
2.7.18,2020-04-20,nbody.py 5000000,19,1689850628,154587,python3,20432.0,9776.0,6204.0,100.0,0.1,316,2,309,5,0,13.2,1.6,0.0,85.3,0.0,0.0,0.0,0.0,15795.0 MiB,6863.6 MiB,2366.7 MiB,6564.7 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,12634.5 MiB,
