test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.0.1,binarytrees.py 21,0.049995,1481,1686570510.019921,-,-,639,15.98,4015,1890,0.94,338,0,0,15,64,66,201,0,118,0,38,0.00,0.67,2.65,3.64,25.31,0.00,38.52,0.00,11.60,29.11,13.36,25.69,15.86,65,66,66.01,300,300,125.67,91.88,32.79,29.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.77,0.01,0.05,0.00,0.00
2,Python 3.0.1,binarytrees.py 21,0.046095,1088,1686570510.103680,-,-,525,12.93,4054,1897,1.09,256,0,1,14,58,64,155,0,100,0,0,0.00,1.33,2.38,4.96,22.68,0.00,55.13,0.00,0.00,24.31,17.31,25.59,19.86,67,67,82.44,300,300,105.15,93.91,16.14,15.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.66,0.01,0.03,0.00,0.00
3,Python 3.0.1,binarytrees.py 21,0.046059,1094,1686570510.187640,-,-,529,13.14,4030,1896,1.09,272,0,1,20,49,69,172,0,86,0,0,0.01,2.49,2.49,5.05,24.87,0.00,51.35,0.00,0.00,27.60,15.70,25.60,17.96,65,67,82.50,300,300,106.10,93.90,16.11,15.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.66,0.01,0.03,0.00,0.00
4,Python 3.0.1,binarytrees.py 21,0.052466,1086,1686570510.269998,-,-,1387,36.17,3835,1896,0.75,492,0,31,1295,437,94,148,2,47,0,0,0.11,22.94,7.52,3.33,18.24,0.11,11.43,0.00,0.00,44.01,3.56,13.06,3.20,70,70,85.77,300,300,216.26,97.36,14.15,13.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,1.23,0.01,0.08,0.00,0.00
5,Python 3.0.1,binarytrees.py 21,0.052325,1079,1686570510.369833,-,-,1233,32.25,3821,1897,0.68,488,0,2,618,924,367,223,0,28,0,0,0.01,13.25,25.25,9.05,13.88,0.00,6.33,0.00,0.00,53.90,2.50,8.27,3.09,70,70,78.36,300,300,207.71,98.06,20.01,19.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,1.14,0.01,0.08,0.00,0.00
6,Python 3.0.1,binarytrees.py 21,0.045418,1131,1686570510.453208,-,-,543,13.41,4045,1897,1.09,261,0,1,17,58,84,166,0,88,0,0,0.00,0.87,2.31,8.71,21.87,0.00,52.25,0.00,0.00,24.17,17.39,21.06,23.97,67,67,90.27,300,300,107.51,94.16,9.12,8.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.65,0.00,0.03,0.00,0.00
7,Python 3.0.1,binarytrees.py 21,0.090229,1110,1686570510.573636,-,-,819,55.41,1475,1899,0.89,617,0,0,282,679,404,332,0,33,0,12,0.00,3.97,11.54,11.02,12.59,0.00,5.05,0.00,0.28,30.11,6.00,6.37,2.11,66,68,90.88,300,300,286.43,98.13,8.68,8.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46,1.15,0.01,0.09,0.00,0.00
8,Python 3.0.1,binarytrees.py 21,0.079055,1044,1686570510.681807,-,-,798,52.44,1521,1897,0.87,646,0,8,551,524,219,272,0,62,0,0,0.04,4.25,7.64,6.10,14.86,0.00,14.55,0.00,0.00,25.77,4.60,12.85,4.33,68,68,82.22,300,300,264.12,97.36,16.78,16.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.04,0.01,0.08,0.00,0.00
9,Python 3.0.1,binarytrees.py 21,0.046779,1105,1686570510.758070,-,-,592,14.67,4037,1896,1.09,269,0,0,16,45,89,191,0,94,0,0,0.00,0.60,2.01,7.32,26.05,0.00,48.50,0.00,0.00,24.29,17.62,23.56,19.86,69,69,85.51,300,300,113.54,93.89,13.64,12.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.71,0.01,0.03,0.00,0.00
10,Python 3.0.1,binarytrees.py 21,0.047220,1050,1686570510.842959,-,-,568,14.12,4022,1897,1.04,268,0,0,10,46,77,205,0,91,0,2,0.00,1.36,1.99,5.79,25.30,0.00,48.94,0.00,1.58,27.23,16.84,28.50,13.31,68,68,82.59,300,300,112.61,93.01,15.57,14.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.70,0.01,0.04,0.00,0.00
