test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.5.10,nbody.py 50000000,1.00,0.38,0.66,0.23,0.08,0.03,6.59,2.64,0.00,0.12,1.99,449528155492 ns,1685602641010,3.750 GHz,4452400290972,2.64,449494.66 msec,1.000,1685478071952,3.750 GHz,65,848712356419,10743956868,449495.18 msec,1.000,2076 C,837109747283,6546987644,0.78%,0,723643292014,8815,8815,0,62599151,1429653,2.284,1515182148172,846908225,0.06%,4043421,83155,2.06%,295374634,1515086000014,11089,0.00%,5908113,18630622,315.34%,0,0
2,Python 3.5.10,nbody.py 50000000,1.00,0.38,0.66,0.23,0.08,0.03,6.59,2.64,0.00,0.19,1.87,476891354451 ns,1683646502861,3.531 GHz,4451682650701,2.64,476845.60 msec,1.000,1683695732023,3.531 GHz,78,901100422174,11407338325,476846.23 msec,1.000,1422 C,837188930549,6336691380,0.76%,0,723786772813,8789,8789,0,115812461,9752579,8.421,1515180806772,1388510628,0.09%,7808282,747764,9.58%,297081514,1515273506217,17873,0.00%,5437355,5417485,99.63%,0,0
3,Python 3.5.10,nbody.py 50000000,1.00,0.39,0.64,0.24,0.09,0.03,6.54,2.56,0.00,0.09,1.92,478513583626 ns,1739504613623,3.635 GHz,4452091624051,2.56,478481.62 msec,1.000,1739482930153,3.635 GHz,134,905312333896,11460292741,478482.16 msec,1.000,1434 C,837171136762,8123278261,0.97%,0,723739732154,8749,8749,0,67008516,1220911,1.822,1515425043098,710544300,0.05%,4195977,65442,1.56%,265763345,1515079366064,18153,0.00%,2205249,4000751,181.42%,0,0
4,Python 3.5.10,nbody.py 50000000,1.00,0.39,0.65,0.24,0.09,0.03,6.54,2.58,0.00,0.08,1.90,481387056555 ns,1725287692315,3.584 GHz,4451709776107,2.58,481349.03 msec,1.000,1725199444797,3.584 GHz,83,909652011343,11515248744,481349.64 msec,1.000,1321 C,837050884361,7439371245,0.89%,0,723725762884,8818,8818,0,99321179,2265287,2.281,1515275203153,641731125,0.04%,7269947,204689,2.82%,248464214,1515231517863,7999,0.00%,13810855,452120045,3273.66%,0,0
5,Python 3.5.10,nbody.py 50000000,1.00,0.38,0.65,0.23,0.09,0.03,6.55,2.60,0.00,0.14,1.90,475336614025 ns,1712845634494,3.604 GHz,4451443652082,2.60,475303.04 msec,1.000,1712904404733,3.604 GHz,138,899386330277,11385190949,475303.59 msec,1.000,1403 C,836948714745,7028142644,0.84%,0,723693562777,8783,8783,0,73244613,1491753,2.037,1515230675756,1061248020,0.07%,5256385,71850,1.37%,350633741,1515136884912,10873,0.00%,2371575,22923817,966.61%,0,0
6,Python 3.5.10,nbody.py 50000000,1.00,0.38,0.66,0.23,0.08,0.03,6.57,2.63,0.00,0.14,1.92,466604559149 ns,1692301408766,3.627 GHz,4451609343263,2.63,466570.31 msec,1.000,1692172761013,3.627 GHz,232,882642632301,11173207453,466570.80 msec,1.000,1521 C,837019048023,6723684461,0.80%,0,723754166071,8829,8829,0,96154558,2209952,2.298,1515431944708,1032237286,0.07%,6688246,67047,1.00%,353529250,1515114155710,15579,0.00%,2565948,34415237,1341.23%,0,0
7,Python 3.5.10,nbody.py 50000000,1.00,0.38,0.66,0.23,0.08,0.03,6.58,2.63,0.00,0.34,1.89,473577514985 ns,1690202339427,3.569 GHz,4451891396821,2.63,473541.96 msec,1.000,1690179668868,3.569 GHz,60,895927189659,11341252913,473542.53 msec,1.000,1199 C,837010432317,6600113183,0.79%,0,723687334586,8784,8784,0,60690190,1391705,2.293,1515359987975,2486235433,0.16%,4066292,180810,4.45%,272632280,1515162511563,3449,0.00%,2757842,51025412,1850.19%,0,0
8,Python 3.5.10,nbody.py 50000000,1.00,0.38,0.66,0.23,0.08,0.03,6.59,2.64,0.00,0.11,1.90,469982891946 ns,1689175743010,3.594 GHz,4452174681596,2.64,469943.86 msec,1.000,1689165185375,3.594 GHz,72,887306211450,11232536944,469944.50 msec,1.000,1337 C,837118842684,6534674868,0.78%,0,723732006395,8793,8793,0,120552351,2682128,2.225,1515422895629,812629720,0.05%,8082991,228203,2.82%,281209821,1514927766106,565280,0.00%,7891136,35418103,448.83%,0,0
9,Python 3.5.10,nbody.py 50000000,1.00,0.38,0.66,0.23,0.08,0.03,6.58,2.62,0.00,0.13,1.89,475106143360 ns,1699218068674,3.577 GHz,4451983071894,2.62,475070.23 msec,1.000,1699237514690,3.577 GHz,206,898643386836,11375773960,475070.78 msec,1.000,1040 C,837235974580,6683812229,0.80%,0,723870566264,8765,8765,0,92808306,8930836,9.623,1515166246534,983854105,0.06%,6937915,790143,11.39%,272774660,1515068330150,27459,0.00%,3815119,2540652,66.59%,0,0
10,Python 3.5.10,nbody.py 50000000,1.00,0.38,0.67,0.23,0.08,0.03,6.59,2.65,0.00,0.11,1.90,467500783147 ns,1681201927723,3.596 GHz,4451337409227,2.65,467468.71 msec,1.000,1681181883989,3.596 GHz,155,884652823597,11198801096,467469.22 msec,1.000,1376 C,836965825145,6323028595,0.76%,0,723658502646,8783,8783,0,74899541,1260286,1.683,1515461542650,799110595,0.05%,5998628,167458,2.79%,275640816,1515205687028,370478,0.00%,1759134,13687392,778.08%,0,0
