test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.87,0.0,0.06,2.02,406.004730309,1549704015555,3.817,4446246877474,2.87,405973.81,1.0,1549774381371,3.817,215,766911172038,9708342094,405974.33,1.0,1918.0,808164351063,5201737061,0.64%,0,716595407192,406432,406432,0,281470084,131279098,46.641,1517725837022,336787599,0.02%,26183175,15682511,59.90%,104754787,1517095924052,2406782,0.00%,7204898,3852108,53.47%,0,0
2,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.36,0.7,0.18,0.08,0.04,6.91,2.76,0.0,0.05,1.9,446.375936008,1608959167250,3.605,4445843864411,2.76,446344.17,1.0,1608874156336,3.605,83,844602320595,10691699975,446344.64,1.0,1123.0,807937028422,5834173646,0.72%,0,716569239793,406394,406394,0,293437504,149382805,50.908,1517370542135,318986121,0.02%,25397599,16348706,64.37%,355115148,1517596846165,2584514,0.00%,2081945,7873042,378.16%,0,0
3,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.0,2.84,0.0,0.05,1.93,430.374650955,1566532126692,3.64,4446875775558,2.84,430342.6,1.0,1566453281260,3.64,155,811859053148,10277315002,430343.1,1.0,1419.0,808220820187,5620666533,0.70%,0,716703971929,406415,406415,0,313685534,147527337,47.03,1517438586576,344495512,0.02%,26735503,16043032,60.01%,160720396,1517354470837,8721927,0.00%,8794789,24176654,274.90%,0,0
4,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.36,0.71,0.18,0.08,0.03,6.98,2.8,0.0,0.05,1.9,442.147605589,1588302544677,3.593,4446028917525,2.8,442113.64,1.0,1588313723547,3.593,64,836173808600,10585074149,442114.12,1.0,1330.0,808165291173,6199249952,0.77%,0,716638704717,406435,406435,0,299144092,152027744,50.821,1517519117291,347117466,0.02%,25792408,16995612,65.89%,160832987,1517260251754,2401976,0.00%,33531068,5802902,17.31%,0,0
5,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.85,0.0,0.07,1.91,430.63275649,1558057363029,3.618,4445944957056,2.85,430599.82,1.0,1558022559006,3.618,57,814048834073,10304972184,430600.26,1.0,1107.0,808013070628,5384721403,0.67%,0,716522774857,406442,406442,0,288431417,146810685,50.9,1517543062676,473057799,0.03%,24733345,15740273,63.64%,109669003,1517408308765,1217244,0.00%,3486636,2495823,71.58%,0,0
6,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.87,0.0,0.06,1.91,430.022025628,1551067712657,3.607,4446965614972,2.87,429988.4,1.0,1550801528472,3.607,139,811534964155,10272814030,429988.92,1.0,1374.0,807933650882,5229364959,0.65%,0,716558950341,406377,406377,0,320453051,147845255,46.136,1517739899869,370662016,0.02%,27383362,15983916,58.37%,134881231,1517483132329,6195046,0.00%,7513079,11290669,150.28%,0,2
7,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.0,2.85,0.0,0.05,1.9,433.060686127,1558497896691,3.599,4445676192456,2.85,433026.38,1.0,1558380639297,3.599,144,819019108393,10367868372,433026.95,1.0,1498.0,807912824554,5443471190,0.67%,0,716641538644,406394,406394,0,333676442,158881138,47.615,1517377270702,309044351,0.02%,30741424,15551608,50.59%,141281284,1517190577356,6497612,0.00%,2963200,8869090,299.31%,0,0
8,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.35,0.71,0.18,0.08,0.03,6.98,2.83,0.0,0.09,1.91,434.903491486,1571589010925,3.614,4446893943742,2.83,434866.91,1.0,1571436126701,3.614,85,820714809887,10389429088,434867.52,1.0,1029.0,808080185294,5854986083,0.72%,0,716619369617,406374,406374,0,336688654,143660701,42.669,1517228651230,594905936,0.04%,27682585,15593973,56.33%,354624534,1517061234415,1400626,0.00%,8391354,10141817,120.86%,0,0
9,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.85,0.0,0.05,1.91,432.809630969,1558890040626,3.602,4446532632212,2.85,432772.29,1.0,1558914608491,3.602,70,817146312426,10343805205,432772.87,1.0,1513.0,808220582286,5396726868,0.67%,0,716765219522,406396,406396,0,304124557,141378473,46.487,1517480757834,310916552,0.02%,25786345,16063250,62.29%,143252786,1517293217677,1212470,0.00%,6795988,26652668,392.18%,0,0
10,2020-04-20,nbody_50000000_OOflag,2.7.18,nbody.py 50000000,1.0,0.35,0.72,0.18,0.07,0.03,7.01,2.86,0.0,0.06,1.93,427.376762968,1553059843105,3.634,4446545999957,2.86,427343.04,1.0,1552894643336,3.634,127,806200381595,10205873721,427343.56,1.0,1377.0,808087336480,5243683837,0.65%,0,716717651041,406426,406426,0,315768228,153240559,48.529,1517648016749,404683415,0.03%,27915561,16711973,59.87%,108845593,1517461857458,1074742,0.00%,7933636,1826968,23.03%,0,0
1,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.41,0.6,0.28,0.09,0.03,6.08,2.46,0.0,0.06,1.99,538.577385698,2027539831610,3.765,4992226208622,2.46,538539.4,1.0,2027528598659,3.765,62,1018913229561,12898319275,538540.0,1.0,1984.0,1059060832924,10377313833,0.98%,0,737995499054,8852,8852,0,84503396,1970919,2.332,1596742969566,501379368,0.03%,5763313,90178,1.56%,125814402,1596774820061,522865,0.00%,4572828,28091519,614.31%,0,0
2,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.4,0.62,0.28,0.08,0.02,6.1,2.52,0.0,0.04,1.92,545.454916978,1980828742940,3.632,4992574898121,2.52,545419.19,1.0,1980803624570,3.632,31,1032369567416,13068582645,545419.74,1.0,1367.0,1059180021532,9228177944,0.87%,0,737682848220,8863,8863,0,92407105,1620712,1.754,1596640782885,357872399,0.02%,5523530,74617,1.35%,112295485,1596551264723,5913,0.00%,4089767,889477,21.75%,0,0
3,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.02,6.08,2.49,0.0,0.11,1.92,552.612203956,2002914728541,3.625,4992165817945,2.49,552574.71,1.0,2002834556300,3.625,46,1045761627053,13238212257,552575.31,1.0,1080.0,1059120961314,10012377956,0.95%,0,737671645906,8864,8864,0,92264866,1443745,1.565,1596818962948,909264203,0.06%,5881654,81882,1.39%,107408116,1596560001238,10253,0.00%,1820136,11016289,605.25%,0,0
4,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.08,0.02,6.1,2.51,0.0,0.07,1.92,547.719544467,1988001572059,3.63,4993322971837,2.51,547680.68,1.0,1988015516243,3.63,84,1036862367448,13125626761,547681.33,1.0,1200.0,1059380448548,9222302136,0.87%,0,737824097482,8826,8826,0,105055936,1769193,1.684,1596891387748,577948130,0.04%,8586348,202574,2.36%,93322614,1596809413598,245496,0.00%,2425367,512448,21.13%,0,0
5,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.02,6.08,2.5,0.0,0.05,1.91,552.987056242,1997035688165,3.612,4991668771848,2.5,552950.16,1.0,1996956097704,3.611,27,1046728876388,13250567204,552950.73,1.0,1413.0,1058994463004,9911211494,0.94%,0,737656907190,8839,8839,0,83605861,1469789,1.758,1596657931486,397395385,0.02%,5512511,78170,1.42%,115946635,1596617872872,2150487,0.00%,5585674,6290729,112.62%,0,0
6,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.41,0.6,0.28,0.09,0.03,6.04,2.46,0.0,0.07,1.91,562.252175996,2029931790941,3.611,4993312976415,2.46,562210.84,1.0,2029960261328,3.611,28,1064161042601,13470921380,562211.42,1.0,1410.0,1059326823735,11012503987,1.04%,0,737864492761,8811,8811,0,111179007,9237783,8.309,1596908116880,580491522,0.04%,8753452,801431,9.16%,123183300,1596335004908,2148772,0.00%,8856470,1124387,12.70%,0,0
7,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.08,0.02,6.09,2.5,0.0,0.06,1.92,549.253741022,1993489542193,3.63,4991354764025,2.5,549215.83,1.0,1993431244941,3.63,85,1039695338837,13161563657,549216.41,1.0,1467.0,1059071820286,9397639583,0.89%,0,737880815726,8839,8839,0,122553187,1908239,1.557,1596768390458,489998632,0.03%,7911425,80688,1.02%,117058016,1597193054635,277830,0.00%,1724192,1959704,113.66%,0,0
8,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.39,0.63,0.27,0.08,0.02,6.12,2.56,0.0,0.05,1.91,539.70316557,1951056705746,3.615,4992517422612,2.56,539661.44,1.0,1951061148213,3.615,123,1019941407454,12911433203,539662.1,1.0,1111.0,1059188986740,8574947137,0.81%,0,737723026717,8845,8845,0,129754104,2279082,1.756,1596812237085,396048054,0.02%,8557305,110137,1.29%,151333431,1596577282947,193560,0.00%,8312164,1392067,16.75%,0,0
9,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.08,0.02,6.07,2.49,0.0,0.06,1.88,562.314342881,2004698222944,3.565,4993536424533,2.49,562276.15,1.0,2004684402485,3.565,81,1064378194808,13473928407,562276.75,1.0,1160.0,1059244653636,10017678559,0.95%,0,737476817139,8850,8850,0,148070895,1382832,0.934,1596197792477,484930224,0.03%,11151741,69344,0.62%,141390971,1595989385435,191574,0.00%,7010785,2147642,30.63%,0,0
10,2009-02-13,nbody_50000000_OOflag,3.0.1,nbody.py 50000000,1.0,0.4,0.61,0.28,0.09,0.02,6.09,2.47,0.0,0.05,1.92,556.402438029,2019414500653,3.63,4992406197313,2.47,556364.07,1.0,2019394816937,3.63,69,1053107967102,13331148125,556364.75,1.0,1345.0,1059061416200,9360826409,0.88%,0,737656344682,8826,8826,0,106596135,1645769,1.544,1596750829451,449982476,0.03%,6665064,174992,2.63%,98936281,1596584234308,38399,0.00%,3077220,3043877,98.92%,0,0
1,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.57,2.63,0.0,0.04,1.98,456.109305859,1701881176597,3.732,4479956513549,2.63,456077.6,1.0,1701882685438,3.732,115,861648256752,10907479206,456078.06,1.0,2083.0,836206101429,6601986302,0.79%,0,724016008923,8709,8709,0,74335199,1661954,2.236,1547438514919,303725340,0.02%,4896637,91278,1.86%,76434403,1547181323254,2494352,0.00%,5629609,104321205,1853.08%,0,0
2,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.02,6.58,2.65,0.0,0.08,1.89,472.424005992,1693106164239,3.584,4479612120877,2.65,472390.33,1.0,1693059304197,3.584,53,894127180197,11318798673,472390.84,1.0,1528.0,836167693000,6453613915,0.77%,0,723873221736,8688,8688,0,76265325,1707763,2.239,1547501884216,565754217,0.04%,4946183,63132,1.28%,69191096,1547313434845,3371,0.00%,1677160,517660,30.87%,0,0
3,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.57,2.64,0.0,0.06,1.87,479.388126827,1696029507046,3.538,4481724082624,2.64,479351.35,1.0,1696010414362,3.538,63,907089486318,11482789469,479351.83,1.0,1104.0,836471001779,6517957783,0.78%,0,723823838221,8731,8731,0,76558987,10129685,13.231,1547159543301,471508457,0.03%,6688919,838384,12.53%,88028577,1546766002065,30090,0.00%,2608873,3790754,145.30%,0,0
4,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.24,0.08,0.02,6.56,2.63,0.0,0.05,1.9,475.185626725,1704522631033,3.587,4479781794421,2.63,475152.2,1.0,1704528195203,3.587,145,899356527029,11384834664,475152.77,1.0,1299.0,836238559015,6833599005,0.82%,0,724038565413,8680,8680,0,67054154,1372730,2.047,1547497739588,370041579,0.02%,4281981,189368,4.42%,72375285,1547118655584,16308,0.00%,2089289,264930778,12680.43%,0,0
5,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.57,2.64,0.0,0.13,1.9,473.253248663,1699542877203,3.591,4480189639018,2.64,473219.94,1.0,1699530553131,3.591,64,894078328991,11318370120,473220.44,1.0,1464.0,836321643403,6547210134,0.78%,0,723946924012,8684,8684,0,103405398,2393565,2.315,1547299810629,989443445,0.06%,6749038,115975,1.72%,89322814,1547316553450,6626,0.00%,6030382,11702413,194.06%,0,0
6,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.57,2.63,0.0,0.06,1.88,478.742089141,1704022075875,3.56,4479744545522,2.63,478708.54,1.0,1703971500034,3.56,63,905911737403,11467880037,478709.06,1.0,1329.0,836175026980,6483962309,0.78%,0,724011135307,8722,8722,0,80899989,1358084,1.679,1547385523411,434195649,0.03%,5271569,56999,1.08%,74362674,1547278427581,139050,0.00%,2309333,4584203,198.51%,0,0
7,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.55,2.62,0.0,0.07,1.91,473.007885465,1710513347487,3.616,4480319304378,2.62,472975.02,1.0,1710467106157,3.616,186,895222553973,11332446390,472975.56,1.0,1443.0,836232814962,7117561554,0.85%,0,723933304663,8767,8767,0,75224500,1274502,1.694,1547417280114,535485605,0.03%,5464663,72713,1.33%,129361482,1547192492172,90291,0.00%,2295443,31690553,1380.59%,0,0
8,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.24,0.08,0.03,6.57,2.62,0.0,0.09,1.89,477.118865849,1709387135289,3.583,4478883766727,2.62,477086.7,1.0,1709263401274,3.583,55,903147192122,11432986581,477087.21,1.0,1429.0,836157165798,6523293000,0.78%,0,724108243594,8690,8690,0,107142699,1618470,1.511,1547457946530,669535189,0.04%,6784303,79437,1.17%,94995354,1547642821619,4921,0.00%,2099757,11920266,567.70%,0,0
9,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.38,0.66,0.24,0.08,0.03,6.57,2.63,0.0,0.05,1.88,477.374121374,1701662226552,3.565,4481086085015,2.63,477343.41,1.0,1701759232928,3.565,45,903694266998,11439811275,477343.9,1.0,1345.0,836597602108,6509763220,0.78%,0,724084117325,8728,8728,0,79139295,1408834,1.78,1547083474877,360097024,0.02%,6325969,68562,1.08%,83780115,1547220355413,3340,0.00%,1985598,782746,39.42%,0,0
10,2019-03-18,nbody_50000000_OOflag,3.4.10,nbody.py 50000000,1.0,0.39,0.65,0.24,0.09,0.03,6.53,2.58,0.0,0.06,1.88,488.999080403,1739755179087,3.558,4479389672271,2.57,488960.09,1.0,1739767958859,3.558,47,924784556396,11706810651,488960.63,1.0,1478.0,835799095630,7867483510,0.94%,0,723617171123,8702,8702,0,116609358,10226451,8.77,1546980642198,485492547,0.03%,7528831,859985,11.42%,96167835,1548850643395,20902,0.00%,4206452,47298419,1124.43%,0,0
1,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.59,2.64,0.0,0.12,1.99,449.528155492,1685602641010,3.75,4452400290972,2.64,449494.66,1.0,1685478071952,3.75,65,848712356419,10743956868,449495.18,1.0,2076.0,837109747283,6546987644,0.78%,0,723643292014,8815,8815,0,62599151,1429653,2.284,1515182148172,846908225,0.06%,4043421,83155,2.06%,295374634,1515086000014,11089,0.00%,5908113,18630622,315.34%,0,0
2,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.59,2.64,0.0,0.19,1.87,476.891354451,1683646502861,3.531,4451682650701,2.64,476845.6,1.0,1683695732023,3.531,78,901100422174,11407338325,476846.23,1.0,1422.0,837188930549,6336691380,0.76%,0,723786772813,8789,8789,0,115812461,9752579,8.421,1515180806772,1388510628,0.09%,7808282,747764,9.58%,297081514,1515273506217,17873,0.00%,5437355,5417485,99.63%,0,0
3,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.39,0.64,0.24,0.09,0.03,6.54,2.56,0.0,0.09,1.92,478.513583626,1739504613623,3.635,4452091624051,2.56,478481.62,1.0,1739482930153,3.635,134,905312333896,11460292741,478482.16,1.0,1434.0,837171136762,8123278261,0.97%,0,723739732154,8749,8749,0,67008516,1220911,1.822,1515425043098,710544300,0.05%,4195977,65442,1.56%,265763345,1515079366064,18153,0.00%,2205249,4000751,181.42%,0,0
4,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.39,0.65,0.24,0.09,0.03,6.54,2.58,0.0,0.08,1.9,481.387056555,1725287692315,3.584,4451709776107,2.58,481349.03,1.0,1725199444797,3.584,83,909652011343,11515248744,481349.64,1.0,1321.0,837050884361,7439371245,0.89%,0,723725762884,8818,8818,0,99321179,2265287,2.281,1515275203153,641731125,0.04%,7269947,204689,2.82%,248464214,1515231517863,7999,0.00%,13810855,452120045,3273.66%,0,0
5,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.38,0.65,0.23,0.09,0.03,6.55,2.6,0.0,0.14,1.9,475.336614025,1712845634494,3.604,4451443652082,2.6,475303.04,1.0,1712904404733,3.604,138,899386330277,11385190949,475303.59,1.0,1403.0,836948714745,7028142644,0.84%,0,723693562777,8783,8783,0,73244613,1491753,2.037,1515230675756,1061248020,0.07%,5256385,71850,1.37%,350633741,1515136884912,10873,0.00%,2371575,22923817,966.61%,0,0
6,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.57,2.63,0.0,0.14,1.92,466.604559149,1692301408766,3.627,4451609343263,2.63,466570.31,1.0,1692172761013,3.627,232,882642632301,11173207453,466570.8,1.0,1521.0,837019048023,6723684461,0.80%,0,723754166071,8829,8829,0,96154558,2209952,2.298,1515431944708,1032237286,0.07%,6688246,67047,1.00%,353529250,1515114155710,15579,0.00%,2565948,34415237,1341.23%,0,0
7,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.58,2.63,0.0,0.34,1.89,473.577514985,1690202339427,3.569,4451891396821,2.63,473541.96,1.0,1690179668868,3.569,60,895927189659,11341252913,473542.53,1.0,1199.0,837010432317,6600113183,0.79%,0,723687334586,8784,8784,0,60690190,1391705,2.293,1515359987975,2486235433,0.16%,4066292,180810,4.45%,272632280,1515162511563,3449,0.00%,2757842,51025412,1850.19%,0,0
8,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.59,2.64,0.0,0.11,1.9,469.982891946,1689175743010,3.594,4452174681596,2.64,469943.86,1.0,1689165185375,3.594,72,887306211450,11232536944,469944.5,1.0,1337.0,837118842684,6534674868,0.78%,0,723732006395,8793,8793,0,120552351,2682128,2.225,1515422895629,812629720,0.05%,8082991,228203,2.82%,281209821,1514927766106,565280,0.00%,7891136,35418103,448.83%,0,0
9,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.38,0.66,0.23,0.08,0.03,6.58,2.62,0.0,0.13,1.89,475.10614336,1699218068674,3.577,4451983071894,2.62,475070.23,1.0,1699237514690,3.577,206,898643386836,11375773960,475070.78,1.0,1040.0,837235974580,6683812229,0.80%,0,723870566264,8765,8765,0,92808306,8930836,9.623,1515166246534,983854105,0.06%,6937915,790143,11.39%,272774660,1515068330150,27459,0.00%,3815119,2540652,66.59%,0,0
10,2020-09-05,nbody_50000000_OOflag,3.5.10,nbody.py 50000000,1.0,0.38,0.67,0.23,0.08,0.03,6.59,2.65,0.0,0.11,1.9,467.500783147,1681201927723,3.596,4451337409227,2.65,467468.71,1.0,1681181883989,3.596,155,884652823597,11198801096,467469.22,1.0,1376.0,836965825145,6323028595,0.76%,0,723658502646,8783,8783,0,74899541,1260286,1.683,1515461542650,799110595,0.05%,5998628,167458,2.79%,275640816,1515205687028,370478,0.00%,1759134,13687392,778.08%,0,0
