test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 2.7.18,binarytrees.py 21,58318545,0.98,1.25,0.22,0.30,0.09,0.44,,,,,,58318545 ns,96847183,1.643 GHz,<not,(0.00%),58.90 msec,1.010,<not,(0.00%) ,41,<not,<not,58.96 msec,1.011,2207 C,<not,<not,(0.00%),<not,<not,8516,8516,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,Python 2.7.18,binarytrees.py 21,58319285,0.97,1.25,0.22,0.29,0.07,0.32,3.83,0.81,0.82,,,58319285 ns,140698242,2.390 GHz,<not,(0.00%),58.85 msec,1.009,<not,(0.00%) ,39,<not,<not,58.90 msec,1.010,2137 C,<not,<not,(0.00%),<not,<not,8597,8597,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,Python 2.7.18,binarytrees.py 21,53008799,0.85,1.03,0.27,0.33,0.07,,,,,,,53008799 ns,143117161,2.716 GHz,<not,(0.00%),52.67 msec,0.994,<not,(0.00%) ,15,<not,<not,52.72 msec,0.995,2232 C,<not,<not,(0.00%),<not,<not,8557,8557,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,Python 2.7.18,binarytrees.py 21,51323302,0.95,1.04,0.28,0.33,,,,,,,,51323302 ns,186929024,3.654 GHz,<not,(0.00%),51.13 msec,0.996,<not,(0.00%) ,16,<not,<not,51.19 msec,0.997,2266 C,<not,<not,(0.00%),<not,<not,8519,8519,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,Python 2.7.18,binarytrees.py 21,51294698,0.91,1.03,0.28,0.33,,,,,,,,51294698 ns,186670880,3.657 GHz,<not,(0.00%),51.02 msec,0.995,<not,(0.00%) ,9,<not,<not,51.07 msec,0.996,2281 C,<not,<not,(0.00%),<not,<not,8550,8550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,Python 2.7.18,binarytrees.py 21,51941749,0.94,0.99,0.28,0.33,,,,,,,,51941749 ns,186579042,3.617 GHz,<not,(0.00%),51.55 msec,0.992,<not,(0.00%) ,18,<not,<not,51.61 msec,0.994,2262 C,<not,<not,(0.00%),<not,<not,8563,8563,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,Python 2.7.18,binarytrees.py 21,50969974,0.95,1.02,0.28,0.33,0.07,,,,,,,50969974 ns,136459968,2.669 GHz,<not,(0.00%),51.10 msec,1.003,<not,(0.00%) ,14,<not,<not,51.15 msec,1.003,2177 C,<not,<not,(0.00%),<not,<not,8583,8583,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,Python 2.7.18,binarytrees.py 21,130618077,0.99,1.44,0.20,0.22,0.05,0.60,3.46,0.81,0.65,1.95,1.28,130618077 ns,172128117,1.331 GHz,116682184,2.18,129.26 msec,0.990,77855312,0.602 GHz,49,107472064,970085,129.36 msec,0.990,2083 C,5575157,143876,2.58%,0,<not,8547,8547,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,Python 2.7.18,binarytrees.py 21,58342732,0.99,1.26,0.22,0.29,0.09,0.44,,,,,,58342732 ns,90578563,1.537 GHz,<not,(0.00%),58.92 msec,1.010,<not,(0.00%) ,29,<not,<not,58.97 msec,1.011,2020 C,<not,<not,(0.00%),<not,<not,8555,8555,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,Python 2.7.18,binarytrees.py 21,58821693,0.97,1.26,0.22,0.30,0.10,0.44,,,,,,58821693 ns,81843926,1.378 GHz,<not,(0.00%),59.36 msec,1.009,<not,(0.00%) ,33,<not,<not,59.42 msec,1.010,2006 C,<not,<not,(0.00%),<not,<not,8524,8524,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
