version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
Python 2.5.6,binarytrees_compatible_all.py 21,1.00,0.36,0.66,0.21,0.07,0.06,6.87,2.73,0.00,1.10,1.78,192578306616.60,647065680099.10,3.37,1769900569931.20,2.73,192561.42,1.00,647052955788.60,3.37,46.90,364287851326.40,4611507335.20,192561.72,1.00,1552.70,359974806414.70,1929242280.70,0.53,0.00,276647717798.30,137964.60,137964.60,0.00,4862253148.20,1887973241.00,38.83,586086755422.30,3308507803.90,0.57,276014178.10,102937266.10,37.30,47325981.00,586381842953.20,15494721.50,0.00,841197.70,2294831.20,1039.17,0.00,0.00
Python 2.7.18,binarytrees_compatible_all.py 21,1.00,0.39,0.63,0.21,0.07,0.08,6.82,2.59,0.02,1.34,1.86,181267076474.40,634635786269.00,3.51,1643246630488.20,2.59,181251.83,1.00,634617576467.70,3.51,64.80,342421894061.40,4334680969.30,181252.10,1.00,1465.80,306023878792.20,1664946338.70,0.55,0.00,273895763850.70,2556766.60,2556766.60,0.00,5480116981.70,2082185370.30,38.00,558579160751.70,3782719118.10,0.68,323071625.90,127652263.20,39.51,247041705.90,558743820789.50,21864994.60,0.00,1774517.50,17342266.20,1357.65,0.00,0.00
Python 3.0.1,binarytrees_compatible_all.py 21,1.00,0.38,0.64,0.27,0.05,0.05,6.39,2.65,0.00,1.00,1.76,226498612040.40,753423604284.70,3.33,1998899758908.80,2.65,226479.26,1.00,753410287683.10,3.33,61.40,428581803453.80,5425390745.50,226479.62,1.00,1521.40,419355778313.80,2069401406.80,0.49,0.00,313237252936.10,121776.60,121776.60,0.00,5031678113.80,1892957576.80,37.63,635406697320.70,3528126656.50,0.55,264142313.60,97344195.80,36.87,60601273.30,635327472479.70,15097553.40,0.00,549150.30,1677284.20,928.79,0.00,0.00
Python 3.4.10,binarytrees_compatible_all.py 21,1.00,0.37,0.66,0.24,0.05,0.05,6.68,2.71,0.01,1.03,1.76,214565381577.50,712108257507.00,3.32,1926491496740.10,2.71,214545.42,1.00,712102370483.40,3.32,52.20,406036488616.80,5140018230.70,214545.76,1.00,1564.10,370079272496.00,1721660094.60,0.46,0.00,312497077053.10,1942846.60,1942846.60,0.00,4720908795.10,1684880952.20,35.70,633238493601.80,3450587067.50,0.54,315790533.40,118169838.90,37.37,277006688.10,633306187266.30,15297607.60,0.00,3419566.80,13448755.30,1361.41,0.00,0.00
Python 3.5.10,binarytrees_compatible_all.py 21,1.00,0.38,0.64,0.26,0.04,0.06,6.49,2.61,0.01,1.12,1.76,229099926102.10,760404595382.10,3.32,1981685794359.30,2.61,229078.99,1.00,760393257900.40,3.32,53.90,433551249208.80,5488310011.30,229079.34,1.00,1533.40,387847220686.90,1705253488.50,0.44,0.00,321857071883.90,2508678.10,2508678.10,0.00,5581316202.20,2085338034.40,37.37,646193680805.20,4012127455.20,0.62,347663200.50,134597234.70,38.72,420764732.60,646244521571.40,19703034.30,0.00,1290807.90,14384614.20,1467.04,0.00,0.40
Python 3.6.15,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.28,0.05,0.04,6.31,2.50,0.02,0.89,1.79,229899339836.00,779555159120.50,3.39,1952457192358.90,2.50,229878.75,1.00,779523188134.60,3.39,53.20,435012345195.60,5506832933.80,229879.10,1.00,1472.30,382849274398.20,2142827644.80,0.56,0.00,324458145604.90,3068183.80,3068183.80,0.00,4637502893.70,1663281732.00,35.86,607071061840.20,3177279277.30,0.52,263780136.10,96245579.50,36.48,511311726.10,606825364373.60,17504453.60,0.00,913064.40,215685873.50,58738.45,0.00,0.00
Python 3.7.16,binarytrees_compatible_all.py 21,1.00,0.39,0.65,0.26,0.05,0.04,6.38,2.59,0.02,0.91,1.77,225731632226.10,758033499462.20,3.36,1963719356912.20,2.59,225712.14,1.00,758023261764.00,3.36,41.50,427182038603.60,5407690457.20,225712.47,1.00,1463.50,375660855303.60,1983325831.40,0.53,0.40,323065058582.20,3064711.60,3064711.60,0.00,4625850575.60,1650744576.70,35.69,631581893107.70,3188321844.00,0.51,263855739.60,93706889.40,35.48,382368298.70,631668648135.60,14335789.70,0.00,756325.10,245701048.70,47615.30,0.00,0.00
Python 3.8.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.26,0.04,0.04,6.37,2.61,0.01,0.79,1.77,216224122587.50,726449032315.70,3.36,1900609221993.10,2.62,216205.64,1.00,726437464581.40,3.36,52.60,409216411000.80,5180027751.20,216205.97,1.00,1443.00,370524064116.60,1879914997.20,0.51,1.20,305637912225.70,2468561.00,2468561.00,0.00,3653789064.70,1250011850.70,34.21,619844507440.90,2659061418.00,0.43,214777780.60,80832451.80,37.63,286281067.20,619529328547.20,11285895.80,0.00,6825996.10,241342883.50,14432.37,0.00,0.00
Python 3.9.16,binarytrees_compatible_all.py 21,1.00,0.38,0.66,0.25,0.05,0.04,6.43,2.65,0.01,0.83,1.78,206252874064.60,695918892496.20,3.37,1843006895250.90,2.65,206234.83,1.00,695890294327.10,3.37,50.00,390379286080.20,4941812827.70,206235.14,1.00,1447.50,362952616310.70,1907629780.00,0.53,0.00,287775136122.40,2458393.50,2458393.50,0.00,3696182772.50,1267845236.40,34.32,591994122199.80,2673650148.90,0.45,229758506.60,82145800.70,35.77,276144217.00,592118607517.60,11379508.60,0.00,799817.00,54079698.30,11248.10,0.00,0.00
Python 3.10.11,binarytrees_compatible_all.py 21,1.00,0.40,0.63,0.29,0.04,0.03,6.17,2.53,0.01,0.70,1.79,224958218378.10,763156926005.00,3.39,1928243620614.40,2.53,224938.93,1.00,763131165727.00,3.39,57.90,425777812291.30,5389934290.10,224939.26,1.00,1459.40,381698943507.70,1958271907.10,0.51,0.00,312871331273.60,1628459.20,1628459.20,0.00,3401712363.90,1241886311.70,36.52,598065124978.70,2477622997.30,0.42,196240253.70,72993998.10,37.22,144767172.70,598220637215.80,10721123.70,0.00,627153.20,42166557.30,9390.67,0.00,0.20
