test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.22,0.11,0.06,6.42,2.50,0.01,0.96,1.86,138245077135 ns,487368595378,3.526 GHz,1217830306244,2.50,138231.34 msec,1.000,487370613356,3.526 GHz,51,261333084867,3308203178,138231.58 msec,1.000,1903 C,228651555958,1943515906,0.85%,0,162639578862,1638734,1638734,0,3202886989,1227138412,38.314,409330866429,2059263582,0.50%,175237905,68784142,39.25%,111920344,409513157246,53691499,0.01%,1302901,693020,53.19%,0,2
2,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.23,0.11,0.06,6.41,2.48,0.01,0.90,1.78,145563740233 ns,490484607163,3.370 GHz,1219147768249,2.49,145551.65 msec,1.000,490472979885,3.370 GHz,48,275487930348,3487413320,145551.88 msec,1.000,1350 C,228850002979,1961168411,0.86%,0,162758196097,1652668,1652668,0,3192003275,1209827947,37.902,409478035948,2055677009,0.50%,178051414,69589351,39.08%,113847583,409136658378,53649984,0.01%,4860079,789086,16.24%,0,0
3,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.61,0.23,0.11,0.06,6.42,2.50,0.01,0.91,1.78,144672455205 ns,486998872750,3.367 GHz,1217818267021,2.50,144659.38 msec,1.000,487002258670,3.367 GHz,47,273803025444,3466067309,144659.64 msec,1.000,1328 C,228949273198,1949328486,0.85%,0,162674345751,1652635,1652635,0,3186110483,1229722538,38.596,409388968989,2046914938,0.50%,174795982,69284504,39.64%,121884781,409397422009,62403671,0.02%,560830,1791087,319.36%,0,0
4,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.23,0.11,0.06,6.40,2.48,0.01,0.91,1.78,145546963095 ns,490675451656,3.372 GHz,1219997019577,2.49,145534.34 msec,1.000,490627392046,3.371 GHz,53,275461164085,3487062323,145534.61 msec,1.000,1297 C,229659908073,1962036347,0.85%,0,162789139307,1656655,1656655,0,3193957152,1211674633,37.936,409381602450,2054111731,0.50%,178649986,71506251,40.03%,116554513,409155389455,58483478,0.01%,797148,6491567,814.35%,0,0
5,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.23,0.11,0.06,6.39,2.49,0.01,0.91,1.79,145008002696 ns,490077164563,3.380 GHz,1219508332173,2.49,144995.59 msec,1.000,490084655139,3.380 GHz,35,274445578783,3474198252,144995.83 msec,1.000,1301 C,229800800681,1966045709,0.86%,0,162686526904,1652655,1652655,0,3222869589,1212502869,37.622,409302221106,2054619680,0.50%,177904627,69529220,39.08%,113562728,409419145714,56096033,0.01%,7246638,12759247,176.07%,0,0
6,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.23,0.11,0.06,6.42,2.50,0.01,0.90,1.78,144700092761 ns,487823437669,3.372 GHz,1217852126583,2.50,144686.33 msec,1.000,487761896806,3.371 GHz,26,273871974183,3466944536,144686.61 msec,1.000,1448 C,228462785959,1948119146,0.85%,0,162543183752,1652652,1652652,0,3184992040,1210820944,38.016,409187053160,2049217498,0.50%,177699877,69877209,39.32%,113683017,409329622422,56825036,0.01%,1170070,967882,82.72%,0,0
7,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.23,0.11,0.06,6.41,2.48,0.01,0.90,1.78,145109137442 ns,489384738620,3.373 GHz,1216600881211,2.49,145097.36 msec,1.000,489388507758,3.373 GHz,55,274632689716,3476576287,145097.57 msec,1.000,1350 C,228511946878,1966624355,0.86%,0,162404300030,1656702,1656702,0,3201638667,1226214743,38.300,409290134418,2052194063,0.50%,177557737,70117623,39.49%,110004641,409542260908,57542039,0.01%,2763378,1342163,48.57%,0,0
8,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.22,0.11,0.06,6.42,2.49,0.01,0.91,1.78,144904137699 ns,487522183902,3.365 GHz,1217012718239,2.50,144888.67 msec,1.000,487499961595,3.365 GHz,16,274246901690,3471689652,144888.98 msec,1.000,1452 C,228123343719,1927623049,0.84%,0,162741664390,1652648,1652648,0,3167327854,1223983521,38.644,409297396938,2056998777,0.50%,175138587,70165873,40.06%,113480416,409310333587,57190906,0.01%,397802,875266,220.03%,0,0
9,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.23,0.11,0.06,6.41,2.49,0.01,0.91,1.78,144514207327 ns,488159759616,3.378 GHz,1217903611945,2.49,144501.29 msec,1.000,488120645424,3.378 GHz,17,273522162309,3462510410,144501.56 msec,1.000,1466 C,228548417717,1950655232,0.85%,0,162670116561,1652666,1652666,0,3198148339,1212057777,37.899,409409836283,2059022323,0.50%,176479786,68874061,39.03%,115027434,409451884707,56930972,0.01%,1654468,711553,43.01%,0,0
10,Python 3.12.0b1,binarytrees_compatible_all.py 21,1.00,0.40,0.60,0.23,0.11,0.06,6.40,2.49,0.01,0.90,1.78,145078261271 ns,489222336114,3.372 GHz,1219035538180,2.49,145065.48 msec,1.000,489241814582,3.373 GHz,72,274564810929,3475730817,145065.72 msec,1.000,1368 C,228944284240,1998038398,0.87%,0,162619032198,1652654,1652654,0,3261784144,1218334501,37.352,409349379357,2052221012,0.50%,174585238,69659028,39.90%,151114274,409190178584,55557452,0.01%,207073,870608,420.44%,0,0
