test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v5.12.0,binaryTrees_7_original.js 21,29009228,0.98,0.90,0.30,0.37,0.14,0.11,5.34,1.05,0.05,2.46,2.14,29009228 ns,111475854,3.869 GHz,<not,(0.00%),28.81 msec,0.993,<not,(0.00%) ,3,<not,<not,28.81 msec,0.993,265 C,<not,<not,(0.00%),<not,<not,2267,2267,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v5.12.0,binaryTrees_7_original.js 21,30351619,0.93,0.89,0.31,0.37,0.14,0.15,5.31,1.04,0.04,2.46,2.15,30351619 ns,106370913,3.531 GHz,<not,(0.00%),30.12 msec,0.992,<not,(0.00%) ,1,<not,<not,30.13 msec,0.993,253 C,<not,<not,(0.00%),<not,<not,2267,2267,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v5.12.0,binaryTrees_7_original.js 21,29310202,0.97,0.91,0.31,0.39,0.14,0.11,5.36,1.08,0.17,2.84,2.15,29310202 ns,116947208,4.017 GHz,<not,(0.00%),29.11 msec,0.993,<not,(0.00%) ,3,<not,<not,29.12 msec,0.993,240 C,<not,<not,(0.00%),<not,<not,2266,2266,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v5.12.0,binaryTrees_7_original.js 21,29562796,0.92,0.91,0.30,0.37,0.14,0.11,5.35,1.05,0.05,2.49,2.14,29562796 ns,112815822,3.846 GHz,<not,(0.00%),29.33 msec,0.992,<not,(0.00%) ,3,<not,<not,29.34 msec,0.992,252 C,<not,<not,(0.00%),<not,<not,2264,2264,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v5.12.0,binaryTrees_7_original.js 21,30086400,0.87,0.88,0.31,0.38,0.14,0.26,5.35,1.05,0.04,2.48,2.15,30086400 ns,115708668,3.866 GHz,<not,(0.00%),29.92 msec,0.995,<not,(0.00%) ,2,<not,<not,29.93 msec,0.995,254 C,<not,<not,(0.00%),<not,<not,2266,2266,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v5.12.0,binaryTrees_7_original.js 21,28660079,0.96,0.86,0.31,0.38,0.14,0.11,5.34,1.05,0.05,2.34,2.13,28660079 ns,110743116,3.894 GHz,<not,(0.00%),28.43 msec,0.992,<not,(0.00%) ,2,<not,<not,28.44 msec,0.992,240 C,<not,<not,(0.00%),<not,<not,2267,2267,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v5.12.0,binaryTrees_7_original.js 21,28659643,0.93,0.87,0.31,0.39,0.14,0.11,5.34,1.08,0.18,2.96,2.14,28659643 ns,114310997,4.016 GHz,<not,(0.00%),28.46 msec,0.993,<not,(0.00%) ,1,<not,<not,28.47 msec,0.993,258 C,<not,<not,(0.00%),<not,<not,2267,2267,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v5.12.0,binaryTrees_7_original.js 21,36184697,0.85,0.96,0.28,0.35,0.10,0.17,5.36,1.19,0.07,2.32,2.06,36184697 ns,121796956,3.381 GHz,124701001,1.03,36.02 msec,0.995,127088261,3.528 GHz,2,<not,<not,36.03 msec,0.996,225 C,<not,<not,(0.00%),<not,<not,2266,2266,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v5.12.0,binaryTrees_7_original.js 21,29457698,0.91,0.92,0.30,0.37,0.14,0.11,5.37,1.06,0.04,2.52,2.15,29457698 ns,112895048,3.863 GHz,<not,(0.00%),29.22 msec,0.992,<not,(0.00%) ,1,<not,<not,29.23 msec,0.992,241 C,<not,<not,(0.00%),<not,<not,2264,2264,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v5.12.0,binaryTrees_7_original.js 21,28838747,0.95,0.90,0.31,0.39,0.14,0.11,5.35,1.08,0.19,2.95,2.14,28838747 ns,114973111,4.017 GHz,<not,(0.00%),28.62 msec,0.992,<not,(0.00%) ,3,<not,<not,28.62 msec,0.993,231 C,<not,<not,(0.00%),<not,<not,2266,2266,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
