test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v0.10.48,binaryTrees_7_original.js 21,24763362,0.92,0.76,0.37,0.35,0.14,0.13,5.73,1.18,0.48,,,24763362 ns,97646409,3.938 GHz,<not,(0.00%),24.79 msec,1.001,<not,(0.00%) ,0,<not,<not,24.80 msec,1.002,88 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v0.10.48,binaryTrees_7_original.js 21,24937985,0.92,0.76,0.38,0.34,0.14,0.11,5.64,1.23,0.43,,,24937985 ns,90757480,3.635 GHz,<not,(0.00%),24.96 msec,1.001,<not,(0.00%) ,0,<not,<not,24.97 msec,1.001,87 C,<not,<not,(0.00%),<not,<not,1683,1683,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v0.10.48,binaryTrees_7_original.js 21,24585249,0.93,0.78,0.37,0.34,0.14,0.13,5.69,1.21,0.47,,,24585249 ns,95482172,3.882 GHz,<not,(0.00%),24.59 msec,1.000,<not,(0.00%) ,0,<not,<not,24.60 msec,1.001,87 C,<not,<not,(0.00%),<not,<not,1681,1681,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v0.10.48,binaryTrees_7_original.js 21,24689294,0.95,0.75,0.38,0.35,0.14,0.13,5.68,1.18,0.49,,,24689294 ns,95875192,3.877 GHz,<not,(0.00%),24.72 msec,1.001,<not,(0.00%) ,0,<not,<not,24.74 msec,1.002,85 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v0.10.48,binaryTrees_7_original.js 21,25106622,0.95,0.74,0.38,0.34,0.14,0.13,5.30,1.11,0.43,,,25106622 ns,99257562,3.962 GHz,<not,(0.00%),25.05 msec,0.998,<not,(0.00%) ,0,<not,<not,25.06 msec,0.998,83 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v0.10.48,binaryTrees_7_original.js 21,25841825,0.86,0.77,0.37,0.33,0.14,0.10,5.70,1.28,0.19,,,25841825 ns,96976094,3.749 GHz,<not,(0.00%),25.86 msec,1.001,<not,(0.00%) ,0,<not,<not,25.88 msec,1.002,84 C,<not,<not,(0.00%),<not,<not,1684,1684,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v0.10.48,binaryTrees_7_original.js 21,25761921,0.91,0.77,0.37,0.34,0.13,0.10,4.89,1.10,0.39,,,25761921 ns,100885788,3.903 GHz,<not,(0.00%),25.84 msec,1.003,<not,(0.00%) ,0,<not,<not,25.86 msec,1.004,85 C,<not,<not,(0.00%),<not,<not,1685,1685,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v0.10.48,binaryTrees_7_original.js 21,25962285,0.86,0.75,0.36,0.35,0.14,0.11,5.62,1.20,0.38,,,25962285 ns,101309126,3.850 GHz,<not,(0.00%),26.31 msec,1.013,<not,(0.00%) ,2,<not,<not,26.32 msec,1.014,88 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v0.10.48,binaryTrees_7_original.js 21,24958904,0.91,0.75,0.38,0.35,0.14,0.12,5.51,1.09,0.53,,,24958904 ns,96882108,3.878 GHz,<not,(0.00%),24.96 msec,1.000,<not,(0.00%) ,2,<not,<not,25.00 msec,1.001,70 C,<not,<not,(0.00%),<not,<not,1681,1681,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v0.10.48,binaryTrees_7_original.js 21,24487434,0.93,0.76,0.38,0.34,0.14,0.13,5.74,1.19,0.50,,,24487434 ns,95102322,3.881 GHz,<not,(0.00%),24.49 msec,1.000,<not,(0.00%) ,0,<not,<not,24.52 msec,1.001,82 C,<not,<not,(0.00%),<not,<not,1683,1683,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
