test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v3.3.1,binaryTrees_7_original.js 21,45977830,0.96,0.93,0.31,0.38,0.13,0.08,5.68,1.29,0.06,2.95,2.16,45977830 ns,181223459,3.956 GHz,222517626,1.23,45.81 msec,0.996,181404572,3.960 GHz,2,83609620,1058374,45.82 msec,0.997,259 C,34255966,1423634,4.16%,<not,<not,2330,2330,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v3.3.1,binaryTrees_7_original.js 21,45785484,0.88,0.91,0.31,0.39,0.13,0.07,5.72,1.31,0.06,2.82,2.16,45785484 ns,179311300,3.930 GHz,220722735,1.24,45.63 msec,0.997,179026292,3.923 GHz,2,81141264,1027104,45.64 msec,0.997,256 C,33484145,1362127,4.07%,<not,<not,2330,2330,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v3.3.1,binaryTrees_7_original.js 21,46616391,0.87,0.91,0.31,0.38,0.13,0.10,5.64,1.28,0.06,3.12,2.16,46616391 ns,181895114,3.914 GHz,223996531,1.24,46.47 msec,0.997,181625929,3.908 GHz,2,83579294,1057947,46.47 msec,0.997,251 C,33932781,1507107,4.44%,<not,<not,2330,2330,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v3.3.1,binaryTrees_7_original.js 21,46047832,0.88,0.91,0.31,0.39,0.13,0.08,5.68,1.31,0.06,3.07,2.16,46047832 ns,180819816,3.945 GHz,221212683,1.24,45.83 msec,0.995,180646897,3.941 GHz,2,82767497,1047689,45.84 msec,0.995,238 C,33923948,1434190,4.23%,<not,<not,2330,2330,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v3.3.1,binaryTrees_7_original.js 21,45946338,0.92,0.92,0.31,0.38,0.13,0.08,5.67,1.29,0.06,2.94,2.16,45946338 ns,180144906,3.940 GHz,221897427,1.23,45.72 msec,0.995,180821198,3.954 GHz,3,83312419,1054587,45.73 msec,0.995,252 C,34068682,1418545,4.16%,<not,<not,2330,2330,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v3.3.1,binaryTrees_7_original.js 21,46391014,0.97,0.94,0.31,0.38,0.13,0.08,5.68,1.31,0.06,3.08,2.16,46391014 ns,181453873,3.932 GHz,222680132,1.24,46.14 msec,0.995,181268334,3.928 GHz,2,82812546,1048260,46.15 msec,0.995,243 C,34158890,1431442,4.19%,<not,<not,2330,2330,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v3.3.1,binaryTrees_7_original.js 21,46436929,0.92,0.95,0.30,0.38,0.13,0.08,5.67,1.30,0.06,2.98,2.16,46436929 ns,179989647,3.895 GHz,221775294,1.23,46.21 msec,0.995,179582129,3.886 GHz,2,82138667,1039729,46.22 msec,0.995,224 C,33796142,1408957,4.17%,<not,<not,2329,2329,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v3.3.1,binaryTrees_7_original.js 21,50036111,0.90,0.92,0.31,0.38,0.13,0.08,5.68,1.30,0.06,3.00,2.10,50036111 ns,182052835,3.656 GHz,190184524,1.01,49.79 msec,0.995,172795170,3.470 GHz,2,75304996,953211,49.79 msec,0.995,221 C,27693089,1271482,4.59%,0,<not,2330,2330,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v3.3.1,binaryTrees_7_original.js 21,46439992,0.96,0.94,0.30,0.38,0.13,0.08,5.68,1.30,0.06,3.07,2.16,46439992 ns,181377470,3.923 GHz,222359232,1.23,46.23 msec,0.995,181227440,3.920 GHz,2,82759664,1047570,46.24 msec,0.996,239 C,33830963,1439405,4.25%,<not,<not,2330,2330,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v3.3.1,binaryTrees_7_original.js 21,46216569,0.89,0.93,0.31,0.38,0.13,0.08,5.68,1.31,0.06,2.90,2.16,46216569 ns,180036009,3.914 GHz,221721938,1.24,45.99 msec,0.995,179841998,3.910 GHz,0,81677729,1033922,46.00 msec,0.995,240 C,33813437,1414463,4.18%,<not,<not,2328,2328,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
