test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v4.9.1,binaryTrees_7_original.js 21,57073873,0.88,0.91,0.31,0.40,0.08,0.28,5.70,1.41,0.05,3.40,2.12,57073873 ns,229529784,4.029 GHz,298211956,1.35,56.96 msec,0.998,229202273,4.024 GHz,2,105880093,1340254,56.97 msec,0.998,295 C,49325590,1889216,3.83%,41,<not,2548,2548,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v4.9.1,binaryTrees_7_original.js 21,55369237,0.96,1.00,0.29,0.38,0.14,0.11,5.80,1.40,0.06,3.42,2.16,55369237 ns,222338043,4.027 GHz,283659276,1.31,55.21 msec,0.997,221866384,4.018 GHz,4,102565205,1298289,55.22 msec,0.997,291 C,47620706,1765693,3.71%,40,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v4.9.1,binaryTrees_7_original.js 21,56207957,0.96,0.94,0.30,0.37,0.13,0.11,5.69,1.37,0.06,3.32,2.16,56207957 ns,220361027,3.932 GHz,284063806,1.32,56.04 msec,0.997,220150106,3.928 GHz,4,102042888,1291682,56.05 msec,0.997,305 C,47626495,1896285,3.98%,42,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v4.9.1,binaryTrees_7_original.js 21,54628545,0.96,0.93,0.30,0.40,0.15,0.11,5.78,1.38,0.06,3.40,2.16,54628545 ns,220511019,4.042 GHz,280744226,1.30,54.54 msec,0.998,220625887,4.045 GHz,2,102404130,1296259,54.55 msec,0.999,304 C,46908812,1753863,3.74%,43,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v4.9.1,binaryTrees_7_original.js 21,56556591,0.90,0.91,0.31,0.39,0.14,0.11,5.84,1.40,0.07,3.06,2.10,56556591 ns,214162458,3.799 GHz,259316892,1.18,56.37 msec,0.997,219614192,3.895 GHz,2,102597289,1298699,56.38 msec,0.997,300 C,47525744,1916960,4.03%,46,<not,2549,2549,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v4.9.1,binaryTrees_7_original.js 21,54903041,0.92,0.91,0.30,0.39,0.14,0.11,5.81,1.38,0.06,3.30,2.16,54903041 ns,215981535,3.950 GHz,275025416,1.30,54.67 msec,0.996,215046060,3.933 GHz,3,99492355,1259401,54.68 msec,0.996,274 C,45877653,1824476,3.98%,48,<not,2549,2549,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v4.9.1,binaryTrees_7_original.js 21,58557329,0.89,0.91,0.31,0.37,0.12,0.26,5.56,1.38,0.03,3.27,2.08,58557329 ns,226524651,3.880 GHz,295905645,1.35,58.38 msec,0.997,230168932,3.942 GHz,4,106375697,1346523,58.39 msec,0.997,301 C,50727024,1902419,3.75%,39,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v4.9.1,binaryTrees_7_original.js 21,55027706,0.93,0.94,0.30,0.40,0.14,0.11,5.80,1.37,0.06,3.29,2.15,55027706 ns,218125606,3.976 GHz,276898297,1.27,54.85 msec,0.997,219899162,4.008 GHz,1,101839905,1289112,54.86 msec,0.997,286 C,46728621,1761673,3.77%,41,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v4.9.1,binaryTrees_7_original.js 21,54549535,0.95,0.92,0.31,0.38,0.14,0.11,5.85,1.39,0.06,3.27,2.16,54549535 ns,214436908,3.947 GHz,272570868,1.28,54.32 msec,0.996,214009395,3.940 GHz,4,99153746,1255110,54.33 msec,0.996,279 C,45527896,1813872,3.98%,51,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v4.9.1,binaryTrees_7_original.js 21,55490649,0.91,0.91,0.31,0.39,0.15,0.11,5.79,1.37,0.06,3.33,2.16,55490649 ns,217819464,3.941 GHz,274971909,1.29,55.26 msec,0.996,216350236,3.915 GHz,2,100117136,1267305,55.27 msec,0.996,289 C,44541139,1757903,3.95%,46,<not,2550,2550,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
